team,n,total_salary,sgpar,PA,AB,H,HR,R,RBI,SB,AVG,IP,W,SV,SO,ER,WH,ERA,WHIP,hr_pts,r_pts,rbi_pts,sb_pts,avg_pts,w_pts,sv_pts,so_pts,era_pts,whip_pts,hit_pts,pit_pts,total_pts,rank,sim_num
FREE BIRDS,23,245,9.210107715531938,7519,6680,1699,227,901,885,140,0.25434131736526944,1369,84,0,1281,609.7271266666668,1737.6860000000001,4.008432534696859,1.269310445580716,1,3,3,5,4,10,3,10,3,3,16,29,45,8,36
ERIE LAKERS,23,194,8.020342842542673,7144,6368,1663,235,898,879,120,0.2611494974874372,951,55,64,917,423.6932211111111,1255.4901599999998,4.009715026288117,1.3201789274447948,3,2,2,2,9,2,8,1,2,1,18,14,32,9,36
FREE AT LAST,22,208,7.893011758245234,7025,6160,1503,228,872,829,153,0.24399350649350648,1263,71,0,1147,592.0931677777778,1624.5131800000001,4.219191219319082,1.2862337133808395,2,1,1,6,1,4,3,5,1,2,11,15,26,10,36
WESTSIDE MARAUDERS,23,267,11.081385343265731,7414,6619,1698,271,944,938,149,0.2565342196706451,1255,78,59,1299,537.1831255555555,1526.731656,3.8523092669322705,1.216519247808765,9,8,6,5,8,8,8,9,7,9,36,41,77,1,37
LOUISVILLE SLUGGERS,23,219,10.707672791176606,7786,7011,1826,260,1001,965,178,0.26044786763657113,950,60,80,1013,402.2266900000001,1180.66895,3.8105686421052636,1.2428094210526315,7,10,10,8,10,3,10,2,8,7,45,30,75,2,37
HOOSIERS,23,243,10.421674355318741,7804,6924,1768,247,988,944,206,0.2553437319468515,1294,76,16,1155,545.0427588888889,1613.50743,3.7908692658423493,1.2469145517774345,5,9,8,9,5,6,3,5,10,6,36,30,66,3,37
NATIONAL PASTIME,23,254,10.469813896027839,7671,6904,1768,261,942,940,140,0.25608342989571264,1201,77,52,1169,526.2309055555556,1478.1887499999998,3.9434455870108254,1.2307982930890922,8,6,7,4,7,7,6,6,4,8,32,31,63,4,37
MELONHEADS,21,270,10.702634972350708,6953,6212,1571,236,884,862,175,0.2528976175144881,1392,88,0,1356,587.6665677777777,1680.2589100000002,3.7995683261494246,1.2070825502873566,4,1,2,7,3,10,1,10,9,10,17,40,57,5,37
BIG RED MACHINE,23,210,9.766408146520785,7643,6796,1702,272,943,954,113,0.25044143613890524,1167,70,54,1105,502.210998888889,1467.4008700000002,3.8730925364181665,1.2574129134532992,10,7,9,2,2,4,7,4,6,4,30,25,55,6,37
BLUE SOCKS,23,232,10.01744406177962,7670,6900,1762,229,931,908,207,0.2553623188405797,1177,73,46,1207,511.6099822222223,1479.37956,3.9120559388275287,1.2569070178419712,2,5,4,10,6,5,5,7,5,5,27,27,54,7,37
