Team,ShortName,W,L,GS,G,SV,HLD,BS,IP,TBF,H,R,ER,HR,SO,BB,IBB,HBP,ERA,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,GB%,AVG,BABIP,LOB%,FIP,FPTS,FPTS_IP,SPTS,SPTS_IP,WAR,RA9-WAR,QS,ADP,teamid,League,Name,xMLBAMID,playerids,playerid,fg_auction_dollars
COL,Rockies,0,1,0,10,0,1,NA,10,44,11,6,6,2,7,3,NA,0,5.02352,1.41448,6.55095,2.82938,2.31533,1.61919,0.166868,0.0720711,0.09479735791683197,NA,0.274199,0.296428,0.704712,5.06806,29.799999999999997,2.9799999999999995,33,3.3,-0.00986947,-0.0079496,0,999,19,NL,Valente Bellozo,678368,23899,23899,NA
BOS,Red Sox,1,1,0,26,0,1,NA,26,114,26,14,13,3,22,10,NA,2,4.55774,1.4026,7.47097,3.59188,2.07996,1.19426,0.189541,0.091127,0.09841377288103104,NA,0.256367,0.295037,0.70486,4.59571,99.9,3.8423076923076924,103,3.9615384615384617,-0.00990834,-0.0225591,0,999,3,AL,Seth Martinez,661527,21045,21045,NA
ATH,Athletics,1,1,0,22,0,1,NA,22,96,22,12,11,3,20,9,NA,1,4.60709,1.41361,8.17677,3.59028,2.27747,1.42171,0.207427,0.0910778,0.11634941399097443,NA,0.25679,0.296964,0.721287,4.65736,82.7,3.7590909090909093,85,3.8636363636363638,-0.0100119,-0.0270635,0,999,10,AL,Nick Anderson,623433,18337,18337,NA
LAD,Dodgers,1,1,0,16,0,1,NA,16,72,14,9,8,2,17,10,NA,1,4.53088,1.50746,9.76812,5.74185,1.7012100000000001,1.15333,0.242452,0.142517,0.09993492066860199,NA,0.228852,0.286692,0.728004,4.66215,62.40000000000001,3.900000000000001,59,3.6875,-0.0100561,-0.0301967,0,999,22,NL,Ronan Kopp,691947,sa3017751,sa3017751,NA
KCR,Royals,1,1,0,12,0,1,NA,12,53,11,7,6,2,12,6,NA,1,4.55628,1.43707,8.7627,4.5794,1.9135,1.14661,0.219636,0.114782,0.10485365241765976,NA,0.241017,0.291181,0.710032,4.5888,42.600000000000016,3.550000000000001,41,3.4166666666666665,-0.010098,-0.0282031,0,999,7,AL,Eric Cerantola,672021,sa3017914,sa3017914,NA
BOS,Red Sox,1,1,0,16,0,1,NA,16,70,16,9,8,2,13,6,NA,1,4.6385,1.38098,7.47109,3.23201,2.3116,1.24958,0.190503,0.0824119,0.10809114575386047,NA,0.259723,0.297767,0.691109,4.549,61.20000000000001,3.8250000000000006,63,3.9375,-0.0102296,-0.0253041,0,999,3,AL,Vinny Nittoli,657697,16754,16754,NA
PHI,Phillies,1,1,0,12,0,1,NA,12,53,12,7,6,2,11,5,NA,1,4.58625,1.41788,8.3308,4.04884,2.05758,1.17143,0.20949,0.101814,0.1076764166355133,NA,0.249079,0.296002,0.697397,4.57245,41.000000000000014,3.416666666666668,42,3.5,-0.010287,-0.0259338,0,999,26,NL,Nolan Hoffman,676510,23381,23381,NA
PIT,Pirates,2,2,2,28,0,1,NA,34,149,35,19,18,5,27,12,NA,2,4.73737,1.39205,7.0786,3.2192,2.19886,1.363,0.180762,0.0822069,0.09855498373508453,NA,0.262285,0.293748,0.701325,4.75318,115.10000000000002,3.3852941176470597,121,3.5588235294117645,-0.0106046,-0.0375578,1,999,27,NL,Mike Clevinger,605182,12808,12808,NA
COL,Rockies,2,3,0,40,0,1,NA,40,176,40,23,21,6,38,17,NA,3,4.79454,1.42806,8.46045,3.85846,2.1927,1.31958,0.214239,0.0977057,0.11653372645378113,NA,0.256756,0.303944,0.697883,4.64802,138.2,3.4549999999999996,142,3.55,-0.010637,-0.00459298,0,999,19,NL,Keegan Thompson,624522,19795,19795,-8.04990604443466
ARI,Diamondbacks,1,1,0,20,0,1,NA,20,87,20,11,10,3,17,8,NA,1,4.3958,1.37911,7.81002,3.44951,2.2641,1.16082,0.199999,0.0883352,0.11166411638259888,NA,0.254559,0.297353,0.7076,4.35706,70.1,3.505,72,3.6,-0.0107525,-0.027242100000000002,0,999,15,NL,Grant Holman,680880,30002,30002,NA
TOR,Blue Jays,1,1,0,10,0,1,NA,10,44,10,5,5,2,8,4,NA,0,4.54399,1.4,7.48116,3.55525,2.10425,1.35469,0.189906,0.0902485,0.09965726733207703,NA,0.253929,0.287121,0.719765,4.68774,31.4,3.1399999999999997,32,3.2,-0.01082,-0.00604801,0,999,14,AL,Jake Bloss,814005,33168,33168,NA
CHC,Cubs,1,1,0,22,0,1,NA,22,97,19,11,10,3,22,12,NA,1,4.1589,1.43551,9.13952,4.97533,1.83697,1.02613,0.230804,0.125644,0.10516001284122467,NA,0.232289,0.287845,0.73363,4.38594,85.5,3.8863636363636362,80,3.6363636363636362,-0.0109247,-0.00499329,0,999,17,NL,Riley Martin,702303,sa3017601,sa3017601,NA
DET,Tigers,1,1,0,10,0,1,NA,10,43,9,5,5,1,9,4,NA,0,4.5584,1.38555,8.09421,3.97938,2.03404,1.34648,0.209086,0.102793,0.10629252344369888,NA,0.245501,0.284127,0.712345,4.65722,48.300000000000004,4.83,47,4.7,-0.0109807,-0.00429615,0,999,6,AL,Colin Poche,621363,19403,19403,NA
BOS,Red Sox,0,1,0,8,0,1,NA,8,36,9,5,4,1,6,4,NA,0,4.85895,1.54145,7.08174,4.30888,1.64352,1.19475,0.175162,0.106577,0.06858481466770172,NA,0.265893,0.302216,0.705833,4.77373,27.500000000000007,3.437500000000001,31,3.875,-0.0111723,-0.0273647,0,999,3,AL,Hobie Harris,665048,18615,18615,NA
SDP,Padres,0,1,0,8,0,1,NA,8,35,7,4,4,1,8,4,NA,0,4.43292,1.44267,8.9809,4.79767,1.87193,1.23582,0.225684,0.120562,0.10512197017669678,NA,0.237252,0.286169,0.729078,4.68751,36.7,4.5875,35,4.375,-0.0112058,-0.00436796,0,999,29,NL,Daison Acosta,670897,sa944989,sa944989,NA
WSN,Nationals,3,3,0,57,1,11,NA,57,250,57,31,29,8,49,22,NA,4,4.60092,1.38594,7.67317,3.46601,2.21384,1.27367,0.194602,0.0879026,0.1066993847489357,NA,0.25517,0.29347,0.702891,4.6465,244.2,4.284210526315789,250,4.385964912280702,-0.0112488,-0.0713899,0,999,24,NL,Jackson Rutledge,671131,26215,26215,-6.887097625563329
NYY,Yankees,1,2,0,30,0,1,NA,30,131,30,16,15,4,27,11,NA,2,4.46699,1.36743,8.1371,3.32951,2.44393,1.28973,0.206696,0.0845753,0.12212110310792923,NA,0.252609,0.294413,0.711013,4.46612,113.80000000000001,3.793333333333334,117,3.9,-0.0113913,-0.0521122,0,999,9,AL,Angel Chivilli,683409,26790,26790,NA
ATL,Braves,1,1,0,14,0,1,NA,14,61,12,7,7,2,16,8,NA,0,4.39482,1.40829,10.2286,4.94701,2.06764,1.27775,0.26139,0.12642,0.13497036695480347,NA,0.227987,0.288087,0.727256,4.4533,59.800000000000026,4.271428571428573,56,4,-0.0114072,0.0012435,0,999,16,NL,James Karinchak,675916,20151,20151,NA
SDP,Padres,2,2,0,30,0,1,NA,30,129,30,15,14,4,27,10,NA,2,4.26945,1.31364,8.06406,2.96076,2.72364,1.26983,0.208345,0.076495,0.13185003399848938,NA,0.251437,0.293003,0.719245,4.3306,116.80000000000001,3.8933333333333335,120,4,-0.0115006,-0.0162869,0,999,29,NL,Kyle Hart,606996,19646,19646,NA
MIA,Marlins,1,1,0,28,0,1,NA,28,121,27,15,14,4,26,11,NA,1,4.38726,1.3588,8.35926,3.41946,2.44462,1.31988,0.214338,0.0876775,0.12666019052267075,NA,0.250257,0.293448,0.722896,4.44993,107.80000000000005,3.850000000000002,108,3.857142857142857,-0.0116432,-0.0244483,0,999,20,NL,Michael Petersen,656848,20827,20827,NA
CHW,White Sox,1,2,0,34,0,1,NA,34,151,31,18,17,5,35,19,NA,1,4.50654,1.478,9.2954,5.03191,1.84729,1.20383,0.232209,0.125703,0.10650663077831268,NA,0.238637,0.292522,0.729276,4.59988,123.50000000000003,3.6323529411764715,119,3.5,-0.0117466,-0.0392904,0,999,4,AL,Prelander Berroa,672860,22932,22932,NA
PIT,Pirates,1,1,0,12,0,1,NA,12,53,12,7,6,2,10,5,NA,1,4.53712,1.39522,7.26151,3.44299,2.10907,1.21447,0.183875,0.0871829,0.09669218957424164,NA,0.256427,0.291858,0.705335,4.59211,39.000000000000014,3.2500000000000013,40,3.3333333333333335,-0.0122416,-0.0260765,0,999,27,NL,Wilber Dotel,696062,sa3015163,sa3015163,NA
ATL,Braves,2,3,0,40,0,1,NA,40,176,35,21,19,5,43,22,NA,2,4.30349,1.43419,9.6694,5.03496,1.92045,1.0299,0.244209,0.127162,0.11704689264297485,NA,0.231244,0.293108,0.718704,4.32394,161.5,4.0375,153,3.825,-0.012377,-0.0267443,0,999,16,NL,Daysbel Hernández,678226,20271,20271,-6.711914095041358
TOR,Blue Jays,1,1,0,23,0,1,NA,23,98,22,12,11,4,20,7,NA,1,4.39287,1.27621,7.99327,2.68461,2.97744,1.40126,0.2077,0.0697578,0.13794207572937012,NA,0.248908,0.284999,0.708618,4.42458,83.8,3.643478260869565,83,3.608695652173913,-0.0124332,-0.029490100000000002,0,999,14,AL,Lazaro Estrada,681751,24914,24914,NA
TOR,Blue Jays,1,1,0,16,0,1,NA,16,70,15,8,8,2,14,7,NA,1,4.40239,1.36119,8.0737,3.6801,2.19388,1.2519,0.205469,0.0936557,0.1118137538433075,NA,0.245163,0.285517,0.715544,4.5943,62.80000000000001,3.9250000000000007,62,3.875,-0.0124451,-0.00978877,0,999,14,AL,Adam Macko,671936,sa3011555,sa3011555,NA
SFG,Giants,2,2,0,32,0,0,NA,32,140,34,16,15,4,23,12,NA,2,4.1207,1.41859,6.52431,3.23662,2.01578,0.993281,0.166015,0.0823578,0.08365747332572937,NA,0.267629,0.303887,0.731735,4.34926,103.20000000000002,3.2250000000000005,112,3.5,-0.0126353,0.0841062,0,999,30,NL,Scott Alexander,518397,10591,10591,NA
TEX,Rangers,2,2,0,34,0,1,NA,34,148,33,19,18,5,30,14,NA,2,4.71788,1.37894,7.92074,3.74427,2.11543,1.30949,0.201829,0.0954083,0.10642115026712418,NA,0.247895,0.285932,0.696877,4.69502,120.30000000000003,3.538235294117648,121,3.5588235294117645,-0.0130897,-0.0814111,0,999,13,AL,Luis Curvelo,681168,24710,24710,NA
LAA,Angels,0,0,0,8,0,1,NA,8,36,8,5,4,1,6,4,NA,0,4.91514,1.53863,6.76384,4.5216,1.49589,1.10262,0.167096,0.111703,0.05539276450872421,NA,0.263271,0.298411,0.691498,4.90973,30.100000000000005,3.7625000000000006,31,3.875,-0.0131161,-0.0313465,0,999,1,AL,Walbert Urena,700712,sa3018298,sa3018298,NA
BAL,Orioles,2,2,0,56,0,10,NA,56,243,53,29,27,8,57,25,NA,2,4.35199,1.37587,9.22354,3.94363,2.33884,1.34892,0.23629,0.101029,0.13526146858930588,NA,0.242166,0.292066,0.735043,4.42932,251.2000000000001,4.4857142857142875,249,4.446428571428571,-0.0131489,-0.0634822,0,999,2,AL,Rico Garcia,670329,20023,20023,NA
LAD,Dodgers,0,1,0,10,0,1,NA,10,44,10,6,5,1,8,4,NA,1,4.6777,1.47462,6.78174,3.83052,1.77045,1.24393,0.169445,0.0957075,0.07373789697885513,NA,0.264746,0.29662,0.716904,4.87894,40.7,4.07,42,4.2,-0.0135203,-0.0303314,0,999,22,NL,Ryder Ryan,656924,19891,19891,NA
LAA,Angels,1,2,0,34,0,1,NA,34,150,33,18,17,4,30,16,NA,2,4.46877,1.44424,8.01098,4.15239,1.92924,1.03554,0.201274,0.104328,0.09694594144821167,NA,0.252599,0.300712,0.711176,4.4449,126.60000000000004,3.723529411764707,128,3.764705882352941,-0.0135694,-0.0339407,0,999,1,AL,Tayler Saucedo,642048,17888,17888,NA
NYY,Yankees,1,1,0,26,0,1,NA,26,114,24,14,13,3,25,13,NA,1,4.39053,1.43199,8.50233,4.52651,1.87834,1.12417,0.215742,0.114858,0.10088406503200531,NA,0.242163,0.290635,0.720086,4.49685,105.1,4.042307692307692,103,3.9615384615384617,-0.0138898,-0.0502112,0,999,9,AL,Rafael Montero,606160,12760,12760,NA
MIA,Marlins,1,1,0,12,0,1,NA,12,54,11,6,6,1,11,7,NA,1,4.41131,1.50498,8.17234,4.94462,1.65278,1.03041,0.202099,0.122279,0.0798206776380539,NA,0.246343,0.294445,0.724861,4.64935,49.90000000000001,4.158333333333334,49,4.083333333333333,-0.0140004,0.00241931,0,999,20,NL,Dale Stanavich,689359,sa3019833,sa3019833,NA
CHC,Cubs,0,0,0,8,0,1,NA,8,35,8,4,4,1,7,4,NA,0,4.61958,1.46264,8.0165,4.53233,1.76874,1.16353,0.201439,0.113888,0.08755043894052505,NA,0.247203,0.290169,0.711625,4.66093,32.10000000000001,4.012500000000001,33,4.125,-0.0140359,-0.00185097,0,999,17,NL,Corbin Martin,656686,19884,19884,NA
CIN,Reds,1,1,0,14,0,1,NA,14,62,14,8,8,2,13,6,NA,1,4.92405,1.42547,8.18035,3.93542,2.07865,1.46636,0.206736,0.099457,0.10727924853563309,NA,0.252462,0.290343,0.699898,4.88229,51.60000000000003,3.6857142857142877,53,3.7857142857142856,-0.0155027,-0.0189871,0,999,18,NL,Jose Franco,683742,sa3008714,sa3008714,NA
BAL,Orioles,1,1,0,24,0,1,NA,24,105,22,13,12,3,24,12,NA,1,4.48499,1.42063,9.01234,4.40254,2.04708,1.24258,0.228232,0.111492,0.11674059927463531,NA,0.241887,0.292618,0.721811,4.53735,96.50000000000001,4.020833333333334,94,3.9166666666666665,-0.0156553,-0.0460697,0,999,2,AL,Chayce McDermott,694646,29866,29866,NA
CLE,Guardians,1,1,0,10,0,1,NA,10,44,10,5,5,1,7,4,NA,0,4.55924,1.42827,6.55086,3.41986,1.91554,1.23929,0.164979,0.0861267,0.07885205000638962,NA,0.262558,0.2912,0.714659,4.72746,41.7,4.17,43,4.3,-0.0159836,-0.00619573,0,999,5,AL,Jake Miller,681313,sa3018171,sa3018171,NA
HOU,Astros,1,1,0,18,0,1,NA,18,79,16,9,9,2,19,10,NA,1,4.32975,1.41754,9.48388,4.82546,1.96538,1.23012,0.239525,0.121872,0.11765282601118088,NA,0.231644,0.284841,0.733598,4.58795,76.00000000000003,4.222222222222224,73,4.055555555555555,-0.0160916,-0.00765048,0,999,21,AL,Miguel Ullola,699044,sa3016504,sa3016504,NA
CIN,Reds,1,1,0,16,0,1,NA,16,71,16,10,9,2,14,7,NA,1,4.96433,1.47529,7.71553,4.01062,1.92378,1.31646,0.192186,0.0999002,0.09228532016277313,NA,0.260604,0.299707,0.690781,4.85098,60.20000000000001,3.7625000000000006,62,3.875,-0.0161237,-0.0463962,0,999,18,NL,Yunior Marte,628708,14416,14416,NA
DET,Tigers,1,1,0,16,0,1,NA,16,70,15,9,8,2,16,8,NA,1,4.49593,1.41387,8.91174,4.46885,1.99419,1.27898,0.226566,0.113613,0.11295302212238312,NA,0.239587,0.287492,0.71929,4.62709,63.80000000000001,3.9875000000000007,63,3.9375,-0.0161817,-0.0377141,0,999,6,AL,Tanner Rainey,663432,17610,17610,NA
SEA,Mariners,0,0,0,8,0,1,NA,8,35,8,4,4,1,7,4,NA,1,4.50066,1.39025,7.92529,4.00977,1.9765,1.23364,0.201206,0.101799,0.09940669685602188,NA,0.244743,0.284144,0.708793,4.70541,29.100000000000005,3.6375000000000006,30,3.75,-0.0169796,-0.0125573,0,999,11,AL,Guillo Zuñiga,670871,19588,19588,NA
CIN,Reds,0,1,0,8,0,1,NA,8,36,8,5,5,1,6,4,NA,0,5.29822,1.51916,7.29546,4.32689,1.68607,1.45374,0.180855,0.107264,0.07359116524457932,NA,0.262758,0.294273,0.68398,5.20426,30.100000000000005,3.7625000000000006,31,3.875,-0.0171439,-0.0231835,0,999,18,NL,Kevin Abel,674265,sa3017879,sa3017879,NA
LAA,Angels,2,2,0,32,0,1,NA,32,142,32,17,16,4,27,15,NA,2,4.45143,1.4629,7.67373,4.19377,1.82979,1.01169,0.191963,0.104909,0.08705306053161621,NA,0.254968,0.300349,0.710037,4.48619,111.40000000000002,3.4812500000000006,115,3.59375,-0.0173403,-0.033895,0,999,1,AL,Sam Bachman,696147,29754,29754,NA
LAA,Angels,1,1,0,13,0,1,NA,13,57,12,7,7,2,14,7,NA,1,4.51533,1.44155,9.47644,4.98222,1.90205,1.25117,0.239272,0.125797,0.11347521841526031,NA,0.235703,0.290813,0.72529,4.73627,48.39999999999999,3.7230769230769223,47,3.6153846153846154,-0.017887,-0.0166348,0,999,1,AL,Angel Perdomo,622780,17759,17759,NA
PHI,Phillies,2,2,0,42,0,1,NA,42,182,42,24,22,6,34,16,NA,2,4.65345,1.38249,7.27465,3.46056,2.10216,1.34564,0.186568,0.0887507,0.09781722724437714,NA,0.255674,0.288052,0.701047,4.74948,145.8,3.4714285714285715,150,3.5714285714285716,-0.0180141,-0.0751435,0,999,26,NL,Chase Shugart,663767,21544,21544,-7.9487578327308785
SFG,Giants,0,0,0,8,0,1,NA,8,36,7,4,4,1,8,4,NA,1,4.54308,1.41417,9.18225,4.41103,2.08166,1.21303,0.228921,0.10997,0.1189502701163292,NA,0.24087,0.294364,0.706047,4.70814,33.7,4.2125,32,4,-0.0180853,-0.00490602,0,999,30,NL,Reggie Crawford,686846,sa3020457,sa3020457,NA
SEA,Mariners,1,1,0,16,0,1,NA,16,70,14,8,7,2,16,8,NA,1,4.17986,1.40906,8.97651,4.58915,1.95603,1.019,0.227609,0.116363,0.11124616116285324,NA,0.235825,0.290851,0.725754,4.31996,66.4,4.15,63,3.9375,-0.0180918,-0.0252983,0,999,11,AL,Josh Simpson,681006,25957,25957,NA
SDP,Padres,1,1,0,24,0,1,NA,24,104,23,12,11,3,22,9,NA,1,4.28943,1.34984,8.24066,3.48392,2.36534,1.27189,0.212201,0.0897127,0.12248837947845459,NA,0.24717,0.289425,0.7307,4.40067,98.90000000000002,4.1208333333333345,99,4.125,-0.0180946,-0.0129104,0,999,29,NL,Ty Adcock,686654,25651,25651,NA
CLE,Guardians,2,2,0,38,0,1,NA,38,164,32,19,17,5,43,19,NA,2,4.14468,1.34553,10.264,4.5183,2.27164,1.22606,0.264041,0.116233,0.14780712127685547,NA,0.22419,0.284529,0.732505,4.29548,163.5,4.302631578947368,152,4,-0.0181282,-0.0240552,0,999,5,AL,Andrew Walters,689958,33834,33834,NA
BAL,Orioles,0,0,0,6,0,1,NA,6,27,6,4,3,1,5,4,NA,0,4.93437,1.57092,8.2281,5.3595,1.53524,1.305,0.200945,0.130889,0.07005642354488373,NA,0.251212,0.294097,0.720317,5.19212,18.500000000000007,3.0833333333333344,19,3.1666666666666665,-0.0181514,-0.034729,0,999,2,AL,Eric Torres,701539,sa3017262,sa3017262,NA
CHC,Cubs,1,1,0,15,0,1,NA,15,66,14,8,7,2,14,7,NA,1,4.49341,1.39966,8.63631,4.36866,1.97688,1.11691,0.218139,0.110345,0.10779371112585068,NA,0.238112,0.286713,0.700437,4.50749,58.00000000000001,3.866666666666667,57,3.8,-0.0188836,-0.0188623,0,999,17,NL,Gavin Hollowell,668970,25427,25427,NA
LAA,Angels,2,3,0,60,0,12,NA,60,259,63,32,30,8,47,19,NA,2,4.50172,1.36287,6.98745,2.83042,2.4687,1.25477,0.179959,0.0728964,0.10706300288438797,NA,0.264598,0.298377,0.707867,4.451,260.8,4.346666666666667,275,4.583333333333333,-0.019009,-0.057861,0,999,1,AL,Brent Suter,608718,13942,13942,NA
SEA,Mariners,0,1,0,9,0,1,NA,9,39,9,5,4,1,6,3,NA,1,4.40213,1.35594,6.4749,3.01289,2.14907,1.14629,0.164659,0.0766187,0.08804009854793549,NA,0.258737,0.288329,0.699339,4.61938,34.90000000000001,3.877777777777779,36,4,-0.0194445,-0.030414,0,999,11,AL,Blas Castaño,680604,26117,26117,NA
NA,NA,2,2,0,36,0,0,NA,36,161,36,19,17,4,32,18,NA,2,4.34984,1.47569,8.04477,4.3826599999999996,1.83559,1.04892,0.200061,0.10899,0.09107111394405365,NA,0.251603,0.298764,0.730248,4.47722,127.60000000000005,3.544444444444446,132,3.6666666666666665,-0.0195805,-0.0178446,0,999,-1,NA,Kendall Graveman,608665,15514,15514,NA
CLE,Guardians,1,1,0,23,0,0,NA,23,101,21,12,11,4,25,12,NA,0,4.27259,1.43951,9.92343,4.68606,2.11765,1.37825,0.25,0.118056,0.1319444477558136,NA,0.237154,0.292398,0.75,4.5287,80.4,3.4956521739130437,77,3.347826086956522,-0.0198187,-0.0285132,0,999,5,AL,Daniel Espino,682982,sa3011495,sa3011495,NA
PHI,Phillies,2,2,0,38,0,1,NA,38,163,39,21,19,5,30,12,NA,1,4.53931,1.34507,7.07666,2.90006,2.44017,1.29436,0.183101,0.0750362,0.1080651730298996,NA,0.2592,0.29145,0.703062,4.47665,143.29999999999998,3.771052631578947,150,3.9473684210526314,-0.0199465,-0.0468923,0,999,26,NL,Max Lazar,676661,23426,23426,-6.904100894617404
CIN,Reds,3,4,0,56,0,7,NA,56,246,50,31,29,8,60,28,NA,4,4.62975,1.39482,9.56583,4.46678,2.14155,1.28497,0.242135,0.113065,0.12906954437494278,NA,0.234728,0.288202,0.706571,4.55049,238.0000000000001,4.250000000000002,228,4.071428571428571,-0.0201893,-0.0471482,0,999,18,NL,Connor Phillips,683175,27649,27649,-6.770369344331361
ARI,Diamondbacks,2,2,0,34,0,1,NA,34,148,34,17,16,4,30,13,NA,1,4.11818,1.36779,7.98499,3.38293,2.36038,1.11265,0.204327,0.0865656,0.11776186525821686,NA,0.252658,0.297861,0.730062,4.21659,136.00000000000003,4.000000000000001,140,4.117647058823529,-0.0207121,0.00492001,0,999,15,NL,Andrew Hoffmann,694851,29633,29633,NA
ARI,Diamondbacks,2,1,0,30,0,1,NA,30,135,29,15,14,3,27,16,NA,1,4.23825,1.51412,8.20257,4.80974,1.70541,0.926687,0.202777,0.118903,0.0838748961687088,NA,0.250118,0.302053,0.730971,4.38375,116.69999999999999,3.8899999999999997,118,3.933333333333333,-0.0217653,0.00428484,0,999,15,NL,Juan Morillo,666661,21924,21924,NA
BAL,Orioles,1,2,0,28,0,1,NA,28,122,28,15,14,4,25,11,NA,1,4.47341,1.4006,7.90968,3.47288,2.27756,1.32698,0.2012,0.0883403,0.11285970360040665,NA,0.256548,0.296102,0.726212,4.53252,103.20000000000006,3.6857142857142877,106,3.7857142857142856,-0.0220095,-0.0485729,0,999,2,AL,Cameron Foster,671382,sa3020735,sa3020735,NA
ATH,Athletics,1,2,0,30,0,1,NA,30,128,31,17,16,5,22,8,NA,2,4.85381,1.2941,6.74069,2.33283,2.88949,1.553,0.174934,0.0605414,0.1143922321498394,NA,0.261592,0.284167,0.679422,4.85629,97.9,3.2633333333333336,103,3.433333333333333,-0.022172999999999998,-0.0564337,0,999,10,AL,Joey Estes,683155,26257,26257,NA
PHI,Phillies,1,1,0,18,0,1,NA,18,78,17,10,9,3,16,8,NA,1,4.67629,1.40323,8.24762,3.96104,2.08218,1.42188,0.211137,0.101402,0.10973551869392395,NA,0.250164,0.290078,0.716433,4.82722,61.10000000000001,3.394444444444445,60,3.3333333333333335,-0.0224653,-0.0239899,0,999,26,NL,Génesis Cabrera,650893,17490,17490,NA
MIA,Marlins,1,1,0,16,0,1,NA,16,70,16,9,8,2,15,7,NA,0,4.65451,1.41502,8.56289,4.00288,2.13918,1.37633,0.217743,0.101788,0.11595477163791656,NA,0.248962,0.292652,0.7185,4.63733,65.20000000000002,4.075000000000001,67,4.1875,-0.0234348,-0.0267859,0,999,20,NL,Garrett Acton,670183,27583,27583,NA
CHC,Cubs,1,1,0,18,0,1,NA,18,79,16,10,9,3,18,9,NA,1,4.46602,1.39455,9.00725,4.34379,2.0736,1.28425,0.227955,0.109932,0.11802300065755844,NA,0.237077,0.284582,0.717178,4.62022,64.70000000000002,3.5944444444444454,61,3.388888888888889,-0.0234834,-0.0350037,0,999,17,NL,Jack Neely,680891,30106,30106,NA
BAL,Orioles,1,1,0,25,0,1,NA,25,109,27,14,13,4,21,8,NA,1,4.52102,1.38756,7.5349,2.92313,2.57768,1.35921,0.192294,0.0745996,0.1176944449543953,NA,0.265594,0.30258,0.718638,4.48106,84.60000000000001,3.3840000000000003,92,3.68,-0.0237103,-0.0622112,0,999,2,AL,Albert Suárez,544150,6175,6175,NA
SFG,Giants,1,1,0,14,0,1,NA,14,62,14,7,7,2,12,7,NA,1,4.29035,1.44941,7.77182,4.24247,1.83191,1.073,0.195591,0.106769,0.08882220089435577,NA,0.250941,0.294648,0.728212,4.51069,46.6,3.3285714285714287,48,3.4285714285714284,-0.0239572,-0.0105697,0,999,30,NL,Juan Sanchez,678738,sa3005444,sa3005444,NA
SFG,Giants,2,2,0,40,0,1,NA,40,174,42,20,18,4,29,13,NA,2,4.04434,1.38033,6.46569,2.92645,2.2094,0.90869,0.165289,0.0748116,0.09047718346118927,NA,0.265501,0.302453,0.719646,4.12723,154.60000000000002,3.8650000000000007,165,4.125,-0.0240992,-0.0257407,0,999,30,NL,Reiver Sanmartin,665665,19754,19754,-6.477413427702811
CHW,White Sox,1,1,0,13,0,1,NA,13,58,13,8,7,2,11,6,NA,1,5.16447,1.47481,7.32435,4.1763,1.75379,1.3718,0.182516,0.104069,0.07844643294811249,NA,0.257166,0.289573,0.684726,5.07429,42.8,3.292307692307692,44,3.3846153846153846,-0.0248934,-0.0493501,0,999,4,AL,Tyson Miller,668338,19976,19976,NA
WSN,Nationals,1,2,0,24,0,1,NA,24,104,23,13,12,4,24,11,NA,1,4.56412,1.38645,8.90227,4.00248,2.22419,1.4328,0.227666,0.102359,0.12530671805143356,NA,0.243664,0.288062,0.718167,4.666,84.60000000000004,3.5250000000000017,84,3.5,-0.0253139,-0.0278532,0,999,24,NL,Drew Smith,622098,17755,17755,NA
SEA,Mariners,1,1,0,18,0,1,NA,18,78,17,9,9,2,16,8,NA,1,4.30551,1.35973,8.11757,3.92189,2.06981,1.13213,0.206996,0.100007,0.10698878020048141,NA,0.240355,0.283399,0.715003,4.50601,73.40000000000002,4.077777777777779,73,4.055555555555555,-0.0257384,-0.0283928,0,999,11,AL,Domingo Gonzalez,682445,sa3007495,sa3007495,NA
SEA,Mariners,1,1,0,22,0,1,NA,22,97,21,11,10,3,20,10,NA,1,4.2238,1.42725,7.98903,4.15438,1.92304,1.09617,0.202311,0.105204,0.09710703790187836,NA,0.24826,0.292983,0.732244,4.43706,82.30000000000001,3.7409090909090916,82,3.727272727272727,-0.0262125,-0.0347969,0,999,11,AL,Alex Hoppe,695380,sa3020836,sa3020836,NA
STL,Cardinals,3,3,0,54,0,10,NA,54,235,53,27,24,6,47,21,NA,5,4.07614,1.35476,7.78214,3.44059,2.26186,1.00454,0.198687,0.0878423,0.11084488034248352,NA,0.250613,0.296431,0.719423,4.27164,244,4.518518518518518,248,4.592592592592593,-0.0262569,0.0403513,0,999,28,NL,Justin Bruihl,677865,23779,23779,-4.9872556920892235
MIA,Marlins,1,1,0,22,0,1,NA,22,98,21,12,11,3,19,10,NA,3,4.58948,1.42966,7.94411,4.21294,1.88564,1.06424,0.197496,0.104737,0.0927593931555748,NA,0.24745,0.292315,0.697726,4.65748,74.30000000000001,3.377272727272728,74,3.3636363636363638,-0.0262932,-0.0256299,0,999,20,NL,Josh Ekness,694795,sa3023204,sa3023204,NA
KCR,Royals,1,1,0,28,0,1,NA,28,120,28,15,14,4,24,10,NA,1,4.57063,1.33931,7.66042,3.21184,2.38506,1.33814,0.199,0.083436,0.11556380242109299,NA,0.252442,0.288307,0.700279,4.52197,104.2,3.7214285714285715,107,3.8214285714285716,-0.026539,-0.0258082,0,999,7,AL,Eli Morgan,669212,20203,20203,NA
