Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Spencer Strider","ATL",8,5,10,3.46327,18,18,0,0,,104,423,81,44,40,12,36,,4,139,11.981,3.06709,3.90631,1.03154,0.327598,0.083864,0.2437344193458557,0.210743,1.1178,0.295557,0.730704,,,3.03658,2.39123,2.07062,101.01000213623047,,,,,,,569.3999999999999,5.474999999999999,522,5.019230769230769,,,,,,,,,,,,,,,,,,,"Spencer Strider","27498",675911
"Framber Valdez","HOU",9,6,12,3.4111,20,20,0,0,,127,529,112,52,48,11,41,,6,123,8.72058,2.89049,3.01699,0.812713,0.232816,0.0771684,0.15564803779125214,0.232148,1.20225,0.289019,0.734579,,,3.41495,2.36335,2.33525,61.900001525878906,,,,,,,618.3000000000002,4.868503937007875,597,4.700787401574803,,,,,,,,,,,,,,,,,,,"Framber Valdez","17295",664285
"Hunter Brown","HOU",9,6,11,3.63232,20,20,0,0,,117,488,103,51,47,13,40,,4,127,9.75174,3.08197,3.16413,0.96998,0.259868,0.0821295,0.17773888260126114,0.232991,1.22606,0.298263,0.732323,,,3.44437,2.30498,1.80166,98.58000183105469,,,,,,,560.1000000000001,4.787179487179488,538,4.598290598290598,,,,,,,,,,,,,,,,,,,"Hunter Brown","25880",686613
"Pablo López","MIN",8,6,11,3.76637,20,20,0,0,,122,500,111,55,51,15,30,,5,125,9.28171,2.19285,4.23272,1.12488,0.251052,0.0593122,0.19173986837267876,0.238793,1.15652,0.295467,0.714842,,,3.49669,2.30017,1.72972,73.29000091552734,,,,,,,574.7000000000002,4.710655737704919,560,4.590163934426229,,,,,,,,,,,,,,,,,,,"Pablo Lopez","17085",641154
"Hunter Greene","CIN",7,6,11,3.85002,20,20,0,0,,118,488,95,55,51,17,41,,8,141,10.7218,3.1277,3.42802,1.29297,0.288405,0.0841316,0.20427318662405014,0.216271,1.1502,0.277309,0.721992,,,3.82207,2.29544,2.10251,94.69999694824219,,,,,,,552.1,4.678813559322034,504,4.271186440677966,,,,,,,,,,,,,,,,,,,"Hunter Greene","22182",668881
"Dylan Cease","SDP",8,6,12,3.61677,21,21,0,0,,124,513,101,54,50,14,47,,4,144,10.4148,3.41471,3.04997,1.02844,0.279633,0.0916838,0.18794917315244675,0.21931,1.19688,0.286319,0.733024,,,3.48287,2.28032,1.99969,47.27000045776367,,,,,,,617.7999999999998,4.982258064516127,573,4.620967741935484,,,,,,,,,,,,,,,,,,,"Dylan Cease","18525",656302
"George Kirby","SEA",8,6,11,3.53103,19,19,0,0,,115,461,106,49,45,14,17,,4,106,8.32468,1.35711,6.13414,1.11849,0.229908,0.0374802,0.19242825359106064,0.24156,1.07761,0.2879,0.720607,,,3.40409,2.22471,1.62354,100.83999633789062,,,,,,,552.1999999999999,4.801739130434782,542,4.71304347826087,,,,,,,,,,,,,,,,,,,"George Kirby","25436",669923
"Sonny Gray","STL",7,6,11,3.68405,20,20,0,0,,119,489,106,53,49,13,34,,4,124,9.38845,2.55011,3.68159,1.01961,0.253212,0.0687778,0.18443384021520615,0.234783,1.17563,0.294626,0.718465,,,3.4236,2.19073,1.92423,122.05000305175781,,,,,,,579.0999999999999,4.866386554621848,560,4.705882352941177,,,,,,,,,,,,,,,,,,,"Sonny Gray","12768",543243
"Logan Gilbert","SEA",7,5,11,3.31452,18,18,0,0,,110,435,89,44,40,14,24,,3,118,9.73501,1.95285,4.98503,1.12862,0.272549,0.0546735,0.21787527576088905,0.217471,1.02695,0.271932,0.736031,,,3.2789,2.17521,1.88855,26.360000610351562,,,,,,,565.4,5.14,523,4.754545454545455,,,,,,,,,,,,,,,,,,,"Logan Gilbert","22250",669302
"Spencer Schwellenbach","ATL",8,6,11,3.6772,20,20,0,0,,117,480,108,52,48,13,26,,5,113,8.67204,1.96165,4.42079,1.023,0.235763,0.0533306,0.18243252858519554,0.239809,1.13602,0.292394,0.708284,,,3.40601,2.11545,2.05824,78.30000305175781,,,,,,,558.1000000000001,4.770085470085471,549,4.6923076923076925,,,,,,,,,,,,,,,,,,,"Spencer Schwellenbach","31846",680885
"Joe Ryan","MIN",7,6,10,3.79263,18,18,0,0,,106,427,91,49,45,16,23,,5,118,9.97341,1.92695,5.17575,1.38642,0.275094,0.0531505,0.22194334492087364,0.228127,1.07415,0.281517,0.717664,,,3.64033,2.0958,1.37143,93.91999816894531,,,,,,,503.0000000000001,4.745283018867926,474,4.471698113207547,,,,,,,,,,,,,,,,,,,"Joe Ryan","21390",657746
"Kevin Gausman","TOR",8,7,11,3.90042,21,21,0,0,,126,524,117,60,55,17,37,,3,126,8.96442,2.62715,3.41222,1.18725,0.239977,0.0703286,0.1696481630206108,0.241698,1.21943,0.29363,0.723234,,,3.74137,1.94896,1.40019,166.66000366210938,,,,,,,551.1000000000001,4.373809523809525,541,4.2936507936507935,,,,,,,,,,,,,,,,,,,"Kevin Gausman","14107",592332
"Cristopher Sánchez","PHI",7,5,10,3.56304,23,18,0,0,,106,443,101,46,42,10,29,,3,96,8.12155,2.48121,3.27323,0.875412,0.216592,0.0661707,0.1504208743572235,0.246136,1.22528,0.298189,0.72992,,,3.46411,1.90524,1.96329,144.05999755859375,,,,,,,494.80000000000007,4.667924528301888,496,4.679245283018868,,,,,,,,,,,,,,,,,,,"Cristopher Sanchez","20778",650911
"Tyler Glasnow","LAD",6,3,8,3.53215,15,15,0,0,,85,341,66,36,33,10,27,,2,104,11.0407,2.83853,3.88957,1.09419,0.304563,0.0783025,0.22626038640737534,0.212191,1.09918,0.282336,0.724017,,,3.20859,1.90343,1.56905,91.72000122070312,,,,,,,455.4,5.357647058823529,416,4.894117647058824,,,,,,,,,,,,,,,,,,,"Tyler Glasnow","14374",607192
"Corbin Burnes","ARI",8,6,11,3.67517,20,20,0,0,,122,506,109,54,50,13,37,,4,117,8.64509,2.76859,3.12256,0.990544,0.231434,0.0741167,0.15731707960367203,0.235724,1.20515,0.287722,0.724301,,,3.6179,1.89163,2.19711,37.04999923706055,,,,,,,570.5000000000002,4.676229508196723,552,4.524590163934426,,,,,,,,,,,,,,,,,,,"Corbin Burnes","19361",669203
"Freddy Peralta","MIL",7,6,11,3.79188,20,20,0,0,,114,472,93,52,48,16,41,,5,129,10.1844,3.2309,3.1522,1.24399,0.273751,0.0868446,0.18690679222345352,0.219777,1.17869,0.277039,0.731575,,,3.82495,1.86355,1.81607,103.55999755859375,,,,,,,525,4.605263157894737,482,4.228070175438597,,,,,,,,,,,,,,,,,,,"Freddy Peralta","18679",642547
"MacKenzie Gore","WSN",7,7,11,3.75299,20,20,0,0,,112,470,98,51,47,14,41,,4,126,10.0844,3.28409,3.07068,1.08609,0.26735,0.0870653,0.18028437346220016,0.231594,1.24201,0.297094,0.735046,,,3.6186,1.86122,1.75207,200.7899932861328,,,,,,,518.8000000000002,4.632142857142859,495,4.419642857142857,,,,,,,,,,,,,,,,,,,"MacKenzie Gore","22201",669022
"Nathan Eovaldi","TEX",7,5,10,3.77837,18,18,0,0,,107,438,97,49,45,14,26,,4,104,8.73631,2.23262,3.91303,1.14049,0.236731,0.0604981,0.17623307928442955,0.238076,1.15562,0.28764,0.714871,,,3.65055,1.81601,1.46836,203.2899932861328,,,,,,,485.40000000000015,4.536448598130843,471,4.401869158878505,,,,,,,,,,,,,,,,,,,"Nathan Eovaldi","9132",543135
"Bryan Woo","SEA",7,5,10,3.62423,19,19,0,0,,106,427,92,46,43,14,22,,5,101,8.58821,1.84957,4.64335,1.14591,0.23709,0.0510601,0.1860298477113247,0.229547,1.07241,0.274426,0.709831,,,3.57077,1.8143,1.4005,130.55999755859375,,,,,,,494.00000000000006,4.660377358490567,469,4.4245283018867925,,,,,,,,,,,,,,,,,,,"Bryan Woo","30279",693433
"Tanner Bibee","CLE",7,6,10,3.82477,19,19,0,0,,112,462,100,52,47,16,32,,5,112,9.04717,2.55984,3.53428,1.25456,0.243021,0.0687612,0.17425991594791412,0.234476,1.17811,0.282847,0.728599,,,3.85607,1.76637,1.39343,88.16000366210938,,,,,,,485.0000000000002,4.330357142857145,465,4.151785714285714,,,,,,,,,,,,,,,,,,,"Tanner Bibee","30134",676440
"Clay Holmes","NYM",7,5,9,3.62924,24,18,0,0,,108,460,99,47,43,8,42,,6,103,8.59865,3.49008,2.46374,0.674941,0.223657,0.0907793,0.13287758082151413,0.238941,1.30326,0.300067,0.72183,,,3.46452,1.7657,1.62633,205.64999389648438,,,,,,,505.4000000000001,4.6796296296296305,498,4.611111111111111,,,,,,,,,,,,,,,,,,,"Clay Holmes","13649",605280
"Jack Flaherty","DET",7,6,10,3.81155,19,19,0,0,,107,445,95,49,45,13,34,,5,115,9.72636,2.88006,3.37714,1.13756,0.259319,0.0767867,0.1825326755642891,0.234526,1.21157,0.294924,0.726103,,,3.65877,1.74054,1.4073,138.3800048828125,,,,,,,497.9000000000001,4.653271028037384,479,4.4766355140186915,,,,,,,,,,,,,,,,,,,"Jack Flaherty","17479",656427
"Aaron Nola","PHI",7,6,9,3.93594,18,18,0,0,,112,460,104,53,49,16,28,,3,111,8.91879,2.28238,3.90768,1.29505,0.240099,0.061443,0.17865649610757828,0.243017,1.1878,0.2917,0.722307,,,3.81746,1.725,1.59413,88.30000305175781,,,,,,,490.60000000000025,4.380357142857145,481,4.294642857142857,,,,,,,,,,,,,,,,,,,"Aaron Nola","16149",605400
"Seth Lugo","KCR",7,7,10,4.04751,20,20,0,0,,120,504,117,59,54,15,33,,5,103,7.76994,2.49524,3.1139,1.11288,0.205329,0.0659395,0.13938959687948227,0.251859,1.25689,0.294898,0.70869,,,3.90504,1.71384,1.47842,179.72999572753906,,,,,,,491.3,4.094166666666667,497,4.141666666666667,,,,,,,,,,,,,,,,,,,"Seth Lugo","12447",607625
"Luis Castillo","SEA",8,6,11,3.7298,20,20,0,0,,121,500,107,55,50,16,36,,4,117,8.72603,2.69569,3.23703,1.18763,0.234686,0.0725003,0.16218554973602295,0.233743,1.1872,0.280295,0.734935,,,3.85655,1.70377,1.31691,100.88999938964844,,,,,,,534.4000000000001,4.4165289256198355,511,4.223140495867769,,,,,,,,,,,,,,,,,,,"Luis Castillo","15689",622491
"Zach Eflin","BAL",8,7,10,3.95871,20,20,0,0,,119,490,119,57,53,17,21,,4,97,7.31754,1.56405,4.67858,1.29378,0.197997,0.0423199,0.15567726641893387,0.254439,1.16688,0.288277,0.713296,,,3.93196,1.68041,1.20964,192.4199981689453,,,,,,,481.0999999999999,4.042857142857142,493,4.142857142857143,,,,,,,,,,,,,,,,,,,"Zach Eflin","13774",621107
"Carlos Rodón","NYY",9,7,10,4.10082,20,20,0,0,,116,483,98,58,53,18,41,,5,133,10.2486,3.18318,3.21961,1.4078,0.274524,0.0852663,0.1892581582069397,0.225543,1.19982,0.280784,0.718323,,,4.02479,1.66618,1.07789,140.91000366210938,,,,,,,510.2000000000001,4.398275862068966,474,4.086206896551724,,,,,,,,,,,,,,,,,,,"Carlos Rodon","16137",607074
"Drew Rasmussen","TBR",6,5,8,3.40682,32,15,0,0,,96,393,85,40,36,9,24,,3,95,8.85191,2.2443,3.94418,0.880265,0.241423,0.06121,0.18021315336227417,0.233559,1.13614,0.290549,0.72526,,,3.21527,1.65721,1.36034,241.27999877929688,,,,,,,487.70000000000005,5.080208333333334,472,4.916666666666667,,,,,,,,,,,,,,,,,,,"Drew Rasmussen","25385",656876
"Michael King","SDP",6,4,9,3.50534,15,15,0,0,,87,360,74,37,34,10,31,,4,96,9.9141,3.17683,3.12075,1.00785,0.265211,0.0849832,0.18022800236940384,0.225873,1.20206,0.289564,0.744973,,,3.51539,1.64922,1.50248,62.720001220703125,,,,,,,415.4000000000001,4.774712643678162,392,4.505747126436781,,,,,,,,,,,,,,,,,,,"Michael King","19853",650633
"Sandy Alcantara","MIA",6,7,10,3.92675,19,19,0,0,,119,502,115,57,52,13,34,,4,101,7.57144,2.59764,2.91474,0.98069,0.200297,0.0687187,0.1315782219171524,0.249091,1.25393,0.292758,0.707917,,,3.78779,1.64496,1.74371,137.64999389648438,,,,,,,509.69999999999993,4.283193277310923,514,4.319327731092437,,,,,,,,,,,,,,,,,,,"Sandy Alcantara","18684",645261
"Bailey Ober","MIN",7,6,10,4.05237,19,19,0,0,,112,458,101,55,50,18,27,,4,110,8.85091,2.19214,4.03756,1.43229,0.240111,0.0594694,0.18064191937446594,0.23777,1.15132,0.279834,0.712858,,,4.01531,1.63586,1.10633,84.66999816894531,,,,,,,471.8000000000002,4.212500000000001,453,4.044642857142857,,,,,,,,,,,,,,,,,,,"Bailey Ober","21224",641927
"Zac Gallen","ARI",9,6,11,3.8603,20,20,0,0,,118,492,107,55,51,14,39,,4,118,9.04774,2.94384,3.07345,1.06481,0.240421,0.0782251,0.16219616681337357,0.237994,1.23596,0.293315,0.719167,,,3.69446,1.62478,1.82962,119.88999938964844,,,,,,,529.8,4.489830508474576,515,4.364406779661017,,,,,,,,,,,,,,,,,,,"Zac Gallen","19291",668678
"Nick Pivetta","SDP",7,6,10,3.89223,19,19,0,0,,110,448,93,52,47,17,33,,3,124,10.2075,2.72078,3.75168,1.38524,0.277576,0.0739871,0.203588604927063,0.22536,1.14859,0.280633,0.727155,,,3.80403,1.6218,1.32396,173.72000122070312,,,,,,,503.09999999999997,4.573636363636363,469,4.263636363636364,,,,,,,,,,,,,,,,,,,"Nick Pivetta","15454",601713
"Ranger Suárez","PHI",7,5,8,3.73175,26,17,0,0,,102,430,97,46,42,11,33,,3,93,8.18527,2.85975,2.86223,0.926548,0.216395,0.0756036,0.14079151302576065,0.244854,1.26131,0.29587,0.72559,,,3.64658,1.61929,1.54467,278.0299987792969,,,,,,,445.3,4.365686274509804,445,4.362745098039215,,,,,,,,,,,,,,,,,,,"Ranger Suarez","17277",624133
"Brandon Woodruff","MIL",7,5,10,3.81351,18,18,0,0,,105,432,93,48,44,15,30,,4,108,9.28224,2.55233,3.63677,1.24604,0.250427,0.0688598,0.18156754970550537,0.233243,1.1688,0.284436,0.726412,,,3.78603,1.61664,1.66164,254.5399932861328,,,,,,,464.7,4.425714285714285,444,4.228571428571429,,,,,,,,,,,,,,,,,,,"Brandon Woodruff","16162",605540
"Kris Bubic","KCR",6,6,8,3.962,32,17,0,0,,106,448,101,51,47,11,35,,4,102,8.67739,2.93759,2.95391,0.967006,0.228336,0.0772995,0.15103654563426971,0.246355,1.27763,0.302473,0.708945,,,3.63168,1.61617,1.30353,319.5799865722656,,,,,,,473.5000000000001,4.466981132075473,474,4.471698113207547,,,,,,,,,,,,,,,,,,,"Kris Bubic","21455",663460
"Jesús Luzardo","PHI",7,6,9,3.89808,24,18,0,0,,106,439,94,50,46,14,34,,3,111,9.44325,2.89858,3.25789,1.18483,0.25289,0.0776237,0.17526614665985107,0.233171,1.20691,0.288146,0.719857,,,3.75483,1.60086,1.38809,235.11000061035156,,,,,,,478.80000000000007,4.516981132075473,459,4.330188679245283,,,,,,,,,,,,,,,,,,,"Jesus Luzardo","19959",666200
"Chris Bassitt","TOR",7,7,10,4.02527,20,20,0,0,,118,502,112,58,53,15,38,,7,112,8.51484,2.92401,2.91204,1.1627,0.223017,0.0765844,0.1464322954416275,0.245257,1.27051,0.293644,0.719834,,,4.0265,1.56719,1.11967,344.04998779296875,,,,,,,486.50000000000006,4.122881355932204,484,4.101694915254237,,,,,,,,,,,,,,,,,,,"Chris Bassitt","12304",605135
"Michael Wacha","KCR",7,6,9,4.09347,18,18,0,0,,103,432,99,51,47,13,31,,3,87,7.63638,2.68756,2.84138,1.16923,0.201415,0.0708861,0.13052859157323837,0.249237,1.26651,0.288458,0.711882,,,4.05892,1.52554,1.2325,278.1300048828125,,,,,,,416.9000000000001,4.047572815533981,418,4.058252427184466,,,,,,,,,,,,,,,,,,,"Michael Wacha","14078",608379
"Yusei Kikuchi","LAA",6,7,10,4.0673,20,20,0,0,,113,474,104,56,51,18,37,,3,120,9.55744,2.96957,3.21846,1.43708,0.253672,0.0788178,0.1748543679714203,0.239355,1.24581,0.290309,0.738156,,,4.11097,1.51148,1.20092,170.38999938964844,,,,,,,464.4000000000001,4.109734513274337,451,3.9911504424778763,,,,,,,,,,,,,,,,,,,"Yusei Kikuchi","20633",579328
"Nick Martinez","CIN",6,6,7,4.22409,28,17,0,0,,105,445,106,54,49,15,28,,4,88,7.48894,2.4203,3.09422,1.25644,0.196929,0.0636443,0.13328517973423004,0.257823,1.27982,0.295434,0.709777,,,4.14348,1.46363,1.25567,315.4200134277344,,,,,,,396.9,3.78,410,3.9047619047619047,,,,,,,,,,,,,,,,,,,"Nick Martinez","12730",607259
"Brady Singer","CIN",6,7,9,4.36362,19,19,0,0,,109,465,108,58,53,16,34,,5,103,8.50223,2.76232,3.07793,1.28034,0.221757,0.0720473,0.1497092768549919,0.254372,1.29967,0.302042,0.702099,,,4.1112,1.46261,1.22655,331.239990234375,,,,,,,417.99999999999994,3.8348623853211006,426,3.908256880733945,,,,,,,,,,,,,,,,,,,"Brady Singer","25377",663903
"Kodai Senga","NYM",8,5,10,3.70481,18,18,0,0,,104,440,87,46,43,12,45,,5,112,9.71121,3.91361,2.48139,1.03415,0.254976,0.102755,0.1522207334637642,0.224043,1.27408,0.283835,0.742572,,,3.87305,1.46159,1.60682,155.4199981689453,,,,,,,469.8,4.517307692307693,438,4.211538461538462,,,,,,,,,,,,,,,,,,,"Kodai Senga","31838",673540
"Mitch Keller","PIT",7,7,10,4.30251,20,20,0,0,,118,506,117,62,57,14,37,,7,104,7.88461,2.78022,2.83597,1.09206,0.205141,0.0723354,0.13280540704727173,0.253669,1.29799,0.299046,0.689968,,,4.0191,1.42616,1.17156,298.9200134277344,,,,,,,472.8,4.0067796610169495,484,4.101694915254237,,,,,,,,,,,,,,,,,,,"Mitch Keller","17594",656605
"Reese Olson","DET",5,5,8,3.85497,16,16,0,0,,85,356,78,39,36,9,28,,3,79,8.41091,3.01102,2.79337,0.918118,0.222622,0.0796964,0.1429252251982689,0.239442,1.25069,0.291845,0.70867,,,3.65173,1.40171,1.10981,246.61000061035156,,,,,,,380.49999999999994,4.476470588235293,373,4.3882352941176475,,,,,,,,,,,,,,,,,,,"Reese Olson","24968",681857
