Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Tyler Anderson","LAA",6,8,8,4.68524,19,19,0,0,,113,487,110,64,59,18,43,,4,91,7.21717,3.44545,2.09469,1.44793,0.186147,0.0888659,0.09728080779314041,0.25123,1.3592,0.278936,0.699625,,,4.83164,0.69192,0.402891,491.44000244140625,,,,,,,369.80000000000007,3.2725663716814166,372,3.2920353982300883,,,,,,,,,,,,,,,,,,,"Tyler Anderson","12880",542881
"Jake Irvin","WSN",5,7,9,4.48413,19,19,0,0,,109,462,106,59,54,17,34,,4,88,7.29861,2.83389,2.57548,1.39576,0.191421,0.0743245,0.11709658801555634,0.250314,1.2865,0.280061,0.696608,,,4.53815,0.684099,0.736888,444.760009765625,,,,,,,383.9,3.522018348623853,386,3.541284403669725,,,,,,,,,,,,,,,,,,,"Jake Irvin","21504",663623
"Dustin May","LAD",4,3,4,3.89389,20,9,0,1,,61,257,54,29,26,6,23,,3,55,8.0619,3.32219,2.42668,0.938659,0.2127,0.0876506,0.12504942715168,0.232535,1.25084,0.278477,0.706502,,,3.90275,0.681072,0.668058,321.8900146484375,,,,,,,273.20000000000005,4.478688524590165,263,4.311475409836065,,,,,,,,,,,,,,,,,,,"Dustin May","19716",669160
"Jonathan Cannon","CHW",4,7,7,4.80997,17,17,0,0,,94,406,96,54,50,14,34,,4,70,6.70989,3.27724,2.04742,1.36296,0.17162,0.0838224,0.08779717236757278,0.261364,1.39383,0.288641,0.687855,,,4.77038,0.67394,0.19605,688.1699829101562,,,,,,,299.80000000000007,3.1893617021276603,314,3.3404255319148937,,,,,,,,,,,,,,,,,,,"Jonathan Cannon","31730",686563
"Lucas Erceg","KCR",2,2,0,3.48062,35,0,3,6,,35,148,30,15,14,3,13,,2,39,9.89174,3.27004,3.02496,0.665069,0.261472,0.0864381,0.17503362894058228,0.227422,1.22083,0.301673,0.716379,,,3.14076,0.66696,0.452957,188.22999572753906,,,,,,,216.10000000000002,6.174285714285715,208,5.942857142857143,,,,,,,,,,,,,,,,,,,"Lucas Erceg","19360",668674
"Matt Brash","SEA",3,2,0,3.22339,41,0,1,8,,41,170,33,16,15,3,18,,2,51,11.2555,3.9243,2.86816,0.723034,0.297796,0.103828,0.19396771490573883,0.217019,1.2426,0.30442,0.755048,,,3.07148,0.661934,0.497016,680.780029296875,,,,,,,259.70000000000005,6.334146341463415,245,5.975609756097561,,,,,,,,,,,,,,,,,,,"Matt Brash","25756",666374
"Will Vest","DET",2,2,0,3.40062,42,0,9,6,,42,176,38,17,16,4,13,,2,42,8.88919,2.81574,3.15696,0.764762,0.237445,0.0752131,0.16223163902759552,0.23515,1.20753,0.296373,0.731995,,,3.27357,0.659637,0.595314,716.6500244140625,,,,,,,270.8,6.447619047619048,266,6.333333333333333,,,,,,,,,,,,,,,,,,,"Will Vest","19769",676684
"Jeremiah Estrada","SDP",3,2,0,3.25028,42,0,1,10,,42,170,31,16,15,5,17,,1,58,12.4839,3.64399,3.42588,1.01041,0.338642,0.0988483,0.23979374021291733,0.205112,1.15578,0.29545,0.764301,,,3.0701,0.659031,0.618288,417.7699890136719,,,,,,,275.70000000000005,6.564285714285715,252,6,,,,,,,,,,,,,,,,,,,"Jeremiah Estrada","22210",669093
"Ryan Walker","SFG",3,2,0,3.08837,42,0,4,9,,42,173,34,16,14,3,13,,3,49,10.4976,2.77336,3.78515,0.710456,0.284561,0.0751784,0.20938289910554886,0.219479,1.12638,0.297774,0.741623,,,2.88535,0.65135,0.655928,75.5999984741211,,,,,,,291.5,6.940476190476191,277,6.595238095238095,,,,,,,,,,,,,,,,,,,"Ryan Walker","20423",676254
"Bailey Falter","PIT",5,6,6,4.61961,28,16,0,0,,92,394,95,52,47,14,28,,2,69,6.6993,2.70285,2.47861,1.33481,0.174323,0.0703308,0.10399170964956284,0.262034,1.33359,0.290094,0.688897,,,4.49902,0.646122,0.467403,694.25,,,,,,,309.60000000000014,3.3652173913043493,326,3.5434782608695654,,,,,,,,,,,,,,,,,,,"Bailey Falter","20070",663559
"Jason Adam","SDP",3,2,0,3.0956,44,0,3,8,,44,180,33,17,15,5,15,,3,52,10.4934,3.07988,3.40708,0.93058,0.286958,0.084224,0.20273353904485703,0.202488,1.08122,0.267029,0.755347,,,3.33197,0.640714,0.732084,341.82000732421875,,,,,,,275.3,6.256818181818182,252,5.7272727272727275,,,,,,,,,,,,,,,,,,,"Jason Adam","11861",592094
"Kutter Crawford","BOS",4,5,3,4.32501,35,8,0,0,,74,306,67,38,35,12,22,,3,72,8.80467,2.6363,3.33978,1.458,0.235123,0.0704007,0.1647222563624382,0.239481,1.20926,0.280835,0.699178,,,4.2321,0.637874,0.487547,412.79998779296875,,,,,,,294.8,3.983783783783784,283,3.824324324324324,,,,,,,,,,,,,,,,,,,"Kutter Crawford","20531",676710
"Yu Darvish","SDP",4,3,5,4.13638,10,10,0,0,,56,230,51,28,26,8,16,,3,53,8.65917,2.53262,3.41905,1.33933,0.231979,0.0678488,0.16412972658872604,0.238276,1.19169,0.281054,0.703845,,,4.07129,0.633418,0.511288,285.7200012207031,,,,,,,232.40000000000012,4.150000000000002,225,4.017857142857143,,,,,,,,,,,,,,,,,,,"Yu Darvish","13074",506433
"Bryce Elder","ATL",6,6,7,4.53047,25,17,0,0,,100,436,103,55,51,12,37,,4,79,7.11824,3.28256,2.1685,1.09684,0.1822,0.0840214,0.09817902743816376,0.260994,1.39245,0.299462,0.691824,,,4.29139,0.630475,0.637365,746.8400268554688,,,,,,,359.59999999999997,3.5959999999999996,379,3.79,,,,,,,,,,,,,,,,,,,"Bryce Elder","27779",693821
"Orion Kerkering","PHI",3,2,0,3.25705,40,0,3,8,,40,164,33,16,14,4,13,,2,45,10.1414,2.99447,3.38671,0.802557,0.27145,0.0801516,0.19129838794469833,0.225114,1.17811,0.297794,0.745059,,,3.17213,0.63002,0.580475,321.30999755859375,,,,,,,253,6.325,240,6,,,,,,,,,,,,,,,,,,,"Orion Kerkering","31776",689147
"Dean Kremer","BAL",6,6,8,4.52484,18,18,0,0,,101,431,101,55,51,16,34,,3,83,7.42082,3.02797,2.45076,1.46398,0.192612,0.0785927,0.11401929706335068,0.255946,1.33745,0.286729,0.712766,,,4.65431,0.615733,0.337378,446.1499938964844,,,,,,,343.0000000000001,3.3960396039603973,352,3.485148514851485,,,,,,,,,,,,,,,,,,,"Dean Kremer","19350",665152
"Cade Cavalli","WSN",4,5,5,4.30224,22,13,0,0,,79,340,72,41,38,10,33,,5,71,8.08072,3.76734,2.14494,1.11305,0.208505,0.097208,0.11129716038703918,0.239481,1.33493,0.282608,0.701792,,,4.33085,0.613966,0.592296,679.1799926757812,,,,,,,302.40000000000003,3.827848101265823,293,3.7088607594936707,,,,,,,,,,,,,,,,,,,"Cade Cavalli","27473",676917
"Noah Cameron","KCR",3,4,3,4.16512,29,8,0,0,,60,257,60,30,28,7,19,,2,55,8.22348,2.86377,2.87156,1.07473,0.214603,0.0747339,0.13986925035715103,0.253918,1.30857,0.303763,0.70575,,,3.87631,0.612555,0.457869,646.5800170898438,,,,,,,248.89999999999998,4.1483333333333325,256,4.266666666666667,,,,,,,,,,,,,,,,,,,"Noah Cameron","30184",702070
"Zack Littell","TBR",5,6,7,4.4565,22,16,0,0,,93,390,96,50,46,16,21,,3,74,7.23705,2.04465,3.53951,1.56182,0.190933,0.0539434,0.1369899921119213,0.262128,1.26255,0.289964,0.7104,,,4.51204,0.607635,0.290496,407.0299987792969,,,,,,,317.80000000000007,3.4172043010752695,333,3.5806451612903225,,,,,,,,,,,,,,,,,,,"Zack Littell","15823",641793
"Marcus Stroman","NYY",4,5,6,4.61622,14,14,0,0,,74,322,75,41,38,10,28,,3,56,6.81629,3.45183,1.97469,1.19393,0.174019,0.0881246,0.08589426428079605,0.259156,1.40181,0.291401,0.694272,,,4.5582,0.607219,0.281471,493.20001220703125,,,,,,,248.60000000000002,3.3594594594594596,259,3.5,,,,,,,,,,,,,,,,,,,"Marcus Stroman","13431",573186
"Justin Martinez","ARI",2,2,0,3.31204,40,0,18,3,,40,172,32,16,15,2,21,,2,49,10.9582,4.62897,2.36731,0.54121,0.284834,0.12032,0.164513997733593,0.213425,1.30404,0.301172,0.741103,,,3.14951,0.603292,0.76949,181.0800018310547,,,,,,,319.2,7.9799999999999995,305,7.625,,,,,,,,,,,,,,,,,,,"Justin Martinez","24453",679885
"Pete Fairbanks","TBR",3,2,0,3.48536,40,0,17,3,,40,167,33,17,16,4,16,,1,44,9.86735,3.52738,2.79736,0.893115,0.26314,0.0940673,0.169072687625885,0.221351,1.21917,0.286433,0.738941,,,3.46441,0.59422,0.356153,151.47999572753906,,,,,,,295,7.375,282,7.05,,,,,,,,,,,,,,,,,,,"Pete Fairbanks","17998",664126
"Chase Dollander","COL",3,5,5,5.01883,18,13,0,0,,71,310,71,43,40,10,30,,4,67,8.46378,3.75489,2.25407,1.324,0.214879,0.0953293,0.11954979598522186,0.254836,1.41239,0.300985,0.668293,,,4.52492,0.593902,0.49767,999,,,,,,,249.79999999999998,3.5183098591549293,257,3.619718309859155,,,,,,,,,,,,,,,,,,,"Chase Dollander","33482",801403
"Gunnar Hoglund","ATH",5,6,6,4.67623,21,16,0,0,,94,401,96,53,49,15,28,,4,75,7.14965,2.68456,2.66325,1.42893,0.18604,0.0698545,0.11618533730506897,0.258993,1.31537,0.288616,0.686685,,,4.5835,0.59043,0.235883,999,,,,,,,315.5,3.356382978723404,329,3.5,,,,,,,,,,,,,,,,,,,"Gunnar Hoglund","31318",680684
"Jack Leiter","TEX",4,5,6,4.63592,21,16,0,0,,89,383,81,50,46,13,38,,5,86,8.67861,3.89569,2.22775,1.34327,0.223693,0.100412,0.12328080087900162,0.239211,1.34783,0.282405,0.691854,,,4.54842,0.589246,0.249888,403.1099853515625,,,,,,,331.1,3.720224719101124,319,3.5842696629213484,,,,,,,,,,,,,,,,,,,"Jack Leiter","30146",683004
"Ryne Nelson","ARI",5,4,4,4.22539,35,9,0,0,,83,351,84,42,39,11,22,,3,69,7.45686,2.36505,3.15294,1.18073,0.19651,0.0623258,0.13418389111757278,0.258042,1.27484,0.297356,0.700648,,,4.01042,0.583093,0.616612,469.8399963378906,,,,,,,323.5000000000001,3.8975903614457845,335,4.036144578313253,,,,,,,,,,,,,,,,,,,"Ryne Nelson","26253",669194
"Raisel Iglesias","ATL",3,2,0,3.35183,44,0,19,2,,44,180,38,18,17,5,11,,2,48,9.71357,2.13601,4.54754,1.09875,0.267141,0.0587442,0.2083970531821251,0.227548,1.09456,0.286509,0.746769,,,3.32657,0.582343,0.771985,52.099998474121094,,,,,,,325.3,7.3931818181818185,315,7.159090909090909,,,,,,,,,,,,,,,,,,,"Raisel Iglesias","17130",628452
"Slade Cecconi","CLE",3,4,4,4.4542,20,10,0,0,,58,242,57,31,29,9,14,,2,52,8.05806,2.26062,3.56454,1.37371,0.213834,0.0599892,0.15384439006447792,0.253055,1.23705,0.292579,0.683144,,,4.14655,0.581312,0.203079,714.3599853515625,,,,,,,226.30000000000007,3.9017241379310357,229,3.9482758620689653,,,,,,,,,,,,,,,,,,,"Slade Cecconi","27500",677944
"Chris Martin","TEX",2,2,0,3.24438,31,0,3,7,,31,125,29,12,11,3,5,,1,32,9.45393,1.50324,6.28904,0.907787,0.259327,0.0412347,0.21809212490916252,0.243317,1.10227,0.309898,0.739223,,,2.91043,0.576633,0.429762,262.17999267578125,,,,,,,206.1,6.648387096774194,205,6.612903225806452,,,,,,,,,,,,,,,,,,,"Chris Martin","11847",455119
"Cade Povich","BAL",4,5,7,4.52401,15,15,0,0,,77,331,74,42,39,12,30,,3,69,8.08362,3.45249,2.34139,1.3785,0.209748,0.0895828,0.1201651394367218,0.246796,1.33711,0.284597,0.704327,,,4.53021,0.572783,0.24828,438.20001220703125,,,,,,,268.80000000000007,3.4909090909090916,268,3.4805194805194803,,,,,,,,,,,,,,,,,,,"Cade Povich","30055",700249
"Jon Gray","TEX",3,3,3,4.31255,22,8,0,0,,59,248,57,30,28,8,19,,2,52,7.95783,2.86356,2.779,1.26626,0.208877,0.0751626,0.13371450453996658,0.249547,1.28583,0.289882,0.702565,,,4.20637,0.570343,0.331519,584.6599731445312,,,,,,,231.00000000000006,3.9152542372881367,232,3.9322033898305087,,,,,,,,,,,,,,,,,,,"Jon Gray","14916",592351
"Mike Burrows","PIT",4,3,3,4.32904,26,8,0,0,,68,293,65,35,33,9,28,,3,63,8.28533,3.65254,2.26838,1.17924,0.213337,0.0940483,0.11928876489400864,0.248327,1.3672,0.294472,0.713292,,,4.27301,0.56164,0.514868,750.719970703125,,,,,,,256.50000000000006,3.7720588235294126,256,3.764705882352941,,,,,,,,,,,,,,,,,,,"Mike Burrows","24728",681347
"Trevor Megill","MIL",2,2,0,3.56457,41,0,15,3,,41,172,35,18,16,5,16,,2,49,10.8383,3.44432,3.14671,1.04285,0.288102,0.0915565,0.1965455487370491,0.226124,1.233,0.300972,0.749451,,,3.43616,0.559871,0.505644,127.13999938964844,,,,,,,281.90000000000003,6.875609756097562,271,6.609756097560975,,,,,,,,,,,,,,,,,,,"Trevor Megill","17722",656730
"Spencer Arrighetti","HOU",4,4,5,4.44095,10,10,0,0,,57,244,51,31,28,8,24,,3,59,9.37649,3.8102,2.46089,1.31031,0.244033,0.0991644,0.1448681578040123,0.233772,1.31118,0.284337,0.699715,,,4.30257,0.553859,0.228227,200.63999938964844,,,,,,,227.79999999999998,3.996491228070175,218,3.824561403508772,,,,,,,,,,,,,,,,,,,"Spencer Arrighetti","29921",681293
"Andrew Painter","PHI",3,2,4,4.3048,17,9,0,0,,55,233,52,29,26,8,19,,2,51,8.36977,3.05486,2.73982,1.25289,0.220124,0.0803425,0.1397816389799118,0.244487,1.27944,0.288511,0.700326,,,4.16899,0.552144,0.379773,999,,,,,,,212.40000000000003,3.8618181818181823,210,3.8181818181818183,,,,,,,,,,,,,,,,,,,"Andrew Painter","sa3017880",691725
"Bowden Francis","TOR",7,7,6,4.47205,30,16,0,0,,103,429,97,55,51,19,28,,5,90,7.93697,2.49958,3.17533,1.70559,0.210846,0.0664015,0.1444448158144951,0.246048,1.22552,0.272698,0.713823,,,4.77084,0.548321,0.292003,257.2300109863281,,,,,,,357.3,3.4689320388349514,349,3.3883495145631066,,,,,,,,,,,,,,,,,,,"Bowden Francis","20548",670102
"David Bednar","PIT",2,3,0,3.94364,41,0,16,3,,41,173,37,20,18,4,15,,2,43,9.44063,3.38715,2.78719,0.978454,0.248464,0.0891451,0.1593189537525177,0.234352,1.26723,0.295849,0.709351,,,3.65568,0.542879,0.263739,145.8800048828125,,,,,,,285.00000000000006,6.951219512195124,280,6.829268292682927,,,,,,,,,,,,,,,,,,,"David Bednar","19569",670280
"Jack Kochanowicz","LAA",4,7,6,4.77872,21,16,0,0,,96,416,105,55,51,14,27,,7,53,5.01436,2.49433,2.0103,1.2798,0.128112,0.0637277,0.06438431143760681,0.273147,1.37071,0.287924,0.677321,,,4.84976,0.529476,0.199133,664.3900146484375,,,,,,,269.20000000000005,2.804166666666667,302,3.1458333333333335,,,,,,,,,,,,,,,,,,,"Jack Kochanowicz","27688",686799
"Jacob Lopez","ATH",3,3,2,4.1422,25,6,0,0,,57,245,50,28,26,7,26,,4,57,9.01377,4.06845,2.21553,1.04527,0.231719,0.104589,0.12713024765253067,0.234054,1.34127,0.288296,0.713519,,,4.15497,0.525529,0.243587,999,,,,,,,229.69999999999993,4.029824561403507,218,3.824561403508772,,,,,,,,,,,,,,,,,,,"Jacob Lopez","25098",682052
"Michael Lorenzen","KCR",5,6,5,4.50124,37,14,0,0,,96,418,94,52,48,13,40,,4,75,6.99031,3.72715,1.87551,1.2012,0.179108,0.0954981,0.08360942453145981,0.250969,1.38915,0.282889,0.703255,,,4.61546,0.52215,0.426805,539.6599731445312,,,,,,,324.10000000000014,3.376041666666668,329,3.4270833333333335,,,,,,,,,,,,,,,,,,,"Michael Lorenzen","14843",547179
"Rhett Lowder","CIN",3,3,3,4.35737,16,7,0,0,,47,201,47,25,23,6,16,,2,38,7.32136,2.9861,2.45182,1.21597,0.189657,0.0773538,0.11230352520942688,0.256408,1.33663,0.292807,0.706223,,,4.31974,0.517916,0.435231,537.4199829101562,,,,,,,173.8,3.697872340425532,179,3.8085106382978724,,,,,,,,,,,,,,,,,,,"Rhett Lowder","33876",695076
"Steven Matz","STL",4,3,3,3.98123,33,7,0,0,,65,274,64,31,29,8,18,,2,55,7.62418,2.5539,2.98531,1.08496,0.200844,0.0672775,0.13356663286685944,0.253427,1.27158,0.29598,0.717036,,,3.91236,0.509566,0.458461,635.280029296875,,,,,,,266.20000000000005,4.095384615384616,271,4.1692307692307695,,,,,,,,,,,,,,,,,,,"Steven Matz","13361",571927
"Ryan Gusto","HOU",5,4,4,4.4412,38,10,0,0,,87,371,85,46,43,12,30,,4,76,7.8953,3.14899,2.50725,1.27306,0.204831,0.0816956,0.12313561886548996,0.252172,1.33116,0.292358,0.701405,,,4.33834,0.50767,0.166575,750.3699951171875,,,,,,,325.20000000000005,3.737931034482759,329,3.781609195402299,,,,,,,,,,,,,,,,,,,"Ryan Gusto","26440",687473
"Michael Soroka","WSN",4,8,5,4.58272,36,14,0,0,,97,420,90,54,50,14,42,,5,92,8.46016,3.8443,2.2007,1.28106,0.217832,0.0989828,0.118849016726017,0.241195,1.35212,0.284325,0.692768,,,4.4908,0.504944,0.398405,409.3599853515625,,,,,,,354.60000000000014,3.6556701030927847,346,3.5670103092783507,,,,,,,,,,,,,,,,,,,"Michael Soroka","18383",647336
"Nestor Cortes","MIL",3,2,3,3.95747,13,6,0,0,,41,170,37,20,18,6,11,,1,40,8.80073,2.50723,3.51014,1.38113,0.237068,0.0675381,0.16953032463788986,0.237039,1.18314,0.279765,0.728271,,,4.0448,0.504671,0.443502,261.0199890136719,,,,,,,177.40000000000003,4.326829268292684,171,4.170731707317073,,,,,,,,,,,,,,,,,,,"Nestor Cortes","17874",641482
"Cole Sands","MIN",3,2,0,3.75688,41,0,2,10,,41,172,37,19,17,5,13,,2,44,9.55001,2.83637,3.36698,1.0021,0.254636,0.0756274,0.1790086328983307,0.233357,1.20128,0.295172,0.715088,,,3.51412,0.503568,0.152463,677.9600219726562,,,,,,,238.70000000000005,5.821951219512196,233,5.682926829268292,,,,,,,,,,,,,,,,,,,"Cole Sands","21461",663485
"Spencer Turnbull","TOR",3,3,3,4.06236,31,8,0,0,,67,285,62,33,30,8,25,,4,63,8.4899,3.38676,2.50679,1.07742,0.220609,0.0880047,0.13260455429553986,0.241662,1.30365,0.29111,0.715659,,,4.06489,0.501418,0.356464,720.97998046875,,,,,,,275.2,4.107462686567164,270,4.029850746268656,,,,,,,,,,,,,,,,,,,"Spencer Turnbull","16207",605513
"Camilo Doval","SFG",3,3,0,3.5256,41,0,20,3,,41,176,34,18,16,3,19,,2,47,10.1627,4.14827,2.44986,0.637092,0.26617,0.108647,0.15752273052930832,0.219227,1.27816,0.295292,0.722919,,,3.28481,0.499076,0.436778,381.8999938964844,,,,,,,321.1,7.831707317073171,309,7.536585365853658,,,,,,,,,,,,,,,,,,,"Camilo Doval","21992",666808
"Patrick Corbin","TEX",4,6,6,5.00887,15,15,0,0,,78,342,87,47,44,13,25,,2,60,6.82493,2.85314,2.39207,1.45057,0.173843,0.0726746,0.10116837173700333,0.275811,1.4253,0.30564,0.683834,,,4.68949,0.497334,-0.0735033,739.8800048828125,,,,,,,230.10000000000008,2.950000000000001,260,3.3333333333333335,,,,,,,,,,,,,,,,,,,"Patrick Corbin","9323",571578
"Tylor Megill","NYM",4,3,2,3.96817,35,5,0,0,,58,245,52,28,25,7,22,,2,61,9.57632,3.48705,2.74625,1.0381,0.250659,0.0912732,0.15938588976860046,0.237083,1.29176,0.299425,0.718861,,,3.74267,0.488264,0.353486,373.1199951171875,,,,,,,257.90000000000003,4.446551724137931,249,4.293103448275862,,,,,,,,,,,,,,,,,,,"Tylor Megill","21318",656731
"Garrett Whitlock","BOS",2,2,0,3.68061,43,0,1,10,,43,176,40,19,17,5,11,,2,43,9.14642,2.22883,4.1037,1.03547,0.246082,0.0599659,0.1861160211265087,0.242395,1.17867,0.30114,0.721455,,,3.40914,0.481733,0.424725,541.22998046875,,,,,,,244.7,5.690697674418605,242,5.627906976744186,,,,,,,,,,,,,,,,,,,"Garrett Whitlock","20191",676477
"Yennier Cano","BAL",2,2,0,3.4082,44,0,1,9,,44,184,40,18,17,4,15,,2,43,8.77496,3.01777,2.90776,0.839354,0.232339,0.079903,0.15243613719940186,0.238593,1.24718,0.297286,0.7483,,,3.46542,0.477249,0.509096,658.75,,,,,,,248.40000000000003,5.645454545454546,244,5.545454545454546,,,,,,,,,,,,,,,,,,,"Yennier Cano","25911",666974
"Alex Vesia","LAD",2,2,0,3.41185,38,0,2,11,,38,156,29,15,14,5,16,,1,48,11.5455,3.93625,2.93312,1.14165,0.308861,0.105301,0.2035594955086708,0.208731,1.205,0.282539,0.771785,,,3.59012,0.474045,0.531507,586.8200073242188,,,,,,,243.29999999999998,6.402631578947368,224,5.894736842105263,,,,,,,,,,,,,,,,,,,"Alex Vesia","25007",681911
"Kyle Hendricks","LAA",4,6,6,5.05053,16,16,0,0,,85,367,91,52,48,14,25,,3,56,5.96604,2.69973,2.20987,1.51665,0.153572,0.0694937,0.0840780958533287,0.268616,1.36873,0.286032,0.669807,,,4.95751,0.469698,-0.0684371,666.8300170898438,,,,,,,248.20000000000002,2.9200000000000004,271,3.1882352941176473,,,,,,,,,,,,,,,,,,,"Kyle Hendricks","12049",543294
"Yimi García","TOR",2,2,0,3.62987,34,0,1,7,,34,141,28,15,14,4,11,,2,40,10.3505,2.78265,3.71967,1.12525,0.280824,0.0754969,0.20532673597335815,0.221452,1.13652,0.285389,0.726099,,,3.48261,0.468779,0.255484,550.469970703125,,,,,,,203.60000000000002,5.988235294117648,192,5.647058823529412,,,,,,,,,,,,,,,,,,,"Yimi Garcia","12095",554340
"Mark Leiter Jr.","NYY",3,3,0,3.8155,41,0,1,11,,41,170,34,19,17,5,15,,3,50,11.1407,3.41176,3.26539,1.16608,0.294881,0.090305,0.20457569509744644,0.224219,1.22014,0.298491,0.731007,,,3.62825,0.467476,0.168644,749.6300048828125,,,,,,,248.50000000000003,6.060975609756098,235,5.7317073170731705,,,,,,,,,,,,,,,,,,,"Mark Leiter Jr.","15551",643410
"Robert Suarez","SDP",3,2,0,3.59813,43,0,19,2,,43,177,37,19,17,5,14,,1,43,8.94866,2.95598,3.02731,1.07125,0.240853,0.07956,0.1612928807735443,0.227246,1.18426,0.277749,0.736722,,,3.72464,0.463881,0.383314,103.19000244140625,,,,,,,304.5,7.0813953488372094,294,6.837209302325581,,,,,,,,,,,,,,,,,,,"Robert Suarez","30115",663158
"Charlie Morton","BAL",5,6,5,4.5156,26,14,0,0,,90,392,85,49,45,13,40,,7,90,9.08894,3.97322,2.28755,1.28985,0.230911,0.100943,0.12996861338615417,0.24538,1.38771,0.297046,0.709606,,,4.47435,0.463758,0.286355,387.1400146484375,,,,,,,324.1,3.6011111111111114,320,3.5555555555555554,,,,,,,,,,,,,,,,,,,"Charlie Morton","4676",450203
"Abner Uribe","MIL",2,2,0,3.48016,40,0,4,7,,40,172,32,17,15,3,23,,1,47,10.6126,5.21749,2.03403,0.678103,0.272794,0.134115,0.13867928087711334,0.215295,1.37812,0.294657,0.752619,,,3.543,0.463716,0.537501,628.8300170898438,,,,,,,245.90000000000003,6.147500000000001,231,5.775,,,,,,,,,,,,,,,,,,,"Abner Uribe","25327",682842
"Trevor Williams","WSN",4,5,5,4.50705,27,14,0,0,,83,358,86,45,42,13,26,,3,67,7.20784,2.82765,2.54906,1.37852,0.186622,0.0732122,0.11340980231761932,0.262672,1.35087,0.295229,0.709711,,,4.50296,0.461645,0.448222,505.3800048828125,,,,,,,277.70000000000005,3.345783132530121,293,3.5301204819277108,,,,,,,,,,,,,,,,,,,"Trevor Williams","16977",592866
"Colton Gordon","HOU",3,3,5,4.2076,30,12,0,0,,64,273,62,33,30,9,21,,3,58,8.08285,2.94794,2.74186,1.28298,0.211817,0.0772531,0.1345640942454338,0.248159,1.28805,0.289042,0.716493,,,4.24468,0.452456,0.360072,999,,,,,,,245.70000000000005,3.8390625000000007,247,3.859375,,,,,,,,,,,,,,,,,,,"Colton Gordon","31312",676467
"Luke Weaver","NYY",2,2,0,3.87106,44,0,13,6,,44,181,38,20,19,6,14,,2,47,9.72274,2.85162,3.40956,1.26303,0.261071,0.0765703,0.18450039625167847,0.230026,1.18611,0.284921,0.726115,,,3.82002,0.44405,0.307434,374.45001220703125,,,,,,,288,6.545454545454546,277,6.295454545454546,,,,,,,,,,,,,,,,,,,"Luke Weaver","16918",596133
"Justin Slaten","BOS",3,2,0,3.95897,41,0,4,7,,41,174,38,20,18,5,15,,2,42,9.22269,3.18295,2.89753,1.06901,0.243118,0.0839052,0.15921268612146378,0.23894,1.26753,0.296548,0.716823,,,3.74497,0.436964,0.218914,441.3500061035156,,,,,,,224.10000000000002,5.465853658536586,221,5.390243902439025,,,,,,,,,,,,,,,,,,,"Justin Slaten","25648",686580
"Reed Garrett","NYM",3,3,0,3.70771,43,0,1,10,,43,183,37,19,18,5,20,,2,50,10.539,4.17252,2.52581,0.99439,0.27364,0.108337,0.16530217230319977,0.229558,1.33066,0.303163,0.750754,,,3.68056,0.433786,0.357777,744.1500244140625,,,,,,,239.5,5.569767441860465,229,5.325581395348837,,,,,,,,,,,,,,,,,,,"Reed Garrett","16866",657585
"Carlos Estévez","KCR",2,3,0,3.86246,41,0,17,2,,41,173,37,19,18,5,15,,2,40,8.74694,3.25324,2.68869,1.06771,0.231011,0.0859197,0.1450916975736618,0.233836,1.25039,0.284139,0.722962,,,3.89471,0.431864,0.354804,182.1300048828125,,,,,,,267.70000000000005,6.529268292682928,262,6.390243902439025,,,,,,,,,,,,,,,,,,,"Carlos Estevez","14542",608032
"Keegan Akin","BAL",2,1,0,3.55115,41,0,1,9,,41,169,35,18,16,5,13,,1,46,10.0611,2.77394,3.62701,1.11783,0.272132,0.0750291,0.19710253179073334,0.228322,1.16922,0.291351,0.743806,,,3.46899,0.429201,0.184414,690.469970703125,,,,,,,241.90000000000003,5.900000000000001,231,5.634146341463414,,,,,,,,,,,,,,,,,,,"Keegan Akin","19362",669211
"Aaron Bummer","ATL",3,2,0,3.45978,38,0,1,7,,38,161,34,16,15,2,15,,2,43,10.2775,3.62004,2.83905,0.481835,0.268359,0.0945241,0.17383445799350739,0.235489,1.29858,0.32281,0.719772,,,2.83823,0.427206,0.287078,744.719970703125,,,,,,,236.19999999999996,6.215789473684209,232,6.105263157894737,,,,,,,,,,,,,,,,,,,"Aaron Bummer","16258",607481
"Simeon Woods Richardson","MIN",2,2,4,4.58831,8,8,0,0,,44,188,43,24,22,6,16,,1,38,7.84113,3.36237,2.33202,1.2877,0.202547,0.0868546,0.11569245159626007,0.251783,1.35485,0.29074,0.693528,,,4.40941,0.426362,0.189379,476.45001220703125,,,,,,,165,3.75,167,3.7954545454545454,,,,,,,,,,,,,,,,,,,"Simeon Woods Richardson","24494",680573
