Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"TJ Friedl","CIN",115,497,439,111,75,18,4,13,63,55,42,0,82,10,3,3,,16,4,0.253225,0.0841517,0.165158,0.509523,0.330058,0.404987,0.327319,0.735046,0.151763,6.11012,0.281943,0.660634,0.353405,63.2284,6.12964,100.463,1.01404,-0.561288,1.28953355550766,1.2146374583244324,1.93593,247.4199981689453,,,,,,,555,4.826086956,555,4.826086956,,,,,,,,,,,,,,,,,,,"TJ Friedl","19522",670770
"Josh Lowe","TBR",75,322,291,76,47,17,1,11,39,41,28,2,93,1,2,0,,15,2,0.260798,0.0863474,0.289522,0.298241,0.325603,0.438329,0.333603,0.763932,0.177531,6.05285,0.344741,-0.0279873,1.68238,42.5352,5.56089,124.252,1.65439,0.571097,10.224189281463623,-2.8789034485816956,1.91442,146.6199951171875,,,,,,,402.9,5.372,402.9,5.372,,,,,,,,,,,,,,,,,,,"Josh Lowe","19953",666139
"Jonathan Aranda","TBR",90,388,338,88,56,18,1,13,50,51,40,1,95,7,3,0,,1,1,0.260919,0.10365,0.244552,0.423837,0.348424,0.436223,0.347359,0.784647,0.175305,2.63437,0.321938,0.117859,-0.958221,55.3936,10.8875,134.111,-0.840362,0.348498,13.668980062007904,-8.574650168418884,1.91299,318.1600036621094,,,,,,,475,5.277777777,475,5.277777777,,,,,,,,,,,,,,,,,,,"Jonathan Aranda","21837",666018
"Jeff McNeil","NYM",93,403,363,101,71,21,1,8,46,45,28,0,50,7,3,1,,4,1,0.277599,0.0694999,0.124865,0.556599,0.338948,0.409647,0.332252,0.748595,0.132048,3.74816,0.300492,-0.740456,-0.541254,52.7469,6.52405,113.497,-1.28171,-0.934889,5.222798705101013,0.03764235973358154,1.9049,446.95001220703125,,,,,,,454.2,4.883870967,454.2,4.883870967,,,,,,,,,,,,,,,,,,,"Jeff McNeil","15362",643446
"Iván Herrera","STL",70,278,239,61,40,12,1,8,34,33,33,0,59,3,2,0,,4,1,0.256928,0.11892,0.213422,0.557205,0.352419,0.416023,0.343105,0.768442,0.159094,4.32221,0.308173,0.374954,-0.319557,38.738,6.8676,118.621,0.0553968,-2.11828,6.243002135306597,2.511815309524536,1.90005,225.9600067138672,,,,,,,331.1,4.73,331.1,4.73,,,,,,,,,,,,,,,,,,,"Ivan Herrera","20599",671056
"Luis Urías","ATH",83,358,309,72,47,14,1,11,41,38,37,0,77,8,3,1,,3,1,0.233257,0.103687,0.215879,0.480301,0.329335,0.3847,0.321254,0.714036,0.151443,3.50295,0.274716,-0.0375179,-0.663681,43.786,2.7035,115.319,-0.701199,-0.972335,5.31341016292572,0.5609980821609497,1.88825,727.219970703125,,,,,,,381.8,4.6,381.8,4.6,,,,,,,,,,,,,,,,,,,"Luis Urias","16622",649966
"Jake Rogers","DET",58,227,205,44,26,9,1,8,26,26,18,1,68,2,1,1,,1,0,0.213729,0.0807145,0.298754,0.270171,0.283094,0.381939,0.293999,0.665033,0.16821,4.15175,0.275336,0.0909181,-0.276368,22.9467,-3.15562,92.9388,-0.18545,2.74451,-1.9469591677188873,7.1843273639678955,1.87517,475.260009765625,,,,,,,210.3,3.625862068,210.3,3.625862068,,,,,,,,,,,,,,,,,,,"Jake Rogers","19452",668670
"Christian Yelich","MIL",112,485,416,107,70,19,2,16,66,59,62,5,109,4,3,1,,19,3,0.256904,0.128389,0.224193,0.57267,0.356326,0.423823,0.344548,0.780149,0.166918,5.78342,0.309928,0.542826,1.51941,68.3012,12.5619,117.765,2.06224,-0.73187,12.386524677276611,-10.161191642284393,1.86694,112.05000305175781,,,,,,,625.8,5.5875,625.8,5.5875,,,,,,,,,,,,,,,,,,,"Christian Yelich","11477",592885
"Ryan Jeffers","MIN",83,332,292,69,41,15,1,12,37,41,28,0,75,7,2,1,,2,0,0.23623,0.0856695,0.225959,0.379138,0.317659,0.417101,0.325803,0.73476,0.180872,3.22246,0.274378,-0.331118,-0.461149,41.7829,3.69353,115.208,-0.792268,-0.579608,4.743784248828888,3.5092808604240417,1.85449,232.5800018310547,,,,,,,365.2,4.4,365.2,4.4,,,,,,,,,,,,,,,,,,,"Ryan Jeffers","24618",680777
"J.T. Realmuto","PHI",107,424,382,94,60,18,3,13,47,50,33,2,106,6,3,0,,8,2,0.245993,0.0771189,0.249857,0.308652,0.313939,0.407782,0.317959,0.721721,0.161789,5.07003,0.305341,-0.0847748,-0.139762,50.7537,2.10326,100.083,-0.224537,1.32232,-0.18247460573911667,8.80657958984375,1.85097,140.24000549316406,,,,,,,462.5,4.322429906,462.5,4.322429906,,,,,,,,,,,,,,,,,,,"J.T. Realmuto","11739",592663
"Logan O'Hoppe","LAA",99,396,357,85,54,12,1,18,45,50,30,0,109,6,2,1,,2,1,0.238676,0.0763876,0.276174,0.276593,0.306119,0.426322,0.322639,0.732441,0.187647,2.9209,0.290393,-0.247734,-0.858442,48.8396,3.41991,110.435,-1.10618,-2.00944,3.423336386680603,2.7740440368652344,1.84727,135.80999755859375,,,,,,,437.7,4.421212121,437.7,4.421212121,,,,,,,,,,,,,,,,,,,"Logan O'Hoppe","24729",681351
"Parker Meadows","DET",71,308,273,67,42,13,3,9,37,33,29,1,71,2,2,1,,12,3,0.243758,0.0936,0.229207,0.408365,0.319221,0.411848,0.322762,0.73107,0.16809,6.66453,0.294868,0.538909,0.451747,38.038,2.69114,113.555,0.990656,0.469891,5.569655418395996,1.569273680448532,1.84237,287.75,,,,,,,349,4.915492957,349,4.915492957,,,,,,,,,,,,,,,,,,,"Parker Meadows","23800",678009
"Michael Busch","CHC",110,476,418,103,60,23,2,18,62,62,49,1,128,6,3,0,,3,1,0.246169,0.102648,0.268411,0.382429,0.332211,0.439415,0.340371,0.771626,0.193246,4.0325,0.30895,-0.142815,-0.725898,65.4122,10.7545,117.882,-0.868714,0.985857,9.321810483932495,-7.262291252613068,1.8179,252.30999755859375,,,,,,,574,5.218181818,574,5.218181818,,,,,,,,,,,,,,,,,,,"Michael Busch","26319",683737
"Max Muncy","LAD",103,444,369,77,41,17,1,18,56,55,65,2,124,6,3,1,,2,1,0.20794,0.146355,0.279752,0.523159,0.333372,0.403728,0.329319,0.7371,0.195788,3.01749,0.255067,-0.0433163,-0.896938,57.1524,6.17131,109.79,-0.940254,-2.21622,4.263474225997925,-1.2648319602012634,1.80818,260.94000244140625,,,,,,,500.4,4.858252427,500.4,4.858252427,,,,,,,,,,,,,,,,,,,"Max Muncy","13301",571970
"Luke Raley","SEA",99,429,377,87,52,16,1,17,51,53,32,0,125,16,3,1,,10,3,0.229524,0.0753158,0.292176,0.257775,0.315226,0.412074,0.323688,0.7273,0.18255,5.27436,0.294066,0.0213561,-0.0189482,53.3653,4.06628,119.529,0.00240789,-0.629658,9.203782900469378,-6.677805662155151,1.79343,296.989990234375,,,,,,,476.7,4.815151515,476.7,4.815151515,,,,,,,,,,,,,,,,,,,"Luke Raley","19354",670042
"Luis García Jr.","WSN",109,471,438,118,80,22,2,13,54,57,28,1,71,1,4,0,,13,4,0.268207,0.0589458,0.15036,0.392031,0.310803,0.418415,0.319153,0.729218,0.150208,4.85524,0.291594,-0.360717,-0.103403,56.8732,2.78115,101.802,-0.46412,-0.259619,0.5524276793003082,1.42278853058815,1.79251,127.55999755859375,,,,,,,520.7,4.77706422,520.7,4.77706422,,,,,,,,,,,,,,,,,,,"Luis Garcia Jr.","20391",671277
"Josh Naylor","ARI",120,519,464,126,79,28,0,19,61,78,46,6,76,5,3,0,,9,3,0.271079,0.0891393,0.145699,0.611806,0.340908,0.453666,0.345709,0.794574,0.182587,3.39562,0.286633,-0.851325,-0.482131,73.4686,13.8989,117.29,-1.33346,0.715581,9.405151009559631,-9.059418201446533,1.78294,100.47000122070312,,,,,,,663.1,5.525833333,663.1,5.525833333,,,,,,,,,,,,,,,,,,,"Josh Naylor","18839",647304
"Kyle Manzardo","CLE",97,417,363,87,47,21,1,18,53,58,46,1,94,4,3,0,,1,1,0.239964,0.111251,0.225334,0.493715,0.330432,0.451412,0.342891,0.781844,0.211449,2.89825,0.272198,-0.0203911,-0.892903,58.1875,10.2579,128.036,-0.913294,0.340273,11.92916738986969,-9.157874643802643,1.77656,355.8800048828125,,,,,,,509.1,5.248453608,509.1,5.248453608,,,,,,,,,,,,,,,,,,,"Kyle Manzardo","29794",700932
"Ke'Bryan Hayes","PIT",118,509,465,116,83,21,3,9,54,50,37,1,98,4,3,1,,13,3,0.24945,0.0723092,0.193347,0.373986,0.307938,0.366859,0.300402,0.674797,0.117409,5.40578,0.29631,0.222003,0.239576,53.9552,-4.50304,86.5902,0.461579,6.45731,-7.711714684963226,8.275517702102661,1.77312,362.1099853515625,,,,,,,486.5,4.122881355,486.5,4.122881355,,,,,,,,,,,,,,,,,,,"Ke'Bryan Hayes","18577",663647
"Tyler Fitzgerald","SFG",112,485,442,106,65,22,3,16,62,58,32,0,144,6,3,2,,18,4,0.239511,0.0650194,0.297151,0.218809,0.297809,0.411218,0.312326,0.709027,0.171706,6.64652,0.315735,0.31853,1.17934,55.9986,0.259283,98.8892,1.49787,0.515036,0.8523330688476562,0.4727517440915108,1.77291,242.5800018310547,,,,,,,519.9,4.641964285,519.9,4.641964285,,,,,,,,,,,,,,,,,,,"Tyler Fitzgerald","26208",666149
"Eugenio Suárez","ARI",117,507,446,102,60,21,1,20,58,66,49,1,146,8,3,1,,2,1,0.227347,0.096093,0.288432,0.333156,0.31254,0.413195,0.321746,0.725735,0.185849,3.00237,0.287166,-0.535838,-0.879534,62.2265,4.02619,101.547,-1.41537,0.0592494,-0.476823091506958,0.8898048996925354,1.7498,168.66000366210938,,,,,,,551.8,4.716239316,551.8,4.716239316,,,,,,,,,,,,,,,,,,,"Eugenio Suarez","12552",553993
"Brooks Lee","MIN",88,382,348,88,58,19,1,10,41,44,29,2,63,2,3,1,,4,1,0.251474,0.0754729,0.164717,0.458197,0.30948,0.396084,0.310841,0.705564,0.14461,3.72056,0.279831,-0.0184805,-0.624961,43.5793,-0.242095,104.483,-0.643441,0.0289819,1.2342676520347595,2.456759685650468,1.74516,420.2699890136719,,,,,,,397.4,4.51590909,397.4,4.51590909,,,,,,,,,,,,,,,,,,,"Brooks Lee","31595",686797
"Matt Wallner","MIN",76,328,283,66,35,16,2,13,40,42,34,1,110,9,2,0,,2,1,0.234325,0.102734,0.336102,0.305662,0.332012,0.442463,0.34145,0.774476,0.208139,4.52351,0.329804,0.107145,-0.457523,45.347,7.68802,126.422,-0.350378,-0.151384,9.15934556722641,-3.6652733087539673,1.7423,264.8399963378906,,,,,,,396.6,5.218421052,396.6,5.218421052,,,,,,,,,,,,,,,,,,,"Matt Wallner","26466",670242
"Seiya Suzuki","CHC",107,464,407,106,66,19,3,18,59,61,50,2,118,4,3,0,,9,4,0.260308,0.108009,0.254129,0.425017,0.344381,0.453669,0.349899,0.79805,0.193361,5.04993,0.321741,-0.425486,-0.808905,67.2761,13.968,124.142,-1.23439,-0.12502,12.183563590049744,-10.471932902932167,1.74199,84.3499984741211,,,,,,,595.9,5.569158878,595.9,5.569158878,,,,,,,,,,,,,,,,,,,"Seiya Suzuki","30116",673548
"Carson Kelly","CHC",68,269,234,55,36,9,1,9,31,34,29,0,51,3,2,1,,1,0,0.234812,0.106177,0.188144,0.564339,0.324231,0.401603,0.323799,0.725834,0.166791,3.11546,0.258738,-0.220433,-0.479282,33.4151,2.5678,106.994,-0.699715,1.04172,1.549770712852478,6.288637638092041,1.73511,533.52001953125,,,,,,,288.3,4.239705882,288.3,4.239705882,,,,,,,,,,,,,,,,,,,"Carson Kelly","13620",608348
"Jesús Sánchez","MIA",101,435,390,100,62,20,2,16,51,54,38,1,109,3,3,1,,9,2,0.256248,0.0873249,0.250506,0.348594,0.325526,0.442127,0.336503,0.767654,0.185879,4.81671,0.312851,-0.542184,0.115205,58.4941,8.51033,110.274,-0.426979,-0.253404,4.927155762910843,-2.3617374300956726,1.73369,271.2699890136719,,,,,,,524.3,5.191089108,524.3,5.191089108,,,,,,,,,,,,,,,,,,,"Jesus Sanchez","19913",660821
"Otto Lopez","MIA",102,441,404,109,79,22,3,6,51,43,30,1,73,3,3,1,,14,4,0.270575,0.0679002,0.166486,0.407844,0.323851,0.381206,0.313189,0.705057,0.110632,5.42987,0.31588,0.157997,0.172916,51.2036,0.535182,94.9568,0.330914,3.03479,-2.333337962627411,4.695897579193115,1.73258,322.1099853515625,,,,,,,458.1,4.49117647,458.1,4.49117647,,,,,,,,,,,,,,,,,,,"Otto Lopez","19608",672640
"Danny Jansen","TBR",76,300,261,58,33,13,0,12,36,36,33,0,62,4,2,0,,0,0,0.22145,0.110419,0.20497,0.53871,0.316555,0.409059,0.322885,0.725614,0.187609,1.95468,0.242201,-0.110222,-0.590629,37.1446,2.65488,116.569,-0.700851,-1.56425,4.760745048522949,4.03667676448822,1.72001,304.8299865722656,,,,,,,325.3,4.280263157,325.3,4.280263157,,,,,,,,,,,,,,,,,,,"Danny Jansen","16535",643376
"Dillon Dingler","DET",68,271,247,57,35,12,2,8,29,33,17,0,75,4,2,0,,2,1,0.229612,0.0643257,0.276849,0.232349,0.290409,0.391049,0.301624,0.681457,0.161437,4.16211,0.292369,-0.077881,-0.370754,28.9407,-2.13347,98.4046,-0.448635,2.04138,-0.9224510788917542,7.326876163482666,1.69903,577.3599853515625,,,,,,,257.6,3.788235294,257.6,3.788235294,,,,,,,,,,,,,,,,,,,"Dillon Dingler","27464",693307
"Joey Ortiz","MIL",121,521,463,112,73,25,4,10,60,56,47,0,102,6,3,2,,11,3,0.242126,0.090174,0.194934,0.462589,0.317389,0.378093,0.310853,0.695482,0.135967,5.48509,0.287651,0.231465,-0.32523,59.4924,-0.325313,95.628,-0.0937651,-3.25041,-2.8204489797353745,2.246500253677368,1.69415,265.2799987792969,,,,,,,525,4.338842975,525,4.338842975,,,,,,,,,,,,,,,,,,,"Joey Ortiz","25493",687401
"Harrison Bader","MIN",87,376,344,84,57,16,1,10,44,43,23,1,82,6,2,1,,15,5,0.244539,0.0605597,0.217666,0.278223,0.300204,0.386029,0.303933,0.686233,0.14149,5.30498,0.290459,0.249839,0.279275,40.8571,-2.27956,99.5322,0.529114,4.14999,0.33623917400836945,3.0212901830673218,1.68909,472.25,,,,,,,374,4.298850574,374,4.298850574,,,,,,,,,,,,,,,,,,,"Harrison Bader","18030",664056
"Nathaniel Lowe","WSN",123,531,464,123,86,20,1,16,59,62,60,1,119,3,3,0,,3,1,0.264724,0.112118,0.223824,0.500918,0.350362,0.414511,0.340588,0.764873,0.149787,3.04157,0.322154,-1.00974,-1.0887,73.0201,12.081,115.885,-2.09844,0.446294,7.994610071182251,-9.030557781457901,1.67877,262.8599853515625,,,,,,,630.8,5.128455284,630.8,5.128455284,,,,,,,,,,,,,,,,,,,"Nathaniel Lowe","19566",663993
"Dylan Moore","SEA",83,358,307,65,38,14,2,11,44,36,39,1,100,8,2,1,,23,7,0.212773,0.109819,0.278561,0.394237,0.316287,0.383285,0.313593,0.699573,0.170513,6.96264,0.27244,0.0969435,1.25505,41.6302,0.547642,112.294,1.35199,-1.81235,6.178877592086792,-2.3234564065933228,1.67736,360.739990234375,,,,,,,377.5,4.548192771,377.5,4.548192771,,,,,,,,,,,,,,,,,,,"Dylan Moore","18042",664238
"Ryan McMahon","COL",127,550,482,114,72,24,1,17,61,61,61,2,162,4,4,0,,4,3,0.235638,0.110146,0.294335,0.374219,0.32326,0.395948,0.319526,0.719208,0.160309,3.04799,0.314158,0.25279,-1.55427,66.623,3.41145,88.8418,-1.30148,4.92406,-8.655409336090088,6.890108823776245,1.66923,272.17999267578125,,,,,,,585.7,4.611811023,585.7,4.611811023,,,,,,,,,,,,,,,,,,,"Ryan McMahon","15112",641857
"Jasson Domínguez","NYY",107,462,412,101,66,18,2,15,60,56,44,1,120,2,3,1,,18,3,0.2459,0.0952864,0.25966,0.366967,0.32023,0.40911,0.322785,0.72934,0.16321,5.85398,0.307843,-0.212155,1.1968,57.0653,4.04498,112.346,0.984646,-2.20826,7.240595698356628,-7.07091760635376,1.66276,141.52000427246094,,,,,,,522,4.878504672,522,4.878504672,,,,,,,,,,,,,,,,,,,"Jasson Dominguez","28080",691176
"Will Wagner","TOR",86,373,328,87,62,18,1,6,42,37,37,0,68,4,2,1,,2,1,0.264679,0.0997822,0.181202,0.550667,0.343701,0.379629,0.325056,0.72333,0.11495,3.45625,0.315502,-0.0878214,-0.748196,46.7576,3.93354,115.36,-0.836017,-0.276893,5.4506083726882935,-2.4968004524707794,1.63722,526.3900146484375,,,,,,,397.5,4.622093023,397.5,4.622093023,,,,,,,,,,,,,,,,,,,"Will Wagner","29634",695238
"Luis Arraez","SDP",111,480,443,136,106,21,2,7,59,45,27,3,26,4,3,2,,6,2,0.306684,0.0571398,0.0540767,1.05664,0.350401,0.409623,0.335149,0.760024,0.102939,4.07271,0.312024,0.260799,-0.954728,63.9236,8.86405,115.56,-0.693929,1.08688,8.238683462142944,-8.02531111240387,1.63685,185.14999389648438,,,,,,,555.5,5.004504504,555.5,5.004504504,,,,,,,,,,,,,,,,,,,"Luis Arraez","18568",650333
"Miguel Vargas","CHW",108,465,404,91,57,21,1,12,55,46,52,0,100,6,3,1,,8,3,0.225925,0.11224,0.213942,0.524628,0.32122,0.375772,0.313465,0.696992,0.149847,4.45773,0.267778,0.120952,-0.594626,54.0723,0.665028,105.149,-0.473674,-0.17506,2.154695302248001,-2.5176528692245483,1.61914,388.3399963378906,,,,,,,465.8,4.312962962,465.8,4.312962962,,,,,,,,,,,,,,,,,,,"Miguel Vargas","20178",678246
"Jonah Heim","TEX",72,283,259,60,40,11,1,9,30,34,21,0,54,1,2,0,,2,0,0.233173,0.0725051,0.190994,0.37962,0.291198,0.388275,0.300545,0.679473,0.155102,3.50076,0.259046,-0.122263,-0.319568,30.0772,-2.47579,96.4297,-0.44183,0.754563,-1.5525991916656494,6.291599810123444,1.61378,307.239990234375,,,,,,,269,3.736111111,269,3.736111111,,,,,,,,,,,,,,,,,,,"Jonah Heim","16930",641680
"Brandon Marsh","PHI",93,403,352,84,55,16,3,11,47,46,44,1,123,3,3,1,,11,3,0.238692,0.108975,0.305321,0.356918,0.325123,0.391592,0.319542,0.716716,0.1529,5.62517,0.331104,0.479004,0.0573995,48.7226,2.49978,101.123,0.536404,1.35964,1.0778439044952393,1.2750731706619263,1.60121,309.3299865722656,,,,,,,438.8,4.718279569,438.8,4.718279569,,,,,,,,,,,,,,,,,,,"Brandon Marsh","20202",669016
"Kerry Carpenter","DET",90,391,356,92,56,16,2,17,49,54,26,2,93,6,3,1,,3,2,0.258074,0.0660705,0.238542,0.276977,0.316318,0.462892,0.33892,0.77921,0.204818,3.88808,0.300224,-0.464852,-1.0777,53.2447,8.38138,125.136,-1.54255,-0.191027,9.234966397285461,-7.337014585733414,1.5902,191.8800048828125,,,,,,,472.9,5.254444444,472.9,5.254444444,,,,,,,,,,,,,,,,,,,"Kerry Carpenter","25961",681481
"Connor Norby","MIA",113,489,442,110,70,24,1,15,62,55,38,0,134,5,3,1,,8,3,0.249967,0.0784716,0.2735,0.286916,0.315164,0.41017,0.320882,0.725334,0.160203,4.6139,0.322813,0.0279721,-0.657235,59.6978,3.55164,100.011,-0.629263,-1.79487,-0.6229406651109457,-0.048577070236206055,1.57629,282.1600036621094,,,,,,,526.1,4.655752212,526.1,4.655752212,,,,,,,,,,,,,,,,,,,"Connor Norby","29592",681393
"Kyle Isbel","KCR",106,459,417,99,65,20,6,9,57,47,30,0,97,5,3,4,,12,4,0.237851,0.0657514,0.211299,0.311178,0.294943,0.378374,0.298336,0.673316,0.140522,6.75645,0.28664,0.714103,0.200662,47.915,-4.80761,90.255,0.914765,1.78283,-3.9955201745033264,3.4226467609405518,1.57597,543.1400146484375,,,,,,,430.8,4.064150943,430.8,4.064150943,,,,,,,,,,,,,,,,,,,"Kyle Isbel","21614",664728
"Tyler Stephenson","CIN",85,340,300,78,51,15,1,11,40,41,32,1,81,4,2,1,,1,0,0.25839,0.0946999,0.237686,0.398424,0.335813,0.424704,0.335647,0.760517,0.166314,2.81308,0.315407,-0.612161,-0.663525,45.4094,6.41138,105.935,-1.27569,-0.672701,1.1373485326766968,3.893966257572174,1.5753,185.97000122070312,,,,,,,399.3,4.697647058,399.3,4.697647058,,,,,,,,,,,,,,,,,,,"Tyler Stephenson","17988",663886
"Trent Grisham","NYY",60,260,224,49,27,10,0,11,32,32,31,1,68,3,2,1,,4,1,0.218138,0.117488,0.259211,0.453252,0.318555,0.415574,0.325692,0.734128,0.197435,4.16586,0.257823,0.10896,-0.224333,32.7862,2.87736,114.429,-0.115374,1.18946,4.00919708609581,2.119711458683014,1.56815,728.6599731445312,,,,,,,289.6,4.826666666,289.6,4.826666666,,,,,,,,,,,,,,,,,,,"Trent Grisham","18564",663757
"Bryan Reynolds","PIT",122,527,468,122,80,22,3,17,64,63,47,3,121,7,4,1,,7,2,0.259842,0.0895124,0.229251,0.390457,0.334542,0.427089,0.335063,0.761631,0.167247,4.39038,0.313048,0.325407,-0.717452,70.2013,9.70376,109.362,-0.392045,-0.530608,5.513435542583466,-7.528601765632629,1.56354,98.11000061035156,,,,,,,625.6,5.127868852,625.6,5.127868852,,,,,,,,,,,,,,,,,,,"Bryan Reynolds","19326",668804
"Chandler Simpson","TBR",69,298,273,78,65,11,1,1,41,23,19,0,33,1,2,3,,30,6,0.285396,0.0640658,0.111629,0.573916,0.332815,0.347567,0.305252,0.680382,0.0621713,7.01046,0.318877,-0.0149083,2.77214,32.7356,-1.49985,103.931,2.75724,-0.335636,4.043410301208496,0.7291789054870605,1.56072,999,,,,,,,311,4.507246376,311,4.507246376,,,,,,,,,,,,,,,,,,,"Chandler Simpson","31912",802415
"Sal Frelick","MIL",92,397,356,97,72,17,4,5,47,39,33,0,56,4,3,1,,14,4,0.273332,0.0838057,0.140534,0.596338,0.340635,0.385069,0.324184,0.725704,0.111738,5.99709,0.309405,0.316101,0.329401,49.4541,3.911,104.386,0.645502,3.19503,2.728185713291168,-0.6316633224487305,1.55449,350.260009765625,,,,,,,432.7,4.703260869,432.7,4.703260869,,,,,,,,,,,,,,,,,,,"Sal Frelick","29622",686217
"Spencer Horwitz","PIT",81,349,297,81,53,19,1,8,43,39,45,1,66,5,2,1,,2,1,0.27302,0.1283,0.189825,0.675886,0.374109,0.427158,0.35655,0.801267,0.154139,3.14747,0.323357,-0.636505,-0.743017,52.4407,12.3357,123.479,-1.37952,1.40121,8.438173174858093,-4.920237064361572,1.5435,382.5899963378906,,,,,,,443.6,5.476543209,443.6,5.476543209,,,,,,,,,,,,,,,,,,,"Spencer Horwitz","26477",687462
"Nolan Schanuel","LAA",110,474,408,106,75,17,1,12,56,49,55,1,77,7,3,1,,6,2,0.258396,0.115861,0.162671,0.71224,0.353199,0.39371,0.335438,0.746908,0.135314,4.10241,0.290724,-0.59352,-0.588632,63.3631,8.87911,119.608,-1.18215,-2.04607,9.028004169464111,-10.519061803817749,1.53471,309.1099853515625,,,,,,,545.2,4.956363636,545.2,4.956363636,,,,,,,,,,,,,,,,,,,"Nolan Schanuel","33189",694384
"Jake Cronenworth","SDP",90,391,343,83,53,18,2,10,45,43,38,1,73,7,2,1,,3,1,0.242075,0.0968303,0.18791,0.515301,0.327845,0.395509,0.322444,0.723354,0.153434,4.13686,0.278826,0.415801,-0.744292,48.1814,3.31809,107.213,-0.328491,-2.17695,3.045466870069504,-1.0352848768234253,1.52554,284.07000732421875,,,,,,,417.3,4.636666666,417.3,4.636666666,,,,,,,,,,,,,,,,,,,"Jake Cronenworth","18036",630105
"Triston Casas","BOS",109,470,403,95,54,20,1,20,55,62,61,5,122,3,3,0,,1,0,0.236181,0.13052,0.258688,0.504545,0.339417,0.439087,0.341123,0.778504,0.202906,2.21872,0.284569,-0.57072,-0.951897,64.8825,10.8996,119.565,-1.52262,-1.49762,8.571219563484192,-10.018609166145325,1.52372,127.68000030517578,,,,,,,574.6,5.271559633,574.6,5.271559633,,,,,,,,,,,,,,,,,,,"Triston Casas","22514",671213
"Matt Vierling","DET",81,349,314,81,55,15,2,9,41,37,29,1,74,3,2,1,,5,2,0.258284,0.0826001,0.211289,0.390934,0.3239,0.407154,0.323224,0.731054,0.14887,4.77178,0.308935,0.369646,-0.380436,43.2854,3.18027,113.886,-0.0107899,-0.510273,5.311477147042751,-2.6456121802330017,1.52278,389.1600036621094,,,,,,,379,4.679012345,379,4.679012345,,,,,,,,,,,,,,,,,,,"Matt Vierling","21558",663837
"Kyle Higashioka","TEX",72,286,265,59,35,12,0,12,29,38,17,0,72,1,2,1,,1,0,0.223622,0.0603129,0.251929,0.239405,0.271123,0.410486,0.298393,0.681609,0.186864,2.80184,0.257317,-0.450191,-0.277736,29.8641,-2.98235,94.8872,-0.727927,-0.359761,-2.3329420685768127,3.899497836828232,1.50427,368.2300109863281,,,,,,,268.9,3.734722222,268.9,3.734722222,,,,,,,,,,,,,,,,,,,"Kyle Higashioka","5517",543309
"Ryan O'Hearn","BAL",85,366,332,88,58,15,1,13,45,49,29,1,65,3,2,0,,3,1,0.266038,0.0788318,0.176647,0.446268,0.328091,0.441553,0.337441,0.769644,0.175516,3.69278,0.292349,-0.340179,-0.548835,49.5033,7.4334,125.543,-0.889014,-0.106446,9.38120847940445,-7.506909556686878,1.50106,359.2900085449219,,,,,,,431.1,5.071764705,431.1,5.071764705,,,,,,,,,,,,,,,,,,,"Ryan O'Hearn","16442",656811
"Salvador Perez","KCR",127,522,482,121,78,21,1,20,53,72,28,5,116,8,3,0,,0,0,0.250012,0.0535143,0.222346,0.24068,0.300338,0.422867,0.314684,0.723206,0.172855,1.65122,0.287215,-1.26541,-0.961236,61.1283,1.24564,101.973,-2.22664,-1.73686,-1.0976309776306152,-1.2257506847381592,1.49841,74.0199966430664,,,,,,,558.2,4.39527559,558.2,4.39527559,,,,,,,,,,,,,,,,,,,"Salvador Perez","7304",521692
"Michael Massey","KCR",101,435,403,101,65,22,2,12,47,52,23,1,82,5,3,1,,4,1,0.252003,0.0529504,0.188423,0.281019,0.29872,0.407136,0.310002,0.705855,0.155133,4.09634,0.286544,0.258144,-0.598427,49.4206,-0.563196,98.6173,-0.340284,-0.292776,-1.0008244514465332,0.4100019633769989,1.48911,388.0299987792969,,,,,,,439.4,4.350495049,439.4,4.350495049,,,,,,,,,,,,,,,,,,,"Michael Massey","27684",686681
"Jo Adell","LAA",100,432,392,88,49,18,2,20,51,61,31,1,126,6,3,1,,11,5,0.223841,0.0713386,0.291213,0.24497,0.288938,0.427156,0.313545,0.716094,0.203315,5.11714,0.273603,-0.0200798,-0.445526,50.3019,0.645603,103.917,-0.465606,-2.62453,1.393101841211319,-1.9381090998649597,1.48374,285.45001220703125,,,,,,,470.3,4.703,470.3,4.703,,,,,,,,,,,,,,,,,,,"Jo Adell","20220",666176
