Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Yordan Alvarez","HOU",121,525,447,130,74,26,2,28,77,84,65,11,91,8,5,1,,3,0,0.290302,0.123616,0.173655,0.711849,0.38612,0.546422,0.39791,0.932542,0.256119,3.49409,0.305301,-0.485287,-0.777596,95.8591,35.6048,167.78,-1.26288,-0.0623877,37.7689083814621,-11.562387686222792,4.60682,17.149999618530273,,,,,,,855.7,7.071900826,855.7,7.071900826,,,,,,,,,,,,,,,,,,,"Yordan Alvarez","19556",670541
"Shohei Ohtani","LAD",127,551,473,132,71,24,4,34,100,91,69,9,128,4,3,1,,30,6,0.279213,0.125929,0.231995,0.542809,0.373876,0.561327,0.398401,0.935202,0.282114,7.30149,0.312093,0.25358,2.62508,100.784,37.5675,155.177,2.87866,0,39.24632978439331,-13.763425827026367,4.5155,1.5499999523162842,,,,,,,937.4,7.381102362,937.4,7.381102362,,,,,,,,,,,,,,,,,,,"Shohei Ohtani","19755",660271
"Ronald Acuña Jr.","ATL",110,477,410,122,76,22,2,22,84,61,56,1,83,6,3,2,,38,9,0.298065,0.1169,0.173516,0.673715,0.387881,0.525695,0.397552,0.913576,0.22763,6.8611,0.324492,1.14053,2.94831,87.0102,32.2335,151.784,4.08883,-1.64556,33.66370391845703,-7.097408294677734,4.38118,37.599998474121094,,,,,,,788.2,7.165454545,788.2,7.165454545,,,,,,,,,,,,,,,,,,,"Ronald Acuna Jr.","18401",660670
"Kyle Tucker","CHC",132,570,488,133,77,27,3,26,85,83,75,7,86,2,4,1,,21,3,0.271956,0.131953,0.150398,0.877359,0.368787,0.500096,0.375899,0.868883,0.22814,5.93202,0.28069,0.582093,1.60251,94.2627,28.8085,141.224,2.18461,-0.266288,30.317654848098755,-7.381102621555328,4.31515,8.710000038146973,,,,,,,859.1,6.508333333,859.1,6.508333333,,,,,,,,,,,,,,,,,,,"Kyle Tucker","18345",663656
"Adley Rutschman","BAL",125,503,438,113,73,22,1,16,63,59,58,2,79,3,3,1,,2,0,0.256962,0.116224,0.157394,0.738424,0.346401,0.422138,0.340255,0.768539,0.165175,2.85426,0.279026,0.291425,-0.955234,69.0727,11.3178,127.56,-0.663809,1.23757,14.548439621925354,6.514423847198486,4.12743,61.56999969482422,,,,,,,601.5,4.812,601.5,4.812,,,,,,,,,,,,,,,,,,,"Adley Rutschman","26288",668939
"Steven Kwan","CLE",132,572,504,146,108,23,4,11,80,54,58,1,56,5,3,2,,16,4,0.288654,0.100529,0.09821,1.02361,0.365158,0.411322,0.346466,0.776479,0.122668,5.66354,0.306394,0.409838,0.151166,81.4099,15.6779,130.599,0.561004,4.82558,19.78336888551712,-1.307753086090088,3.96926,144.2899932861328,,,,,,,714.7,5.414393939,714.7,5.414393939,,,,,,,,,,,,,,,,,,,"Steven Kwan","24610",680757
"Corbin Carroll","ARI",132,572,497,131,77,24,8,23,94,75,60,1,114,10,3,2,,31,6,0.264113,0.104136,0.198486,0.52465,0.35211,0.481213,0.364147,0.833324,0.2171,8.25871,0.298579,1.65931,2.58715,89.3709,23.6388,129.404,4.24646,0.687673,24.398061275482178,-5.104919493198395,3.94274,7.889999866485596,,,,,,,820.1,6.212878787,820.1,6.212878787,,,,,,,,,,,,,,,,,,,"Corbin Carroll","25878",682998
"Jacob Wilson","ATH",115,495,461,139,95,31,2,11,65,59,24,0,41,5,3,2,,3,1,0.300627,0.048471,0.0829444,0.584379,0.340058,0.447631,0.345842,0.787688,0.147003,3.81135,0.310213,-0.0218286,-0.957049,70.1426,13.3118,132.942,-0.978877,-1.89789,16.913294434547424,3.404885172843933,3.88555,327.1499938964844,,,,,,,612,5.32173913,612,5.32173913,,,,,,,,,,,,,,,,,,,"Jacob Wilson","33266",805779
"Elly De La Cruz","CIN",130,562,500,128,75,26,6,22,83,76,55,3,165,3,3,1,,46,12,0.255302,0.0969579,0.293352,0.330518,0.330654,0.459553,0.344349,0.790207,0.204251,7.93799,0.334107,0.440158,3.36896,79.0414,14.4654,111.651,3.80912,1.26697,11.65376091003418,7.292435050010681,3.8726,4.300000190734863,,,,,,,761,5.853846153,761,5.853846153,,,,,,,,,,,,,,,,,,,"Elly De La Cruz","26668",682829
"Wyatt Langford","TEX",121,525,463,124,75,24,3,21,73,71,52,2,103,5,4,1,,17,4,0.267193,0.0998709,0.196242,0.508918,0.345223,0.469348,0.35599,0.814571,0.202155,5.77547,0.29992,0.34335,0.543005,78.5569,18.3025,136.17,0.886355,2.82207,21.71547967195511,-2.6297833919525146,3.86303,41.31999969482422,,,,,,,707.6,5.847933884,707.6,5.847933884,,,,,,,,,,,,,,,,,,,"Wyatt Langford","33333",694671
"Corey Seager","TEX",99,429,378,105,64,20,1,21,60,60,44,7,74,3,3,1,,1,1,0.278473,0.103065,0.171328,0.601562,0.357093,0.499316,0.369063,0.856409,0.220844,2.43233,0.294766,-0.748138,-0.938192,68.6884,19.3893,145.54,-1.68633,-0.399868,19.770224690437317,2.283465087413788,3.83314,46.439998626708984,,,,,,,611.2,6.173737373,611.2,6.173737373,,,,,,,,,,,,,,,,,,,"Corey Seager","13624",608369
"William Contreras","MIL",132,530,462,123,80,24,1,19,69,70,61,4,109,3,3,0,,7,1,0.266349,0.114519,0.205992,0.555939,0.352621,0.441925,0.349158,0.794546,0.175576,3.90322,0.309425,-0.531265,-0.454592,76.4573,15.6297,120.794,-0.985857,-0.194155,12.201901376247406,4.8799192905426025,3.79399,24.790000915527344,,,,,,,683.2,5.175757575,683.2,5.175757575,,,,,,,,,,,,,,,,,,,"William Contreras","20503",661388
"Vladimir Guerrero Jr.","TOR",132,568,497,143,90,29,0,24,78,79,62,7,82,5,4,1,,4,2,0.287074,0.108635,0.144481,0.751892,0.369196,0.489779,0.372702,0.858976,0.202705,2.63735,0.301191,-1.28671,-1.2969,92.5477,27.2919,149.51,-2.58361,-1.6006,28.293964385986328,-11.452759146690369,3.78376,13.180000305175781,,,,,,,816.5,6.18560606,816.5,6.18560606,,,,,,,,,,,,,,,,,,,"Vladimir Guerrero Jr.","19611",665489
