Name,Team,W,L,QS,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Landen Roupp","SFG",1,1,,4.11959,14,2,0,1,21,90,20,10,10,3,8,,1,20,8.37652,3.25053,2.57697,1.08044,0.21829,0.084708,0.1335817277431488,0.245211,1.30962,0.294059,0.713,,,4.14163,0.124924,0.169982,999,,,,"sa3017869"
"Matt Moore","LAA",3,3,,4.36671,62,0,2,15,62,268,58,32,30,9,27,,2,64,9.34771,3.91289,2.38895,1.32268,0.240728,0.100767,0.13996116816997528,0.242878,1.36804,0.295943,0.730662,,,4.5043,0.124116,0.317588,723.52001953125,,,,"1890"
"Chris Devenski","TBR",4,4,,4.23953,57,2,0,7,63,267,61,32,30,9,18,,3,60,8.56788,2.60324,3.29123,1.35566,0.224491,0.0682088,0.15628227591514587,0.248167,1.25918,0.292008,0.715425,,,4.30609,0.124092,0.0786934,747.9199829101562,,,,"12763"
"Josh Taylor","KCR",2,3,,4.38335,48,0,0,4,48,209,47,25,23,7,19,,2,49,9.15146,3.53767,2.58686,1.21978,0.233532,0.0902762,0.1432558223605156,0.247802,1.36548,0.301928,0.718499,,,4.2733,0.118623,0.0954683,999,,,,"17359"
"Michael Kelly","OAK",2,3,,4.16185,56,0,1,9,56,244,52,28,26,7,25,,2,57,9.19251,3.95096,2.32665,1.09874,0.234874,0.100949,0.13392457365989685,0.240408,1.36938,0.296456,0.726286,,,4.23532,0.117885,0.0739547,999,,,,"12791"
"Justin Topa","MIN",4,4,,4.24218,60,0,0,11,60,261,61,31,28,7,20,,4,52,7.77785,2.99411,2.59771,1.03783,0.198558,0.0764356,0.12212222069501877,0.258202,1.35511,0.304371,0.707574,,,4.20348,0.110889,0.0651319,745.47998046875,,,,"15145"
"Tyler Rogers","SFG",3,4,,4.12442,64,0,2,12,64,273,67,32,29,7,17,,4,48,6.73547,2.37973,2.83035,1.05195,0.17575,0.0620949,0.1136554665863514,0.264991,1.30806,0.301567,0.711078,,,4.23722,0.110721,0.241534,701.2899780273438,,,,"15541"
"Noah Davis",,2,3,,5.96915,16,6,0,1,42,194,47,30,28,7,20,,5,31,6.6534,4.22576,1.57449,1.5801,0.160498,0.101937,0.058561332523822784,0.27948,1.595,0.305222,0.656245,,,5.79604,0.110578,0.103142,999,,,,"25862"
"Kyle Nelson","ARI",3,3,,4.06724,48,0,0,4,48,207,44,23,22,6,20,,3,50,9.35783,3.67945,2.54327,1.20136,0.240928,0.0947314,0.1461961567401886,0.24027,1.33494,0.295622,0.736375,,,4.29435,0.109986,0.164074,999,,,,"20515"
"Trevor Richards","TOR",2,3,,4.00727,56,0,0,7,56,237,46,27,25,8,24,,1,69,11.0837,3.88954,2.84962,1.30823,0.291166,0.102177,0.1889885514974594,0.219385,1.25992,0.284785,0.735527,,,4.05142,0.106358,0.0554115,744.0499877929688,,,,"19309"
"Dylan Lee","ATL",3,2,,3.7118,44,0,0,1,44,184,41,19,18,6,12,,1,46,9.44668,2.45071,3.85467,1.226,0.251558,0.0652606,0.18629718571901321,0.239502,1.2023,0.294297,0.754833,,,3.79516,0.102753,0.139906,999,,,,"19996"
"Steven Okert","MIN",3,3,,3.94978,54,0,0,7,54,228,44,25,24,8,22,,4,66,10.9847,3.73251,2.94299,1.25242,0.289432,0.0983461,0.19108562171459198,0.218709,1.23076,0.285425,0.73357,,,4.08046,0.102203,0.0882033,750.739990234375,,,,"13580"
"Cionel Pérez","BAL",3,3,,4.05804,60,0,0,12,60,261,56,29,27,6,27,,2,56,8.46442,4.09748,2.06576,0.956238,0.216507,0.104808,0.11169981211423874,0.242455,1.38868,0.29509,0.72549,,,4.23766,0.101765,0.19794,999,,,,"19614"
"Andre Pallante","STL",3,2,,4.00991,58,0,0,10,58,253,60,28,26,5,23,,2,42,6.55588,3.56795,1.83743,0.821658,0.167156,0.0909728,0.07618371397256851,0.263188,1.42934,0.303269,0.724868,,,4.28463,0.100457,0.234932,999,,,,"26108"
"Jordan Leasure","CHW",3,4,,4.40887,61,0,6,9,61,263,55,32,30,9,28,,2,65,9.54058,4.16965,2.2881,1.36902,0.245925,0.10748,0.1384449526667595,0.234477,1.35818,0.285205,0.724996,,,4.59437,0.0996172,0.109991,999,,,,"sa3017607"
"Mick Abel","PHI",2,3,,5.16141,26,5,0,1,46,206,45,28,26,7,24,,3,42,8.14095,4.70467,1.7304,1.43042,0.201755,0.116594,0.08516041934490204,0.252675,1.50698,0.291443,0.694557,,,5.27647,0.0995703,0.105711,999,,,,"sa3014534"
"Brant Hurter","DET",0,1,,4.27978,2,2,0,0,8,36,9,4,4,1,2,,1,7,7.07257,2.61464,2.70498,1.06733,0.183114,0.0676952,0.11541915684938431,0.25927,1.31172,0.297466,0.695482,,,4.28333,0.0995124,0.113059,999,,,,"sa3018091"
"Ian Gibaut","CIN",3,4,,4.59434,54,0,0,4,54,237,52,30,28,8,23,,3,55,9.14388,3.77505,2.42219,1.33473,0.23182,0.0957069,0.13611335307359695,0.248173,1.39148,0.299271,0.708613,,,4.54876,0.099507,0.0598121,749.4400024414062,,,,"17871"
"Christian Scott","NYM",0,0,,4.3285,2,2,0,0,8,34,8,4,4,1,2,,0,7,8.13086,2.57473,3.15794,1.27338,0.211491,0.066971,0.14451952278614044,0.249059,1.26356,0.290298,0.699691,,,4.32864,0.0985447,0.0969648,999,,,,"sa3017948"
"Kai-Wei Teng",,3,3,,4.51495,35,3,0,1,48,216,45,26,24,6,24,,5,49,9.14829,4.56892,2.00229,1.05087,0.226799,0.11327,0.11352883279323578,0.239941,1.43428,0.2968,0.701002,,,4.59993,0.09827,0.0785346,999,,,,"sa3007229"
"Justin Wilson",,2,2,,4.27169,42,0,0,0,42,180,42,22,20,6,15,,1,40,8.53758,3.31995,2.5716,1.3102,0.221265,0.0860418,0.13522335141897202,0.254158,1.35947,0.301431,0.726553,,,4.41949,0.0952762,0.108723,999,,,,"4301"
"Jacob Webb","BAL",3,3,,4.31796,58,0,0,10,58,250,53,30,28,8,24,,3,60,9.29375,3.67416,2.52949,1.22558,0.239949,0.0948606,0.14508811384439468,0.238468,1.32559,0.291696,0.715443,,,4.3302,0.094998,0.0217765,999,,,,"19274"
"Hurston Waldrep","ATL",1,1,,4.34864,16,2,0,1,22,95,21,11,11,3,10,,1,22,9.24664,4.26216,2.16947,1.1834,0.235599,0.108597,0.1270018294453621,0.245473,1.41855,0.30233,0.723778,,,4.44322,0.0940636,0.139752,999,,,,"sa3022942"
"Nick Nelson","PHI",1,2,,4.94866,25,2,0,1,31,139,33,18,17,4,13,,2,24,6.97433,3.88362,1.79583,1.19795,0.173979,0.0968793,0.07709968090057373,0.264125,1.47833,0.299057,0.685637,,,4.90793,0.0936066,-0.0151327,999,,,,"20153"
"Tommy Kahnle","NYY",2,2,,3.98384,50,0,0,4,50,211,42,24,22,7,21,,2,57,10.313,3.71779,2.77396,1.28348,0.271996,0.0980533,0.17394281923770905,0.225379,1.25917,0.285322,0.731824,,,4.19376,0.0934155,0.0954211,701.0499877929688,,,,"11384"
"Lyon Richardson",,1,1,,4.94254,15,2,0,1,21,92,20,12,11,3,10,,1,21,9.1263,4.49661,2.02959,1.40845,0.2285,0.112584,0.11591606587171555,0.24766,1.46168,0.296811,0.700212,,,4.92102,0.0933541,0.0342097,748.6099853515625,,,,"24581"
"Bryce Jarvis","ARI",2,3,,4.46615,35,2,0,1,42,183,42,22,21,5,18,,2,36,7.76485,3.81912,2.03315,1.1239,0.19692,0.0968546,0.10006529837846756,0.255293,1.42442,0.298731,0.712951,,,4.54475,0.0920755,0.083257,999,,,,"27477"
"Luke Weaver","NYY",3,3,,4.66183,56,2,0,7,62,270,63,35,32,10,20,,2,58,8.44595,2.85271,2.96068,1.50234,0.215804,0.07289,0.14291372150182724,0.254301,1.33354,0.293776,0.704746,,,4.60139,0.0917921,0.0231753,738.0599975585938,,,,"16918"
"Elvis Peguero","MIL",3,3,,4.17707,52,0,0,4,52,224,49,26,24,6,20,,3,49,8.54235,3.40166,2.51123,1.10278,0.220011,0.0876109,0.1324000507593155,0.244208,1.32531,0.293782,0.71498,,,4.25418,0.090921,0.109809,999,,,,"21652"
"Nick Robertson","STL",2,2,,3.81054,45,0,0,1,45,191,41,21,19,5,16,,2,45,9.04821,3.26126,2.77445,1.04925,0.236804,0.0853517,0.1514526903629303,0.235306,1.26672,0.289475,0.730744,,,3.96642,0.0901452,0.0830318,999,,,,"26226"
"Steven Wilson","SDP",2,3,,4.23829,56,0,1,9,56,238,47,28,26,8,25,,3,61,9.75778,4.08919,2.38624,1.3518,0.254848,0.106799,0.14804895222187042,0.225959,1.30083,0.277206,0.729547,,,4.56363,0.0898744,0.0738566,999,,,,"20353"
"Shintaro Fujinami","NYM",4,4,,4.42981,61,0,0,12,61,268,53,32,30,7,33,,4,68,9.97834,4.90008,2.03636,1.08689,0.252098,0.123798,0.1283000111579895,0.227969,1.40975,0.290129,0.710339,,,4.41429,0.0884239,-0.0344251,738.530029296875,,,,"31839"
"Grant Anderson","TEX",2,3,,4.43893,52,0,0,4,52,227,50,28,26,8,21,,3,52,8.97791,3.58932,2.50128,1.31031,0.228559,0.0913767,0.13718242198228836,0.24518,1.35523,0.294019,0.712915,,,4.54345,0.087695,0.0148551,999,,,,"20546"
"Anthony Veneziano","KCR",1,2,,4.76041,23,2,0,1,30,131,31,17,16,4,12,,2,24,7.22844,3.68673,1.96066,1.19178,0.181334,0.0924862,0.08884821087121964,0.261465,1.4444,0.298594,0.694656,,,4.78503,0.085893,0.0888316,750.77001953125,,,,"27453"
"Cade Povich","BAL",1,1,,4.24861,8,2,0,1,14,62,13,7,7,2,6,,1,14,8.88698,3.73396,2.38004,1.2042,0.228492,0.0960034,0.13248887658119202,0.240544,1.34422,0.290106,0.719478,,,4.3938,0.0853502,0.103135,999,,,,"sa3017787"
"Matt Bush",,1,1,,4.19246,26,0,0,0,26,110,24,13,12,4,10,,1,27,9.50329,3.52978,2.69232,1.29326,0.249436,0.0926473,0.15678875148296356,0.238891,1.29757,0.294052,0.729967,,,4.3413,0.0833665,0.135553,999,,,,"1246"
"Shelby Miller","DET",3,3,,4.45388,60,0,1,11,60,259,54,32,30,8,27,,3,60,8.97498,4.08869,2.19507,1.189,0.231077,0.105271,0.1258062943816185,0.237576,1.3613,0.288235,0.70347,,,4.47139,0.0826927,0.0266431,512.4199829101562,,,,"10197"
"Janson Junk","MIL",2,2,,4.70478,23,2,0,1,30,129,32,17,16,5,8,,1,21,6.27384,2.53383,2.47603,1.4515,0.161028,0.0650347,0.09599346667528152,0.26934,1.36339,0.291477,0.704361,,,4.89447,0.0826904,0.0623566,999,,,,"23301"
"Carson Whisenhunt","SFG",0,0,,4.25296,2,2,0,0,8,34,8,4,4,1,3,,0,8,8.66662,3.55139,2.44035,1.18163,0.222084,0.091005,0.1310785636305809,0.246625,1.35501,0.296117,0.721199,,,4.3613,0.0826207,0.100852,999,,,,"sa3020529"
"Drew Smith","NYM",4,4,,4.36308,62,0,0,13,62,266,56,32,30,10,26,,3,65,9.37419,3.82658,2.44975,1.38439,0.242718,0.0990787,0.1436396911740303,0.237656,1.33173,0.287394,0.727827,,,4.60177,0.0813021,0.015811,999,,,,"17755"
"Osvaldo Bido",,1,2,,4.45667,17,2,0,1,23,102,22,12,12,3,10,,2,21,8.12683,3.88018,2.09445,1.13436,0.205344,0.0980423,0.10730204731225967,0.245061,1.38234,0.28928,0.704274,,,4.63521,0.0807065,0.0835267,999,,,,"23150"
"Mike Vasil","NYM",0,0,,4.48971,2,2,0,0,8,36,8,4,4,1,3,,0,8,8.17239,3.22839,2.53141,1.32448,0.210323,0.0830854,0.12723764777183533,0.250049,1.33986,0.290727,0.710198,,,4.53272,0.0805693,0.0969755,999,,,,"sa3017915"
"Hunter Gaddis","CLE",2,3,,4.77071,27,3,0,1,41,178,41,23,22,7,14,,3,35,7.60382,3.14134,2.42057,1.48743,0.194039,0.0801624,0.113876111805439,0.25491,1.35158,0.286464,0.701871,,,4.97744,0.0800415,0.0140576,999,,,,"25636"
"Xzavion Curry","CLE",2,3,,4.65763,38,3,0,1,53,229,54,30,28,9,17,,2,43,7.25736,2.85026,2.54621,1.49526,0.18786,0.0737803,0.11407969146966934,0.257392,1.33111,0.285748,0.706717,,,4.856,0.0795956,0.0935806,747.6300048828125,,,,"25595"
"Greg Weissert","BOS",3,4,,4.51745,62,0,1,12,62,273,59,33,31,8,29,,5,65,9.50664,4.25334,2.2351,1.15929,0.240095,0.10742,0.13267496973276138,0.245295,1.41775,0.305973,0.709734,,,4.45604,0.0792705,0.19642,748.4500122070312,,,,"20375"
"Ben Joyce","LAA",2,3,,4.31232,48,0,2,4,48,209,41,25,23,6,24,,5,55,10.2824,4.4968,2.28661,1.16035,0.262858,0.114956,0.14790255576372147,0.227778,1.35381,0.292604,0.711974,,,4.43545,0.0779691,0.0741731,657.52001953125,,,,"31461"
"Alex Faedo","DET",2,3,,4.26729,48,0,0,1,48,203,46,24,23,7,15,,1,47,8.72415,2.72754,3.19854,1.27945,0.229361,0.0717079,0.15765275061130524,0.245565,1.25911,0.292581,0.70866,,,4.16355,0.0778341,0.036668,726.239990234375,,,,"19874"
"Génesis Cabrera","TOR",3,2,,4.13131,59,0,0,10,59,255,53,29,27,8,26,,3,59,9.04238,3.94948,2.28951,1.18408,0.23267,0.101624,0.13104546815156937,0.237133,1.34482,0.2885,0.734027,,,4.4487,0.0770969,0.148686,999,,,,"17490"
"Adrian Morejon","SDP",3,3,,4.19276,46,2,0,1,52,223,48,26,24,8,20,,2,50,8.77187,3.40796,2.57394,1.31281,0.226101,0.0878425,0.1382584124803543,0.240824,1.31463,0.285647,0.727158,,,4.47454,0.0768501,0.105802,749.4000244140625,,,,"20039"
"Jose A. Ferrer","WSN",3,3,,4.38754,58,0,0,9,58,252,59,31,28,7,22,,3,47,7.32942,3.35113,2.18715,1.12136,0.187148,0.0855671,0.10158092528581619,0.257155,1.38209,0.296272,0.705477,,,4.5208,0.0767443,0.094215,999,,,,"24017"
"Naoyuki Uwasawa","TBR",1,2,,4.38198,21,2,0,1,28,121,28,15,14,4,9,,1,25,8.03217,2.83691,2.83131,1.316,0.208294,0.0735683,0.13472621142864227,0.254295,1.31447,0.295082,0.714004,,,4.4363,0.0738424,0.0375742,999,,,,"sa3023347"
"Bryan Hudson","MIL",2,3,,3.99271,44,0,0,1,44,190,39,21,20,5,20,,2,48,9.81235,4.03282,2.43312,1.108,0.252105,0.103614,0.14849109947681427,0.233988,1.34386,0.295484,0.737834,,,4.16402,0.0730156,0.0737194,999,,,,"19924"
"Brad Keller","CHW",1,2,,5.20361,3,3,0,0,17,78,18,11,10,2,9,,1,13,6.764,4.9999,1.35283,1.1831,0.164549,0.121633,0.04291554540395737,0.267138,1.61566,0.300984,0.693921,,,5.2577,0.0715224,0.0137371,999,,,,"15734"
"Trevor Stephan","CLE",4,3,,3.93139,54,0,1,7,54,230,48,25,24,7,21,,3,59,9.83254,3.46624,2.83666,1.13691,0.255947,0.0902282,0.1657184138894081,0.232897,1.27676,0.293267,0.734556,,,4.03253,0.0712373,0.0792987,744.1900024414062,,,,"19932"
"Dylan Floro","WSN",3,3,,4.52684,46,0,0,4,46,200,48,25,23,6,16,,1,40,7.80787,3.09838,2.51998,1.21231,0.199521,0.0791754,0.12034527957439423,0.26102,1.3821,0.303693,0.703771,,,4.38723,0.0711795,0.0247396,744.2899780273438,,,,"13394"
"Ty Blach","COL",1,1,,5.45155,16,2,0,1,23,103,28,15,14,4,6,,1,15,5.85566,2.4928,2.34902,1.4824,0.145563,0.0619676,0.08359573408961296,0.293625,1.49634,0.316005,0.669619,,,5.0459,0.0706915,0.0642307,999,,,,"14361"
"Luke Little","CHC",2,2,,3.80208,40,0,0,1,40,172,32,18,17,4,21,,2,49,11.0292,4.69435,2.34946,0.984556,0.284263,0.120991,0.16327202320098877,0.215953,1.32702,0.290645,0.739989,,,3.97045,0.0698815,0.0995016,750.1099853515625,,,,"28036"
"Yency Almonte","CHC",2,2,,4.20444,52,0,0,6,52,224,46,26,24,7,23,,4,56,9.61784,3.92811,2.44847,1.13731,0.248492,0.101489,0.1470034122467041,0.234242,1.32476,0.293364,0.712351,,,4.28531,0.0695647,0.0508258,999,,,,"15068"
"David Buchanan",,0,0,,4.80217,2,2,0,0,6,28,6,4,3,1,2,,0,6,8.04061,3.2627,2.4644,1.35917,0.204971,0.0831727,0.12179812043905258,0.250883,1.35262,0.289135,0.687327,,,4.66815,0.0694716,-0.00360733,999,,,,"11176"
"Josh Staumont","MIN",2,2,,4.38254,48,0,0,4,48,208,40,25,23,6,26,,2,56,10.5748,4.81641,2.19558,1.13632,0.27111,0.12348,0.14763005077838898,0.223021,1.37139,0.289983,0.704691,,,4.29958,0.0687936,0.0102034,750.3099975585938,,,,"18335"
"Aaron Loup",,2,2,,4.16915,36,0,0,0,36,155,36,18,17,5,12,,2,33,8.13757,2.99699,2.71525,1.23506,0.210615,0.0775676,0.1330476477742195,0.256779,1.3339,0.302352,0.726034,,,4.41596,0.0687573,0.187771,999,,,,"10343"
"Yonny Chirinos",,1,1,,4.8275,14,2,0,1,22,96,24,13,12,3,7,,1,14,5.84517,2.81051,2.07975,1.2671,0.149296,0.0717853,0.07751048356294632,0.275383,1.41151,0.299383,0.685962,,,4.86201,0.0683837,0.0403654,999,,,,"16401"
"Austin Voth","SEA",2,3,,4.28247,46,2,0,1,52,225,51,26,25,8,18,,2,49,8.54834,3.14316,2.71967,1.37738,0.219877,0.0808472,0.1390301212668419,0.250192,1.33321,0.293615,0.737016,,,4.50564,0.067724,0.0887162,999,,,,"15047"
"Carson Spiers",,2,2,,5.237,27,2,0,1,34,152,36,21,20,6,14,,2,29,7.65473,3.69225,2.07319,1.53231,0.19127,0.0922592,0.09901117533445358,0.263025,1.45354,0.296373,0.680738,,,5.20798,0.0671649,-0.0254636,747.27001953125,,,,"27685"
"Tanner Banks","CHW",2,3,,4.1787,55,0,0,6,55,235,55,28,26,8,16,,2,51,8.2925,2.64677,3.13306,1.33131,0.216033,0.0689528,0.14708063006401062,0.252514,1.28647,0.295194,0.726747,,,4.34034,0.0671351,0.0393736,750.9000244140625,,,,"16990"
"Joe Mantiply","ARI",3,3,,3.91642,54,0,0,7,54,231,55,26,23,6,15,,2,46,7.73929,2.58236,2.99699,1.04601,0.201192,0.0671312,0.1340603455901146,0.260038,1.31326,0.306361,0.72817,,,4.02803,0.0654986,0.0925553,999,,,,"14857"
"James Karinchak","CLE",3,2,,3.90942,44,0,0,1,44,189,34,21,19,6,24,,2,58,11.7715,4.97141,2.36784,1.15693,0.305273,0.128924,0.17634841799736023,0.207083,1.31728,0.281923,0.747468,,,4.08282,0.0652013,0.0444698,747.3499755859375,,,,"20151"
"Chayce McDermott","BAL",1,1,,4.52615,14,2,0,1,21,91,19,11,10,3,11,,1,22,9.42803,4.60532,2.04721,1.24367,0.238593,0.116546,0.12204711884260178,0.234351,1.41077,0.287052,0.714773,,,4.61878,0.0649923,0.0673916,999,,,,"sa3017420"
"Gordon Graceffo","STL",0,1,,4.67958,2,2,0,0,9,37,9,5,4,1,3,,0,6,6.43455,3.18291,2.0216,1.28947,0.165366,0.0817995,0.08356598764657974,0.260731,1.37835,0.286933,0.695663,,,4.86778,0.0646202,0.0778355,999,,,,"sa3016849"
"Kevin Kelly","TBR",2,2,,3.87049,44,0,0,1,44,187,41,20,19,4,13,,4,39,7.97435,2.62799,3.0344,0.890156,0.208835,0.0688224,0.14001207798719406,0.24302,1.23007,0.291873,0.700195,,,3.91697,0.0640615,0.0643911,750.77001953125,,,,"25679"
"Mitchell Parker",,1,1,,4.76222,10,2,0,1,16,72,16,9,9,2,8,,1,15,8.10117,4.53339,1.787,1.28171,0.201985,0.11303,0.08895482867956161,0.250723,1.48675,0.292059,0.711693,,,4.91293,0.0637282,0.0116087,999,,,,"sa3014973"
"Spencer Arrighetti","HOU",1,1,,4.58243,8,2,0,1,15,65,14,8,8,2,7,,1,14,8.63995,3.92587,2.20077,1.29819,0.220397,0.100145,0.12025147676467896,0.241353,1.36665,0.2858,0.70524,,,4.71221,0.0634325,0.0777556,999,,,,"sa3017537"
"Dylan Dodd",,1,1,,4.61767,14,2,0,1,21,90,22,11,11,3,6,,1,16,6.89565,2.75605,2.50201,1.34185,0.176695,0.0706215,0.10607387870550156,0.267768,1.37797,0.29886,0.707509,,,4.66198,0.0629292,0.07579,999,,,,"29928"
"José Buttó","NYM",1,2,,4.65221,21,2,0,1,28,121,28,15,14,4,11,,2,24,7.88857,3.56989,2.20975,1.29356,0.199873,0.0904505,0.10942260175943375,0.253736,1.39384,0.293307,0.702446,,,4.73637,0.0629089,0.0151305,703.3900146484375,,,,"23313"
"Jose Cuas","CHC",3,3,,4.2519,60,0,0,12,60,263,56,31,28,8,27,,5,61,9.21815,4.00396,2.30226,1.13417,0.233533,0.101437,0.1320965439081192,0.242384,1.38016,0.298795,0.723841,,,4.42631,0.0627907,0.143047,999,,,,"17701"
"Nate Pearson","TOR",3,2,,4.18749,48,0,0,1,48,207,41,24,22,7,23,,2,53,10.0012,4.32403,2.31293,1.22558,0.257533,0.111345,0.14618829637765884,0.227307,1.34103,0.285359,0.732175,,,4.3896,0.0609327,0.0207206,733.6900024414062,,,,"20160"
"Sam Moll","CIN",3,3,,4.45467,60,0,0,7,60,260,54,32,30,8,28,,5,63,9.38303,4.2137,2.22679,1.26082,0.240555,0.108027,0.13252710551023483,0.239048,1.37399,0.293763,0.714339,,,4.62541,0.060745,0.0624092,999,,,,"14874"
"Codi Heuer",,2,2,,4.41497,31,0,0,0,31,136,31,16,15,4,13,,1,27,7.91615,3.63076,2.1803,1.13541,0.20048,0.0919508,0.10852956026792526,0.251037,1.395,0.293941,0.715762,,,4.44809,0.0598824,0.106708,999,,,,"23293"
"Jarlín García",,1,2,,4.17563,32,0,0,0,32,134,30,16,15,5,10,,1,28,7.90653,2.90974,2.71726,1.29555,0.209868,0.0772352,0.13263323158025742,0.249026,1.2756,0.288527,0.722979,,,4.45505,0.0591568,0.166919,999,,,,"18282"
"Zach Jackson","OAK",2,3,,4.24358,48,0,0,4,48,211,41,24,23,6,27,,2,57,10.6226,5.01742,2.11715,1.17461,0.268736,0.126933,0.14180299639701843,0.22587,1.41584,0.292376,0.741768,,,4.36663,0.0587911,0.0369895,748.2899780273438,,,,"19493"
"Daniel Hudson","LAD",4,3,,4.0781,54,0,0,7,54,228,48,26,24,9,20,,2,64,10.6474,3.33072,3.19674,1.48157,0.280731,0.0878179,0.19291271269321442,0.232174,1.25339,0.292525,0.75086,,,4.25795,0.0567537,0.0666596,741.4400024414062,,,,"7146"
"Nick Mears","COL",3,4,,5.11109,62,0,0,11,62,280,60,38,35,10,36,,3,66,9.51774,5.25705,1.81047,1.38052,0.234233,0.129377,0.10485589504241943,0.250207,1.55567,0.306189,0.703981,,,5.02965,0.0561879,0.166076,999,,,,"25376"
"Ben Lively","CLE",2,3,,4.44818,40,2,0,1,47,206,49,25,23,7,15,,2,40,7.67325,2.89378,2.65164,1.31518,0.196381,0.0740603,0.12232077866792679,0.25971,1.35241,0.297831,0.712982,,,4.56593,0.0545454,0.0453144,750.739990234375,,,,"14932"
"Owen White",,3,3,,5.1408,27,6,0,1,54,241,57,33,31,8,23,,3,40,6.6606,3.79992,1.75283,1.40524,0.165791,0.0945851,0.07120627909898758,0.26622,1.48277,0.292924,0.688269,,,5.24493,0.0541942,0.109085,750.8699951171875,,,,"22273"
"Jake Latz","TEX",2,2,,4.30832,46,0,0,1,46,201,42,24,22,7,21,,2,49,9.53065,4.0519,2.35215,1.30693,0.242954,0.10329,0.1396634429693222,0.238371,1.37337,0.291517,0.730947,,,4.48263,0.053319,0.0184113,999,,,,"21306"
"Sem Robberse","STL",0,1,,4.76234,2,2,0,0,9,38,9,5,5,1,3,,0,6,6.49577,3.58059,1.81416,1.2804,0.163924,0.0903582,0.0735659971833229,0.263671,1.44232,0.291292,0.700876,,,4.98602,0.0532633,0.0778482,750.9000244140625,,,,"sa3011735"
"Daniel Palencia","CHC",2,2,,4.39057,48,0,0,4,48,211,43,25,23,6,24,,3,51,9.56866,4.51168,2.12087,1.19508,0.241895,0.114055,0.12784021347761154,0.233852,1.39546,0.289755,0.72189,,,4.56971,0.0525128,0.0492374,748.47998046875,,,,"27914"
"Taylor Clarke","MIL",3,4,,4.33587,57,0,0,7,57,245,54,29,27,9,20,,2,59,9.34778,3.10184,3.01363,1.474,0.241813,0.0802399,0.1615731343626976,0.244254,1.30052,0.292177,0.732779,,,4.45229,0.0520744,0.0420018,999,,,,"17611"
"Spencer Howard","SFG",2,2,,4.23098,38,0,0,1,38,164,36,19,18,5,14,,2,40,9.46226,3.37452,2.80403,1.20292,0.243827,0.0869559,0.15687134861946106,0.241844,1.31554,0.298397,0.719405,,,4.15784,0.0517366,0.0109386,999,,,,"23252"
"Cade Smith","CLE",2,3,,4.10032,48,0,0,4,48,209,42,24,22,6,23,,3,55,10.2722,4.27821,2.40106,1.12863,0.26246,0.10931,0.1531498283147812,0.227539,1.34055,0.291758,0.729345,,,4.24147,0.0511916,0.0469085,999,,,,"sa3015086"
"Phil Bickford","NYM",2,2,,4.28431,40,0,0,1,40,170,35,20,19,5,17,,2,43,9.68709,3.72177,2.60282,1.2285,0.252711,0.0970913,0.1556197702884674,0.233357,1.3,0.29002,0.714416,,,4.25806,0.049456,0.00568944,999,,,,"18519"
"Alex Young","CIN",2,2,,4.69639,44,0,0,1,44,191,44,25,23,7,17,,2,42,8.67818,3.40688,2.54725,1.49115,0.221753,0.0870558,0.13469743728637695,0.256655,1.38768,0.301023,0.710184,,,4.72957,0.0488459,0.00101966,999,,,,"18333"
"Jonathan Hernández","TEX",3,2,,4.35889,57,0,0,7,57,251,53,30,28,7,28,,3,59,9.244,4.49007,2.05877,1.14077,0.233348,0.113344,0.12000441551208496,0.242188,1.43183,0.298781,0.725618,,,4.4972,0.0482646,0.0148052,999,,,,"17464"
"Tom Cosgrove","SDP",2,2,,4.08459,52,0,0,6,52,223,46,25,24,7,23,,3,53,9.10428,3.96896,2.29387,1.18459,0.23599,0.102879,0.13311158120632172,0.232993,1.32189,0.284078,0.731023,,,4.46037,0.0482264,0.0410821,999,,,,"23443"
"Connor Brogdon","PHI",3,3,,4.41485,60,0,0,6,60,258,56,32,29,9,24,,2,61,9.20034,3.63109,2.53377,1.34605,0.237957,0.093914,0.144042506814003,0.242182,1.33683,0.292228,0.719932,,,4.48068,0.0473508,0.0174001,999,,,,"21205"
"Wandy Peralta","SDP",3,3,,3.86633,61,0,1,11,61,260,54,29,26,7,28,,3,59,8.77012,4.07072,2.15444,1.08454,0.22825,0.105944,0.1223059892654419,0.235866,1.34013,0.287479,0.743628,,,4.3881,0.0468533,0.224941,730.22998046875,,,,"14295"
"Miguel Díaz","DET",2,2,,4.11658,44,0,0,1,44,189,41,22,20,5,18,,2,41,8.4303,3.65293,2.30782,1.04859,0.217539,0.0942619,0.12327728420495987,0.244065,1.34746,0.294174,0.716906,,,4.24018,0.0466615,0.0334739,999,,,,"18815"
"Jeff Criswell","COL",0,1,,5.59396,2,2,0,0,8,38,9,6,5,2,4,,0,7,7.07938,3.90561,1.81262,1.59387,0.175106,0.0966038,0.07850205153226852,0.273423,1.53281,0.301703,0.677413,,,5.40382,0.0463974,0.00892217,999,,,,"sa3014435"
