Name,Team,W,L,QS,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Giovanny Gallegos","STL",4,3,,3.81806,68,0,3,13,68,282,59,31,29,10,20,,2,76,10.0005,2.66908,3.74678,1.29742,0.2683,0.0716082,0.19669195264577866,0.228834,1.16808,0.284883,0.736238,,,3.90568,0.81381,0.857158,511.8399963378906,,,,"14986"
"Chris Martin","BOS",4,3,,3.85293,66,0,3,13,66,279,69,31,28,8,14,,2,63,8.55389,1.896,4.51155,1.13606,0.224871,0.0498435,0.1750277802348137,0.262196,1.25556,0.315856,0.728845,,,3.71941,0.807146,0.948716,455.7300109863281,,,,"11847"
"Michael Kopech","CHW",7,10,,5.03422,26,26,0,0,131,578,121,78,73,22,70,,6,131,8.97246,4.84266,1.8528,1.5247,0.22608,0.122021,0.10405905544757843,0.24135,1.4612,0.283512,0.704603,,,5.21796,0.802749,0.73209,464.3500061035156,,,,"17282"
"Aroldis Chapman","PIT",4,4,,3.31809,62,0,5,11,62,262,44,25,23,7,34,,2,94,13.6732,4.98424,2.74328,1.03182,0.359662,0.131107,0.22855547070503235,0.196098,1.26768,0.298643,0.779362,,,3.45804,0.795001,0.948438,368.82000732421875,,,,"10233"
"Clay Holmes","NYY",5,4,,3.53553,66,0,31,3,66,277,56,28,26,6,25,,5,70,9.60265,3.44396,2.78826,0.865893,0.254272,0.091194,0.16307829320430756,0.226276,1.23007,0.290953,0.730457,,,3.72524,0.793741,1.03609,103.02999877929688,,,,"13649"
"Alexis Díaz","CIN",5,5,,4.10023,68,0,31,3,68,286,53,33,31,9,33,,6,81,10.712,4.4237,2.42151,1.18681,0.282821,0.116796,0.16602566838264465,0.213973,1.26884,0.279332,0.721685,,,4.31573,0.78946,0.997377,76.80999755859375,,,,"21132"
"Jason Adam","TBR",4,3,,3.53112,64,0,3,12,64,264,50,27,25,7,23,,6,77,10.7931,3.29865,3.27197,1.02074,0.291167,0.0889882,0.20217886567115784,0.212832,1.14445,0.283678,0.728515,,,3.72164,0.761997,0.904131,316.1000061035156,,,,"11861"
"Chris Flexen","CHW",5,7,,5.00232,26,16,0,1,102,450,110,61,57,17,37,,3,78,6.85641,3.2634,2.101,1.46527,0.172441,0.0820756,0.09036524593830109,0.269271,1.44641,0.297064,0.697944,,,5.02662,0.759405,0.471247,738.3900146484375,,,,"13896"
"Josh Winckowski","BOS",5,5,,4.37972,59,8,0,4,96,417,99,51,47,12,33,,3,85,7.92771,3.10402,2.55401,1.10434,0.202981,0.0794753,0.12350572645664215,0.260926,1.3783,0.307984,0.705626,,,4.22562,0.752491,0.72584,693.9400024414062,,,,"22387"
"Julian Merryweather","CHC",3,3,,3.75676,63,0,2,14,63,267,53,28,26,8,26,,2,80,11.3871,3.74798,3.03821,1.13692,0.298329,0.0981924,0.20013640820980072,0.221642,1.25581,0.297662,0.7454,,,3.72885,0.750761,0.795891,543.4199829101562,,,,"16703"
"Andrew Nardi","MIA",4,4,,3.81597,64,0,2,12,64,274,56,29,27,8,27,,4,74,10.4162,3.75925,2.77081,1.07043,0.270445,0.0976051,0.17284003645181656,0.228321,1.28599,0.296581,0.739743,,,3.916,0.741715,0.909102,486.7900085449219,,,,"25942"
"Josh Sborz","TEX",4,3,,3.88852,64,0,2,14,64,273,57,30,28,9,25,,1,75,10.5328,3.57265,2.94817,1.20993,0.274497,0.0931078,0.18138960748910904,0.229579,1.28074,0.294459,0.745371,,,3.90377,0.730409,0.631721,584.3200073242188,,,,"18323"
"Kenley Jansen","BOS",4,4,,4.15298,64,0,32,2,64,270,56,32,30,9,25,,3,75,10.4822,3.53627,2.96419,1.31436,0.27652,0.0932867,0.18323321640491486,0.232838,1.27205,0.2974,0.725372,,,4.13283,0.718586,0.711611,127.38999938964844,,,,"3096"
"Kyle Finnegan","WSN",4,5,,4.07856,66,0,21,7,66,281,62,32,30,8,25,,2,65,8.83213,3.44619,2.56287,1.13666,0.230477,0.0899292,0.14054753631353378,0.244292,1.32333,0.296917,0.728888,,,4.15917,0.713778,0.770941,235.67999267578125,,,,"15009"
"Kevin Ginkel","ARI",4,4,,3.6636,64,0,7,10,64,269,56,28,26,7,25,,2,70,9.81727,3.56716,2.75213,0.9905,0.259356,0.0942384,0.16511767357587814,0.230856,1.26741,0.295843,0.742153,,,3.80204,0.710875,1.06397,498.2300109863281,,,,"19876"
"Caleb Ferguson","NYY",4,3,,3.66133,63,0,2,15,63,267,53,28,26,7,24,,5,71,10.0983,3.36514,3.00086,1.01663,0.265145,0.0883562,0.1767885610461235,0.223799,1.21985,0.288017,0.733722,,,3.83503,0.710066,0.626593,737.8499755859375,,,,"19349"
"JoJo Romero","STL",5,4,,3.48202,64,0,2,15,64,272,57,27,25,7,24,,2,72,10.1537,3.41199,2.97588,1.05129,0.265787,0.0893137,0.17647293210029602,0.230734,1.26226,0.296735,0.764422,,,3.76859,0.699207,0.955993,669.5800170898438,,,,"19574"
"Peter Lambert","COL",5,8,,5.5022,35,18,0,1,111,498,124,73,68,19,43,,6,89,7.23589,3.52021,2.05553,1.54862,0.17939,0.0872719,0.09211800247430801,0.276371,1.50581,0.308324,0.671616,,,5.22957,0.693103,0.806258,750.3699951171875,,,,"17969"
"Mason Black","SFG",5,5,,4.24476,43,13,0,1,93,403,89,47,44,12,35,,6,89,8.58832,3.3705,2.54809,1.14158,0.22078,0.0866452,0.13413456082344055,0.246156,1.33104,0.295812,0.713219,,,4.30438,0.688875,0.741645,999,,,,"sa3018146"
"Brusdar Graterol","LAD",4,2,,3.67276,64,0,8,11,64,267,61,28,26,7,17,,4,55,7.68673,2.42169,3.17412,0.973393,0.204426,0.064404,0.14002206176519394,0.248913,1.22532,0.294532,0.727037,,,3.96167,0.685704,0.931277,411.8500061035156,,,,"20367"
"Carlos Estévez","LAA",4,4,,4.2819,66,0,25,5,66,279,58,34,31,10,28,,2,73,9.96955,3.78102,2.63674,1.31805,0.2619,0.0993273,0.16257260739803314,0.233345,1.30153,0.29129,0.722213,,,4.30022,0.68507,0.447076,232.60000610351562,,,,"14542"
"Luis Medina","OAK",5,7,,4.50951,30,18,0,1,106,473,100,57,53,12,57,,6,101,8.52053,4.80698,1.77253,1.04958,0.212773,0.120039,0.09273397922515869,0.243657,1.4736,0.294678,0.712828,,,4.6587,0.683312,0.733419,636.3900146484375,,,,"21649"
"Paul Sewald","ARI",4,3,,3.77888,66,0,28,4,66,274,56,30,28,9,24,,3,77,10.5381,3.28082,3.21203,1.25655,0.281865,0.0877529,0.19411171972751617,0.226894,1.21528,0.291564,0.747828,,,3.942,0.683125,1.01066,83.94999694824219,,,,"13892"
"Zack Greinke",,4,5,,4.74014,15,15,0,0,78,337,88,44,41,12,18,,2,51,5.90834,2.0629,2.8641,1.3851,0.15211,0.0531091,0.0990004651248455,0.278033,1.35774,0.300016,0.690335,,,4.71344,0.678165,0.651996,749.8200073242188,,,,"1943"
"Cooper Criswell","BOS",4,6,,4.91732,32,13,0,1,94,416,107,55,52,13,25,,8,69,6.5575,2.34716,2.7938,1.27164,0.165341,0.0591812,0.10615934059023857,0.27983,1.39652,0.311859,0.675463,,,4.67896,0.669233,0.665716,750.6300048828125,,,,"24975"
"Erik Swanson","TOR",4,3,,3.71623,64,0,2,13,64,267,56,28,26,9,21,,2,71,9.97695,2.88833,3.45423,1.232,0.265886,0.0769739,0.18891163915395737,0.22885,1.19553,0.286348,0.747716,,,3.86011,0.661986,0.863077,509.17999267578125,,,,"16587"
"Scott Barlow","CLE",4,3,,3.69327,64,0,2,13,64,271,54,28,26,8,25,,3,76,10.6537,3.4511,3.08705,1.08545,0.27994,0.090682,0.18925805389881134,0.223793,1.23371,0.292451,0.7422,,,3.7432,0.658304,0.827616,478.67999267578125,,,,"14993"
"Héctor Neris","CHC",4,4,,4.00762,70,0,6,12,70,295,60,34,31,10,28,,4,78,9.97189,3.53626,2.8199,1.23542,0.263031,0.0932768,0.1697542518377304,0.229737,1.25689,0.288896,0.731001,,,4.17862,0.65507,0.631341,413.8900146484375,,,,"11804"
"Luis L. Ortiz","PIT",5,7,,4.7089,37,16,0,1,107,473,111,60,56,14,45,,5,85,7.18772,3.77875,1.90214,1.19429,0.180515,0.0949012,0.08561433106660843,0.262041,1.45756,0.298805,0.703093,,,4.77525,0.6359,0.848534,665.02001953125,,,,"27646"
"Javier Assad","CHC",5,5,,4.44532,47,11,0,1,101,441,102,54,50,14,39,,5,82,7.30426,3.48217,2.09762,1.2242,0.185778,0.0885665,0.09721201658248901,0.257093,1.3967,0.293198,0.717817,,,4.72265,0.629898,0.817794,520.4000244140625,,,,"21741"
"Justin Lawrence","COL",4,4,,4.54186,66,0,17,7,66,290,63,36,33,8,31,,5,69,9.40911,4.20372,2.23828,1.06498,0.237821,0.106252,0.13156969100236893,0.246007,1.41475,0.308485,0.6959,,,4.3337,0.621947,0.860062,376.239990234375,,,,"17639"
"Roansy Contreras","PIT",4,5,,4.41151,52,8,0,1,86,368,82,45,42,11,31,,3,81,8.48746,3.25786,2.60523,1.19441,0.219945,0.0844245,0.13552038371562958,0.245837,1.31877,0.29262,0.698347,,,4.28137,0.620565,0.588772,615.7899780273438,,,,"22810"
"Sam Hentges","CLE",3,3,,3.48937,63,0,1,16,63,268,57,27,24,6,24,,2,68,9.67296,3.44816,2.80525,0.894704,0.252629,0.0900558,0.1625734567642212,0.23432,1.28406,0.300116,0.751135,,,3.62625,0.616574,0.764365,750.4500122070312,,,,"18548"
"Jonathan Loáisiga","NYY",5,4,,3.72948,64,0,3,12,64,268,60,29,27,7,18,,3,57,7.99163,2.581,3.09633,1.02182,0.212355,0.0685829,0.14377249032258987,0.242642,1.21914,0.288213,0.721814,,,3.97185,0.608387,0.671167,652.22998046875,,,,"19753"
"Taylor Rogers","SFG",5,4,,3.74696,63,0,2,14,63,270,56,29,26,8,23,,5,77,10.9347,3.35518,3.25905,1.07653,0.283541,0.087001,0.19653954356908798,0.230061,1.25638,0.304848,0.735585,,,3.71309,0.60517,0.50106,671.1900024414062,,,,"13449"
"Caleb Thielbar","MIN",4,3,,3.76835,62,0,1,12,62,261,56,28,26,8,20,,2,71,10.3251,2.95676,3.49203,1.22904,0.272751,0.0781066,0.19464387744665146,0.233039,1.22524,0.296458,0.754396,,,3.81065,0.601079,0.507562,750.8200073242188,,,,"10078"
"Griffin Jax","MIN",5,4,,4.02067,64,0,2,12,64,269,58,31,29,8,20,,3,66,9.3168,2.87618,3.2393,1.11592,0.246164,0.0759929,0.17017082124948502,0.238047,1.23308,0.294781,0.707834,,,3.9,0.596226,0.451545,532.3200073242188,,,,"20253"
"Joe Ross","MIL",5,6,,4.59006,41,13,0,1,97,420,98,53,49,15,33,,6,85,7.86634,3.10619,2.53247,1.4156,0.201786,0.0796796,0.12210670113563538,0.25614,1.35044,0.293076,0.708231,,,4.77171,0.591966,0.676465,664.5800170898438,,,,"12972"
"Tommy Henry","ARI",4,4,,4.57473,30,11,0,1,81,352,82,44,41,10,32,,3,63,7.04345,3.5972,1.95804,1.16902,0.17944,0.0916425,0.0877971351146698,0.258587,1.41414,0.293819,0.705472,,,4.69338,0.585192,0.667885,713.8699951171875,,,,"26285"
"Pierce Johnson","ATL",4,3,,3.78829,63,0,1,13,63,271,55,29,27,9,26,,1,83,11.9002,3.67754,3.23591,1.23425,0.307748,0.0951042,0.2126440778374672,0.225279,1.28066,0.304741,0.757439,,,3.67007,0.585016,0.582193,653.7899780273438,,,,"13435"
"Matt Strahm","PHI",5,4,,3.73844,68,0,2,11,68,278,58,31,28,10,20,,3,77,10.2468,2.63361,3.89079,1.2599,0.278282,0.0715234,0.20675885677337646,0.226467,1.1429,0.286869,0.732455,,,3.80814,0.579842,0.545494,499.2300109863281,,,,"13799"
"Drew Rasmussen","TBR",3,2,,3.4008,29,5,0,1,50,204,44,20,19,5,13,,1,49,8.96443,2.42698,3.69366,0.898314,0.242712,0.0657106,0.17700155824422836,0.233302,1.1576,0.290811,0.732409,,,3.45417,0.570251,0.583243,678.97998046875,,,,"25385"
"Brandon Williamson","CIN",4,6,,5.08884,30,13,0,1,83,369,86,50,47,14,36,,4,73,7.92769,3.856,2.05594,1.55932,0.198666,0.0966306,0.1020357683300972,0.259771,1.45599,0.294432,0.700431,,,5.18044,0.5702,0.53284,631.3499755859375,,,,"25463"
"J.P. France","HOU",7,6,,4.3487,57,11,0,1,111,482,109,58,54,16,45,,3,103,8.3147,3.63583,2.28688,1.29854,0.212912,0.0931014,0.11981020122766495,0.250381,1.38332,0.293698,0.730053,,,4.56629,0.565171,0.743934,505.1300048828125,,,,"21212"
"Tyler Mahle","TEX",3,3,,4.20085,21,6,0,1,50,213,47,25,23,8,17,,2,52,9.20833,3.04096,3.0281,1.34334,0.241858,0.0798712,0.16198664158582687,0.240279,1.26311,0.289732,0.724046,,,4.28839,0.56232,0.507242,669.47998046875,,,,"16358"
"Gregory Soto","PHI",4,4,,4.07446,70,0,3,13,70,300,60,34,32,9,33,,3,84,10.8177,4.17948,2.58828,1.18741,0.280445,0.108352,0.17209307104349136,0.226241,1.31777,0.295906,0.732837,,,4.10802,0.555398,0.620198,609.2899780273438,,,,"19677"
"Joel Payamps","MIL",4,4,,3.96191,64,0,1,12,64,272,59,30,28,9,22,,3,63,8.80045,3.08473,2.8529,1.21358,0.230352,0.0807429,0.14960889518260956,0.240918,1.27192,0.289466,0.737435,,,4.21674,0.543592,0.732461,529.6500244140625,,,,"14332"
"Joe Kelly","LAD",4,3,,3.79035,61,0,3,12,61,259,50,28,26,7,28,,4,78,11.5135,4.15286,2.77242,1.04998,0.30129,0.108674,0.1926155909895897,0.220559,1.28121,0.302951,0.740348,,,3.80061,0.537019,0.485482,736.8699951171875,,,,"9761"
"Tylor Megill","NYM",6,7,,4.59032,49,13,0,1,104,454,107,57,53,15,38,,4,92,7.96472,3.33019,2.39167,1.32223,0.202473,0.0846577,0.11781564354896545,0.259371,1.3972,0.300598,0.709741,,,4.62662,0.530006,0.452735,465.80999755859375,,,,"21318"
"Joe Boyle","OAK",5,8,,4.52352,29,19,0,1,107,485,92,58,54,13,74,,6,120,10.0485,6.17461,1.6274,1.05984,0.247105,0.15184,0.09526430070400238,0.227147,1.54327,0.291174,0.726752,,,4.78666,0.529146,0.722197,406.5799865722656,,,,"29608"
"Tyler Wells","BAL",5,5,,4.35132,45,10,0,1,86,358,79,44,42,14,26,,3,80,8.32169,2.72555,3.05321,1.48246,0.222727,0.0729484,0.14977845549583435,0.240595,1.22115,0.276296,0.711551,,,4.55085,0.527508,0.586706,320.2900085449219,,,,"20000"
"Seranthony Domínguez","PHI",6,5,,4.05804,70,0,2,11,70,298,61,34,32,9,32,,2,77,9.87977,4.07003,2.42744,1.16177,0.25822,0.106375,0.1518445909023285,0.233032,1.3293,0.294842,0.732874,,,4.2001,0.52564,0.506966,645.5800170898438,,,,"19249"
"Emilio Pagán","CIN",3,4,,4.57801,66,0,2,12,66,278,61,36,34,12,24,,2,69,9.45037,3.22844,2.92723,1.61529,0.249342,0.0851801,0.16416142135858536,0.24121,1.28157,0.286309,0.719012,,,4.64416,0.520302,0.369747,695.2100219726562,,,,"14771"
"Jordan Lyles","KCR",5,10,,5.48472,27,19,0,1,117,517,132,76,71,21,37,,4,83,6.39336,2.85345,2.24057,1.63142,0.161134,0.0719165,0.089217409491539,0.278326,1.44518,0.299485,0.666287,,,5.25677,0.519416,0.253156,740.6500244140625,,,,"7593"
"Joe Jiménez","ATL",4,2,,3.79533,67,0,2,16,67,281,57,30,28,10,22,,4,84,11.246,3.00588,3.74132,1.33484,0.298329,0.0797387,0.21858980506658554,0.225251,1.18801,0.294835,0.747897,,,3.87521,0.517345,0.854671,671.3900146484375,,,,"15761"
"Cade Cavalli","WSN",3,3,,4.38909,23,6,0,1,51,223,47,27,25,6,23,,3,50,8.78162,4.06057,2.16266,1.04952,0.223024,0.103125,0.11989904940128326,0.241352,1.38266,0.294485,0.70388,,,4.36622,0.514309,0.453615,646.9199829101562,,,,"27473"
"Colin Holderman","PIT",2,3,,4.1527,64,0,1,12,64,275,60,32,30,7,26,,3,61,8.59779,3.62349,2.37279,1.001,0.222286,0.0936812,0.12860475480556488,0.243986,1.33995,0.297674,0.70925,,,4.15801,0.498762,0.530745,737.47998046875,,,,"22361"
"Carlos Carrasco","CLE",5,7,,4.74425,46,13,0,1,97,429,104,55,51,15,33,,4,84,7.77466,3.10165,2.50662,1.35923,0.195381,0.0779458,0.11743474751710892,0.267371,1.42225,0.307271,0.703339,,,4.66345,0.495954,0.340641,732.1599731445312,,,,"6632"
"Sawyer Gipson-Long","DET",4,5,,4.17336,38,6,0,1,67,284,65,33,31,9,20,,3,62,8.34369,2.63598,3.16531,1.17976,0.21759,0.0687422,0.14884813129901886,0.250026,1.27452,0.296568,0.709412,,,4.10853,0.492749,0.569421,456.2300109863281,,,,"26048"
"Yimi García","TOR",4,3,,3.88867,63,0,1,15,63,265,57,29,27,8,20,,4,66,9.42338,2.84881,3.30783,1.20527,0.24897,0.075267,0.17370328307151794,0.236507,1.22225,0.291399,0.73117,,,4.02977,0.490331,0.543276,721.6900024414062,,,,"12095"
"Alex Vesia","LAD",4,3,,3.81449,60,0,1,12,60,252,48,27,25,9,25,,3,76,11.4485,3.68948,3.10302,1.31522,0.30273,0.0975598,0.20517019927501678,0.215193,1.21619,0.283501,0.753284,,,3.97665,0.487386,0.419585,745.5999755859375,,,,"25007"
"Cole Irvin","BAL",5,6,,4.46748,44,11,0,1,97,414,103,52,48,15,22,,5,73,6.77905,2.01462,3.36492,1.41565,0.176903,0.0525727,0.12433039769530296,0.265409,1.28079,0.292874,0.705026,,,4.62005,0.481907,0.570225,495.9200134277344,,,,"19244"
"Jackson Rutledge","WSN",4,6,,5.31547,21,15,0,1,81,364,87,51,48,13,34,,6,58,6.41895,3.7136,1.7285,1.40343,0.159265,0.0921404,0.06712418049573898,0.268312,1.48308,0.293074,0.672495,,,5.32153,0.481595,0.174803,748.530029296875,,,,"26215"
"Robbie Ray","SFG",3,3,,4.06528,14,8,0,1,53,225,49,26,24,8,19,,2,58,9.87122,3.1777,3.1064,1.42482,0.257928,0.0830311,0.17489688098430634,0.240076,1.28107,0.294863,0.749227,,,4.28037,0.476799,0.6476,540.02001953125,,,,"11486"
"Noah Syndergaard",,3,5,,5.09472,13,13,0,0,68,295,76,41,38,11,17,,4,47,6.2128,2.20036,2.82354,1.47448,0.158879,0.0562696,0.10260974615812302,0.275221,1.35546,0.297608,0.664804,,,4.92885,0.46736,0.317629,735.0499877929688,,,,"11762"
"Ricky Tiedemann","TOR",2,2,,3.95652,14,6,0,1,39,170,34,19,17,5,17,,3,44,9.9402,3.96908,2.50441,1.11446,0.256612,0.102464,0.1541479304432869,0.229038,1.31057,0.290361,0.733221,,,4.17819,0.467057,0.458735,999,,,,"sa3018096"
"Cody Bradford","TEX",5,5,,4.49425,43,8,0,1,77,331,79,41,39,13,20,,3,65,7.56884,2.3425,3.23109,1.49774,0.196709,0.06088,0.13582869619131088,0.258226,1.28734,0.289783,0.715188,,,4.63013,0.465572,0.42721,631.3400268554688,,,,"27597"
"Tim Mayza","TOR",3,3,,3.5119,62,0,0,13,62,260,58,27,24,6,20,,2,57,8.27732,2.96544,2.79126,0.924601,0.219486,0.0786334,0.14085295796394348,0.242552,1.25914,0.29424,0.74486,,,3.82364,0.464953,0.596886,747.739990234375,,,,"15042"
"Gabe Speier","SEA",3,3,,3.56741,63,0,0,15,63,262,57,27,25,8,17,,4,65,9.23467,2.38246,3.87611,1.08722,0.246431,0.0635769,0.18285387754440308,0.234975,1.16641,0.290237,0.735341,,,3.75235,0.462888,0.685479,745.1500244140625,,,,"17170"
"Will Vest","DET",3,3,,3.82715,61,0,1,12,61,261,56,28,26,7,22,,2,64,9.37709,3.24415,2.89046,0.998627,0.243744,0.0843269,0.15941697359085083,0.238611,1.2855,0.298865,0.730115,,,3.80711,0.451339,0.501544,718.1799926757812,,,,"19769"
"Jason Foley","DET",3,2,,4.0019,63,0,9,9,63,270,65,30,28,6,18,,2,50,7.11534,2.53779,2.80376,0.911188,0.18433,0.0657439,0.11858624964952469,0.2613,1.31916,0.304125,0.712468,,,3.94906,0.448418,0.589264,482.260009765625,,,,"19531"
"Yennier Cano","BAL",3,2,,3.66424,64,0,4,12,64,270,60,28,26,7,22,,3,60,8.44327,3.03676,2.78036,0.960018,0.222204,0.079919,0.1422845497727394,0.244418,1.27642,0.297584,0.740519,,,3.90602,0.447975,0.830266,337.3699951171875,,,,"25911"
"Alex Lange","DET",4,5,,4.04405,65,0,20,6,65,284,54,31,29,7,35,,4,80,11.0318,4.87195,2.26435,0.946392,0.280678,0.123955,0.15672271698713303,0.220365,1.36965,0.297851,0.724147,,,3.99539,0.445277,0.647232,178.9199981689453,,,,"19883"
"Trevor Williams","WSN",5,7,,5.11772,46,13,0,1,99,439,110,60,56,18,33,,4,78,7.06183,3.00569,2.34949,1.60147,0.177012,0.0753409,0.10167156904935837,0.273874,1.44451,0.301583,0.698941,,,5.13233,0.445096,0.321867,748.8900146484375,,,,"16977"
"Ken Waldichuk","OAK",3,3,,4.29697,22,8,0,1,58,251,54,30,28,7,25,,4,56,8.78746,3.96595,2.21573,1.12445,0.224059,0.101122,0.12293706089258194,0.241278,1.37006,0.29246,0.715006,,,4.44363,0.442902,0.431015,750.7100219726562,,,,"27681"
"Nick Nastrini","CHW",3,5,,4.97344,13,13,0,0,65,289,63,39,36,11,31,,4,61,8.48725,4.26303,1.9909,1.4829,0.212829,0.106901,0.10592789202928543,0.24837,1.44233,0.2879,0.700737,,,5.10349,0.44042,0.333294,999,,,,"sa3017413"
"Hayden Wesneski","CHC",3,4,,4.41568,31,6,0,1,60,255,57,31,29,8,21,,3,55,8.30708,3.17327,2.61783,1.27493,0.215947,0.0824907,0.13345599919557571,0.248604,1.31707,0.292307,0.705328,,,4.43448,0.437614,0.477436,592.02001953125,,,,"27581"
"Brooks Raley","NYM",2,3,,4.14871,64,0,1,15,64,278,58,32,30,8,27,,5,69,9.70499,3.76169,2.57995,1.0645,0.247862,0.0960722,0.15178947150707245,0.235399,1.32589,0.29682,0.711387,,,4.11672,0.425678,0.154148,743.260009765625,,,,"10061"
"Spencer Turnbull","PHI",4,4,,4.92617,41,8,0,1,72,319,74,43,40,11,28,,5,64,8.01768,3.4746,2.30751,1.32046,0.201823,0.0874638,0.11435968428850174,0.258614,1.40837,0.300328,0.678829,,,4.76372,0.422569,0.217289,691.5999755859375,,,,"16207"
"Orion Kerkering","PHI",4,3,,3.82071,64,0,4,8,64,268,57,29,27,8,21,,2,70,9.89405,2.9406,3.36464,1.16892,0.262408,0.07799,0.1844179630279541,0.233343,1.21919,0.293815,0.733027,,,3.83908,0.422255,0.457679,380.0199890136719,,,,"31776"
"Ryan Brasier","LAD",3,2,,4.11582,62,0,1,15,62,257,57,31,28,9,20,,2,59,8.49904,2.91666,2.91397,1.25227,0.227837,0.0781879,0.14964915066957474,0.243629,1.24553,0.289882,0.716276,,,4.26293,0.421717,0.291517,739.02001953125,,,,"5615"
"Chad Green","TOR",5,3,,3.69027,60,0,0,12,60,247,53,26,25,9,17,,1,67,10.0777,2.55132,3.94998,1.28606,0.272371,0.068955,0.20341625064611435,0.230261,1.16105,0.28827,0.754486,,,3.77279,0.420873,0.464964,702.6300048828125,,,,"15552"
"Tyler Kinley","COL",3,3,,4.98993,64,0,8,9,64,277,64,38,35,10,25,,2,62,8.75816,3.55583,2.46304,1.46836,0.224637,0.0912033,0.13343413919210434,0.257834,1.40087,0.304792,0.685088,,,4.72311,0.418735,0.398168,485.5799865722656,,,,"18297"
"Aaron Bummer","ATL",5,3,,3.66523,62,0,0,12,62,266,53,28,25,6,28,,4,75,10.9124,4.09628,2.66399,0.900868,0.282595,0.10608,0.17651551216840744,0.22613,1.30857,0.306049,0.738705,,,3.68081,0.417,0.490783,745.77001953125,,,,"16258"
"Zach Plesac",,4,5,,5.13447,26,11,0,1,76,330,83,46,43,13,24,,3,53,6.34341,2.84433,2.2302,1.58693,0.161553,0.0724389,0.08911396563053131,0.274287,1.41581,0.29518,0.687413,,,5.19736,0.416282,0.303975,742.6300048828125,,,,"19979"
"Craig Kimbrel","BAL",5,5,,4.08057,66,0,26,3,66,278,53,32,30,9,29,,4,81,11.0103,3.98496,2.76297,1.23355,0.290546,0.105157,0.18538877367973328,0.218103,1.25116,0.286158,0.721864,,,4.10263,0.415671,0.428484,107.68000030517578,,,,"6655"
"José Leclerc","TEX",2,3,,4.29486,66,0,19,6,66,284,56,34,31,10,32,,4,76,10.3888,4.41706,2.35198,1.31208,0.267968,0.113933,0.15403499454259872,0.224428,1.33443,0.283798,0.729308,,,4.48733,0.412367,0.371131,186.27000427246094,,,,"14524"
"John Schreiber","KCR",3,3,,4.10371,63,0,1,15,63,271,59,31,29,7,25,,3,62,8.91836,3.57276,2.49621,1.04443,0.230471,0.0923283,0.13814260065555573,0.242788,1.33238,0.298405,0.718389,,,4.12225,0.403851,0.572892,682.3499755859375,,,,"20020"
"Lucas Erceg","OAK",4,4,,3.88136,66,0,6,12,66,290,55,31,28,6,36,,6,75,10.2407,4.91632,2.083,0.795162,0.258969,0.124325,0.13464407622814178,0.22202,1.38194,0.294482,0.72636,,,4.0173,0.403469,0.557805,567.1799926757812,,,,"19360"
"Germán Márquez","COL",1,2,,4.82989,5,5,0,0,28,119,29,16,15,4,9,,1,24,7.74427,3.05074,2.53849,1.28184,0.199947,0.0787664,0.12118111550807953,0.265163,1.38298,0.307253,0.679869,,,4.48443,0.394532,0.44878,749.1099853515625,,,,"15038"
"Tristan Beck","SFG",3,3,,4.46294,21,6,0,1,55,238,56,29,27,7,19,,2,47,7.68693,3.06818,2.50537,1.20755,0.19627,0.0783395,0.11793000996112823,0.259201,1.36924,0.30015,0.705168,,,4.44419,0.391083,0.391813,718.0499877929688,,,,"21584"
"Fernando Cruz","CIN",3,3,,4.05526,62,0,1,11,62,272,55,30,28,10,27,,4,79,11.5102,3.9682,2.90062,1.39436,0.291003,0.100325,0.19067835807800293,0.228831,1.33012,0.299457,0.760142,,,4.23814,0.390266,0.471571,729.2100219726562,,,,"7048"
"Anthony Bender","MIA",3,4,,4.03321,60,0,3,11,60,256,54,29,27,7,23,,4,63,9.45558,3.43785,2.75043,1.02443,0.24601,0.0894441,0.15656597167253494,0.237096,1.28696,0.298269,0.707017,,,3.99471,0.386441,0.416212,710.6599731445312,,,,"19742"
"Ian Hamilton","NYY",4,4,,3.81809,62,0,1,13,62,266,52,29,26,7,29,,2,72,10.4907,4.22746,2.48157,1.04411,0.27144,0.109382,0.1620575189590454,0.22154,1.30818,0.288628,0.739058,,,3.96068,0.383315,0.35756,708.8400268554688,,,,"19261"
"Shawn Armstrong","TBR",3,2,,3.72527,62,0,1,12,62,261,57,28,26,7,19,,3,65,9.39184,2.69906,3.47967,1.067,0.247986,0.0712671,0.17671862244606018,0.237133,1.21449,0.295399,0.730471,,,3.76272,0.379178,0.326419,747.1900024414062,,,,"12857"
"John Brebbia","CHW",4,5,,4.3592,66,0,11,10,66,282,62,34,32,11,23,,2,68,9.32578,3.0969,3.01133,1.44556,0.242188,0.0804255,0.1617625206708908,0.242317,1.29007,0.290115,0.721319,,,4.39456,0.376799,0.354857,416.3399963378906,,,,"12777"
