Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Jackson Merrill","SDP",100,430,398,111,70,21,3,18,56,61,25,1,71,1,3,2,,11,3,0.280232,0.0592595,0.164693,0.359817,0.323229,0.481373,0.347142,0.804603,0.201142,5.44503,0.300319,0.084671,0.331195,60.6661,11.291,124.832,0.415866,3.03928,12.914803713560104,4.310732483863831,3.28551,27.280000686645508,,,,,,,561.3,5.613,561.3,5.613,,,,,,,,,,,,,,,,,,,"Jackson Merrill","29490",701538
"Ketel Marte","ARI",93,404,352,98,58,20,2,18,60,58,45,3,70,3,3,0,,5,1,0.278632,0.110922,0.172819,0.641838,0.362583,0.502027,0.373825,0.864611,0.223396,4.69403,0.299424,-0.553572,-0.340808,65.5216,19.1533,137.594,-0.89438,-0.361513,16.875679850578308,-0.3453090488910675,3.12235,30.65999984741211,,,,,,,586.1,6.302150537,586.1,6.302150537,,,,,,,,,,,,,,,,,,,"Ketel Marte","13613",606466
"Elly De La Cruz","CIN",99,427,380,97,57,20,4,16,64,52,40,2,127,3,2,1,,36,8,0.254931,0.0941027,0.297534,0.316275,0.329468,0.452444,0.340592,0.781912,0.197513,8.11532,0.338689,2.74714,3.09078,58.0142,8.99137,110.212,5.83792,-0.0641173,10.94144058227539,4.509956978261471,3.08979,4.300000190734863,,,,,,,569.4,5.751515151,569.4,5.751515151,,,,,,,,,,,,,,,,,,,"Elly De La Cruz","26668",682829
"Cal Raleigh","SEA",95,382,336,76,39,15,1,22,48,57,41,2,103,3,3,0,,3,1,0.226412,0.106706,0.269408,0.396075,0.313415,0.46895,0.338771,0.782365,0.242538,3.40533,0.253815,-0.910048,-0.270168,51.358,7.49343,125.506,-1.18022,2.11131,9.790666937828064,6.920566558837891,3.05122,85.55000305175781,,,,,,,480.5,5.057894736,480.5,5.057894736,,,,,,,,,,,,,,,,,,,"Cal Raleigh","21534",663728
"Yordan Alvarez","HOU",80,345,294,86,48,17,1,20,50,56,43,6,57,5,3,0,,2,0,0.294176,0.125041,0.165374,0.75611,0.390337,0.565952,0.406632,0.956288,0.271776,3.11646,0.301252,-0.85095,-0.402925,64.928,25.3326,168.507,-1.25388,-0.104874,25.345411896705627,-7.882652074098587,3.00236,17.149999618530273,,,,,,,578.4,7.23,578.4,7.23,,,,,,,,,,,,,,,,,,,"Yordan Alvarez","19556",670541
"Corey Seager","TEX",82,355,314,89,53,17,1,19,49,54,35,5,60,3,2,0,,1,0,0.283038,0.099558,0.169373,0.587803,0.35815,0.522066,0.376707,0.880217,0.239029,2.58113,0.294304,-1.273,-0.601307,58.4177,17.6514,145.894,-1.87431,-0.0639752,16.471996903419495,0.5298517867922783,2.98918,46.439998626708984,,,,,,,533.9,6.510975609,533.9,6.510975609,,,,,,,,,,,,,,,,,,,"Corey Seager","13624",608369
"Matt Chapman","SFG",102,440,382,92,52,20,1,18,57,56,51,1,111,5,3,0,,7,2,0.240108,0.115538,0.252584,0.457422,0.334701,0.444263,0.341959,0.778964,0.204154,4.47429,0.287602,0.348486,-0.0757689,60.2825,9.74629,119.604,0.272717,2.03822,10.372088700532913,3.609982967376709,2.98211,125.16999816894531,,,,,,,541.8,5.311764705,541.8,5.311764705,,,,,,,,,,,,,,,,,,,"Matt Chapman","16505",656305
"William Contreras","MIL",100,402,351,95,62,18,1,14,52,54,46,3,81,2,2,0,,5,1,0.26942,0.114584,0.202479,0.565903,0.356103,0.446094,0.351799,0.802197,0.176674,3.82992,0.311826,-0.795286,-0.252788,58.223,12.0457,123.929,-1.04807,0.412303,10.216033816337585,4.264154851436615,2.90269,24.790000915527344,,,,,,,521.2,5.212,521.2,5.212,,,,,,,,,,,,,,,,,,,"William Contreras","20503",661388
"Trea Turner","PHI",100,431,396,111,75,21,1,13,62,50,29,0,81,4,2,0,,16,3,0.279921,0.0663046,0.188001,0.352682,0.332633,0.43909,0.338375,0.771722,0.159169,5.84276,0.321328,1.70665,1.13997,57.8138,8.31958,114.611,2.84662,-1.50207,10.218492984771729,3.1159889698028564,2.88313,24.110000610351562,,,,,,,535.4,5.354,535.4,5.354,,,,,,,,,,,,,,,,,,,"Trea Turner","16252",607208
"Austin Riley","ATL",103,444,399,107,63,21,2,22,62,64,35,1,111,6,3,0,,1,0,0.268744,0.0797593,0.248904,0.320442,0.335343,0.491465,0.358215,0.826808,0.222721,3.03947,0.317159,-0.727662,-0.677031,66.5881,15.5705,127.456,-1.40469,-1.66529,12.874312400817871,-0.07855987548828125,2.87284,29.6200008392334,,,,,,,604.2,5.866019417,604.2,5.866019417,,,,,,,,,,,,,,,,,,,"Austin Riley","18360",663586
"Vladimir Guerrero Jr.","TOR",102,440,386,113,71,22,0,20,61,65,46,5,64,4,3,0,,2,1,0.293443,0.105152,0.145385,0.723267,0.372667,0.506681,0.379372,0.879348,0.213238,2.73385,0.305874,-1.84047,-0.857689,73.3486,22.8124,149.099,-2.69816,-1.36157,21.633445024490356,-9.090735912322998,2.81519,13.180000305175781,,,,,,,649.6,6.36862745,649.6,6.36862745,,,,,,,,,,,,,,,,,,,"Vladimir Guerrero Jr.","19611",665489
"Freddie Freeman","LAD",97,417,360,104,65,23,1,15,61,60,48,5,66,6,3,0,,6,2,0.289448,0.115246,0.158352,0.727785,0.378571,0.485978,0.374349,0.864549,0.19653,4.31106,0.315455,-0.23451,-0.392367,67.904,19.9727,141.292,-0.626877,0.694627,19.549070298671722,-6.82389110326767,2.77245,26.920000076293945,,,,,,,603.6,6.222680412,603.6,6.222680412,,,,,,,,,,,,,,,,,,,"Freddie Freeman","5361",518692
"Bryce Harper","PHI",100,431,367,102,60,23,1,19,62,61,58,6,90,3,3,1,,8,3,0.277278,0.134893,0.20938,0.644248,0.377303,0.495103,0.376738,0.872406,0.217826,3.8135,0.318429,-1.0233,-0.361487,70.9352,21.441,140.617,-1.38479,0.926699,19.108492612838745,-6.834875166416168,2.77245,22.260000228881836,,,,,,,645,6.45,645,6.45,,,,,,,,,,,,,,,,,,,"Bryce Harper","11579",547180
"Zach Neto","LAA",98,421,378,94,56,20,1,17,55,52,27,1,97,12,2,2,,19,5,0.248806,0.064524,0.229537,0.281104,0.316922,0.439848,0.331632,0.75677,0.191041,5.69189,0.289815,1.1122,0.980229,54.2666,5.87889,112.343,2.09243,-0.379721,7.949292421340942,4.135093778371811,2.70333,197.19000244140625,,,,,,,511,5.214285714,511,5.214285714,,,,,,,,,,,,,,,,,,,"Zach Neto","31347",687263
"Will Smith","LAD",82,325,280,73,46,14,1,12,43,45,35,2,59,6,3,0,,2,1,0.259703,0.107226,0.181716,0.590073,0.350945,0.447393,0.349661,0.798339,0.18769,3.5411,0.285418,-0.932742,-0.488407,46.4642,9.17609,124.556,-1.42115,1.4232,7.9130659103393555,7.15931248664856,2.69653,107.08000183105469,,,,,,,411.9,5.023170731,411.9,5.023170731,,,,,,,,,,,,,,,,,,,"Will Smith","19197",669257
"Pete Crow-Armstrong","CHC",94,408,370,93,59,17,4,13,55,50,24,1,100,5,2,7,,26,5,0.252907,0.0596957,0.243687,0.244969,0.305534,0.428622,0.319647,0.734156,0.175715,7.98771,0.310303,1.73909,2.50128,48.7028,1.81347,105.059,4.24037,3.94199,6.6587440967559814,5.400323033332825,2.67154,127.38999938964844,,,,,,,467.5,4.973404255,467.5,4.973404255,,,,,,,,,,,,,,,,,,,"Pete Crow-Armstrong","27769",691718
"Adley Rutschman","BAL",95,385,336,86,56,17,1,13,48,46,44,2,61,2,3,0,,1,0,0.256946,0.114066,0.157861,0.722576,0.344201,0.424402,0.338721,0.768604,0.167456,2.63142,0.278032,-0.516917,-0.677503,51.7122,7.5321,121.725,-1.19442,0.705337,8.21736478805542,4.140522122383118,2.60642,61.56999969482422,,,,,,,462.7,4.870526315,462.7,4.870526315,,,,,,,,,,,,,,,,,,,"Adley Rutschman","26288",668939
"Steven Kwan","CLE",102,440,390,113,83,19,3,8,61,39,42,1,43,4,2,2,,12,3,0.288355,0.0952512,0.0975887,0.976047,0.360889,0.409155,0.342235,0.770044,0.1208,5.45225,0.306657,0.583875,0.363742,60.3257,9.83411,122.823,0.947616,2.97388,12.247916042804718,-1.7372345924377441,2.60185,144.2899932861328,,,,,,,542.6,5.319607843,542.6,5.319607843,,,,,,,,,,,,,,,,,,,"Steven Kwan","24610",680757
"Manny Machado","SDP",101,435,395,105,66,20,1,19,56,63,36,3,81,1,3,0,,8,2,0.267023,0.0819832,0.187121,0.438129,0.327151,0.462712,0.34183,0.789863,0.195689,4.03326,0.291215,-0.513315,0.0311906,59.4867,9.58059,121.232,-0.482124,-0.453373,10.319416135549545,0.04199746251106262,2.58536,37.45000076293945,,,,,,,555.9,5.503960396,555.9,5.503960396,,,,,,,,,,,,,,,,,,,"Manny Machado","11493",592518
"Dansby Swanson","CHC",102,440,397,96,61,18,2,15,57,54,37,1,109,2,3,1,,11,3,0.241088,0.084045,0.24873,0.337897,0.307529,0.406695,0.314339,0.714224,0.165607,5.1986,0.29323,0.973971,0.381453,50.6369,0.100708,101.461,1.35542,3.26616,2.1080851554870605,7.981441497802734,2.57598,170.38999938964844,,,,,,,474.7,4.653921568,474.7,4.653921568,,,,,,,,,,,,,,,,,,,"Dansby Swanson","18314",621020
"Wyatt Langford","TEX",93,400,355,94,58,19,3,15,55,51,39,2,79,4,3,0,,13,3,0.265566,0.0963599,0.197887,0.486945,0.341099,0.462505,0.350072,0.803604,0.196939,5.84564,0.299925,0.563558,0.671235,57.359,11.4323,127.123,1.23479,1.3139,13.4499990940094,-2.07251513004303,2.5562,41.31999969482422,,,,,,,529.9,5.697849462,529.9,5.697849462,,,,,,,,,,,,,,,,,,,"Wyatt Langford","33333",694671
"Mike Trout","LAA",84,362,311,78,41,13,2,22,52,53,43,3,96,5,2,0,,6,1,0.25041,0.119806,0.26404,0.453742,0.348427,0.519446,0.372456,0.867873,0.269037,5.10744,0.285177,-0.264736,-0.0392919,58.3205,16.7701,141.113,-0.304028,-0.0656949,16.44716566801071,-4.400571390986443,2.49555,111.9000015258789,,,,,,,534.3,6.360714285,534.3,6.360714285,,,,,,,,,,,,,,,,,,,"Mike Trout","10155",545361
"Riley Greene","DET",96,413,367,99,62,18,3,16,55,52,40,2,106,3,2,0,,4,1,0.26824,0.0974611,0.25585,0.38093,0.343656,0.462531,0.35147,0.806187,0.194291,4.61484,0.333331,-0.425305,-0.446578,59.7512,12.2764,129.279,-0.871883,1.40128,12.7587211728096,-3.028348922729492,2.4305,109.87000274658203,,,,,,,540.9,5.634375,540.9,5.634375,,,,,,,,,,,,,,,,,,,"Riley Greene","25976",682985
"Jeremy Peña","HOU",102,440,405,108,76,19,1,11,55,46,24,1,79,7,3,1,,12,3,0.266126,0.0542269,0.178407,0.30395,0.316533,0.403557,0.317219,0.72009,0.137431,5.33845,0.303827,0.641611,0.375391,51.6426,1.10641,105.495,1.017,0.146153,3.7401084899902344,4.86143097281456,2.40399,156.9499969482422,,,,,,,471.4,4.621568627,471.4,4.621568627,,,,,,,,,,,,,,,,,,,"Jeremy Pena","21636",665161
"Oneil Cruz","PIT",92,395,350,88,51,18,2,17,54,52,40,3,113,2,3,0,,18,3,0.252502,0.0999301,0.2864,0.348918,0.32986,0.461081,0.34277,0.79094,0.208578,6.26581,0.320124,1.61012,1.57894,54.4231,9.01241,115.588,3.18906,-1.82632,10.40482234954834,-0.670767068862915,2.3844,37.369998931884766,,,,,,,518,5.630434782,518,5.630434782,,,,,,,,,,,,,,,,,,,"Oneil Cruz","21711",665833
"Michael Harris II","ATL",91,394,366,101,66,20,2,13,54,48,21,1,74,3,3,1,,14,4,0.275045,0.0531073,0.189017,0.280966,0.317784,0.448719,0.333001,0.766503,0.173674,5.86656,0.311065,1.17879,0.604554,51.1554,5.92341,110.363,1.78334,1.74762,6.561665654182434,3.154407024383545,2.37714,41.880001068115234,,,,,,,478.6,5.259340659,478.6,5.259340659,,,,,,,,,,,,,,,,,,,"Michael Harris II","25931",671739
"Anthony Volpe","NYY",103,444,401,95,60,21,3,12,56,46,35,0,102,4,3,1,,18,5,0.238004,0.0795393,0.22985,0.346049,0.305013,0.389871,0.307151,0.694884,0.151867,6.36607,0.289449,1.82582,1.05461,48.5849,-2.43264,96.8522,2.88043,1.86256,1.305668830871582,6.622748255729675,2.34811,142.30999755859375,,,,,,,459,4.456310679,459,4.456310679,,,,,,,,,,,,,,,,,,,"Anthony Volpe","27647",683011
"Willy Adames","SFG",101,436,386,92,55,21,1,16,55,55,44,1,103,2,3,0,,9,2,0.238622,0.101603,0.237548,0.427714,0.317252,0.418118,0.323057,0.735371,0.179496,4.4629,0.282946,0.136826,0.0148499,53.1282,3.11294,106.791,0.151676,-0.475792,3.6140502840280533,4.190874606370926,2.32192,91.93000030517578,,,,,,,495.7,4.907920792,495.7,4.907920792,,,,,,,,,,,,,,,,,,,"Willy Adames","15986",642715
"Xander Bogaerts","SDP",98,425,384,101,71,19,1,10,51,45,35,1,76,4,3,0,,11,3,0.26377,0.0815099,0.178806,0.455857,0.328006,0.398138,0.321069,0.726144,0.134368,4.688,0.302785,0.487754,0.311648,51.2133,2.36902,107.158,0.799402,-0.614538,4.363401412963867,3.7777456641197205,2.3217,155.3699951171875,,,,,,,465.9,4.754081632,465.9,4.754081632,,,,,,,,,,,,,,,,,,,"Xander Bogaerts","12161",593428
"Jazz Chisholm Jr.","NYY",83,357,319,78,47,13,2,17,50,47,32,1,93,3,2,1,,22,5,0.243092,0.0884903,0.260527,0.339659,0.31597,0.449794,0.333614,0.765764,0.206702,6.50442,0.287656,1.51929,1.7396,46.5705,5.54607,115.501,3.25889,-0.316653,9.49479627609253,0.9592732191085815,2.31371,21.799999237060547,,,,,,,459.5,5.536144578,459.5,5.536144578,,,,,,,,,,,,,,,,,,,"Jazz Chisholm Jr.","20454",665862
"Isaac Paredes","HOU",92,399,343,83,52,15,1,15,48,51,45,1,65,9,3,0,,1,0,0.241853,0.113492,0.164053,0.691801,0.342872,0.421082,0.339234,0.763954,0.17923,2.48378,0.256983,-1.27474,-0.750515,53.8262,7.97889,121.01,-2.02525,-0.0274452,7.420337200164795,1.3984807804226875,2.28688,184.41000366210938,,,,,,,475.9,5.172826086,475.9,5.172826086,,,,,,,,,,,,,,,,,,,"Isaac Paredes","20036",670623
"Andrés Giménez","TOR",93,404,365,93,66,17,2,8,48,41,23,1,68,11,3,2,,20,4,0.254792,0.0571957,0.168818,0.338801,0.316231,0.376897,0.307793,0.693128,0.122106,6.33812,0.291886,1.58923,1.63124,44.3631,-2.0052,98.6557,3.22047,4.52939,2.6092153787612915,6.003923177719116,2.28095,163.10000610351562,,,,,,,420.5,4.521505376,420.5,4.521505376,,,,,,,,,,,,,,,,,,,"Andres Gimenez","19950",665926
"Pete Alonso","NYM",101,436,375,93,52,17,1,24,60,68,48,4,95,9,3,0,,2,1,0.249152,0.110919,0.219187,0.506047,0.346515,0.490103,0.362173,0.836618,0.240951,3.18747,0.269082,-1.4736,-0.600773,66.6478,16.6325,134.858,-2.07437,-0.326416,15.698378086090088,-8.298638314008713,2.27964,47.630001068115234,,,,,,,598.4,5.924752475,598.4,5.924752475,,,,,,,,,,,,,,,,,,,"Pete Alonso","19251",624413
"Nico Hoerner","CHC",97,417,380,105,80,19,2,4,51,39,28,1,44,7,3,1,,20,5,0.275789,0.066434,0.106252,0.625246,0.333914,0.367169,0.312994,0.701083,0.0913792,5.90196,0.301271,1.79884,1.35497,47.5811,-0.350185,100.549,3.15381,2.94517,3.421974241733551,4.468320965766907,2.26801,203.32000732421875,,,,,,,441.1,4.54742268,441.1,4.54742268,,,,,,,,,,,,,,,,,,,"Nico Hoerner","21479",663538
"Carlos Correa","MIN",88,380,336,88,57,18,1,12,47,46,38,2,72,3,3,0,,0,0,0.263081,0.100519,0.189611,0.530134,0.340313,0.432995,0.339089,0.773308,0.169914,2.13126,0.298795,-0.978697,-0.711471,51.2077,7.55351,120.041,-1.69017,-0.789518,6.888717532157898,2.3021482825279236,2.26032,237.5800018310547,,,,,,,450.5,5.119318181,450.5,5.119318181,,,,,,,,,,,,,,,,,,,"Carlos Correa","14162",621043
"Jarren Duran","BOS",93,401,365,98,60,23,6,10,56,43,29,1,87,4,2,1,,20,4,0.269828,0.0731408,0.218382,0.334921,0.328514,0.448732,0.338745,0.777247,0.178904,7.74076,0.327161,1.85391,1.71384,53.8453,7.84917,113.343,3.56775,0.472885,9.585736274719238,-1.275571584701538,2.23825,21.389999389648438,,,,,,,504.5,5.424731182,504.5,5.424731182,,,,,,,,,,,,,,,,,,,"Jarren Duran","24617",680776
"Gabriel Moreno","ARI",83,328,291,79,57,16,1,6,38,37,32,1,54,3,2,0,,3,1,0.271152,0.0969265,0.164437,0.589444,0.346391,0.391362,0.328697,0.737753,0.12021,3.56094,0.312863,-1.07317,-0.485484,41.5376,3.81779,107.002,-1.55866,3.28087,1.1338587999343872,9.292444229125977,2.2248,184.36000061035156,,,,,,,367.8,4.431325301,367.8,4.431325301,,,,,,,,,,,,,,,,,,,"Gabriel Moreno","22664",672515
"Luis Robert Jr.","CHW",97,417,380,92,55,19,1,18,55,51,31,2,122,5,2,0,,22,6,0.24288,0.0738253,0.292421,0.252462,0.305974,0.433548,0.322278,0.739522,0.190668,5.60073,0.308229,1.49572,1.45963,50.6563,2.725,107.009,2.95535,0.634731,6.249599933624268,1.0884345173835754,2.19451,87.75,,,,,,,498.2,5.136082474,498.2,5.136082474,,,,,,,,,,,,,,,,,,,"Luis Robert Jr.","20043",673357
"Royce Lewis","MIN",83,357,322,83,48,17,1,17,47,53,30,1,81,2,3,0,,3,1,0.257838,0.0832214,0.227531,0.365758,0.3222,0.476702,0.345972,0.798903,0.218865,3.60586,0.290105,-0.352284,-0.421529,50.0742,9.04979,124.891,-0.773812,-0.213886,9.239581942558289,0.01512610912322998,2.18858,163.9600067138672,,,,,,,456.5,5.5,456.5,5.5,,,,,,,,,,,,,,,,,,,"Royce Lewis","20437",668904
"Matt Olson","ATL",104,449,385,97,55,19,1,22,61,68,57,3,102,4,3,0,,0,0,0.251483,0.126897,0.227211,0.558501,0.351486,0.477301,0.360127,0.828787,0.225818,2.26199,0.283757,-1.10276,-0.772964,67.9554,16.4119,128.751,-1.87572,0.836593,13.231337070465088,-7.17883962392807,2.18515,33.970001220703125,,,,,,,608.8,5.853846153,608.8,5.853846153,,,,,,,,,,,,,,,,,,,"Matt Olson","14344",621566
"CJ Abrams","WSN",93,404,367,92,58,18,3,13,55,44,24,1,80,9,3,2,,24,6,0.250745,0.0594845,0.198548,0.299597,0.309976,0.420162,0.319629,0.730139,0.169417,7.32015,0.2872,2.07255,1.7627,48.1557,1.78745,102.859,3.83526,-2.03953,5.186729311943054,2.124825954437256,2.16051,49.619998931884766,,,,,,,467.5,5.02688172,467.5,5.02688172,,,,,,,,,,,,,,,,,,,"CJ Abrams","25768",682928
"Brent Rooker","ATH",93,400,356,91,49,16,1,24,55,60,36,2,115,5,2,0,,4,1,0.254847,0.0908744,0.287255,0.316355,0.330835,0.508315,0.361664,0.83915,0.253468,4.26599,0.304991,-0.407551,-0.327251,61.0381,15.1114,135.533,-0.734801,-0.304703,15.26757550239563,-7.79976487159729,2.14829,62.2400016784668,,,,,,,559.1,6.011827956,559.1,6.011827956,,,,,,,,,,,,,,,,,,,"Brent Rooker","19627",667670
"Masyn Winn","STL",98,422,384,98,67,19,3,10,55,42,30,0,78,2,3,2,,10,3,0.255027,0.0716831,0.18531,0.386829,0.310918,0.395194,0.311091,0.706113,0.140168,5.71952,0.294436,0.686435,0.0946843,47.4612,-0.991069,98.1783,0.781119,2.05081,-0.11868751049041748,6.571640491485596,2.13375,157.3800048828125,,,,,,,437.6,4.465306122,437.6,4.465306122,,,,,,,,,,,,,,,,,,,"Masyn Winn","27479",691026
"Tommy Edman","LAD",91,395,361,92,59,17,2,13,54,47,26,1,68,4,3,1,,15,3,0.254591,0.0662602,0.17136,0.386673,0.308913,0.420973,0.319097,0.729885,0.166382,6.18295,0.278974,1.39235,1.08232,46.9068,1.58054,103.837,2.47467,1.53666,4.247422099113464,3.0111987590789795,2.12358,169.00999450683594,,,,,,,447.2,4.914285714,447.2,4.914285714,,,,,,,,,,,,,,,,,,,"Tommy Edman","19470",669242
"Bo Bichette","TOR",97,417,389,108,75,22,1,10,50,47,23,1,75,3,2,0,,7,2,0.278594,0.0545583,0.179782,0.30347,0.320731,0.420037,0.324462,0.740768,0.141442,4.25276,0.320016,0.0429062,-0.292694,51.3797,3.44838,110.402,-0.249788,-2.488,4.63952174782753,1.984217643737793,2.11998,113.95999908447266,,,,,,,465,4.793814432,465,4.793814432,,,,,,,,,,,,,,,,,,,"Bo Bichette","19612",666182
