Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Colton Cowser","BAL",55,238,203,48,32,9,0,6,31,28,28,1,69,4,2,1,,3,1,0.236004,0.11856,0.288145,0.411459,0.338289,0.378078,0.317369,0.716367,0.142074,3.96594,0.320976,0.0500985,-0.42264,28.8002,-0.198722,103.322,-0.372542,-0.420907,0.5748743116855621,-2.8709073066711426,0.577386,496.44000244140625,,,,"29591"
"Jackson Merrill","SDP",112,483,448,112,78,21,2,11,57,52,26,0,78,3,3,3,,8,3,0.251219,0.0530907,0.16166,0.32841,0.294052,0.383398,0.29385,0.677451,0.132179,4.98227,0.280197,-0.0534556,-0.409417,49.0132,-9.83752,87.344,-0.462873,0,-8.035761564970016,-2.7750000953674316,0.562375,999,,,,"sa3016829"
"Rowdy Tellez","PIT",92,399,353,87,53,16,1,17,43,52,39,4,83,3,3,1,,1,0,0.245144,0.098233,0.206903,0.474778,0.323123,0.438344,0.325116,0.761467,0.1932,2.05884,0.271111,-0.709647,-0.611305,50.8497,2.23392,101.692,-1.32095,-0.182372,-0.48483723402023315,-7.507372215390205,0.558147,434.7300109863281,,,,"15679"
"Brandon Crawford","STL",44,189,168,40,27,8,1,5,21,22,16,1,44,2,2,1,,2,1,0.238361,0.0843071,0.231629,0.363975,0.310187,0.38374,0.302037,0.693927,0.145379,3.93031,0.288465,-0.0974692,-0.221652,20.4642,-2.56438,89.9512,-0.319121,-0.0717941,-2.6719814836978912,1.753205955028534,0.550276,730.97998046875,,,,"5343"
"Joshua Palacios","PIT",57,245,222,58,40,9,1,7,29,30,17,0,47,4,1,1,,5,2,0.261327,0.0700744,0.193406,0.362318,0.323189,0.410097,0.31947,0.733286,0.14877,4.95421,0.302484,-0.00134364,-0.205922,30.0748,0.222969,97.9068,-0.207265,0.53525,-0.8425962328910828,-1.9897499084472656,0.549651,632.8900146484375,,,,"19818"
"Liover Peguero","PIT",105,455,420,101,69,20,2,11,51,50,27,0,104,2,3,3,,14,4,0.241837,0.0601831,0.229228,0.262547,0.29045,0.375317,0.28944,0.665766,0.133479,5.58441,0.295789,0.0319425,0.405998,44.5052,-10.9339,77.7747,0.437941,0.0179375,-12.089938819408417,2.042937584221363,0.543439,401.5299987792969,,,,"24273"
"Donovan Solano",,75,322,288,78,56,17,0,5,32,30,23,1,70,7,2,1,,0,1,0.270315,0.0724224,0.216133,0.335082,0.337854,0.377949,0.315513,0.715804,0.107635,1.91192,0.338744,-0.564685,-0.840791,38.4685,-0.765309,98.2269,-1.40548,0.54384,-2.1011751294136047,-3.4061602354049683,0.543087,730.1300048828125,,,,"8623"
"Jorge Mateo","BAL",42,182,168,39,25,8,2,4,23,19,10,0,46,2,1,2,,13,3,0.234649,0.0541307,0.2537,0.213365,0.28173,0.378938,0.2861,0.660668,0.144289,7.88722,0.296519,0.125697,0.891352,17.2972,-4.87841,81.6486,1.01705,0.6605,-2.984906792640686,2.2105000615119934,0.539392,503.3399963378906,,,,"17273"
"Nick Castellanos","PHI",147,637,588,152,93,34,1,24,76,88,38,1,160,5,5,1,,7,2,0.259253,0.0603521,0.251395,0.240068,0.307474,0.444515,0.321623,0.751988,0.185262,3.9033,0.314212,-0.876888,-0.420999,79.3332,1.71843,100.217,-1.29789,-7.37886,-1.1269115954637527,-15.303864002227783,0.524986,110.20999908447266,,,,"11737"
"Lawrence Butler","OAK",84,364,333,79,51,16,2,10,40,39,25,1,96,2,3,1,,8,2,0.235673,0.0689337,0.262725,0.26238,0.2909,0.381456,0.291157,0.672356,0.145783,5.0626,0.298088,-0.040745,0.000545986,36.1232,-8.22804,87.493,-0.040199,-0.637226,-5.495084974914789,-1.6372258067131042,0.522011,611.3099975585938,,,,"22542"
"Enrique Hernández","LAD",81,350,315,74,47,17,1,9,41,41,27,1,69,4,3,1,,2,1,0.235354,0.0768296,0.197793,0.388435,0.300046,0.384444,0.297811,0.68449,0.14909,3.38928,0.270077,0.132207,-0.568725,36.6682,-5.97729,87.1599,-0.436518,-1.3347,-6.003942430019379,-0.8347050547599792,0.506761,550.1799926757812,,,,"10472"
"Ildemaro Vargas","WSN",55,238,220,56,39,12,1,4,25,24,14,0,27,1,2,1,,2,1,0.255988,0.0599885,0.112095,0.53516,0.302845,0.37386,0.294411,0.676706,0.117872,3.899,0.275006,-0.0593387,-0.396877,24.2622,-4.73676,82.1155,-0.456216,1.81453,-5.72937798500061,2.6645292043685913,0.502692,750.7899780273438,,,,"13324"
"Brenton Doyle","COL",122,525,487,113,74,19,4,15,61,62,27,0,173,5,3,3,,20,5,0.232549,0.0522765,0.330413,0.158215,0.278187,0.38392,0.286169,0.662107,0.151371,6.75896,0.324948,0.168811,0.883471,49.9259,-14.0423,62.0266,1.05228,8.92464,-23.645479440689087,10.799636840820312,0.502085,376.7900085449219,,,,"25479"
"Andruw Monasterio","MIL",44,189,166,41,29,8,1,3,22,18,19,0,44,2,2,1,,4,2,0.247114,0.101219,0.230434,0.439254,0.329388,0.35646,0.305129,0.685848,0.109346,4.54832,0.315204,-0.13663,-0.277469,20.9495,-2.07905,89.46,-0.414099,0.727421,-2.881972849369049,1.452421486377716,0.499343,640.2899780273438,,,,"19455"
"Coby Mayo","BAL",32,140,123,29,17,7,0,5,16,18,14,0,38,2,1,0,,1,0,0.234501,0.0980012,0.271883,0.360453,0.319706,0.407553,0.317124,0.727259,0.173052,3.4694,0.298978,-0.00654824,-0.218567,16.9128,-0.145412,103.152,-0.225115,0.189587,0.3036721497774124,-0.11041304469108582,0.49359,999,,,,"sa3014479"
"Adalberto Mondesi",,44,189,176,41,26,8,2,5,22,22,10,0,58,1,1,1,,12,3,0.234771,0.0509375,0.307512,0.165644,0.278327,0.385587,0.286413,0.663914,0.150816,7.80491,0.319575,0.0580777,0.927609,18.0116,-5.01694,78.3932,0.985686,1.17358,-3.99039226770401,2.448581576347351,0.487367,647.3499755859375,,,,"13769"
"Jonny DeLuca","TBR",47,203,183,43,25,9,1,7,24,25,15,0,44,3,1,1,,4,1,0.232589,0.0743352,0.215061,0.345647,0.29978,0.414883,0.308319,0.714663,0.182294,5.31106,0.265612,-0.0125361,0.0185863,23.039,-1.69535,99.3261,0.00605014,-1.05657,-0.15785968117415905,-1.931570053100586,0.479409,589.1300048828125,,,,"26365"
"Ezequiel Duran","TEX",55,238,219,55,35,12,1,7,29,29,13,0,62,3,2,1,,5,2,0.252913,0.0552766,0.259115,0.213328,0.301369,0.422064,0.310577,0.723433,0.169151,5.19865,0.316148,-0.302884,-0.365912,27.4577,-1.54122,93.8979,-0.668797,-0.166176,-2.4089412689208984,-0.9161764532327652,0.474769,341.239990234375,,,,"23733"
"Enmanuel Valdez","BOS",37,161,143,36,22,8,1,5,20,20,15,0,38,1,1,1,,2,1,0.249463,0.0905138,0.233445,0.387731,0.321322,0.429559,0.323829,0.750881,0.180097,4.33301,0.29851,-0.00374027,-0.280205,20.3462,0.729298,99.3155,-0.283945,-0.293593,-0.4159846156835556,-0.3185926731675863,0.472216,670.1500244140625,,,,"21716"
"Akil Baddoo","DET",41,175,154,37,24,7,2,5,21,18,19,0,43,0,1,1,,7,2,0.241976,0.109391,0.243856,0.448588,0.325728,0.398418,0.316026,0.724146,0.156442,6.16653,0.303527,0.218482,0.0569708,20.9814,-0.341329,99.8009,0.275452,0.42606,0.23370320722460747,-1.448940485715866,0.471717,688.4400024414062,,,,"22168"
"Austin Barnes","LAD",37,147,130,28,20,5,0,3,16,14,14,0,32,2,1,1,,2,1,0.217936,0.0948455,0.219892,0.431327,0.301127,0.335382,0.284349,0.636509,0.117446,3.63858,0.263722,-0.163041,-0.22582,13.7758,-4.15969,78.1348,-0.388861,0.11963,-4.376170456409454,2.994629926979542,0.470839,740.97998046875,,,,"12158"
"Harold Ramírez","TBR",53,231,214,60,42,12,1,5,26,29,11,0,41,4,2,0,,2,1,0.281102,0.0479445,0.179543,0.267036,0.324173,0.417831,0.320749,0.742004,0.136729,3.71152,0.324148,0.124044,-0.563213,28.6016,0.455582,107.942,-0.439169,-0.391512,1.7590827643871307,-4.916512429714203,0.467774,606.469970703125,,,,"14387"
"Aaron Hicks","LAA",109,469,401,93,65,14,2,12,56,46,62,2,113,3,2,1,,7,2,0.232182,0.131728,0.240856,0.546916,0.336658,0.363547,0.311708,0.700205,0.131365,4.50378,0.292162,0.370248,-0.405599,54.5481,-2.59681,95.1791,-0.0353514,-1.85422,-2.74451145529747,-8.579219937324524,0.459792,616.5800170898438,,,,"5297"
"Edmundo Sosa","PHI",39,168,154,38,26,7,1,4,19,19,6,0,39,5,1,1,,3,1,0.246965,0.0372915,0.231915,0.160798,0.297612,0.391209,0.299407,0.688822,0.144244,5.59695,0.302016,0.128164,-0.206536,17.8234,-2.64644,85.3236,-0.0783713,1.27544,-3.1329300552606583,1.9754356741905212,0.45515,744.1599731445312,,,,"17022"
"James McCann","BAL",42,168,154,36,25,7,0,4,17,18,10,0,44,2,1,1,,2,1,0.236982,0.0572219,0.262328,0.218131,0.289479,0.365982,0.28649,0.655462,0.129,3.61197,0.301622,-0.116447,-0.191241,15.983,-4.43811,81.9191,-0.307688,0.0606041,-3.9386873841285706,2.8106041252613068,0.437278,672.02001953125,,,,"12859"
"Ji Hwan Bae","PIT",65,280,250,62,44,13,2,3,37,27,24,0,61,2,2,2,,14,5,0.24855,0.0863167,0.217876,0.396174,0.318273,0.353005,0.297328,0.671278,0.104455,6.71784,0.314567,0.183464,0.0777055,29.2221,-4.89432,83.0625,0.261169,-1.00209,-5.6140636801719666,0.2979114055633545,0.420841,517.9500122070312,,,,"23818"
"Connor Wong","BOS",81,320,294,71,43,17,1,9,38,37,19,0,96,3,2,2,,5,2,0.242285,0.0580096,0.299699,0.193559,0.293546,0.405787,0.30206,0.699333,0.163502,5.00924,0.324952,-0.0259723,-0.190424,34.6542,-4.3359,84.2268,-0.216396,-2.53825,-6.264276146888733,3.7117502689361572,0.410161,340.3999938964844,,,,"19896"
"Jacob Stallings","COL",55,218,192,47,32,10,0,4,21,22,20,0,48,2,2,2,,0,1,0.244192,0.0910243,0.219834,0.414059,0.319566,0.361864,0.301814,0.68143,0.117672,1.9851,0.302733,-0.546971,-0.556247,23.5204,-2.9929,72.5146,-1.10322,1.18167,-8.512556076049805,5.431670069694519,0.407684,707.3400268554688,,,,"13723"
"Jesse Winker","WSN",57,245,207,51,33,10,0,7,28,26,33,0,47,3,1,1,,0,0,0.244067,0.13356,0.190886,0.699686,0.354096,0.391826,0.331079,0.745921,0.147758,1.98193,0.283399,-0.671146,-0.652551,32.4367,2.58491,106.697,-1.3237,-1.14261,0.7090343236923218,-4.967606902122498,0.407431,720.3900146484375,,,,"13590"
"Graham Pauley","SDP",63,273,248,61,40,13,1,8,33,33,20,0,59,3,1,1,,5,2,0.247557,0.0750439,0.216521,0.346589,0.311094,0.404477,0.310829,0.715572,0.156921,4.75294,0.29333,0,-0.361649,31.5527,-1.71076,98.7264,-0.361649,-0.3402,-0.7924032807350159,-4.615200072526932,0.387948,999,,,,"sa3019858"
"Ernie Clement","TOR",32,140,129,34,24,7,1,2,16,15,8,0,15,1,1,1,,2,1,0.26628,0.0579656,0.103616,0.559428,0.312049,0.385126,0.303675,0.697175,0.118846,4.43248,0.282332,-0.00559624,-0.209275,15.3491,-1.7091,92.927,-0.214871,-0.137223,-1.4013605266809464,0.5127772092819214,0.385711,748.77001953125,,,,"20352"
"Nick Ahmed","SFG",65,280,258,58,38,14,2,5,28,26,18,1,65,1,2,1,,5,1,0.226613,0.0651826,0.232196,0.280723,0.279886,0.346987,0.273769,0.626872,0.120374,5.16255,0.28352,-0.0504894,-0.00840585,23.7437,-10.3726,72.4146,-0.0588953,0.9535,-9.627671416848898,3.953499972820282,0.385141,741.0599975585938,,,,"12147"
"Brooks Lee","MIN",36,154,140,34,22,9,1,3,17,16,11,0,29,1,1,0,,1,1,0.244926,0.0742489,0.18814,0.394647,0.303984,0.378806,0.297646,0.68279,0.13388,3.74645,0.287326,0,-0.312672,16.1128,-2.65117,88.6448,-0.312672,0.0441818,-2.4079889953136444,0.9441817961633205,0.375783,999,,,,"sa3019973"
"Jurickson Profar","SDP",92,399,348,82,55,19,1,8,46,39,42,0,70,4,3,2,,3,1,0.237271,0.105506,0.175632,0.600726,0.32463,0.368012,0.307065,0.692642,0.130742,3.5028,0.272258,-0.170658,-0.562936,44.8682,-3.74766,96.203,-0.733594,-2.43729,-2.6104665994644165,-7.262287855148315,0.370624,622.5499877929688,,,,"10815"
"Dominic Fletcher","CHW",97,420,380,91,63,17,3,9,46,44,30,1,102,5,3,2,,4,3,0.24048,0.0718912,0.24234,0.296654,0.303257,0.367636,0.293758,0.670893,0.127156,4.19447,0.303336,-0.120332,-1.23662,42.5878,-8.58672,83.6561,-1.35695,3.00603,-9.581997036933899,-0.9939718246459961,0.368346,608.9400024414062,,,,"26149"
"Andrew McCutchen","PIT",113,490,419,101,66,21,0,14,58,52,62,1,107,4,4,1,,8,3,0.240371,0.127488,0.218171,0.584349,0.341383,0.389376,0.322578,0.730759,0.149005,3.66334,0.287985,-0.997927,-0.607874,61.4141,1.71046,99.9899,-1.6058,-0.269303,-1.6119364835321903,-11.419302821159363,0.364728,580.6500244140625,,,,"9847"
"Alec Burleson","STL",29,126,116,31,21,6,0,4,14,16,8,0,19,1,1,0,,1,0,0.272093,0.0650921,0.154359,0.421694,0.322,0.434466,0.326071,0.756466,0.162373,3.52874,0.295008,-0.110126,-0.193306,16.1578,0.805393,106.063,-0.303433,0.0565378,0.6429761946201324,-1.2934622205793858,0.363065,623.0599975585938,,,,"27615"
"Josh Smith","TEX",23,98,84,20,13,4,0,2,12,10,10,0,22,3,1,1,,2,1,0.237906,0.102538,0.220048,0.465982,0.335769,0.378183,0.317248,0.713951,0.140277,4.71526,0.291221,-0.03767,-0.186252,11.849,-0.0917088,98.5214,-0.223922,0.153,-0.3975418210029602,0.7029999941587448,0.362482,736.8499755859375,,,,"26396"
"Richie Palacios","TBR",32,140,121,30,20,7,1,2,17,16,15,0,24,2,1,1,,2,1,0.248958,0.105351,0.170755,0.61697,0.336436,0.381492,0.31717,0.717928,0.132534,4.7518,0.288903,-0.0369169,-0.156738,16.9181,-0.140077,105.461,-0.193654,-0.0154856,0.7224320471286774,-1.915485623292625,0.35535,627.5599975585938,,,,"24589"
"Vidal Bruján","MIA",55,238,214,52,36,10,2,4,29,23,19,0,46,2,1,1,,12,6,0.24454,0.0797918,0.192769,0.413924,0.311334,0.368187,0.298982,0.679521,0.123647,6.23732,0.290846,0.105695,-0.411415,25.1657,-3.83324,85.1159,-0.30572,-0.578,-4.694246470928192,0.07200002670288086,0.347393,671.030029296875,,,,"20536"
"Heston Kjerstad","BAL",45,196,178,46,30,9,1,6,24,25,12,0,44,4,1,1,,1,1,0.257845,0.0617762,0.223158,0.276827,0.317144,0.416989,0.317479,0.734133,0.159144,4.23137,0.309609,-0.0196358,-0.382273,23.7356,-0.145835,103.398,-0.401909,0.318056,0.3961341083049774,-3.58194437623024,0.346365,513.6500244140625,,,,"31166"
"Seby Zavala","SEA",37,147,132,25,15,6,0,4,14,15,11,0,55,2,1,1,,1,0,0.189311,0.0769609,0.376287,0.204527,0.259161,0.324428,0.257585,0.583589,0.135117,2.79934,0.283997,-0.150362,-0.260475,10.5039,-7.43154,63.8665,-0.410837,-0.133593,-6.783933728933334,2.741406738758087,0.34507,999,,,,"18887"
"Oswaldo Cabrera","NYY",29,126,114,27,17,6,0,4,14,15,10,0,30,1,1,1,,3,1,0.234409,0.0754797,0.237335,0.31803,0.295982,0.389027,0.297356,0.685009,0.154618,4.78556,0.283027,0.0071902,-0.0490342,13.1528,-2.19952,89.2125,-0.041844,0.626636,-1.6704856269061565,0.8266356140375137,0.34274,736.8900146484375,,,,"21707"
"Travis Jankowski","TEX",40,175,150,37,29,7,1,1,21,14,21,0,32,1,1,1,,8,2,0.246042,0.12227,0.181351,0.674215,0.343379,0.32115,0.301509,0.66453,0.0751088,5.62295,0.302604,-0.268352,0.406496,18.8715,-2.45121,87.6125,0.138143,1.10404,-2.4593413025140762,-0.17095863819122314,0.330611,731.469970703125,,,,"13768"
"Evan Longoria",,45,196,175,41,25,8,0,7,22,24,17,1,58,1,2,0,,0,0,0.231969,0.0891128,0.293542,0.303578,0.303946,0.403094,0.305935,0.70704,0.171124,1.98021,0.298381,-0.325158,-0.486442,21.8565,-2.02492,91.699,-0.8116,0.215075,-2.794150650501251,-0.6849247813224792,0.317932,999,,,,"9368"
"Austin Meadows",,21,91,80,21,12,5,1,3,12,12,9,0,17,1,1,0,,1,0,0.26039,0.0959735,0.189432,0.506638,0.337195,0.459329,0.341728,0.796524,0.198939,3.98977,0.289627,-0.11433,-0.226871,12.8528,1.76495,116.094,-0.341201,-0.135097,1.4434193074703217,-1.4100969731807709,0.312006,999,,,,"15672"
"Victor Scott II","STL",29,126,115,29,22,4,1,2,15,13,7,0,24,2,1,1,,9,2,0.249944,0.0591614,0.187252,0.315946,0.30466,0.350794,0.288717,0.655454,0.10085,7.47933,0.2994,0,0.557838,12.2489,-3.10349,81.0213,0.557838,0.740571,-2.4046384692192078,1.1905714273452759,0.306866,999,,,,"sa3019838"
"Robbie Grossman",,65,280,239,54,34,12,1,7,32,29,35,0,71,3,3,1,,3,1,0.226938,0.125491,0.252369,0.497254,0.330258,0.371636,0.311469,0.701894,0.144698,4.00723,0.28793,-0.130976,-0.361281,32.5105,-1.60591,95.4706,-0.492257,-0.8126,-2.0376351177692413,-4.412599861621857,0.306594,750.0599975585938,,,,"5254"
"Matt Thaiss","LAA",45,181,156,35,23,6,0,5,20,19,21,1,46,2,1,1,,1,1,0.221525,0.114854,0.254515,0.451265,0.318338,0.364367,0.301976,0.682704,0.142842,3.42586,0.276872,-0.13143,-0.333238,19.5887,-2.46505,88.4339,-0.464668,-1.80241,-2.97307488322258,0.9475942850112915,0.305353,682.260009765625,,,,"19318"
"Nelson Velázquez","KCR",83,357,323,77,45,16,1,15,44,47,27,1,106,4,2,1,,6,2,0.237643,0.0766742,0.298019,0.257279,0.302539,0.434934,0.315897,0.737473,0.197291,4.6545,0.30252,0.0936824,-0.369759,42.7639,-0.734499,95.8195,-0.276076,-1.68936,-2.0643393993377686,-7.014363884925842,0.304206,284.6099853515625,,,,"23359"
"Jo Adell","LAA",70,301,274,62,34,13,1,14,37,42,21,1,99,4,2,1,,4,2,0.225405,0.0703643,0.328999,0.213874,0.288541,0.434157,0.308967,0.722698,0.208752,4.73743,0.293654,0.00764039,-0.2629,34.3233,-2.35178,93.2793,-0.25526,-0.572716,-2.679140120744705,-4.497715771198273,0.304126,554.3400268554688,,,,"20220"
"Jasson Domínguez","NYY",36,154,136,32,21,6,1,4,19,17,16,1,43,1,1,0,,5,2,0.231692,0.100969,0.278789,0.362172,0.311952,0.379723,0.302267,0.691675,0.148031,5.85862,0.303029,-0.020628,0.0730357,16.7039,-2.06009,92.617,0.0524077,-0.279028,-1.3099348843097687,-0.9290284216403961,0.298486,414.95001220703125,,,,"28080"
"Stuart Fairchild","CIN",45,196,172,39,24,8,1,6,24,24,17,0,55,5,1,1,,5,2,0.229266,0.084645,0.280709,0.30154,0.312908,0.396622,0.310407,0.70953,0.167356,5.73898,0.297721,0.0214566,-0.150444,22.5844,-1.29701,88.1152,-0.128988,0.621972,-3.014790326356888,-0.6780282258987427,0.29743,748.030029296875,,,,"20321"
"Manny Piña",,16,64,57,13,8,2,0,2,7,7,5,0,13,1,0,0,,0,0,0.220225,0.0751679,0.205607,0.365589,0.294773,0.390097,0.298812,0.68487,0.169872,2.80827,0.242922,-0.0898173,-0.202208,6.75824,-1.03979,86.8443,-0.292025,0.597212,-1.3179799318313599,1.8472117185592651,0.296472,999,,,,"2829"
"Eguy Rosario","SDP",24,105,95,23,14,5,1,3,12,12,8,0,25,1,1,0,,2,1,0.237748,0.0775959,0.241221,0.321679,0.302655,0.385113,0.299217,0.687768,0.147365,4.86657,0.294266,-0.00475349,-0.232332,11.1231,-1.67058,90.9419,-0.237085,0.416143,-1.4153552502393723,0.7911428511142731,0.294363,737.5,,,,"19964"
"Joey Wiemer","MIL",57,245,219,49,30,11,0,8,29,29,21,0,68,3,2,1,,7,2,0.225246,0.0847441,0.279448,0.303255,0.298368,0.394174,0.30099,0.692542,0.168928,4.86643,0.284661,-0.0615623,0.00332561,26.3145,-3.53731,86.685,-0.0582367,1.17643,-4.099575605243444,-1.3485713005065918,0.28881,536.1900024414062,,,,"27690"
"Luis Matos","SFG",32,140,127,34,23,7,1,3,16,15,10,0,18,1,1,1,,3,1,0.265374,0.0706943,0.131262,0.538575,0.324152,0.401317,0.316713,0.725469,0.135943,4.76659,0.287705,-0.059878,-0.125297,16.865,-0.193152,101.204,-0.185175,-1.00205,0.023604094982147217,-1.9020453691482544,0.288164,498.9800109863281,,,,"26467"
"Michael Stefanic","LAA",18,77,67,18,14,3,0,1,8,8,8,0,9,1,0,0,,1,1,0.271647,0.0977984,0.121492,0.804975,0.354664,0.360741,0.31992,0.715406,0.0890943,3.59144,0.302108,-0.0107267,-0.238927,9.48084,0.098841,100.871,-0.249654,0.0332,-0.1692584902048111,0.30820001661777496,0.27473,999,,,,"25353"
"Lenyn Sosa","CHW",36,154,144,35,23,6,0,5,16,18,7,0,35,1,1,1,,1,1,0.243345,0.0448286,0.226053,0.19831,0.280706,0.395794,0.290538,0.6765,0.152449,2.77076,0.285095,-0.0165071,-0.394083,15.2037,-3.56029,81.4242,-0.41059,0.637694,-3.838267147541046,1.2876935005187988,0.267413,745.8099975585938,,,,"22896"
"Tyler Gentry","KCR",26,112,97,24,16,5,0,3,12,13,11,0,28,2,1,0,,2,0,0.245331,0.101046,0.246548,0.409844,0.332774,0.384484,0.316675,0.717258,0.139153,4.11586,0.312868,-0.01062,-0.122628,13.4885,-0.158093,96.3585,-0.133248,0.669966,-0.6219338029623032,-0.5300339460372925,0.264583,999,,,,"sa3014485"
"Curtis Mead","TBR",26,112,100,25,16,7,0,3,13,13,9,0,23,2,1,0,,1,0,0.250518,0.0832156,0.202089,0.411776,0.321284,0.399912,0.313936,0.721196,0.149394,3.63364,0.297114,-0.0236772,-0.226989,13.2337,-0.412897,103.219,-0.250666,0.0208921,0.18136820197105408,-1.4791078940033913,0.250047,507.260009765625,,,,"23986"
"Danny Mendick",,26,112,101,25,18,4,0,2,12,11,9,0,22,1,1,0,,2,1,0.24546,0.0768546,0.192967,0.398279,0.310197,0.358921,0.295627,0.669118,0.113462,4.1162,0.290109,-0.0260158,-0.108896,11.5307,-2.11588,84.952,-0.134912,0.653845,-2.1543432474136353,0.8538448214530945,0.249772,999,,,,"18889"
"Nathan Lukes","TOR",23,98,89,23,16,5,0,1,11,11,7,0,18,1,1,0,,1,1,0.262243,0.0735028,0.179945,0.408475,0.323166,0.380168,0.307131,0.703335,0.117925,4.07432,0.310202,-0.00655712,-0.169873,11.0256,-0.915155,95.3218,-0.17643,0.5179,-0.7257609218358994,-0.13209998607635498,0.246479,999,,,,"18123"
"Pablo Reyes","BOS",26,112,101,26,18,6,0,2,14,12,9,0,20,1,1,1,,3,1,0.259855,0.0815227,0.177933,0.458166,0.32384,0.394557,0.313376,0.718398,0.134703,4.81156,0.301211,0.0401794,-0.182946,13.1816,-0.464985,92.0702,-0.142767,-0.580962,-1.2069431692361832,-0.13096150755882263,0.246042,745.6599731445312,,,,"16357"
"Carter Kieboom","WSN",49,210,185,42,29,7,1,5,23,22,20,0,51,4,1,0,,1,1,0.228236,0.0964458,0.244579,0.394333,0.314698,0.357185,0.298159,0.671882,0.128949,3.20432,0.286278,-0.068,-0.461921,22.0615,-3.52575,84.6284,-0.529921,-0.981695,-4.52896124124527,-0.2316949963569641,0.238495,742.0999755859375,,,,"19958"
"Nick Gordon","MIA",66,287,265,68,44,15,2,7,34,30,14,0,61,4,2,2,,5,2,0.256433,0.0475198,0.212059,0.224088,0.300828,0.406365,0.304926,0.707194,0.149933,5.53171,0.306881,0.0546993,-0.383583,31.7637,-3.20555,89.1009,-0.328884,-2.07164,-4.204049110412598,-3.246636152267456,0.231765,640.9500122070312,,,,"16337"
"David Fry","CLE",31,128,115,27,16,7,1,4,14,15,10,0,31,2,1,1,,1,0,0.235771,0.0741963,0.242102,0.306467,0.30491,0.396278,0.305509,0.701188,0.160507,3.84435,0.289896,-0.0119554,-0.207477,14.2506,-1.36987,94.9092,-0.219432,-0.120149,-1.0014298409223557,-0.7451486438512802,0.230974,743.3699951171875,,,,"24934"
"Xavier Edwards","MIA",15,63,56,16,12,2,0,1,7,6,5,0,8,0,0,1,,2,1,0.280456,0.0863149,0.123062,0.701393,0.345324,0.365858,0.314575,0.711182,0.0854017,5.32118,0.314443,0.0133458,0.00383491,7.4774,-0.198781,95.5697,0.0171808,0.197048,-0.3285893313586712,0.4720478355884552,0.22827,630.7899780273438,,,,"22266"
"Tucker Barnhart","ARI",32,128,115,25,19,5,0,1,11,11,11,0,36,1,1,0,,1,0,0.221857,0.0827032,0.282252,0.293012,0.293872,0.304201,0.2682,0.598073,0.0823436,2.53565,0.309335,-0.175742,-0.270789,10.2622,-5.33384,64.7037,-0.446531,0.65826,-6.04356250166893,3.1582599878311157,0.223486,750.5599975585938,,,,"10200"
"Luis Guillorme","ATL",26,112,98,25,19,4,0,1,11,10,12,1,20,1,1,1,,0,0,0.256312,0.108303,0.176509,0.613585,0.340349,0.341939,0.303836,0.682287,0.0856269,2.98711,0.30972,-0.0783169,-0.281307,12.2943,-1.35229,87.4086,-0.359624,-0.481,-2.106697380542755,0.5189999938011169,0.222061,749.760009765625,,,,"16451"
"C.J. Cron","BOS",45,196,176,44,26,9,0,8,24,28,16,1,49,3,1,0,,0,0,0.25032,0.0800725,0.252292,0.31738,0.319569,0.444724,0.327737,0.764293,0.194404,2.45773,0.300767,-0.329462,-0.433442,25.4055,1.52401,102.024,-0.762904,0.0386592,-0.2874806225299835,-4.2113407626748085,0.215434,559.6099853515625,,,,"12546"
"Nick Loftin","KCR",21,91,82,21,15,4,0,2,11,10,6,0,15,1,1,0,,1,1,0.257632,0.0710795,0.162944,0.436222,0.318109,0.38805,0.308864,0.706159,0.130418,4.50182,0.290682,-0.0110273,-0.116545,10.3691,-0.718761,90.9447,-0.127572,-0.00455455,-1.1149397045373917,0.1704454505816102,0.214124,652.6300048828125,,,,"27630"
"Mickey Moniak","LAA",112,483,451,106,63,20,5,19,57,58,23,2,151,5,3,2,,7,3,0.235662,0.0469214,0.311603,0.150581,0.277386,0.423796,0.297805,0.701182,0.188134,5.82314,0.307767,0.120538,-0.53645,50.5994,-8.25138,85.5425,-0.415912,-1.40923,-8.78299817442894,-5.4842305183410645,0.213706,412.239990234375,,,,"19956"
"Whit Merrifield","PHI",87,378,348,89,63,18,1,7,44,40,23,1,64,2,4,1,,14,4,0.254943,0.0616755,0.168912,0.365135,0.302796,0.37113,0.29339,0.673926,0.116187,5.2589,0.290793,0.179596,0.436385,38.2136,-7.84347,81.2897,0.615981,-0.214726,-8.145757734775543,-2.614725634455681,0.21078,271.8900146484375,,,,"11281"
"Will Brennan","CLE",21,91,84,23,16,5,0,1,10,10,5,0,13,1,1,0,,2,1,0.271806,0.0573191,0.141063,0.406338,0.319609,0.387094,0.307557,0.706703,0.115288,4.62315,0.304179,-0.0011423,-0.0732153,10.2703,-0.817556,96.329,-0.0743576,0.362409,-0.474627748131752,-0.5125905573368073,0.209864,614.0599975585938,,,,"25660"
