Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Ronald Acuña Jr.","ATL",157,679,579,180,105,34,2,40,135,106,82,4,109,11,4,3,,53,12,0.311275,0.120854,0.16052,0.752887,0.403748,0.583816,0.416177,0.987563,0.27254,6.75837,0.323232,1.62908,3.92084,137.884,55.152,162.72,5.54992,0.710667,58.30855655670166,-6.764332950115204,7.44593,1,,,,"18401"
"Aaron Judge","NYY",152,658,547,148,78,23,0,46,107,116,101,11,177,4,5,1,,7,2,0.270583,0.152987,0.268542,0.569694,0.384937,0.568825,0.397434,0.953762,0.298242,3.13375,0.308969,0.0523595,-0.800305,123.377,43.2036,158.579,-0.747946,2.64826,45.43695640563965,-0.8017370700836182,6.68021,11.369999885559082,,,,"15640"
"Juan Soto","NYY",157,679,537,150,86,26,1,36,111,105,133,11,110,4,4,2,,11,4,0.279636,0.196092,0.162551,1.20634,0.423399,0.536265,0.406668,0.959664,0.256629,3.84246,0.288705,-0.855306,-1.18363,132.522,49.7897,164.979,-2.03894,-1.34562,50.827221155166626,-10.720615148544312,6.29977,10.6899995803833,,,,"20123"
"Mookie Betts","LAD",157,679,577,161,92,35,2,32,115,96,85,3,107,9,5,3,,13,3,0.278751,0.125156,0.157605,0.794109,0.376678,0.513681,0.379993,0.890359,0.23493,5.03117,0.290415,0.940845,-0.207509,117.48,34.7473,142.253,0.733336,-2.86977,36.27579343318939,0.10523176193237305,5.93389,5,,,,"13611"
"Fernando Tatis Jr.","SDP",156,672,596,163,89,34,2,37,107,103,64,1,148,5,5,3,,27,6,0.272997,0.0954769,0.220537,0.43293,0.345749,0.525296,0.368694,0.871044,0.252298,5.81622,0.301834,1.13625,1.65748,109.962,28.0829,137.518,2.79373,7.751,34.02744722366333,0.5510044097900391,5.73037,7.949999809265137,,,,"19709"
"Yordan Alvarez","HOU",141,609,516,154,82,32,2,38,101,111,77,7,120,10,5,1,,1,1,0.29865,0.126178,0.197752,0.638065,0.396127,0.591772,0.412537,0.987899,0.293122,3.15009,0.319614,-0.28057,-1.3546,121.828,47.6252,167.839,-1.63517,-0.00822414,47.86734676361084,-12.533223756588995,5.58671,16.420000076293945,,,,"19556"
"Julio Rodríguez","SEA",156,672,607,169,102,33,2,33,101,99,50,5,155,10,3,2,,33,10,0.278443,0.0737612,0.230105,0.320554,0.340888,0.500635,0.356619,0.841524,0.222193,5.89342,0.322435,1.1871,1.14389,103.223,21.3439,132.509,2.33099,1.70459,28.50692868232727,3.9045910835266113,5.50872,3.059999942779541,,,,"23697"
"Adley Rutschman","BAL",146,586,500,134,83,32,1,18,80,68,75,3,90,5,4,2,,3,1,0.268875,0.128234,0.154423,0.830405,0.367157,0.447468,0.353129,0.814625,0.178593,3.03981,0.293674,0.622864,-1.21619,88.2544,16.9024,128.108,-0.59333,2.31553,19.129164397716522,8.765530347824097,5.30194,53.77000045776367,,,,"26288"
"José Ramírez","CLE",154,665,583,163,94,38,4,27,93,97,71,17,80,5,6,1,,23,6,0.279568,0.107138,0.120502,0.889098,0.359569,0.498087,0.35805,0.857656,0.218519,5.68098,0.282193,1.06345,0.888931,102.938,21.9119,131.327,1.95238,2.20504,26.913675785064697,2.580035924911499,5.19405,16.15999984741211,,,,"13510"
"Kyle Tucker","HOU",157,679,596,167,94,37,4,32,99,112,74,7,102,3,6,1,,26,6,0.280123,0.109263,0.150954,0.723817,0.359451,0.517721,0.369943,0.877172,0.237598,5.84746,0.288345,0.797293,1.44181,111.812,29.0802,138.316,2.2391,0.50645,33.412394762039185,-6.868550479412079,4.94733,6.480000019073486,,,,"18345"
"Corbin Carroll","ARI",157,679,594,162,99,30,9,24,104,88,64,2,142,13,4,5,,42,8,0.27223,0.0945198,0.20968,0.45078,0.353655,0.472773,0.355127,0.826427,0.200543,7.98499,0.31984,1.53475,3.43919,103.457,20.7253,122.979,4.97394,7.95641,24.3030686378479,1.5814085006713867,4.8872,5.980000019073486,,,,"25878"
"Gunnar Henderson","BAL",143,616,541,141,82,27,6,26,91,88,64,1,149,5,5,1,,11,4,0.260704,0.104225,0.242362,0.430039,0.342309,0.474897,0.350056,0.817207,0.214193,5.95278,0.31146,0.901819,-0.662269,91.2637,16.2077,125.978,0.23955,3.59695,19.413757741451263,8.59694766998291,4.88016,32.91999816894531,,,,"26289"
"Francisco Lindor","NYM",156,672,592,150,93,28,3,26,92,91,64,2,129,9,6,1,,21,5,0.253302,0.0946636,0.191664,0.493903,0.332432,0.444321,0.334829,0.776753,0.191019,5.56653,0.279091,0.242611,0.611218,91.0626,9.18335,114.155,0.853829,4.4712,12.638218522071838,11.671199798583984,4.70637,22.969999313354492,,,,"12916"
"Alex Bregman","HOU",157,679,577,154,95,33,2,24,94,92,87,2,85,9,5,1,,3,1,0.266688,0.128335,0.125733,1.02069,0.368186,0.454608,0.357108,0.822794,0.18792,3.21987,0.275094,-0.871716,-1.44098,104.574,21.8422,129.42,-2.31269,-0.145376,21.622629165649414,2.0796239227056503,4.66397,97.79000091552734,,,,"17678"
"Corey Seager","TEX",130,560,494,145,86,31,1,27,84,84,54,7,90,5,5,2,,2,1,0.294148,0.0970112,0.160145,0.60577,0.367157,0.525375,0.376136,0.892532,0.231227,3.10537,0.309766,-0.316312,-1.04272,95.0964,26.8636,139.338,-1.35903,-1.83921,25.036523461341858,2.1607857942581177,4.60932,31.729999542236328,,,,"13624"
"Bobby Witt Jr.","KCR",156,672,616,170,101,34,7,28,99,95,42,1,122,6,6,3,,39,12,0.276641,0.062247,0.181091,0.343733,0.325929,0.492381,0.346833,0.818309,0.215739,7.24216,0.301313,1.33374,1.42139,97.7618,15.8825,117.262,2.75513,-0.8636,16.654047966003418,6.336400032043457,4.56928,2.369999885559082,,,,"25764"
"Trea Turner","PHI",157,679,621,176,114,35,4,24,98,86,46,1,134,5,4,2,,27,4,0.284116,0.0684512,0.196776,0.347864,0.336999,0.467311,0.344526,0.80431,0.183195,6.42772,0.326528,1.20796,2.43432,97.4793,14.7471,115.571,3.64228,-1.53459,16.73990750312805,5.740407705307007,4.54775,12.390000343322754,,,,"16252"
"Freddie Freeman","LAD",157,679,588,177,110,39,2,26,107,97,76,11,111,9,5,1,,14,3,0.300389,0.11152,0.163799,0.680834,0.386174,0.506038,0.378607,0.892212,0.20565,4.95888,0.330697,0.316204,0.199697,116.698,33.9656,141.324,0.5159,-0.828659,35.276692152023315,-12.953658640384674,4.53206,8.6899995803833,,,,"5361"
"Austin Riley","ATL",157,679,604,168,98,32,2,36,99,109,58,3,163,11,6,0,,2,1,0.27847,0.0849347,0.240192,0.353612,0.349086,0.517531,0.366934,0.866616,0.239061,3.25047,0.321858,-0.108971,-1.26487,110.115,27.3833,129.708,-1.37384,-4.5662,23.616061449050903,-2.341203451156616,4.42754,19.190000534057617,,,,"18360"
"Marcus Semien","TEX",157,679,606,161,98,34,3,26,102,84,62,1,109,4,4,3,,13,3,0.265175,0.0917779,0.160566,0.571591,0.335697,0.460359,0.342267,0.796056,0.195184,5.31054,0.283565,0.947814,-0.0147352,96.2055,13.4733,115.863,0.933079,4.93191,13.838835179805756,7.356907606124878,4.41403,31.1299991607666,,,,"12533"
"Michael Harris II","ATL",149,644,596,169,105,37,3,24,90,90,35,1,128,7,4,2,,24,6,0.284588,0.0549015,0.199439,0.27528,0.329914,0.477796,0.344531,0.80771,0.193208,5.9102,0.325634,0.747442,1.13165,92.4572,13.9895,114.689,1.87909,5.84588,13.598604798316956,8.145875692367554,4.3555,28.65999984741211,,,,"25931"
"Mike Trout","LAA",146,630,537,138,74,27,2,35,93,98,79,7,177,9,4,1,,3,1,0.257806,0.124954,0.280325,0.445747,0.360073,0.510747,0.368631,0.87082,0.252941,3.3854,0.314151,0.320034,-1.16669,103.057,26.2952,134.634,-0.846654,-2.4108,25.297637104988098,-3.1608004570007324,4.34186,71,,,,"10155"
"Andrés Giménez","CLE",151,651,584,157,104,30,4,18,81,78,38,3,121,21,4,4,,27,7,0.268478,0.0583551,0.186572,0.312775,0.333897,0.426733,0.329068,0.76063,0.158255,6.25362,0.309531,0.205949,1.34769,85.1021,5.78156,111.239,1.55364,8.63004,10.320394158363342,11.05504322052002,4.33709,101.11000061035156,,,,"19950"
"Rafael Devers","BOS",154,665,590,167,93,38,1,34,100,105,61,9,127,8,4,2,,4,2,0.282742,0.0915248,0.191599,0.47769,0.355617,0.525424,0.370236,0.88104,0.242682,3.42497,0.306502,0.252607,-1.19445,109.668,28.642,131.481,-0.941846,-4.30631,24.142433643341064,-3.3313125371932983,4.32824,24.079999923706055,,,,"17350"
"Matt Olson","ATL",157,679,578,153,81,30,1,40,102,118,90,7,152,6,5,1,,1,1,0.26441,0.131953,0.223754,0.589724,0.365769,0.529459,0.377342,0.895228,0.265049,2.48443,0.288295,0.133274,-1.41236,115.984,33.2522,136.685,-1.27909,2.00913,29.57976222038269,-10.11586856842041,4.24696,17.059999465942383,,,,"14344"
"Bryce Harper","PHI",146,630,529,149,83,35,1,30,95,94,90,11,136,5,5,0,,13,4,0.282316,0.143056,0.215381,0.664202,0.388573,0.52227,0.384231,0.910843,0.239954,4.21019,0.324399,-1.24342,-0.419948,111.219,34.4573,142.188,-1.66336,0.0111333,31.26350450515747,-11.538866855204105,4.10654,17.68000030517578,,,,"11579"
"Will Smith","LAD",130,514,440,114,69,22,2,21,69,74,56,2,88,12,6,0,,2,1,0.25793,0.108955,0.171874,0.633924,0.353003,0.4571,0.348917,0.810103,0.19917,3.23755,0.275717,-0.798431,-1.02262,75.7249,13.0482,121.421,-1.82105,1.95231,11.82954227924347,10.752314805984497,4.08785,84.31999969482422,,,,"19197"
"Bo Bichette","TOR",149,644,598,174,115,34,2,24,89,88,37,0,125,3,4,2,,11,4,0.291476,0.0568083,0.193569,0.293478,0.33389,0.47429,0.346023,0.80818,0.182814,4.58873,0.332107,0.30194,-0.64763,93.2551,14.7875,122.279,-0.34569,-4.75786,16.8457792699337,2.1421399116516113,4.07529,37,,,,"19612"
"Manny Machado","SDP",156,672,601,162,100,30,1,31,89,102,61,5,126,3,6,1,,6,2,0.268927,0.0914553,0.187677,0.487302,0.336607,0.476346,0.345625,0.812953,0.207419,3.54245,0.290912,-0.307962,-0.933666,97.0879,15.2086,122.053,-1.24163,1.98495,17.11775279045105,0.7849541902542114,4.0675,64.08000183105469,,,,"11493"
"Royce Lewis","MIN",138,595,536,144,86,30,2,26,83,91,48,0,138,6,4,1,,14,5,0.267861,0.0814244,0.231912,0.351101,0.333263,0.477785,0.347292,0.811048,0.209924,5.12883,0.312616,0.0471411,-0.274634,86.7866,14.2893,123.055,-0.227493,1.87206,16.20941759645939,3.5970553159713745,3.9909,54.810001373291016,,,,"20437"
"Luis Robert Jr.","CHW",149,644,593,158,91,33,1,33,87,100,36,4,162,10,4,1,,19,6,0.266776,0.0563743,0.252327,0.223417,0.318231,0.492069,0.342711,0.8103,0.225294,5.04015,0.312671,0.443597,0.470245,91.484,13.0163,117.587,0.913842,1.52087,14.484740614891052,3.6208748817443848,3.98731,34.060001373291016,,,,"20043"
"Shohei Ohtani","LAD",151,651,554,147,75,28,5,39,103,116,87,18,160,5,4,2,,18,7,0.265949,0.133491,0.246319,0.541943,0.367934,0.547636,0.378676,0.91557,0.281687,5.85231,0.301707,0.19447,-0.518662,111.923,32.6023,141.37,-0.324192,0,33.04045516252518,-16.274999618530273,3.88278,12.65999984741211,,,,"19755"
"William Contreras","MIL",149,603,532,144,91,29,1,22,80,76,60,2,135,5,3,2,,4,1,0.269998,0.0997824,0.223502,0.446449,0.347633,0.45367,0.345761,0.801304,0.183672,3.31139,0.321165,-0.691595,-1.03583,87.1289,13.7056,116.698,-1.72743,-2.00159,10.738455057144165,2.598414659500122,3.87695,77.97000122070312,,,,"20503"
"Jose Altuve","HOU",147,637,562,155,98,32,1,24,101,77,62,1,101,7,3,3,,14,4,0.275451,0.0975285,0.159027,0.613281,0.352523,0.465846,0.353057,0.818368,0.190395,4.92702,0.297022,-0.377135,-0.127832,95.963,18.3482,126.612,-0.504967,-4.0609,19.80688601732254,-2.7859010696411133,3.85544,42.869998931884766,,,,"5417"
"Gleyber Torres","NYY",149,644,573,155,100,29,1,25,83,85,61,1,111,3,5,2,,13,5,0.270668,0.0950947,0.172783,0.55037,0.342007,0.455123,0.343515,0.79713,0.184455,4.07488,0.294856,-0.210069,-0.992932,91.9137,13.4461,121.206,-1.203,-1.36297,15.160914063453674,0.9370262622833252,3.78711,83.30999755859375,,,,"16997"
"Nico Hoerner","CHC",152,658,594,165,122,28,4,12,85,66,45,2,79,11,4,3,,31,7,0.278415,0.0686989,0.120723,0.569064,0.33876,0.397981,0.322062,0.736741,0.119566,6.13304,0.302942,0.90733,1.85107,82.1883,2.01487,102.003,2.7584,8.56644,4.390873312950134,11.016435861587524,3.77112,64.76000213623047,,,,"21479"
"Dansby Swanson","CHC",154,665,594,150,96,29,2,23,87,79,59,1,162,5,5,2,,10,3,0.25224,0.0889636,0.243063,0.36601,0.323209,0.42362,0.32369,0.746829,0.17138,4.48019,0.306919,1.28804,-0.672464,83.9618,2.93545,103.094,0.615574,4.52388,3.1645527482032776,11.64887523651123,3.73568,120.4000015258789,,,,"18314"
"Xander Bogaerts","SDP",147,637,565,156,106,31,1,18,82,71,58,1,116,7,5,2,,12,2,0.275714,0.091,0.18136,0.501765,0.347045,0.430986,0.338105,0.778031,0.155271,4.46813,0.3151,0.496222,0.102497,88.0526,10.4379,117.011,0.598719,1.16534,14.023283421993256,1.6403374671936035,3.72536,107.20999908447266,,,,"12161"
"Nolan Arenado","STL",156,672,610,162,99,35,2,27,79,101,51,5,101,6,5,0,,4,2,0.265743,0.0757858,0.150725,0.50281,0.325463,0.460081,0.334456,0.785544,0.194338,2.95247,0.277712,0.035436,-1.30423,90.8544,8.97509,111.684,-1.26879,3.93593,8.458380341529846,5.935926795005798,3.71766,103.6500015258789,,,,"9777"
"Ketel Marte","ARI",151,651,575,159,96,37,5,21,89,80,64,2,111,6,5,2,,7,2,0.277175,0.0980427,0.170555,0.574847,0.352699,0.46839,0.352363,0.821089,0.191215,4.91198,0.309358,-0.191168,-0.66309,97.6965,18.376,121.125,-0.854258,-3.04096,16.18317323923111,-1.3159586191177368,3.69349,119.31999969482422,,,,"13613"
"Yandy Díaz","TBR",146,630,542,158,107,32,0,19,88,71,76,1,92,6,3,3,,2,1,0.290907,0.120341,0.146639,0.820659,0.382332,0.453601,0.364694,0.835933,0.162694,2.38152,0.320294,-1.23177,-1.52059,100.997,24.2351,138.401,-2.75236,0.997947,26.2354519367218,-10.75205260515213,3.6784,135.94000244140625,,,,"16578"
"Willy Adames","MIL",149,644,569,139,78,32,1,28,82,88,66,2,166,3,4,1,,6,3,0.243617,0.102293,0.258347,0.395952,0.323682,0.450387,0.332273,0.774069,0.20677,3.49846,0.292669,0.746317,-1.23387,85.901,7.43332,107.656,-0.487548,2.22318,5.620886743068695,9.12318468093872,3.65744,182.97999572753906,,,,"15986"
"Cal Raleigh","SEA",138,555,497,115,59,27,1,28,68,81,48,1,147,4,4,1,,1,1,0.231543,0.0872728,0.265614,0.32857,0.301868,0.459346,0.324288,0.761214,0.227802,2.55207,0.266957,-0.54816,-0.962076,70.324,2.7248,110.1,-1.51024,2.84968,5.203861951828003,8.074676036834717,3.65587,138.14999389648438,,,,"21534"
"Ozzie Albies","ATL",151,651,592,163,98,33,4,27,96,95,46,2,109,5,6,2,,12,4,0.274835,0.0708274,0.16755,0.422723,0.329979,0.483569,0.345822,0.813548,0.208734,5.44875,0.29337,1.2636,-0.403587,94.1601,14.8395,115.555,0.860016,-1.11616,13.404882788658142,1.0088444948196411,3.64827,22.920000076293945,,,,"16556"
"Vladimir Guerrero Jr.","TOR",154,665,585,165,100,31,1,33,93,103,68,5,99,7,4,1,,6,2,0.281511,0.102826,0.148206,0.693801,0.361526,0.506962,0.369134,0.868488,0.225451,3.14215,0.287744,-1.2876,-1.17179,109.06,28.0337,138.298,-2.45939,-1.50294,28.05672526359558,-14.277941584587097,3.627,29.81999969482422,,,,"19611"
"Jonah Heim","TEX",131,523,475,117,72,25,2,19,59,68,42,1,99,2,3,1,,2,1,0.247305,0.0794255,0.189868,0.41832,0.308775,0.424179,0.315597,0.732954,0.176874,3.18419,0.274501,-0.237377,-0.869904,62.4704,-1.20541,97.3774,-1.10728,6.20963,-2.749495267868042,14.234632015228271,3.57761,173.24000549316406,,,,"16930"
"Carlos Correa","MIN",138,595,525,138,86,29,1,21,74,75,61,2,125,4,4,1,,0,1,0.262106,0.10212,0.209797,0.486754,0.341238,0.442698,0.338454,0.783937,0.180593,2.15752,0.304527,-0.570336,-1.35729,82.4197,9.92242,116.93,-1.92762,0.738227,10.142399549484253,5.363227128982544,3.56204,244.25999450683594,,,,"14162"
"Brandon Nimmo","NYM",146,630,541,144,94,27,5,18,87,65,71,0,126,11,3,4,,4,3,0.267221,0.113298,0.200671,0.564594,0.362366,0.435635,0.349127,0.798001,0.168415,4.38278,0.316636,-0.21439,-1.60024,92.8519,16.0901,123.74,-1.81463,1.27729,16.713950753211975,-2.7727084159851074,3.52983,199.10000610351562,,,,"12927"
"Sean Murphy","ATL",105,420,362,91,51,21,1,18,55,60,43,1,95,11,3,1,,0,1,0.251078,0.10152,0.227271,0.44669,0.345422,0.463882,0.349231,0.809304,0.212804,2.36706,0.289484,-0.226537,-0.978349,61.8788,10.753,117.841,-1.20489,2.37437,8.06905198097229,8.699372291564941,3.50951,141.44000244140625,,,,"19352"
"Isaac Paredes","TBR",133,574,495,121,68,25,1,27,72,85,63,0,100,11,4,1,,1,1,0.244206,0.109531,0.174149,0.628947,0.34018,0.462384,0.346392,0.802564,0.218179,2.45201,0.252469,-0.381309,-1.20164,83.2946,13.3561,125.715,-1.58295,-0.222276,16.10338854789734,-1.3222755193710327,3.41864,187.60000610351562,,,,"20036"
"Ha-Seong Kim","SDP",141,609,533,132,89,26,2,15,70,64,62,1,118,6,5,4,,25,7,0.246743,0.101632,0.193799,0.524421,0.328787,0.387231,0.314673,0.716018,0.140488,5.32038,0.287636,0.254736,1.01596,72.3309,-1.87216,101.303,1.27069,4.10875,2.2539395093917847,10.533750057220459,3.34348,89.6500015258789,,,,"27506"
"J.P. Crawford","SEA",149,644,553,142,97,31,1,13,82,60,77,1,111,7,4,4,,4,2,0.256673,0.118794,0.172683,0.687933,0.3515,0.385071,0.326575,0.736571,0.128397,2.9783,0.298281,0.323255,-1.44459,82.8534,4.38575,111.685,-1.12134,-3.19405,7.895111799240112,3.705948829650879,3.33869,269.2699890136719,,,,"15491"
"Matt Chapman","SFG",144,623,540,127,72,29,3,23,75,72,69,1,176,8,5,1,,4,2,0.234905,0.111181,0.283026,0.392831,0.327502,0.42635,0.32717,0.753852,0.191445,3.83005,0.300323,0.384756,-1.25595,80.4595,4.55056,108.213,-0.871189,4.51507,5.467968642711639,6.740074157714844,3.33323,275.8900146484375,,,,"16505"
"Gabriel Moreno","ARI",130,515,465,130,92,25,1,11,57,61,39,0,94,6,5,1,,6,2,0.280828,0.0762381,0.182132,0.418588,0.340991,0.414559,0.329354,0.75555,0.133731,3.88734,0.327121,-0.866718,-0.730884,67.4457,4.69599,105.701,-1.5976,7.98486,2.0394694805145264,16.484859466552734,3.31818,153.32000732421875,,,,"22664"
"Randy Arozarena","TBR",151,651,566,148,91,31,3,23,88,86,66,2,160,14,5,1,,23,10,0.261739,0.100759,0.246115,0.4094,0.350814,0.448974,0.346411,0.799788,0.187235,5.34813,0.322952,-0.144041,-0.971228,94.4786,15.158,125.729,-1.11527,-1.68016,18.9539395570755,-9.155163645744324,3.18269,44.689998626708984,,,,"19290"
"Pete Alonso","NYM",156,672,584,144,77,25,1,41,92,115,68,8,145,15,5,0,,4,1,0.247383,0.10126,0.215421,0.470053,0.3387,0.503971,0.355098,0.842671,0.256588,3.2461,0.257468,-1.32133,-0.932283,102.375,20.4953,127.743,-2.25361,-0.152884,20.842761516571045,-12.352883473038673,3.12888,26.889999389648438,,,,"19251"
"Patrick Bailey","SFG",104,410,369,84,55,18,1,10,42,44,32,0,108,3,3,2,,2,1,0.228029,0.0790262,0.264851,0.29838,0.294131,0.36285,0.288432,0.656981,0.134821,3.29529,0.293503,-0.13604,-0.691734,39.7216,-10.1858,82.2442,-0.827775,5.64595,-9.837638437747955,13.645946979522705,3.10865,359.54998779296875,,,,"27478"
"Francisco Alvarez","NYM",134,544,476,108,62,19,0,27,68,79,55,1,141,7,4,1,,2,1,0.227489,0.101795,0.259285,0.3926,0.315309,0.436637,0.324412,0.751946,0.209148,2.76748,0.261786,-0.30858,-0.944078,68.9855,2.72662,107.172,-1.25266,-2.36021,3.578789234161377,1.7147855758666992,3.10017,149.44000244140625,,,,"26121"
"Matt McLain","CIN",134,581,510,129,75,28,4,22,77,82,59,1,155,9,3,1,,18,7,0.252676,0.100945,0.266319,0.379038,0.338165,0.450123,0.340347,0.788287,0.197447,5.78611,0.317938,-0.00912698,-0.322106,81.3934,10.6019,108.186,-0.331233,2.4436,5.561081498861313,5.668596506118774,3.09303,70.9800033569336,,,,"29695"
"Paul Goldschmidt","STL",156,672,582,156,97,32,0,26,93,90,79,4,154,4,5,2,,8,2,0.268072,0.118162,0.229271,0.51538,0.357676,0.459784,0.352254,0.81746,0.191712,3.49749,0.319209,0.138107,-0.475484,100.787,18.9079,123.615,-0.337377,0.974059,19.322620898485184,-11.27594131231308,3.08469,85.30999755859375,,,,"9218"
"Zach Neto","LAA",141,609,535,133,83,29,1,21,80,75,44,1,140,22,5,3,,10,3,0.248817,0.0720062,0.229484,0.313774,0.328245,0.421736,0.326311,0.749981,0.172919,4.47254,0.296058,-0.0919286,-0.172928,78.2169,4.01381,105.301,-0.264857,-1.08658,3.603066235780716,5.438421368598938,2.96488,278.5299987792969,,,,"31347"
"Byron Buxton","MIN",125,539,481,114,54,28,3,29,79,76,45,2,160,7,4,2,,11,2,0.236534,0.0829851,0.297006,0.279405,0.308878,0.487947,0.337038,0.796825,0.251413,5.79314,0.285535,0.746946,0.368468,74.0286,8.35458,115.948,1.11541,2.95624,11.41547691822052,-0.5187561511993408,2.91272,247.88999938964844,,,,"14161"
"Jung Hoo Lee","SFG",134,581,523,151,105,32,4,10,70,61,45,5,48,5,2,5,,5,5,0.289284,0.0782638,0.0819392,0.955144,0.350171,0.423065,0.334076,0.773236,0.133781,3.93872,0.302147,-0.0812793,-2.39502,78.3678,7.57631,112.843,-2.4763,0.512771,6.768030643463135,2.587771236896515,2.90617,249.25999450683594,,,,"sa3012640"
"Ian Happ","CHC",152,658,568,142,85,32,3,22,81,83,79,3,156,6,5,1,,11,4,0.249916,0.119421,0.236782,0.504349,0.34459,0.433147,0.337308,0.777737,0.183231,4.45779,0.303856,0.245389,-0.708948,90.52,10.3466,112.224,-0.463559,4.07079,9.500606089830399,-2.8792080879211426,2.89501,163.4499969482422,,,,"17919"
"Alejandro Kirk","TOR",91,361,316,85,59,16,0,10,39,42,38,1,40,4,2,1,,0,1,0.269212,0.104475,0.111034,0.940924,0.351962,0.417215,0.33653,0.769177,0.148004,1.41932,0.27941,-1.22104,-0.931871,49.4836,5.44911,115.699,-2.15291,1.63167,4.64526629447937,7.131670236587524,2.8858,268.1300048828125,,,,"22581"
"George Springer","TOR",144,623,554,142,91,25,2,24,86,75,56,1,118,7,4,3,,14,4,0.256235,0.0901735,0.190177,0.474157,0.33018,0.439518,0.332746,0.769698,0.183282,5.00042,0.284026,0.0305626,-0.0537896,83.3448,7.43586,113.077,-0.023227,5.32539,9.73822951130569,-2.249606132507324,2.85746,124.18000030517578,,,,"12856"
"Cedric Mullins","BAL",139,602,540,137,88,28,4,18,78,67,49,2,121,6,4,4,,26,7,0.254319,0.0810546,0.200274,0.404718,0.320447,0.420358,0.320124,0.740804,0.166039,6.22333,0.293919,0.237182,1.19411,74.2249,0.874716,105.232,1.43129,0.755025,5.205058813095093,2.9050254225730896,2.84829,148.9499969482422,,,,"17929"
"Steven Kwan","CLE",151,651,575,159,117,29,6,7,85,56,63,2,67,5,4,4,,18,5,0.277295,0.0970674,0.10327,0.93994,0.35151,0.384845,0.324241,0.736355,0.10755,5.8996,0.301971,0.379577,0.183729,82.4921,3.17158,107.893,0.563305,6.47116,6.720083832740784,-0.4038357734680176,2.83542,213.66000366210938,,,,"24610"
"Daulton Varsho","TOR",138,595,536,128,73,26,3,26,77,82,48,1,137,5,4,2,,15,6,0.239548,0.081017,0.230961,0.350782,0.30606,0.447088,0.322561,0.753148,0.207541,5.22244,0.27104,0.879779,-0.353373,74.5658,2.06848,106.017,0.526406,7.10671,4.815956294536591,3.2317123413085938,2.81835,214.61000061035156,,,,"19918"
"Anthony Volpe","NYY",143,616,546,123,70,29,4,21,75,75,55,0,153,8,4,3,,23,7,0.226042,0.0888782,0.248737,0.357318,0.304016,0.406301,0.308498,0.710317,0.180259,6.08117,0.273203,0.362538,0.873863,70.0034,-5.05259,96.9359,1.2364,1.67017,-1.0252100229263306,8.270172357559204,2.80945,127.41999816894531,,,,"27647"
"J.T. Realmuto","PHI",130,513,462,117,72,24,3,18,64,68,38,2,124,9,4,1,,13,4,0.252839,0.0732904,0.241249,0.303796,0.319281,0.43759,0.325094,0.756871,0.184751,5.57184,0.304037,0.485005,0.191785,65.3943,2.86391,102.544,0.67679,2.91379,2.2939915657043457,12.313794612884521,2.79155,73.2699966430664,,,,"11739"
"Brandon Lowe","TBR",115,497,434,104,58,22,1,23,68,69,52,1,130,7,3,1,,6,1,0.239521,0.104485,0.262515,0.398015,0.328054,0.455839,0.337305,0.783893,0.216318,4.30354,0.284734,0.671741,-0.360553,68.3704,7.81388,119.417,0.311188,-1.97483,11.874452888965607,-0.7998253107070923,2.78816,268.9700012207031,,,,"18882"
"Riley Greene","DET",143,616,551,149,98,27,6,18,80,69,55,0,158,4,3,2,,8,2,0.270415,0.0893656,0.256869,0.347904,0.339459,0.438118,0.336894,0.777577,0.167704,5.36742,0.346508,0.481182,-0.491952,84.5302,9.47414,114.265,-0.0107699,2.07684,10.517893777228892,-3.723158121109009,2.76455,167.14999389648438,,,,"25976"
"Oneil Cruz","PIT",136,588,524,130,77,23,5,24,85,76,55,1,159,4,3,3,,20,7,0.248318,0.0934632,0.269651,0.346608,0.322184,0.451006,0.332044,0.77319,0.202689,6.50277,0.307669,0.145012,0.0777948,78.3197,6.67532,106.336,0.222807,-3.08596,4.838210478425026,2.7140378952026367,2.7501,77.55000305175781,,,,"21711"
"Nolan Jones","COL",139,602,522,142,85,30,4,24,81,86,70,2,170,5,3,1,,15,4,0.271083,0.116677,0.2832,0.411994,0.361289,0.476898,0.360198,0.838187,0.205815,5.53811,0.355975,-0.270266,0.158929,94.2604,20.9102,111.655,-0.111337,4.26545,8.580580703914165,-1.7845458984375,2.72224,56.900001525878906,,,,"20529"
"Triston Casas","BOS",143,616,521,136,79,27,3,28,82,86,87,3,143,3,4,1,,2,1,0.262055,0.140625,0.23192,0.606351,0.368393,0.483746,0.36572,0.852139,0.221691,2.97219,0.306773,-0.570743,-1.39498,99.2775,24.2215,128.351,-1.96572,-1.33582,18.960188627243042,-12.635819792747498,2.71765,110.0999984741211,,,,"22514"
