Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Evan Phillips","LAD",4,2,,3.27556,62,0,,,,57.7,233,47,22,21,6,18,2,2,62,9.67071,2.80763,3.44444,0.935875,0.266094,0.0772532,0.18884119391441345,0.220657,1.12652,0.282759,0.759717,,,3.40911,0.594497,0.811874,999,,,,,,,294.98000564575204,5.11230505624563,274.50000381469727,4.7573656877836275,,,,,,,,,,,,,,,,,,,"Evan Phillips","17734",623465
"Hunter Harvey","KCR",4,3,,3.43636,52,0,,,,55,227,49,22,21,5,16,2,2,53,8.67273,2.61818,3.3125,0.818182,0.23348,0.0704846,0.1629955917596817,0.23445,1.18182,0.291391,0.741379,,,3.40284,0.594012,0.761842,999,,,,,,,270.1,4.910909090909091,262,4.763636363636364,,,,,,,,,,,,,,,,,,,"Hunter Harvey","15507",640451
"Jacob Miller","MIA",5,7,,4.78632,23,23,,,,105.3,466,114,60,56,13,38,0,4,65,5.55556,3.24786,1.71053,1.11111,0.139485,0.0815451,0.057939909398555756,0.268868,1.44349,0.291908,0.687593,,,4.73343,0.593671,0.727589,999,,,,,,,326.92002258300795,3.104653495805863,361.50001525878906,3.4330484784611257,,,,,,,,,,,,,,,,,,,"Jacob Miller","sa3020111",702571
"Noah Davis","MIN",3,4,,4.87059,24,12,,,,85,381,88,49,46,10,33,0,10,69,7.30588,3.49412,2.09091,1.05882,0.181102,0.0866142,0.09448818862438202,0.260355,1.42353,0.301158,0.672897,,,4.59001,0.593227,0.45105,999,,,,,,,286.2,3.3670588235294114,304,3.5764705882352943,,,,,,,,,,,,,,,,,,,"Noah Davis","25862",663562
"Trevor McDonald","SFG",5,5,,4.3,25,18,,,,90,394,89,46,43,9,30,0,10,68,6.8,3,2.26667,0.9,0.172589,0.0761421,0.096446692943573,0.251412,1.32222,0.288809,0.68609,,,4.2887,0.590956,0.855583,999,,,,,,,339.9,3.7766666666666664,349,3.8777777777777778,,,,,,,,,,,,,,,,,,,"Trevor McDonald","26448",686790
"Adrian Houser","CHW",4,5,,4.87035,23,15,,,,88.7,386,89,51,48,10,36,0,3,61,6.1894,3.65276,1.69444,1.01466,0.158031,0.0932643,0.06476683914661407,0.256484,1.40924,0.286232,0.666667,,,4.57572,0.590928,0.273361,999,,,,,,,306.97997741699226,3.460879233131426,318.49998474121094,3.590755306644042,,,,,,,,,,,,,,,,,,,"Adrian Houser","12718",605288
"Jared Koenig","MIL",6,5,,4.01351,40,9,,,,74,319,69,35,33,9,28,2,4,70,8.51351,3.40541,2.5,1.09459,0.219436,0.0877743,0.13166144490242004,0.240418,1.31081,0.288462,0.734597,,,4.15297,0.589694,0.83973,999,,,,,,,301.5,4.074324324324325,297,4.013513513513513,,,,,,,,,,,,,,,,,,,"Jared Koenig","27517",657649
"Griffin Canning","NYM",7,8,,4.85736,24,23,,,,129.7,556,126,75,70,22,47,1,5,116,8.04935,3.26137,2.46809,1.5266,0.208633,0.0845324,0.12410072237253189,0.25,1.33385,0.284153,0.68917,,,4.7856,0.587063,0.322785,999,,,,,,,437.57997741699205,3.3737855644793253,438.49998474121094,3.3808789133294876,,,,,,,,,,,,,,,,,,,"Griffin Canning","19867",656288
"Henry Baez","SDP",5,5,,4.54128,24,23,,,,109,474,107,59,55,14,40,0,7,77,6.3578,3.30275,1.925,1.15596,0.162447,0.0843882,0.07805906981229782,0.250585,1.34862,0.276786,0.690738,,,4.71694,0.584256,0.660441,999,,,,,,,369.2000000000001,3.387155963302753,376,3.44954128440367,,,,,,,,,,,,,,,,,,,"Henry Baez","sa3016584",692013
"Bryan Hoeing","SDP",4,5,,4.28049,32,10,,,,82,347,81,42,39,10,23,1,3,62,6.80488,2.52439,2.69565,1.09756,0.178674,0.0662824,0.11239193379878998,0.252336,1.26829,0.285141,0.688889,,,4.19087,0.583709,0.498697,999,,,,,,,319.20000000000005,3.8926829268292686,326,3.975609756097561,,,,,,,,,,,,,,,,,,,"Bryan Hoeing","26304",663773
"Brett Wichrowski","MIL",3,4,,4.57782,24,24,,,,98.3,434,93,53,50,12,40,0,11,77,7.04985,3.66226,1.925,1.09868,0.177419,0.0921659,0.08525344729423523,0.24282,1.353,0.27551,0.688468,,,4.74329,0.583011,0.852269,999,,,,,,,339.0200225830078,3.4488302345677844,336.50001525878906,3.4231943521060932,,,,,,,,,,,,,,,,,,,"Brett Wichrowski","sa3023366",814489
"Julio Robaina",,5,5,,4.2007,20,13,,,,85.7,377,86,43,40,10,35,0,3,65,6.82614,3.67561,1.85714,1.05018,0.172414,0.0928382,0.07957559823989868,0.253687,1.4119,0.287879,0.728972,,,4.4967,0.581319,0.830164,999,,,,,,,303.57997741699216,3.5423569221401117,314.49998474121094,3.6697782490138318,,,,,,,,,,,,,,,,,,,"Julio Robaina","sa3006817",678789
"Jackson Rutledge","WSN",4,7,,4.75,24,23,,,,108,478,107,61,57,13,45,0,9,84,7,3.75,1.86667,1.08333,0.175732,0.0941423,0.0815899521112442,0.252358,1.40741,0.287462,0.68012,,,4.67574,0.580662,0.607747,999,,,,,,,367.1000000000001,3.399074074074075,377,3.490740740740741,,,,,,,,,,,,,,,,,,,"Jackson Rutledge","26215",671131
"Luis De Avila",,7,7,,4.46809,21,19,,,,98.7,440,102,52,49,11,43,0,4,72,6.56535,3.92097,1.67442,1.00304,0.163636,0.0977273,0.06590908020734787,0.259542,1.4691,0.293548,0.717593,,,4.58492,0.580217,1.0017,999,,,,,,,332.8799774169923,3.372644252375742,353.49998474121094,3.58156023983045,,,,,,,,,,,,,,,,,,,"Luis De Avila","sa3005839",678752
"Reiver Sanmartin","CIN",3,5,,4.59966,31,8,,,,58.7,259,61,32,30,7,22,0,2,48,7.35945,3.37308,2.18182,1.07325,0.185328,0.0849421,0.10038609802722931,0.259574,1.41397,0.3,0.696721,,,4.30788,0.579181,0.449206,999,,,,,,,213.6800056457519,3.6402044781685907,226.50000381469727,3.8586030812745613,,,,,,,,,,,,,,,,,,,"Reiver Sanmartin","19754",665665
"Bailey Dees","NYY",5,6,,4.84546,24,18,,,,100.3,439,97,58,54,14,41,0,6,79,7.08873,3.67896,1.92683,1.25623,0.179954,0.0933941,0.08656036108732224,0.247449,1.37587,0.277592,0.675676,,,4.81154,0.57882,0.313739,999,,,,,,,334.82002258300787,3.3381855672549747,336.50001525878906,3.3549352444699823,,,,,,,,,,,,,,,,,,,"Bailey Dees","sa3017946",676442
"Craig Yoho","MIL",4,2,,3.43154,48,0,,,,57.7,239,44,24,22,6,22,0,5,70,10.9185,3.43154,3.18182,0.935875,0.292887,0.0920502,0.20083682239055634,0.207547,1.14385,0.279412,0.729167,,,3.49577,0.577747,0.654201,999,,,,,,,297.780005645752,5.160831918688904,269.50000381469727,4.67071057627778,,,,,,,,,,,,,,,,,,,"Craig Yoho","33248",684974
"Peter Lambert",,3,4,,4.85571,30,8,,,,79.7,354,83,46,43,11,32,1,4,69,7.79172,3.61355,2.15625,1.24216,0.194915,0.0903955,0.10451976954936981,0.261006,1.44291,0.302521,0.692771,,,4.5843,0.577459,0.638627,999,,,,,,,268.6799774169922,3.3711416274140524,285.49998474121094,3.5821831326620615,,,,,,,,,,,,,,,,,,,"Peter Lambert","17969",663567
"Lyon Richardson","CIN",3,4,,4.96141,25,20,,,,90.7,403,89,53,50,13,43,0,6,82,8.13671,4.26681,1.90698,1.28997,0.203474,0.1067,0.09677419066429138,0.251412,1.45535,0.293436,0.6942,,,4.84233,0.572053,0.644711,999,,,,,,,296.87997741699223,3.273208240419306,301.49998474121094,3.324145478342865,,,,,,,,,,,,,,,,,,,"Lyon Richardson","24581",680689
"Luinder Avila","KCR",5,7,,4.65357,23,22,,,,96.7,428,96,53,50,11,40,0,8,69,6.42192,3.72285,1.725,1.02378,0.161215,0.0934579,0.0677570030093193,0.252632,1.40641,0.283333,0.688226,,,4.70733,0.569596,0.866446,999,,,,,,,324.6799774169923,3.3576006997267474,334.49998474121094,3.4591519679183556,,,,,,,,,,,,,,,,,,,"Luinder Avila","sa3006507",679883
"Doug Nikhazy","CLE",5,6,,4.27273,23,22,,,,99,437,90,50,47,12,54,0,5,93,8.45455,4.90909,1.72222,1.09091,0.212815,0.12357,0.08924484997987747,0.238095,1.45455,0.285714,0.738994,,,4.65133,0.569582,1.02785,999,,,,,,,360,3.6363636363636362,348,3.515151515151515,,,,,,,,,,,,,,,,,,,"Doug Nikhazy","30142",680951
"Eli Morgan","CHC",3,2,,3.73206,42,4,,,,62.7,257,56,28,26,8,17,1,2,58,8.32536,2.44019,3.41176,1.14833,0.225681,0.0661479,0.1595330759882927,0.235294,1.16427,0.27907,0.728155,,,3.88418,0.569172,0.638301,999,,,,,,,278.98000564575204,4.44944182218656,268.50000381469727,4.282296659450784,,,,,,,,,,,,,,,,,,,"Eli Morgan","20203",669212
"Edwin Uceta","TBR",3,2,,3.8949,43,1,,,,64.7,272,54,30,28,7,25,1,4,70,9.73725,3.47759,2.8,0.973725,0.257353,0.0919118,0.16544118523597717,0.222222,1.22102,0.283133,0.708093,,,3.75381,0.567917,0.290012,999,,,,,,,305.2799774169922,4.718392454658164,285.49998474121094,4.412673851740693,,,,,,,,,,,,,,,,,,,"Edwin Uceta","20539",670955
"Gunnar Hoglund","ATH",6,8,,4.46991,22,21,,,,104.7,447,105,56,52,15,30,0,6,78,6.70487,2.5788,2.6,1.2894,0.174497,0.0671141,0.10738255828619003,0.255474,1.2894,0.283019,0.692982,,,4.57049,0.567269,0.610948,999,,,,,,,365.2799774169922,3.4888251008981994,376.49998474121094,3.595988497758328,,,,,,,,,,,,,,,,,,,"Gunnar Hoglund","31318",680684
"Jose Quintana","MIL",7,7,,4.38462,23,22,,,,117,516,120,61,57,16,51,0,4,92,7.07692,3.92308,1.80392,1.23077,0.178295,0.0988372,0.0794573575258255,0.260304,1.46154,0.294618,0.740242,,,4.78186,0.565691,1.21402,999,,,,,,,376.0000000000002,3.2136752136752156,396,3.3846153846153846,,,,,,,,,,,,,,,,,,,"Jose Quintana","11423",500779
"Rhett Kouba","HOU",5,6,,4.44944,21,18,,,,89,393,89,47,44,11,35,0,5,68,6.8764,3.53933,1.94286,1.11236,0.173028,0.0890585,0.08396946638822556,0.252125,1.39326,0.284672,0.709024,,,4.59345,0.565506,0.677879,999,,,,,,,307.9,3.4595505617977524,318,3.5730337078651684,,,,,,,,,,,,,,,,,,,"Rhett Kouba","sa3017544",688763
"Jarrod Cande","COL",4,6,,4.97872,21,19,,,,94,414,102,56,52,14,31,0,6,64,6.12766,2.96809,2.06452,1.34043,0.154589,0.0748792,0.07971014082431793,0.270557,1.41489,0.294314,0.679012,,,4.9218,0.565108,0.91097,999,,,,,,,275.2000000000001,2.9276595744680862,305,3.24468085106383,,,,,,,,,,,,,,,,,,,"Jarrod Cande","sa3017813",686662
"Peter Van Loon","BAL",4,4,,4.5,22,17,,,,76,333,74,41,38,9,29,0,7,64,7.57895,3.43421,2.2069,1.06579,0.192192,0.0870871,0.10510510951280594,0.249158,1.35526,0.290179,0.685841,,,4.4428,0.56381,0.426136,999,,,,,,,279.29999999999995,3.6749999999999994,283,3.723684210526316,,,,,,,,,,,,,,,,,,,"Peter Van Loon","sa3017543",687967
"Freddy Tarnok","MIA",4,4,,4.36782,30,18,,,,78.3,346,77,41,38,10,36,1,3,72,8.27586,4.13793,2,1.14943,0.208092,0.104046,0.10404624044895172,0.250814,1.44317,0.297778,0.727273,,,4.48193,0.563042,0.802879,999,,,,,,,283.22002258300785,3.617113812828257,288.50001525878906,3.684546666851149,,,,,,,,,,,,,,,,,,,"Freddy Tarnok","23324",676206
"Ben Kudrna","KCR",6,7,,4.71845,22,21,,,,103,455,105,58,54,13,42,0,4,72,6.29126,3.6699,1.71429,1.13592,0.158242,0.0923077,0.06593406945466995,0.256724,1.42718,0.283951,0.690994,,,4.749,0.56154,0.773547,999,,,,,,,335.30000000000007,3.255339805825243,352,3.4174757281553396,,,,,,,,,,,,,,,,,,,"Ben Kudrna","sa3018253",695667
"Justin Hagenman","NYM",4,5,,4.36782,29,10,,,,78.3,334,76,41,38,11,24,0,3,67,7.70115,2.75862,2.79167,1.26437,0.200599,0.0718563,0.128742516040802,0.247557,1.27714,0.283843,0.6974,,,4.31591,0.559472,0.413161,999,,,,,,,299.52002258300786,3.8252874956469585,301.50001525878906,3.8505747574427516,,,,,,,,,,,,,,,,,,,"Justin Hagenman","21546",663795
"Ethan Small","SFG",4,3,,4.09091,27,12,,,,66,290,63,32,30,7,30,0,2,62,8.45455,4.09091,2.06667,0.954545,0.213793,0.103448,0.11034481972455978,0.244186,1.40909,0.296296,0.733173,,,4.12103,0.554414,0.724326,999,,,,,,,266.50000000000006,4.037878787878789,267,4.045454545454546,,,,,,,,,,,,,,,,,,,"Ethan Small","26364",663629
"Miles Mikolas","STL",6,8,,4.875,22,22,,,,120,517,137,70,65,20,27,0,4,77,5.775,2.025,2.85185,1.5,0.148936,0.0522244,0.09671179577708244,0.281893,1.36667,0.300771,0.691176,,,4.82481,0.552583,0.396869,999,,,,,,,346.8,2.89,401,3.341666666666667,,,,,,,,,,,,,,,,,,,"Miles Mikolas","9803",571945
"Fernando Cruz","NYY",5,3,,3.56604,55,2,,,,53,234,45,22,21,6,26,1,3,70,11.8868,4.41509,2.69231,1.01887,0.299145,0.111111,0.18803419917821884,0.219512,1.33962,0.302326,0.782748,,,3.63818,0.550861,0.640369,999,,,,,,,254.40000000000003,4.800000000000001,240,4.528301886792453,,,,,,,,,,,,,,,,,,,"Fernando Cruz","7048",518585
"Victor Lizarraga","SDP",5,7,,4.69027,23,23,,,,101.7,443,98,57,53,13,38,0,9,76,6.72566,3.36283,2,1.15044,0.171558,0.0857788,0.08577878028154373,0.247475,1.33727,0.276873,0.670628,,,4.72007,0.54985,0.425846,999,,,,,,,348.8799774169923,3.430481690127744,350.49998474121094,3.4464109661634468,,,,,,,,,,,,,,,,,,,"Victor Lizarraga","sa3015220",694205
"Emiliano Teodo","TEX",5,5,,4.72064,23,20,,,,87.7,388,79,49,46,12,45,0,6,86,8.82554,4.61802,1.91111,1.23147,0.221649,0.115979,0.10567010194063187,0.234421,1.41391,0.280335,0.699627,,,4.72862,0.549835,0.470611,999,,,,,,,314.97997741699226,3.591562011146747,301.49998474121094,3.437856274033246,,,,,,,,,,,,,,,,,,,"Emiliano Teodo","sa3015158",693713
"JT Brubaker","NYY",4,5,,4.99434,20,19,,,,88.3,387,89,52,49,15,31,0,6,80,8.15402,3.15968,2.58065,1.52888,0.206718,0.0801034,0.1266149803996086,0.254286,1.359,0.290196,0.686869,,,4.81993,0.5484,0.23183,999,,,,,,,286.52002258300786,3.244847255725027,295.50001525878906,3.346545923510095,,,,,,,,,,,,,,,,,,,"JT Brubaker","17578",664141
"Brandon Leibrandt",,4,4,,4.78839,20,15,,,,82.7,364,89,47,44,13,27,0,4,61,6.63845,2.93833,2.25926,1.41475,0.167582,0.0741758,0.09340659528970718,0.267267,1.40266,0.293436,0.705521,,,4.85935,0.548051,0.339528,999,,,,,,,249.67997741699227,3.0191050378545303,273.49998474121094,3.3071341576031856,,,,,,,,,,,,,,,,,,,"Brandon Leibrandt","16135",605335
"Ian Mejia","ATL",7,7,,4.48706,21,20,,,,104.3,458,108,56,52,15,36,0,6,83,7.16203,3.10642,2.30556,1.29434,0.181223,0.0786026,0.10262008756399155,0.259615,1.38063,0.292453,0.715447,,,4.65258,0.547215,0.965178,999,,,,,,,346.5200225830078,3.3223395248708742,366.50001525878906,3.5139022486597358,,,,,,,,,,,,,,,,,,,"Ian Mejia","sa3019911",681256
"Trey Dombroski","HOU",8,8,,4.43861,22,15,,,,95.3,411,97,50,47,15,30,0,2,77,7.27177,2.83316,2.56667,1.41658,0.187348,0.0729927,0.11435523629188538,0.255937,1.33263,0.285714,0.726415,,,4.60405,0.544014,0.708886,999,,,,,,,326.5200225830078,3.4262330758339377,339.50001525878906,3.5624344636631884,,,,,,,,,,,,,,,,,,,"Trey Dombroski","sa3020833",690667
"Cole Henry","WSN",3,4,,4.54824,25,20,,,,65.3,284,59,35,33,8,27,0,8,62,8.54518,3.72129,2.2963,1.1026,0.21831,0.0950704,0.1232394427061081,0.236948,1.317,0.284916,0.681818,,,4.46816,0.543781,0.528,999,,,,,,,250.42002258300792,3.8349159399658994,241.50001525878906,3.6983155279085107,,,,,,,,,,,,,,,,,,,"Cole Henry","27570",669371
"Jeff Criswell","COL",3,4,,4.44944,35,9,,,,89,388,87,47,44,13,36,1,3,84,8.49438,3.64045,2.33333,1.31461,0.216495,0.0927835,0.12371134012937546,0.249284,1.38202,0.293651,0.725191,,,4.49232,0.539788,1.10138,999,,,,,,,323.50000000000006,3.634831460674158,327,3.6741573033707864,,,,,,,,,,,,,,,,,,,"Jeff Criswell","27608",676105
"Chase Lee","DET",3,3,,3.65571,38,2,,,,51.7,220,46,22,21,5,16,1,4,52,9.05222,2.7853,3.25,0.870406,0.236364,0.0727273,0.16363636404275894,0.23,1.19923,0.286713,0.727273,,,3.57267,0.539273,0.571662,999,,,,,,,245.48000564575196,4.7481625149553475,237.50000381469727,4.593810450868434,,,,,,,,,,,,,,,,,,,"Chase Lee","29574",695445
"Jake Eder","WSN",4,7,,4.95146,20,20,,,,92.7,418,92,55,51,12,46,0,7,82,7.96117,4.46602,1.78261,1.16505,0.196172,0.110048,0.08612440526485443,0.252055,1.48867,0.295203,0.684819,,,4.79539,0.53888,0.241063,999,,,,,,,304.17997741699224,3.2813375127382916,312.49998474121094,3.3710894825130486,,,,,,,,,,,,,,,,,,,"Jake Eder","27590",671109
"Jose Fleury","HOU",3,3,,4.21519,22,13,,,,79,339,73,40,37,11,31,0,3,71,8.08861,3.53165,2.29032,1.25316,0.20944,0.0914454,0.11799409985542297,0.239344,1.31646,0.278027,0.722348,,,4.47028,0.538839,0.70812,999,,,,,,,299.5,3.7911392405063293,292,3.6962025316455698,,,,,,,,,,,,,,,,,,,"Jose Fleury","sa3019255",800067
"Gregory Soto","NYM",5,3,,3.64641,62,0,,,,54.3,233,46,24,22,4,23,1,4,61,10.1105,3.81215,2.65217,0.662983,0.261803,0.0987124,0.16309013962745667,0.223301,1.27072,0.297872,0.709779,,,3.36906,0.536245,0.350586,999,,,,,,,274.0199943542482,5.046408806709992,260.49999618530273,4.797421728277072,,,,,,,,,,,,,,,,,,,"Gregory Soto","19677",642397
"Brendan McKay",,2,3,,4.36765,20,18,,,,68,290,69,35,33,10,20,0,2,57,7.54412,2.64706,2.85,1.32353,0.196552,0.0689655,0.12758620828390121,0.257463,1.30882,0.293532,0.72,,,4.37236,0.535904,0.526138,999,,,,,,,248.80000000000004,3.6588235294117655,258,3.7941176470588234,,,,,,,,,,,,,,,,,,,"Brendan McKay","20186",656713
"Trey McGough",,4,4,,4.36765,32,4,,,,68,292,67,35,33,8,25,0,1,57,7.54412,3.30882,2.28,1.05882,0.195205,0.0856164,0.10958904027938843,0.25188,1.35294,0.293532,0.705446,,,4.16648,0.535114,0.308618,999,,,,,,,266.6000000000001,3.920588235294119,272,4,,,,,,,,,,,,,,,,,,,"Trey McGough","sa1170436",690736
"Raisel Iglesias","ATL",5,3,,3.12614,57,0,,,,54.7,221,48,20,19,6,14,2,2,58,9.54296,2.30347,4.14286,0.987203,0.262443,0.0633484,0.19909503310918808,0.234146,1.13346,0.297872,0.783582,,,3.3493,0.534341,0.924059,999,,,,,,,274.180005645752,5.0124314775424175,263.50000381469727,4.81718464605991,,,,,,,,,,,,,,,,,,,"Raisel Iglesias","17130",628452
"Hogan Harris","ATH",5,5,,4.4868,27,19,,,,102.3,450,96,55,51,12,50,0,6,90,7.91789,4.39883,1.8,1.05572,0.2,0.111111,0.08888889104127884,0.243655,1.42717,0.287671,0.704334,,,4.5741,0.533604,0.494285,999,,,,,,,371.8200225830078,3.634604217899081,367.50001525878906,3.5923754085604043,,,,,,,,,,,,,,,,,,,"Hogan Harris","21520",663687
"Logan Evans","SEA",5,6,,4.33371,27,18,,,,89.3,391,90,46,43,11,30,0,5,67,6.75252,3.02352,2.23333,1.10862,0.171356,0.0767263,0.09462916105985641,0.252809,1.34378,0.284173,0.707457,,,4.44308,0.531281,0.507763,999,,,,,,,320.52002258300786,3.589249850274206,332.50001525878906,3.7234042989458107,,,,,,,,,,,,,,,,,,,"Logan Evans","33699",688138
"Andrew Walters","CLE",4,2,,3.55848,61,1,,,,60.7,253,47,26,24,6,28,0,4,68,10.0824,4.15157,2.42857,0.889621,0.268775,0.110672,0.15810278058052063,0.21267,1.23558,0.278912,0.735736,,,3.79251,0.531233,0.565781,999,,,,,,,293.180005645752,4.829983557838006,265.50000381469727,4.373970353832335,,,,,,,,,,,,,,,,,,,"Andrew Walters","33834",689958
"Rodney Boone","CLE",4,5,,4.32591,19,18,,,,85.3,369,84,44,41,12,31,0,4,69,7.28019,3.27081,2.22581,1.26612,0.186992,0.0840108,0.10298103094100952,0.251497,1.34818,0.284585,0.723014,,,4.60845,0.530197,0.789068,999,,,,,,,298.2200225830078,3.4961314409573427,303.50001525878906,3.558030532245505,,,,,,,,,,,,,,,,,,,"Rodney Boone","sa3018107",674868
"Dustin Saenz","WSN",5,7,,4.86207,20,20,,,,87,383,96,50,47,11,26,0,4,49,5.06897,2.68966,1.88462,1.13793,0.127937,0.0678851,0.06005221605300903,0.271955,1.4023,0.290102,0.675422,,,4.7182,0.52906,0.411797,999,,,,,,,266.9,3.0678160919540227,300,3.4482758620689653,,,,,,,,,,,,,,,,,,,"Dustin Saenz","sa3017610",685010
"Zach Logue",,5,6,,4.96552,23,15,,,,87,383,92,51,48,14,29,0,6,69,7.13793,3,2.37931,1.44828,0.180157,0.075718,0.1044386476278305,0.264368,1.3908,0.29434,0.690335,,,4.87912,0.527849,0.157305,999,,,,,,,265.4000000000001,3.0505747126436793,286,3.2873563218390807,,,,,,,,,,,,,,,,,,,"Zach Logue","20231",656657
"Trevor Megill","MIL",2,2,,3.57616,48,1,,,,45.3,197,41,19,18,5,17,2,1,53,10.5298,3.37748,3.11765,0.993378,0.269036,0.0862944,0.18274110555648804,0.22905,1.28035,0.297521,0.764706,,,3.45346,0.52761,0.540121,999,,,,,,,219.11999435424806,4.8370860495508134,213.49999618530273,4.713024277727481,,,,,,,,,,,,,,,,,,,"Trevor Megill","17722",656730
"Pete Fairbanks","TBR",4,3,,3.54037,50,0,,,,48.3,204,41,20,19,4,20,1,1,52,9.68944,3.72671,2.6,0.745342,0.254902,0.0980392,0.1568627581000328,0.224044,1.26294,0.291339,0.740072,,,3.39422,0.527468,0.425572,999,,,,,,,242.61999435424806,5.023188368253347,230.49999618530273,4.7722567251810695,,,,,,,,,,,,,,,,,,,"Pete Fairbanks","17998",664126
"Randy Rodríguez","SFG",3,3,,3.81729,40,3,,,,61.3,266,53,28,26,5,28,0,5,63,9.24959,4.11093,2.25,0.734095,0.236842,0.105263,0.1315789520740509,0.227468,1.32137,0.290909,0.716216,,,3.78638,0.524042,0.540956,999,,,,,,,281.3199943542481,4.589233243973168,268.49999618530273,4.38009787156692,,,,,,,,,,,,,,,,,,,"Randy Rodriguez","23974",678495
"Jacob Waguespack",,4,4,,4.5,22,13,,,,74,325,73,40,37,9,30,0,5,67,8.14865,3.64865,2.23333,1.09459,0.206154,0.0923077,0.11384614557027817,0.251724,1.39189,0.299065,0.696903,,,4.35567,0.523436,0.29806,999,,,,,,,276.1,3.7310810810810815,282,3.810810810810811,,,,,,,,,,,,,,,,,,,"Jacob Waguespack","18318",621097
"Paul Blackburn","NYM",5,6,,4.80916,18,17,,,,91.7,404,97,52,49,13,35,1,3,70,6.87023,3.43511,2,1.2759,0.173267,0.0866337,0.08663365989923477,0.265027,1.43948,0.29682,0.702988,,,4.72591,0.52262,0.325148,999,,,,,,,292.4799774169922,3.1895309394838405,315.49998474121094,3.4405670146236447,,,,,,,,,,,,,,,,,,,"Paul Blackburn","14739",621112
"Brandyn Garcia","ARI",4,4,,4.45455,24,21,,,,99,438,94,52,49,11,37,0,16,82,7.45455,3.36364,2.21622,1,0.187215,0.0844749,0.10273972898721695,0.244156,1.32323,0.284247,0.683391,,,4.56042,0.521717,0.520939,999,,,,,,,357.9,3.615151515151515,357,3.606060606060606,,,,,,,,,,,,,,,,,,,"Brandyn Garcia","33568",805299
"Brandon Eisert","CHW",3,4,,4.21144,45,3,,,,57.7,247,56,29,27,7,20,0,2,53,8.2669,3.11958,2.65,1.09185,0.214575,0.0809717,0.13360324501991272,0.248889,1.31716,0.29697,0.70997,,,4.05036,0.518785,0.245097,999,,,,,,,235.28000564575203,4.077643024865811,237.50000381469727,4.1161178626403565,,,,,,,,,,,,,,,,,,,"Brandon Eisert","27668",685126
"Luis Patiño","SDP",4,5,,4.48183,22,15,,,,74.3,317,69,40,37,10,28,1,3,62,7.51009,3.39166,2.21429,1.21131,0.195584,0.0883281,0.10725551843643188,0.241259,1.30552,0.275701,0.686747,,,4.49892,0.51817,0.412945,999,,,,,,,278.42002258300784,3.747241065240049,272.50001525878906,3.6675639847412116,,,,,,,,,,,,,,,,,,,"Luis Patino","22815",672715
"A.J. Minter","NYM",6,3,,3.54597,60,0,,,,53.3,219,45,22,21,6,18,1,1,57,9.62477,3.0394,3.16667,1.01313,0.260274,0.0821918,0.1780821830034256,0.225,1.18199,0.284672,0.750916,,,3.56048,0.517316,0.526331,999,,,,,,,260.61999435424804,4.889681014723801,245.49999618530273,4.60600374670553,,,,,,,,,,,,,,,,,,,"A.J. Minter","18655",621345
"Merrill Kelly","ARI",6,5,,4.21203,19,19,,,,104.7,446,108,52,49,16,34,1,2,83,7.13467,2.92264,2.44118,1.37536,0.186099,0.0762332,0.1098654642701149,0.263415,1.35626,0.29582,0.752508,,,4.59914,0.516174,1.4281,999,,,,,,,355.17997741699213,3.3923590044856753,373.49998474121094,3.567335201794212,,,,,,,,,,,,,,,,,,,"Merrill Kelly","11156",518876
"Antonio Santos","CHC",6,6,,4.23529,20,10,,,,68,296,64,34,32,8,27,0,4,60,7.94118,3.57353,2.22222,1.05882,0.202703,0.0912162,0.11148648709058762,0.241509,1.33824,0.284264,0.714286,,,4.29883,0.51448,0.639145,999,,,,,,,265.4000000000001,3.9029411764705895,263,3.8676470588235294,,,,,,,,,,,,,,,,,,,"Antonio Santos","20383",665733
"Michael Knorr","HOU",5,6,,4.31507,19,12,,,,73,317,70,37,35,10,30,0,1,64,7.89041,3.69863,2.13333,1.23288,0.201893,0.0946372,0.10725552588701248,0.244755,1.36986,0.283019,0.732558,,,4.46785,0.512792,0.662989,999,,,,,,,270.20000000000005,3.7013698630136993,270,3.6986301369863015,,,,,,,,,,,,,,,,,,,"Michael Knorr","sa3020872",681077
"Carlos Hernández","DET",3,4,,4.58771,44,6,,,,66.7,285,60,36,34,8,28,0,2,64,8.63568,3.77811,2.28571,1.07946,0.224561,0.0982456,0.12631579488515854,0.235294,1.31934,0.284153,0.677083,,,4.15598,0.509013,0.207808,999,,,,,,,277.1799774169923,4.155622040463933,267.49998474121094,4.010494707350367,,,,,,,,,,,,,,,,,,,"Carlos Hernandez","22713",672578
