Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"JP Sears","ATH",3,4,4,4.81517,10,10,0,0,,55,236,55,32,30,10,16,,3,44,7.08075,2.52701,2.80202,1.63646,0.185009,0.0660271,0.11898242682218552,0.256006,1.2821,0.27848,0.681782,,,4.90403,0.361748,0.253686,463.79998779296875,,,,,,,172,3.1272727272727274,176,3.2,,,,,,,,,,,,,,,,,,,"JP Sears","23429",676664
"Sawyer Gipson-Long","DET",1,2,2,4.21563,5,5,0,0,,28,118,27,14,13,4,8,,1,24,7.73997,2.53092,3.05817,1.23145,0.204944,0.0670153,0.13792869448661804,0.248373,1.24281,0.2869,0.697909,,,4.12298,0.361744,0.304772,724.25,,,,,,,108.8,3.8857142857142857,109,3.892857142857143,,,,,,,,,,,,,,,,,,,"Sawyer Gipson-Long","26048",687830
"Patrick Corbin","TEX",2,4,4,4.86161,9,9,0,0,,50,218,54,30,27,8,16,,1,39,6.93794,2.79606,2.48133,1.42893,0.177961,0.0717203,0.10624120384454727,0.271016,1.39253,0.301445,0.68821,,,4.63214,0.359706,0.0334399,739.8800048828125,,,,,,,158.20000000000002,3.164,173,3.46,,,,,,,,,,,,,,,,,,,"Patrick Corbin","9323",571578
"Bailey Falter","PIT",3,3,4,4.68705,12,10,0,0,,52,225,54,30,27,8,17,,1,37,6.28503,2.87434,2.18659,1.316,0.162795,0.0744512,0.08834341168403625,0.262282,1.35397,0.286568,0.685572,,,4.62973,0.359419,0.372692,694.25,,,,,,,165.99999999999997,3.1923076923076916,176,3.3846153846153846,,,,,,,,,,,,,,,,,,,"Bailey Falter","20070",663559
"Nestor Cortes","MIL",2,2,2,3.88692,15,4,0,0,,34,139,30,16,15,5,9,,1,33,8.87701,2.49509,3.55779,1.3393,0.239641,0.0673568,0.17228469252586365,0.235585,1.17431,0.279964,0.729704,,,3.97619,0.356441,0.257558,261.0199890136719,,,,,,,148.10000000000002,4.355882352941177,141,4.147058823529412,,,,,,,,,,,,,,,,,,,"Nestor Cortes","17874",641482
"Spencer Arrighetti","HOU",2,2,3,4.47691,6,6,0,0,,35,150,31,19,17,5,15,,2,37,9.38674,3.80275,2.46841,1.33113,0.243874,0.0987982,0.14507617056369781,0.234375,1.31334,0.284648,0.698425,,,4.35464,0.353985,0.227045,200.63999938964844,,,,,,,139.9,3.9971428571428573,133,3.8,,,,,,,,,,,,,,,,,,,"Spencer Arrighetti","29921",681293
"Kyle Hendricks","LAA",2,4,4,5.03081,9,9,0,0,,49,212,53,30,28,8,14,,2,33,6.08838,2.55467,2.38323,1.47687,0.15726,0.0659859,0.09127406775951385,0.268443,1.35167,0.288063,0.663215,,,4.84221,0.353093,0.0360536,666.8300170898438,,,,,,,144.40000000000003,2.9469387755102048,159,3.2448979591836733,,,,,,,,,,,,,,,,,,,"Kyle Hendricks","12049",543294
"Colton Gordon","HOU",2,2,3,4.3945,16,7,0,0,,46,194,45,24,22,7,13,,2,40,7.81295,2.65052,2.9477,1.38564,0.204806,0.0694798,0.13532587885856628,0.254448,1.28765,0.291276,0.706007,,,4.36213,0.353063,0.327641,999,,,,,,,172.30000000000007,3.745652173913045,174,3.782608695652174,,,,,,,,,,,,,,,,,,,"Colton Gordon","31312",676467
"Pete Fairbanks","TBR",1,1,0,3.48868,20,0,9,1,,20,85,17,9,8,2,8,,1,21,9.42353,3.5887,2.62589,0.892438,0.250717,0.0954791,0.15523817390203476,0.22172,1.22776,0.281493,0.740559,,,3.59694,0.348444,0.212662,151.47999572753906,,,,,,,143.2,7.159999999999999,138,6.9,,,,,,,,,,,,,,,,,,,"Pete Fairbanks","17998",664126
"Michael Lorenzen","KCR",3,4,3,4.49074,19,8,0,0,,57,246,56,31,28,8,23,,2,45,7.10215,3.59091,1.97781,1.23775,0.181734,0.0918862,0.08984748274087906,0.254434,1.39207,0.287442,0.708367,,,4.6173,0.346532,0.363639,539.6599731445312,,,,,,,192.79999999999998,3.382456140350877,196,3.43859649122807,,,,,,,,,,,,,,,,,,,"Michael Lorenzen","14843",547179
"Walker Buehler","BOS",3,3,4,4.61337,11,9,0,0,,47,205,49,26,24,7,16,,3,40,7.525,3.11672,2.4144,1.3243,0.192703,0.0798141,0.11288876086473465,0.26123,1.37528,0.298348,0.699671,,,4.53058,0.346522,0.358791,242.38999938964844,,,,,,,157.30000000000004,3.3468085106382985,167,3.5531914893617023,,,,,,,,,,,,,,,,,,,"Walker Buehler","19374",621111
"Jon Gray","TEX",2,2,2,4.25504,17,5,0,0,,38,160,36,19,18,5,12,,1,34,8.09387,2.85632,2.83367,1.26715,0.212701,0.075062,0.13763928413391113,0.248642,1.28036,0.290233,0.707563,,,4.18725,0.345071,0.204571,584.6599731445312,,,,,,,155.1,4.0815789473684205,154,4.052631578947368,,,,,,,,,,,,,,,,,,,"Jon Gray","14916",592351
"Germán Márquez","COL",2,3,3,5.13156,7,7,0,0,,39,169,43,24,22,6,13,,1,29,6.72037,3.02057,2.22487,1.406,0.17038,0.07658,0.09380044043064117,0.275446,1.44188,0.305152,0.672128,,,4.72673,0.337845,0.288047,623.6199951171875,,,,,,,119.00000000000001,3.0512820512820515,133,3.41025641025641,,,,,,,,,,,,,,,,,,,"German Marquez","15038",608566
"Blake Treinen","LAD",2,1,0,3.3936,19,0,3,3,,19,80,17,8,7,2,6,,1,21,10.0123,2.71392,3.68923,0.978816,0.268646,0.0728191,0.19582707434892654,0.23218,1.18173,0.300198,0.749779,,,3.32941,0.33741,0.272888,483.94000244140625,,,,,,,119.8,6.3052631578947365,117,6.157894736842105,,,,,,,,,,,,,,,,,,,"Blake Treinen","12572",595014
"Jonathan Cannon","CHW",2,4,3,4.85618,12,8,0,0,,50,219,52,30,27,8,17,,2,38,6.7192,3.12355,2.15114,1.43492,0.172101,0.0800043,0.09209640324115753,0.262694,1.38386,0.288533,0.687,,,4.84346,0.336828,0.0779164,688.1699829101562,,,,,,,155.40000000000003,3.1080000000000005,165,3.3,,,,,,,,,,,,,,,,,,,"Jonathan Cannon","31730",686563
"Alex Vesia","LAD",1,1,0,3.45307,20,0,3,4,,20,84,16,8,8,3,9,,1,26,11.5649,3.77526,3.06335,1.23005,0.310909,0.101493,0.2094157263636589,0.208556,1.1863,0.279427,0.77316,,,3.6656,0.328935,0.37574,586.8200073242188,,,,,,,122.5,6.125,114,5.7,,,,,,,,,,,,,,,,,,,"Alex Vesia","25007",681911
"Roki Sasaki","LAD",1,1,2,3.84745,4,4,0,0,,20,84,17,9,9,3,7,,1,22,9.68528,3.21312,3.01429,1.17297,0.257264,0.0853482,0.17191608995199203,0.227147,1.21428,0.28312,0.726498,,,3.85915,0.327911,0.338746,999,,,,,,,86.89999999999999,4.345,81,4.05,,,,,,,,,,,,,,,,,,,"Roki Sasaki","35323",808963
"Davis Martin","CHW",1,3,3,4.63119,7,7,0,0,,39,169,40,22,20,6,13,,2,30,6.9273,2.97651,2.32732,1.36472,0.17843,0.0766675,0.10176259279251099,0.259067,1.3482,0.288025,0.69449,,,4.6809,0.327311,0.196069,601.75,,,,,,,125.80000000000001,3.2256410256410257,132,3.3846153846153846,,,,,,,,,,,,,,,,,,,"Davis Martin","21448",663436
"Jacob Misiorowski","MIL",2,3,3,4.5044,10,8,0,0,,45,196,38,24,22,6,25,,3,47,9.35981,4.94572,1.89251,1.12761,0.237128,0.125298,0.11182954907417297,0.226336,1.40085,0.279668,0.699208,,,4.51232,0.323752,0.33039,999,,,,,,,170.39999999999998,3.786666666666666,157,3.488888888888889,,,,,,,,,,,,,,,,,,,"Jacob Misiorowski","31623",694819
"Randy Rodríguez","SFG",1,1,0,3.45558,21,0,2,4,,21,88,17,9,8,2,8,,1,24,10.2546,3.54188,2.89526,0.81422,0.271692,0.0938403,0.17785155773162842,0.222986,1.22865,0.296051,0.736219,,,3.33345,0.319048,0.2444,999,,,,,,,133.60000000000002,6.361904761904763,126,6,,,,,,,,,,,,,,,,,,,"Randy Rodriguez","23974",678495
"Trevor Megill","MIL",1,1,0,3.47241,21,0,8,1,,21,89,18,9,8,2,8,,1,25,10.7194,3.48324,3.07743,0.998313,0.28518,0.0926683,0.19251170754432678,0.224249,1.22823,0.298166,0.753872,,,3.42598,0.317901,0.288897,127.13999938964844,,,,,,,151,7.190476190476191,146,6.9523809523809526,,,,,,,,,,,,,,,,,,,"Trevor Megill","17722",656730
"Abner Uribe","MIL",1,1,0,3.36777,21,0,2,4,,21,88,16,8,8,2,11,,1,25,10.9652,4.74915,2.30887,0.717005,0.285928,0.123839,0.16208916157484055,0.211631,1.30885,0.293128,0.753447,,,3.39886,0.31292,0.41556,628.8300170898438,,,,,,,129.20000000000002,6.152380952380954,119,5.666666666666667,,,,,,,,,,,,,,,,,,,"Abner Uribe","25327",682842
"Raisel Iglesias","ATL",2,2,0,3.42386,22,0,8,1,,22,90,20,9,8,3,5,,1,23,9.56069,2.08427,4.58707,1.09387,0.261075,0.0569154,0.20415988937020302,0.234721,1.12412,0.294419,0.744903,,,3.34491,0.311216,0.393501,52.099998474121094,,,,,,,145.9,6.631818181818182,143,6.5,,,,,,,,,,,,,,,,,,,"Raisel Iglesias","17130",628452
"Jeremiah Estrada","SDP",2,1,0,3.36768,21,0,1,5,,21,87,16,9,8,3,9,,1,29,12.2768,3.74822,3.27538,1.08213,0.329727,0.100668,0.22905871272087097,0.210927,1.19434,0.298444,0.767649,,,3.27265,0.309229,0.194969,417.7699890136719,,,,,,,129.9,6.185714285714286,119,5.666666666666667,,,,,,,,,,,,,,,,,,,"Jeremiah Estrada","22210",669093
"Carson Whisenhunt","SFG",2,2,3,4.21457,11,7,0,0,,41,176,40,21,19,5,15,,2,34,7.55958,3.20354,2.35976,1.13628,0.19613,0.0831145,0.11301585286855698,0.251609,1.33429,0.291598,0.712968,,,4.23451,0.307428,0.281254,999,,,,,,,154.90000000000003,3.7780487804878056,157,3.8292682926829267,,,,,,,,,,,,,,,,,,,"Carson Whisenhunt","31676",687931
"Garrett Whitlock","BOS",1,1,0,3.65375,21,0,1,4,,21,87,19,9,8,2,6,,1,22,9.47713,2.56194,3.6992,0.977744,0.253456,0.0685165,0.1849397048354149,0.239599,1.20215,0.30321,0.724606,,,3.37253,0.30728,0.321406,541.22998046875,,,,,,,125.4,5.9714285714285715,123,5.857142857142857,,,,,,,,,,,,,,,,,,,"Garrett Whitlock","20191",676477
"Jason Adam","SDP",2,1,0,3.15009,22,0,1,4,,22,89,16,8,8,2,8,,2,25,10.2433,3.15433,3.24737,0.914063,0.277682,0.08551,0.19217222183942795,0.207039,1.11106,0.270765,0.754089,,,3.40958,0.306753,0.459835,341.82000732421875,,,,,,,137.60000000000002,6.254545454545456,125,5.681818181818182,,,,,,,,,,,,,,,,,,,"Jason Adam","11861",592094
"Landen Roupp","SFG",2,2,2,4.06092,10,5,0,0,,31,132,29,15,14,3,13,,1,28,8.30225,3.80934,2.17945,0.901102,0.214556,0.0984449,0.11611064523458481,0.242658,1.35565,0.295151,0.711819,,,3.91812,0.297956,0.291783,431.4800109863281,,,,,,,131.09999999999997,4.229032258064515,130,4.193548387096774,,,,,,,,,,,,,,,,,,,"Landen Roupp","30076",694738
"Ryan Walker","SFG",1,1,0,3.15345,20,0,0,5,,20,83,17,8,7,2,6,,1,23,10.2283,2.75283,3.71556,0.750204,0.277006,0.0745531,0.20245328545570374,0.220892,1.13051,0.294934,0.739446,,,3.0094,0.292569,0.269212,75.5999984741211,,,,,,,124.2,6.21,119,5.95,,,,,,,,,,,,,,,,,,,"Ryan Walker","20423",676254
"Reid Detmers","LAA",2,2,0,4.01649,21,1,1,4,,23,100,21,11,10,3,9,,1,28,10.586,3.45801,3.06131,1.12951,0.277221,0.0905564,0.18666498363018036,0.236267,1.28445,0.308842,0.720964,,,3.66737,0.292228,0.221613,391.6099853515625,,,,,,,125.70000000000002,5.465217391304349,123,5.3478260869565215,,,,,,,,,,,,,,,,,,,"Reid Detmers","27468",672282
"Ryan Feltner","COL",1,3,2,5.01305,14,6,0,0,,40,175,42,24,22,6,15,,2,33,7.43124,3.35569,2.21452,1.30362,0.188917,0.0853083,0.10360859334468842,0.264652,1.42016,0.302154,0.669244,,,4.56197,0.291957,0.281502,680.2999877929688,,,,,,,127.99999999999999,3.1999999999999997,137,3.425,,,,,,,,,,,,,,,,,,,"Ryan Feltner","21446",663372
"Charlie Morton","BAL",2,2,3,4.40737,6,6,0,0,,35,152,33,19,17,5,15,,3,35,9.04314,3.79467,2.38311,1.27468,0.230908,0.0968932,0.13401441276073456,0.244908,1.36546,0.296299,0.713834,,,4.41488,0.290572,0.224895,387.1400146484375,,,,,,,127.7,3.6485714285714286,126,3.6,,,,,,,,,,,,,,,,,,,"Charlie Morton","4676",450203
"Michael Soroka","CHC",2,3,2,4.43772,15,6,0,0,,42,178,37,22,21,6,17,,3,41,8.91434,3.58178,2.4888,1.26738,0.231956,0.0931999,0.1387561857700348,0.236438,1.29906,0.283704,0.692527,,,4.31709,0.289951,0.221526,409.3599853515625,,,,,,,162.8,3.8761904761904766,154,3.6666666666666665,,,,,,,,,,,,,,,,,,,"Michael Soroka","18383",647336
"Logan Allen","CLE",3,3,4,4.63075,9,9,0,0,,49,215,50,28,25,8,20,,2,40,7.25665,3.63361,1.99709,1.39457,0.184547,0.0924079,0.09213908761739731,0.259702,1.42458,0.291587,0.716527,,,4.80665,0.28788,0.162549,625.010009765625,,,,,,,148.20000000000005,3.024489795918368,155,3.163265306122449,,,,,,,,,,,,,,,,,,,"Logan Allen","27589",671106
"Kevin Ginkel","ARI",2,1,0,3.63873,21,0,6,2,,21,87,19,9,8,2,7,,1,22,9.62562,3.09226,3.11281,0.854955,0.254385,0.0817219,0.17266306281089783,0.238139,1.25318,0.306807,0.726414,,,3.34032,0.285871,0.32368,582.1400146484375,,,,,,,139.4,6.6380952380952385,137,6.523809523809524,,,,,,,,,,,,,,,,,,,"Kevin Ginkel","19876",656464
"Emmanuel Clase","CLE",1,1,0,2.73464,11,0,5,2,,11,43,9,4,3,1,2,,0,10,8.60932,1.93687,4.44497,0.570585,0.237546,0.0534416,0.18410449475049973,0.230041,1.08463,0.292098,0.757486,,,2.74391,0.28543,0.253833,35.18000030517578,,,,,,,92.70000000000002,8.42727272727273,89,8.090909090909092,,,,,,,,,,,,,,,,,,,"Emmanuel Clase","21032",661403
"Jack Leiter","TEX",2,3,3,4.74931,11,8,0,0,,46,199,42,26,24,7,21,,2,42,8.16588,4.03193,2.0253,1.37988,0.209216,0.103301,0.10591492056846619,0.241405,1.37403,0.278417,0.690404,,,4.77096,0.282718,0.0872332,403.1099853515625,,,,,,,160.10000000000008,3.480434782608697,154,3.347826086956522,,,,,,,,,,,,,,,,,,,"Jack Leiter","30146",683004
"Tyler Rogers","NYM",1,1,0,3.45416,24,0,0,6,,24,97,23,10,9,2,4,,1,18,6.78496,1.69912,3.99321,0.768968,0.182183,0.0456232,0.1365600936114788,0.25232,1.17083,0.293706,0.716944,,,3.43127,0.28187,0.256015,740.75,,,,,,,138.20000000000005,5.7583333333333355,139,5.791666666666667,,,,,,,,,,,,,,,,,,,"Tyler Rogers","15541",643511
"Chase Burns","CIN",0,0,3,4.47585,6,6,0,0,,25,110,25,13,13,4,9,,1,23,8.2494,3.25454,2.53474,1.36862,0.211839,0.0835742,0.1282643899321556,0.249329,1.3395,0.289415,0.718316,,,4.44842,0.281563,0.305786,999,,,,,,,86.80000000000001,3.4720000000000004,89,3.56,,,,,,,,,,,,,,,,,,,"Chase Burns","35333",695505
"Luis L. Ortiz","CLE",2,2,2,4.2515,8,5,0,0,,31,133,29,16,15,4,12,,1,29,8.31531,3.60624,2.30581,1.16531,0.215248,0.0933501,0.12189791351556778,0.244314,1.3415,0.290028,0.71368,,,4.25034,0.280637,0.205755,395.9599914550781,,,,,,,123.79999999999998,3.993548387096774,122,3.935483870967742,,,,,,,,,,,,,,,,,,,"Luis L. Ortiz","27646",682847
"Matt Brash","SEA",1,1,0,3.11957,20,0,1,4,,20,85,16,8,7,2,9,,1,24,10.6416,3.85487,2.76057,0.732172,0.282081,0.102182,0.17989904433488846,0.215631,1.22831,0.293772,0.764122,,,3.22822,0.278208,0.251405,680.780029296875,,,,,,,120.80000000000001,6.040000000000001,113,5.65,,,,,,,,,,,,,,,,,,,"Matt Brash","25756",666374
"Orion Kerkering","PHI",2,1,0,3.27998,20,0,1,5,,20,85,17,8,7,2,7,,1,22,9.60235,3.30442,2.90591,0.793263,0.255426,0.0878987,0.16752704977989197,0.223486,1.20467,0.289061,0.747765,,,3.39086,0.277928,0.31596,321.30999755859375,,,,,,,124.2,6.21,119,5.95,,,,,,,,,,,,,,,,,,,"Orion Kerkering","31776",689147
"Camilo Doval","SFG",1,1,0,3.46584,21,0,10,1,,21,87,17,9,8,1,10,,1,23,10.2425,4.15168,2.46708,0.64373,0.268145,0.108689,0.15945615619421005,0.218963,1.27728,0.295772,0.729478,,,3.29677,0.27692,0.263829,381.8999938964844,,,,,,,165.89999999999998,7.899999999999999,159,7.571428571428571,,,,,,,,,,,,,,,,,,,"Camilo Doval","21992",666808
"Keegan Akin","BAL",1,1,0,3.68526,21,0,2,4,,21,85,18,9,8,3,7,,1,23,9.83718,2.97839,3.30285,1.16111,0.263681,0.0798345,0.18384673446416855,0.230749,1.20383,0.290483,0.741538,,,3.66839,0.275933,0.253809,690.469970703125,,,,,,,119.7,5.7,114,5.428571428571429,,,,,,,,,,,,,,,,,,,"Keegan Akin","19362",669211
"Kyle Bradish","BAL",1,1,1,3.48631,9,2,0,0,,18,74,16,7,7,2,6,,1,19,9.63109,2.87949,3.34472,0.951021,0.257797,0.0770757,0.18072088807821274,0.231239,1.19525,0.294936,0.739223,,,3.42088,0.272392,0.182115,681.0800170898438,,,,,,,84.00000000000003,4.666666666666668,81,4.5,,,,,,,,,,,,,,,,,,,"Kyle Bradish","24586",680694
"David Festa","MIN",1,1,1,4.11722,12,3,0,0,,25,107,23,13,12,3,9,,1,26,9.20719,3.24492,2.83742,1.20536,0.241881,0.0852469,0.15663433820009232,0.240439,1.28076,0.294459,0.716674,,,3.99202,0.268534,0.254901,365.7699890136719,,,,,,,110.3,4.412,108,4.32,,,,,,,,,,,,,,,,,,,"David Festa","30056",701581
"Brock Stewart","MIN",1,1,0,3.49356,20,0,2,5,,20,85,16,9,8,2,9,,1,26,11.6182,3.8071,3.05171,1.07752,0.308305,0.101027,0.20727834850549698,0.216942,1.22921,0.297747,0.760442,,,3.4776,0.265782,0.160814,750.3300170898438,,,,,,,133.8,6.69,126,6.3,,,,,,,,,,,,,,,,,,,"Brock Stewart","16727",592779
"Emmet Sheehan","LAD",1,1,1,4.08895,7,3,0,0,,19,81,16,9,9,3,8,,1,22,10.2959,3.57281,2.88174,1.29547,0.271386,0.0941744,0.17721186578273773,0.227756,1.25522,0.287987,0.72258,,,4.01487,0.260466,0.122785,749.719970703125,,,,,,,79.1,4.163157894736842,73,3.8421052631578947,,,,,,,,,,,,,,,,,,,"Emmet Sheehan","29839",686218
"Cristian Javier","HOU",2,2,1,4.17022,10,3,0,0,,28,116,24,14,13,4,11,,1,29,9.48602,3.62895,2.61399,1.39843,0.250398,0.0957915,0.1546061933040619,0.229246,1.26874,0.276736,0.727821,,,4.30359,0.254601,0.196356,727.489990234375,,,,,,,117.60000000000005,4.200000000000002,110,3.9285714285714284,,,,,,,,,,,,,,,,,,,"Cristian Javier","17606",664299
"Hoby Milner","TEX",1,1,0,3.5954,20,0,0,5,,20,83,19,9,8,2,5,,1,18,8.24037,2.24628,3.66845,0.870663,0.221456,0.0603678,0.16108855977654457,0.243229,1.18487,0.295997,0.715285,,,3.38416,0.251742,0.145507,999,,,,,,,112,5.6,112,5.6,,,,,,,,,,,,,,,,,,,"Hoby Milner","13346",571948
"Jack Kochanowicz","LAA",2,3,3,4.86248,10,7,0,0,,44,193,48,26,24,6,14,,3,27,5.63192,2.84947,1.97648,1.24948,0.14224,0.0719664,0.07027357071638107,0.274394,1.41705,0.296259,0.678665,,,4.81037,0.244029,0.118743,664.3900146484375,,,,,,,130,2.9545454545454546,145,3.2954545454545454,,,,,,,,,,,,,,,,,,,"Jack Kochanowicz","27688",686799
"Ben Brown","CHC",1,1,1,3.91604,14,2,0,0,,23,97,21,11,10,3,8,,1,26,9.94236,3.18589,3.12074,1.07005,0.262916,0.084248,0.17866839468479156,0.235746,1.25162,0.301366,0.717556,,,3.60881,0.24386,0.229713,428.55999755859375,,,,,,,103.70000000000002,4.508695652173913,101,4.391304347826087,,,,,,,,,,,,,,,,,,,"Ben Brown","23590",676962
"Chris Sale","ATL",1,0,1,3.13701,2,2,0,0,,10,40,8,4,3,1,3,,1,12,10.8916,2.39338,4.55072,0.90739,0.29837,0.0655653,0.2328042984008789,0.221389,1.09335,0.299454,0.750352,,,2.93624,0.242472,0.227667,35.97999954223633,,,,,,,52.900000000000006,5.290000000000001,49,4.9,,,,,,,,,,,,,,,,,,,"Chris Sale","10603",519242
"Mitch Spence","ATH",1,2,2,4.54178,7,4,0,0,,26,112,27,14,13,4,8,,1,21,7.10403,2.70671,2.6246,1.27526,0.184065,0.0701305,0.11393415182828903,0.261991,1.33379,0.295931,0.691609,,,4.38961,0.241848,0.1273,585.27001953125,,,,,,,87.99999999999999,3.384615384615384,93,3.576923076923077,,,,,,,,,,,,,,,,,,,"Mitch Spence","27707",687765
"Tyler Mahle","TEX",1,1,2,4.14174,4,4,0,0,,20,85,19,10,9,3,7,,1,17,7.58777,2.97685,2.54893,1.16918,0.200882,0.0788104,0.12207154929637909,0.240141,1.25042,0.276459,0.702084,,,4.19471,0.240823,0.211958,452.010009765625,,,,,,,71.69999999999999,3.5849999999999995,71,3.55,,,,,,,,,,,,,,,,,,,"Tyler Mahle","16358",641816
"Carlos Estévez","KCR",1,1,0,3.85772,21,0,8,1,,21,88,19,10,9,2,7,,1,20,8.66111,3.17747,2.72579,1.05929,0.229131,0.0840605,0.14507054537534714,0.234579,1.24554,0.284369,0.721372,,,3.88174,0.237949,0.179837,182.1300048828125,,,,,,,141.4,6.733333333333333,139,6.619047619047619,,,,,,,,,,,,,,,,,,,"Carlos Estevez","14542",608032
"Cal Quantrill","MIA",2,4,4,4.96005,9,9,0,0,,46,203,49,28,25,7,17,,3,33,6.50006,3.3558,1.93696,1.28229,0.163886,0.0846102,0.07927626371383667,0.267971,1.43812,0.29666,0.677413,,,4.7929,0.233897,0.0993885,685.75,,,,,,,132.90000000000006,2.88913043478261,145,3.152173913043478,,,,,,,,,,,,,,,,,,,"Cal Quantrill","19312",615698
"Robert Suarez","SDP",2,1,0,3.6248,21,0,10,1,,21,86,18,9,8,3,7,,1,21,8.92093,2.91348,3.06195,1.1097,0.240112,0.0784179,0.16169387102127075,0.228099,1.18368,0.277398,0.737742,,,3.78478,0.233864,0.250612,103.19000244140625,,,,,,,143.7,6.8428571428571425,138,6.571428571428571,,,,,,,,,,,,,,,,,,,"Robert Suarez","30115",663158
"Hayden Birdsong","SFG",2,2,2,4.28349,12,5,0,0,,34,147,31,18,16,5,15,,2,35,9.13394,3.94494,2.31536,1.21374,0.236217,0.102022,0.1341952607035637,0.235597,1.33522,0.286785,0.713432,,,4.28219,0.233158,0.20627,378.8699951171875,,,,,,,128.50000000000003,3.779411764705883,124,3.6470588235294117,,,,,,,,,,,,,,,,,,,"Hayden Birdsong","31635",806185
"Justin Wilson","BOS",1,1,0,3.92234,20,0,0,5,,20,85,19,9,9,2,7,,1,22,9.78554,3.3706,2.9032,1.08993,0.25444,0.087641,0.16679878532886505,0.245973,1.32379,0.312414,0.736479,,,3.73192,0.233109,0.207029,999,,,,,,,114,5.7,114,5.7,,,,,,,,,,,,,,,,,,,"Justin Wilson","4301",458677
"Kyle Harrison","BOS",1,1,2,4.20029,11,4,0,0,,25,105,23,13,12,3,9,,1,25,9.26194,3.38699,2.73456,1.24585,0.241445,0.0882939,0.1531510353088379,0.239742,1.29476,0.292863,0.715265,,,4.12574,0.232784,0.227528,453.6499938964844,,,,,,,108.3,4.332,106,4.24,,,,,,,,,,,,,,,,,,,"Kyle Harrison","27758",690986
"Colin Rea","CHC",2,2,3,4.66579,13,7,0,0,,46,196,48,26,24,8,13,,2,35,6.96179,2.50529,2.77884,1.47513,0.180865,0.0650866,0.11577831953763962,0.264086,1.32263,0.291817,0.694432,,,4.6417,0.232337,0.133702,582.760009765625,,,,,,,142.2,3.0913043478260867,151,3.282608695652174,,,,,,,,,,,,,,,,,,,"Colin Rea","12317",607067
"Adrian Morejon","SDP",1,1,0,3.46225,21,0,1,4,,21,85,19,9,8,2,6,,1,21,9.12054,2.74937,3.31732,0.858865,0.244418,0.0736793,0.1707388162612915,0.23646,1.20668,0.29817,0.734834,,,3.30891,0.232089,0.157873,667.3300170898438,,,,,,,123.4,5.876190476190477,121,5.761904761904762,,,,,,,,,,,,,,,,,,,"Adrian Morejon","20039",670970
"Jose A. Ferrer","WSN",1,1,0,3.76198,21,0,1,4,,21,87,20,9,9,2,6,,1,17,7.46821,2.74641,2.71926,0.745909,0.196051,0.0720971,0.12395358085632324,0.249568,1.27229,0.298477,0.707405,,,3.58016,0.230795,0.281831,651.9000244140625,,,,,,,112.80000000000001,5.371428571428572,113,5.380952380952381,,,,,,,,,,,,,,,,,,,"Jose A. Ferrer","24017",678606
"Tomoyuki Sugano","BAL",3,3,4,4.49828,8,8,0,0,,49,206,50,26,24,8,11,,2,31,5.76069,2.02369,2.84663,1.52443,0.151878,0.0533536,0.0985240526497364,0.26231,1.2596,0.276008,0.70059,,,4.8211,0.230203,0.375055,322.70001220703125,,,,,,,157.20000000000005,3.208163265306123,164,3.3469387755102042,,,,,,,,,,,,,,,,,,,"Tomoyuki Sugano","35321",608372
"Yennier Cano","BAL",1,1,0,3.45762,20,0,2,5,,20,85,19,8,8,2,7,,1,20,9.01919,3.02017,2.98632,0.840621,0.238743,0.0799456,0.1587977409362793,0.23887,1.24884,0.300565,0.743466,,,3.42303,0.225544,0.275929,658.75,,,,,,,120,6,120,6,,,,,,,,,,,,,,,,,,,"Yennier Cano","25911",666974
"Ryan Weathers","MIA",1,1,2,4.19795,6,4,0,0,,25,107,24,13,12,3,9,,1,23,8.0896,3.13027,2.58432,1.23674,0.210602,0.0814925,0.12910979986190796,0.24782,1.30766,0.289904,0.717901,,,4.26338,0.225293,0.243019,367.19000244140625,,,,,,,101.69999999999999,4.068,102,4.08,,,,,,,,,,,,,,,,,,,"Ryan Weathers","23796",677960
"Antonio Senzatela","COL",2,4,3,5.51572,10,10,0,0,,49,221,61,33,30,8,16,,2,27,5.02397,2.89365,1.73621,1.37243,0.124185,0.0715265,0.05265824496746063,0.297419,1.55339,0.314582,0.662169,,,5.01583,0.224699,0.115744,735.7000122070312,,,,,,,105.60000000000005,2.1551020408163275,141,2.877551020408163,,,,,,,,,,,,,,,,,,,"Antonio Senzatela","15488",622608
"Bennett Sousa","HOU",1,1,0,3.51959,20,0,0,5,,20,84,17,9,8,2,7,,1,22,9.90858,3.08994,3.20672,1.02356,0.265265,0.0827217,0.18254360556602478,0.228359,1.20451,0.292375,0.745669,,,3.50444,0.224474,0.150571,999,,,,,,,119.2,5.96,114,5.7,,,,,,,,,,,,,,,,,,,"Bennett Sousa","21345",656986
