Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"MJ Melendez","KCR",115,497,443,104,59,23,3,19,58,62,48,1,123,3,3,1,,5,3,0.235413,0.0956837,0.24664,0.387949,0.31132,0.431064,0.321184,0.742384,0.195651,4.4545,0.27968,-0.237134,-1.08827,62.5401,4.40202,105.249,-1.32541,-5.60986,1.6596558094024658,-11.134861469268799,0.732502,384.29998779296875,,,,,,,555.9,4.833913043,555.9,4.833913043,,,,,,,,,,,,,,,,,,,"MJ Melendez","22197",669004
"Brendan Rodgers","HOU",45,196,180,46,31,10,1,5,22,22,12,0,45,2,1,0,,0,0,0.25375,0.0633881,0.227642,0.278456,0.306845,0.395726,0.306102,0.702571,0.141976,3.05008,0.309728,0.019685,-0.292784,22.2846,-0.643139,100.654,-0.273099,-0.0169756,-0.12634789943695068,0.6830243803560734,0.732284,524.719970703125,,,,,,,201.3,4.473333333,201.3,4.473333333,,,,,,,,,,,,,,,,,,,"Brendan Rodgers","17907",663898
"Yasmani Grandal",,36,141,123,29,20,5,0,4,14,14,16,0,30,1,1,0,,1,0,0.233241,0.112375,0.21027,0.534431,0.323577,0.372285,0.308934,0.695862,0.139044,2.41091,0.272966,-0.518416,-0.213976,16.3294,-0.141132,99.1993,-0.732392,-1.24193,-0.8643002957105637,1.50806725025177,0.729466,739.0399780273438,,,,,,,144.4,4.011111111,144.4,4.011111111,,,,,,,,,,,,,,,,,,,"Yasmani Grandal","11368",518735
"DJ LeMahieu","NYY",68,294,260,64,48,10,1,5,31,28,30,1,53,2,2,1,,1,1,0.245374,0.100471,0.181093,0.5548,0.324544,0.349361,0.300134,0.673905,0.103987,2.8454,0.288245,-0.495965,-0.753811,32.0145,-2.37702,94.9045,-1.24978,1.17188,-2.9638748168945312,0.22188341617584229,0.729002,620.9600219726562,,,,,,,275.2,4.047058823,275.2,4.047058823,,,,,,,,,,,,,,,,,,,"DJ LeMahieu","9874",518934
"Paul DeJong","WSN",83,357,326,69,41,13,0,14,37,41,22,0,110,5,3,1,,2,1,0.21022,0.0617622,0.307397,0.20092,0.269167,0.381859,0.28349,0.651026,0.171639,2.76062,0.265146,-0.330441,-0.611719,34.0926,-7.66861,80.8388,-0.942159,2.78358,-9.122158586978912,4.208583950996399,0.72035,448.8900146484375,,,,,,,311.7,3.755421686,311.7,3.755421686,,,,,,,,,,,,,,,,,,,"Paul DeJong","18015",657557
"Andy Pages","LAD",39,168,150,37,22,8,1,7,22,23,13,0,41,3,1,0,,1,1,0.246757,0.0778773,0.244599,0.318387,0.317044,0.441031,0.32783,0.758076,0.194274,3.78241,0.292794,-0.00184105,-0.339959,22.0391,2.38674,112.017,-0.3418,-0.135545,2.0724107027053833,-0.7355454862117767,0.715863,413.510009765625,,,,,,,199,5.102564102,199,5.102564102,,,,,,,,,,,,,,,,,,,"Andy Pages","24816",681624
"Edgar Quero","CHW",39,154,136,32,23,6,0,4,15,17,14,0,31,2,1,0,,1,0,0.236635,0.0893411,0.199568,0.447673,0.31534,0.366093,0.302217,0.681433,0.129458,2.36214,0.27526,-0.0081296,-0.306346,16.9835,-0.984328,95.865,-0.314475,-0.169864,-1.0412003099918365,2.830135926604271,0.713574,999,,,,,,,148.1,3.797435897,148.1,3.797435897,,,,,,,,,,,,,,,,,,,"Edgar Quero","sa3015239",700337
"Oswald Peraza","NYY",49,210,189,44,30,7,0,6,25,24,16,0,50,4,1,1,,7,2,0.232537,0.0754583,0.23666,0.318847,0.302903,0.374722,0.298322,0.677625,0.142185,5.20127,0.281262,-0.0403578,0.182878,22.5613,-2.00414,93.6299,0.14252,0.438732,-1.3881038129329681,1.2887321710586548,0.712729,716.4400024414062,,,,,,,201.8,4.118367346,201.8,4.118367346,,,,,,,,,,,,,,,,,,,"Oswald Peraza","22823",672724
"Alex Verdugo",,71,308,279,71,48,15,1,7,37,32,24,0,47,2,3,1,,2,1,0.254751,0.0779831,0.154178,0.505799,0.315377,0.391062,0.308685,0.706439,0.136311,3.36805,0.282041,0.0307332,-0.5584,35.6588,-0.370459,99.028,-0.527667,0.74217,-0.8779492378234863,-2.557829737663269,0.704999,518.3300170898438,,,,,,,312.6,4.402816901,312.6,4.402816901,,,,,,,,,,,,,,,,,,,"Alex Verdugo","17027",657077
"José Tena","WSN",68,294,273,69,48,13,1,7,31,32,17,0,78,2,2,1,,6,3,0.253813,0.0562861,0.264376,0.212902,0.299614,0.386117,0.299045,0.685731,0.132304,4.80778,0.328771,-0.123717,-0.315002,31.7569,-2.63465,91.3081,-0.438719,-0.677152,-3.494509905576706,0.5228478312492371,0.704233,467.70001220703125,,,,,,,282.6,4.155882352,282.6,4.155882352,,,,,,,,,,,,,,,,,,,"Jose Tena","23691",677588
"Jose Iglesias","SDP",84,364,341,90,65,18,1,5,38,36,15,0,60,5,2,0,,3,2,0.26259,0.042147,0.165651,0.254432,0.301555,0.366723,0.292559,0.668278,0.104133,3.60897,0.30382,-0.320949,-0.627883,37.4178,-5.16224,90.2554,-0.948832,0.16894,-5.190409719944,-0.1310596615076065,0.702298,682.4199829101562,,,,,,,328,3.904761904,328,3.904761904,,,,,,,,,,,,,,,,,,,"Jose Iglesias","10231",578428
"Giancarlo Stanton","NYY",71,308,276,63,34,11,0,18,36,48,29,1,92,2,2,0,,0,0,0.229055,0.0937273,0.298097,0.314419,0.304104,0.467176,0.329879,0.771279,0.238121,1.5132,0.268476,-0.87248,-0.473373,40.9127,4.88346,115.828,-1.34585,0,4.232096791267395,-7.699999809265137,0.702231,462.3900146484375,,,,,,,370.9,5.223943661,370.9,5.223943661,,,,,,,,,,,,,,,,,,,"Giancarlo Stanton","4949",519317
"Jonah Bride","MIA",91,392,334,79,53,16,1,9,42,44,48,0,79,6,4,1,,1,1,0.237732,0.121996,0.20045,0.608613,0.340703,0.376552,0.319412,0.717254,0.13882,2.59098,0.280223,-0.463961,-0.862533,48.7686,2.91318,102.031,-1.32649,1.15683,-0.37445080280303955,-6.143171906471252,0.675061,453.9100036621094,,,,,,,406.2,4.463736263,406.2,4.463736263,,,,,,,,,,,,,,,,,,,"Jonah Bride","24703",681146
"Spencer Torkelson","DET",83,357,314,71,39,17,1,14,43,44,37,0,96,4,3,0,,1,0,0.224723,0.102395,0.268046,0.382006,0.310406,0.414877,0.316013,0.725283,0.190154,2.92296,0.273553,-0.0818612,-0.483552,43.4373,1.67616,107.271,-0.565413,-0.0418431,2.404708743095398,-7.866842947900295,0.664969,443.04998779296875,,,,,,,395.1,4.760240963,395.1,4.760240963,,,,,,,,,,,,,,,,,,,"Spencer Torkelson","27465",679529
"Taylor Walls","TBR",57,245,213,44,29,9,1,4,28,21,29,0,61,1,2,1,,12,3,0.207529,0.116583,0.247873,0.470334,0.30236,0.322732,0.28147,0.625093,0.115204,6.34767,0.267303,0.223715,0.777168,22.9985,-5.66114,85.8327,1.00088,-0.85175,-2.970667600631714,1.223250150680542,0.663021,706.5800170898438,,,,,,,207.2,3.635087719,207.2,3.635087719,,,,,,,,,,,,,,,,,,,"Taylor Walls","22458",670764
"Ramón Laureano","BAL",47,203,184,43,27,9,1,6,24,25,13,0,59,5,1,0,,5,1,0.235534,0.0664833,0.291484,0.228086,0.302379,0.399015,0.306793,0.701394,0.163481,5.46022,0.309665,-0.0256074,-0.0316152,23.1933,-0.553285,102.219,-0.0572226,0.348786,0.45823973417282104,-0.826213538646698,0.660888,599.8900146484375,,,,,,,205.7,4.376595744,205.7,4.376595744,,,,,,,,,,,,,,,,,,,"Ramon Laureano","17128",657656
"Caleb Durbin","MIL",47,203,178,42,28,10,1,3,24,21,18,0,26,5,1,1,,9,2,0.237448,0.0871626,0.126356,0.689818,0.321691,0.359179,0.302816,0.68087,0.12173,5.91328,0.258428,-0.0212935,0.590452,22.5435,-1.203,93.1105,0.569158,-0.197811,-1.103268325328827,0.6271894574165344,0.649,380.07000732421875,,,,,,,200.6,4.268085106,200.6,4.268085106,,,,,,,,,,,,,,,,,,,"Caleb Durbin","sa3017183",702332
"Curtis Mead","TBR",57,245,222,57,38,12,1,6,28,28,16,0,45,4,2,0,,4,1,0.258749,0.0665,0.185286,0.358904,0.319522,0.400713,0.314243,0.720234,0.141963,4.56479,0.299883,-0.08275,-0.278041,29.4609,0.801299,108.886,-0.360791,0.100547,2.130096286535263,-4.024453029036522,0.647845,649.0900268554688,,,,,,,258.9,4.542105263,258.9,4.542105263,,,,,,,,,,,,,,,,,,,"Curtis Mead","23986",678554
"Alex Jackson","NYY",32,128,116,24,13,6,0,5,14,16,9,0,39,2,1,0,,1,0,0.206381,0.0722143,0.301556,0.239473,0.275026,0.389263,0.288462,0.66429,0.182882,3.91611,0.26052,-0.0441006,-0.0846693,12.7358,-2.23735,86.6943,-0.12877,0.320842,-2.0775006264448166,2.8208423852920532,0.644304,748.0700073242188,,,,,,,117.7,3.678125,117.7,3.678125,,,,,,,,,,,,,,,,,,,"Alex Jackson","17276",656577
"Mickey Moniak","LAA",65,280,262,61,37,11,2,11,31,35,14,0,81,3,2,0,,5,2,0.233586,0.0489734,0.290985,0.168302,0.277319,0.414465,0.297489,0.691784,0.180878,5.37474,0.295206,-0.10472,-0.170933,29.8941,-2.85974,91.2789,-0.275653,-0.382848,-3.0697169303894043,-0.08284783363342285,0.638399,586.6099853515625,,,,,,,281.2,4.326153846,281.2,4.326153846,,,,,,,,,,,,,,,,,,,"Mickey Moniak","19956",666160
"Donovan Solano","SEA",86,371,335,85,63,16,0,6,35,33,26,1,84,7,2,0,,1,0,0.252946,0.0693746,0.225422,0.307754,0.317331,0.35494,0.297755,0.672271,0.101994,2.59781,0.31805,-0.718145,-0.55947,39.6889,-3.70992,99.617,-1.27761,-0.377358,-1.4402212649583817,-4.752358496189117,0.63773,626.9299926757812,,,,,,,344.7,4.008139534,344.7,4.008139534,,,,,,,,,,,,,,,,,,,"Donovan Solano","8623",456781
"Jason Heyward","SDP",81,350,315,72,44,16,1,10,40,40,28,1,74,4,2,1,,4,1,0.228264,0.0807163,0.212702,0.379481,0.297619,0.385274,0.297667,0.682893,0.157009,4.35849,0.264533,-0.161068,-0.183983,37.4176,-3.52471,93.6935,-0.345051,0.887812,-2.984507828950882,-2.6621874570846558,0.62056,675.25,,,,,,,335.1,4.137037037,335.1,4.137037037,,,,,,,,,,,,,,,,,,,"Jason Heyward","4940",518792
"Pavin Smith","ARI",76,329,288,72,46,14,1,10,39,40,37,1,69,2,2,0,,2,1,0.248258,0.111056,0.210989,0.526361,0.334107,0.408704,0.324737,0.742811,0.160445,3.52349,0.292116,-0.37211,-0.580314,42.3407,3.85492,106.602,-0.952424,0.0185697,1.6449620127677917,-6.606430321931839,0.619105,378.55999755859375,,,,,,,373.5,4.914473684,373.5,4.914473684,,,,,,,,,,,,,,,,,,,"Pavin Smith","19892",656976
"Agustin Ramírez","MIA",58,238,214,51,32,11,1,7,27,27,19,0,50,2,2,0,,4,1,0.236656,0.0817251,0.210842,0.387612,0.305179,0.394639,0.305517,0.699817,0.157982,4.45455,0.273652,0,0.0494988,26.9024,-0.891589,92.6783,0.0494988,-0.955525,-2.030776020139456,-0.055525362491607666,0.601698,999,,,,,,,242.8,4.186206896,242.8,4.186206896,,,,,,,,,,,,,,,,,,,"Agustin Ramirez","sa3009276",682663
"Jared Triolo","PIT",53,231,204,50,36,10,1,4,24,22,22,0,58,2,2,0,,5,1,0.244163,0.0973959,0.253185,0.384683,0.323312,0.354882,0.301992,0.678195,0.110719,4.82008,0.321159,-0.061297,0.0161222,25.4998,-1.52217,90.3411,-0.0451748,1.32061,-2.713272012770176,0.795608639717102,0.596415,614.0399780273438,,,,,,,227,4.283018867,227,4.283018867,,,,,,,,,,,,,,,,,,,"Jared Triolo","25807",669707
"Connor Wong","BOS",94,371,341,85,55,19,1,10,42,42,22,0,97,5,2,1,,6,3,0.250221,0.0595198,0.261918,0.227246,0.304254,0.399279,0.306739,0.703534,0.149058,4.37234,0.31994,0.231152,-0.609618,42.3945,-1.02776,93.7616,-0.378466,-4.38857,-3.028103768825531,2.8614253997802734,0.595929,229.39999389648438,,,,,,,373.8,3.976595744,373.8,3.976595744,,,,,,,,,,,,,,,,,,,"Connor Wong","19896",657136
"Justin Turner","CHC",83,357,314,79,55,16,0,8,40,38,33,1,68,6,3,0,,1,1,0.251872,0.0938171,0.189193,0.49588,0.332694,0.381703,0.315353,0.714397,0.129831,2.27128,0.293101,-0.940461,-0.758698,43.2477,1.48655,104.466,-1.69916,0.0255588,0.20741403102874756,-6.349441176280379,0.593478,509.92999267578125,,,,,,,366.1,4.410843373,366.1,4.410843373,,,,,,,,,,,,,,,,,,,"Justin Turner","5235",457759
"Wenceel Pérez","DET",65,280,253,60,40,11,4,6,32,28,23,0,58,2,2,1,,7,2,0.239013,0.0809149,0.206556,0.391734,0.304557,0.376762,0.298767,0.681319,0.137749,6.25445,0.287024,0.242039,-0.0197174,30.1821,-2.57176,95.1405,0.222322,0.224715,-1.3345647007226944,-2.275285094976425,0.591172,509.19000244140625,,,,,,,276.8,4.258461538,276.8,4.258461538,,,,,,,,,,,,,,,,,,,"Wenceel Perez","22857",672761
"Austin Hedges","CLE",49,192,173,32,24,5,0,3,16,16,11,0,54,3,2,3,,2,0,0.186287,0.0585843,0.282902,0.207084,0.243656,0.272162,0.231362,0.515818,0.0858749,3.73119,0.247263,-0.182966,-0.00997849,10.2799,-12.1798,47.7788,-0.192945,2.5027,-11.665336802601814,6.252695322036743,0.590527,999,,,,,,,94.7,1.932653061,94.7,1.932653061,,,,,,,,,,,,,,,,,,,"Austin Hedges","12976",595978
"Chris Taylor","LAD",63,273,240,53,34,11,1,7,32,28,28,1,87,3,2,1,,6,1,0.220596,0.102359,0.319322,0.32055,0.307571,0.361366,0.295973,0.668936,0.14077,5.54227,0.312571,-0.140589,0.278842,28.8136,-3.12146,90.5751,0.138253,-0.29875,-2.938568562269211,-0.523749977350235,0.581335,727.1799926757812,,,,,,,261.8,4.155555555,261.8,4.155555555,,,,,,,,,,,,,,,,,,,"Chris Taylor","13757",621035
"Carlos Narvaez","BOS",50,198,173,37,25,8,0,4,21,20,21,1,59,3,1,0,,2,1,0.216141,0.104196,0.296509,0.351409,0.307453,0.338791,0.288594,0.646244,0.12265,3.48264,0.297175,-0.0413703,-0.18581,19.7616,-3.44681,80.9979,-0.22718,0.0312195,-4.540860533714294,3.9062194656580687,0.57681,739.8800048828125,,,,,,,168,3.36,168,3.36,,,,,,,,,,,,,,,,,,,"Carlos Narvaez","19722",665966
"Tyler Heineman","TOR",36,141,122,26,20,4,1,2,14,12,13,0,30,2,1,2,,2,1,0.212641,0.0955652,0.211575,0.451684,0.301316,0.295647,0.271836,0.596963,0.0830063,4.79096,0.266391,-0.150024,-0.0432206,12.1253,-4.34525,76.3534,-0.193244,0.874554,-4.002825364470482,3.6245540976524353,0.562699,750.9099731445312,,,,,,,105.7,2.936111111,105.7,2.936111111,,,,,,,,,,,,,,,,,,,"Tyler Heineman","13897",623168
"Edmundo Sosa","PHI",41,175,161,39,26,7,2,4,21,19,7,0,42,5,1,1,,3,1,0.245588,0.0416478,0.240506,0.173168,0.297973,0.39431,0.301705,0.692283,0.148722,6.39589,0.304999,0.184428,-0.0573262,19.2776,-1.19355,92.1453,0.127102,0.270941,-1.5166248232126236,1.0459411442279816,0.553258,526.9299926757812,,,,,,,165.6,4.03902439,165.6,4.03902439,,,,,,,,,,,,,,,,,,,"Edmundo Sosa","17022",624641
"Austin Slater","CHW",49,210,183,43,30,7,1,5,25,19,22,0,60,3,1,0,,4,1,0.234053,0.1061,0.285818,0.371217,0.324851,0.362546,0.306508,0.687396,0.128493,4.68313,0.316538,0.186986,-0.0779611,23.945,-0.620425,98.8837,0.109025,0.746601,-0.1592080071568489,-1.5033990740776062,0.551281,750.4600219726562,,,,,,,210.6,4.297959183,210.6,4.297959183,,,,,,,,,,,,,,,,,,,"Austin Slater","16153",596103
