team,n,total_salary,sgpar,PA,AB,H,HR,R,RBI,SB,AVG,IP,W,SV,SO,ER,WH,ERA,WHIP,hr_pts,r_pts,rbi_pts,sb_pts,avg_pts,w_pts,sv_pts,so_pts,era_pts,whip_pts,hit_pts,pit_pts,total_pts,rank,sim_num
LOUISVILLE SLUGGERS,23,224,10.733664066145149,7847,7064,1859,250,1001,940,191,0.26316534541336356,951,60,93,974,414.8641888888889,1191.84913,3.926159516298633,1.2532588117770769,7,9,8,9,10,3,10,2,6,5,43,26,69,3,33
HOOSIERS,23,227,10.282102145768569,7907,7001,1763,260,1002,969,218,0.25182116840451363,1327,81,0,1149,589.2412566666668,1709.55062,3.9963611981914102,1.288282305953278,9,10,10,10,3,9,2,6,2,2,42,21,63,4,33
MELONHEADS,20,270,10.573949777600715,7468,6655,1688,242,939,907,181,0.25364387678437267,1070,69,0,1099,443.7362077777778,1254.25359,3.7323606261682247,1.17219961682243,5,7,5,8,4,6,2,4,10,10,29,32,61,5,33
BLUE SOCKS,21,270,10.068122307622232,6856,6178,1588,222,845,848,155,0.25704111362900617,1302,82,29,1282,553.2069022222222,1599.7920499999998,3.8240108448540706,1.2287189324116743,2,2,1,7,7,10,5,9,8,8,19,40,59,6,33
BIG RED MACHINE,23,211,9.789752189082522,7573,6724,1668,268,936,928,121,0.2480666270077335,1119,68,86,1067,476.68351888888895,1396.3276799999999,3.8339157015192136,1.2478352815013403,10,6,7,1,2,5,9,3,7,6,26,30,56,7,33
FREE BIRDS,23,243,9.235729593059364,7488,6649,1704,228,913,892,141,0.2562791397202587,1270,77,22,1240,577.3376922222224,1630.53429,4.091369472440946,1.2838852677165355,3,4,3,5,5,8,4,8,1,3,20,24,44,8,33
ERIE LAKERS,23,191,8.047389246144776,7284,6483,1674,243,913,899,128,0.2582137899120777,901,53,53,888,399.12602111111113,1138.8421500000002,3.986830399556049,1.2639757491675918,6,4,4,3,9,2,7,1,3,4,26,17,43,9,33
FREE AT LAST,22,221,8.107206915303255,7242,6377,1570,239,892,865,122,0.2461972714442528,1163,66,19,1103,514.3413566666667,1503.68039,3.980285649183147,1.292932407566638,4,3,2,2,1,4,3,5,4,1,12,17,29,10,33
WESTSIDE MARAUDERS,23,270,11.031404368942848,7526,6677,1709,260,969,928,148,0.255953272427737,1292,82,43,1332,552.9471466666666,1568.203216,3.8517990092879253,1.2137795789473684,9,8,8,5,7,9,6,9,8,9,37,41,78,1,34
LOUISVILLE SLUGGERS,23,214,10.533782606474158,7669,6893,1834,242,988,913,172,0.2660670245176266,954,58,105,991,416.9360200000001,1201.5937399999998,3.933358679245284,1.259532222222222,6,9,7,9,10,2,10,2,5,5,41,24,65,2,34
NATIONAL PASTIME,23,246,10.255362353395416,7387,6608,1680,253,908,913,141,0.2542372881355932,1147,72,79,1156,492.7799877777778,1425.0420700000002,3.8666258849171755,1.2424080819529209,7,5,7,4,5,6,9,7,7,7,28,36,64,3,34
BIG RED MACHINE,23,208,9.810911787177654,7587,6750,1688,265,944,933,134,0.25007407407407406,1172,71,59,1110,510.18614666666673,1473.30465,3.917811706484642,1.2570858788395904,10,7,9,3,2,5,8,6,6,6,31,31,62,4,34
HOOSIERS,23,224,10.16896905451718,7919,7040,1765,253,995,947,220,0.2507102272727273,1263,75,18,1107,568.186728888889,1596.27803,4.048836547901821,1.2638780918448138,7,10,10,10,3,7,3,5,3,3,40,21,61,5,34
BLUE SOCKS,21,270,10.001881667963676,7346,6643,1724,223,895,893,152,0.25952130061719103,1082,69,48,1095,449.2115444444445,1331.8324699999998,3.7365100739371537,1.2308987707948242,3,3,6,7,8,4,7,4,9,8,27,32,59,6,34
MELONHEADS,18,270,10.141082834462383,6063,5397,1378,216,795,770,163,0.25532703353715025,1188,78,0,1240,488.6008811111111,1395.1092,3.701521826599327,1.1743343434343436,2,1,3,8,6,8,2,8,10,10,20,38,58,7,34
FREE BIRDS,23,237,8.957024319907756,7260,6453,1629,226,861,865,129,0.2524407252440725,1366,84,0,1348,606.4971444444445,1720.56143,3.9959548316251836,1.2595618081991216,4,2,4,2,4,10,2,10,4,4,16,30,46,8,34
ERIE LAKERS,23,204,8.230942727131323,7389,6569,1711,254,933,928,120,0.2604658243263815,971,58,34,882,438.74564000000004,1263.3935099999999,4.06664341915551,1.3011261688980431,8,6,8,1,9,2,5,1,2,1,32,11,43,9,34
FREE AT LAST,22,225,8.208396860787735,7298,6424,1578,240,903,872,150,0.24564134495641346,1163,66,27,1040,530.71402,1505.47905,4.106987257093723,1.2944789767841787,5,4,5,6,1,3,4,3,1,2,21,13,34,10,34
WESTSIDE MARAUDERS,23,259,10.911891111241351,7428,6648,1703,250,938,915,181,0.25616726835138387,1295,79,49,1304,554.5608533333334,1589.3180760000002,3.854090872586873,1.2272726455598457,6,6,6,8,7,9,8,9,7,9,33,42,75,1,35
MELONHEADS,23,270,10.778117779853986,7475,6692,1690,255,938,925,175,0.2525403466826061,1378,87,0,1353,577.9516077777778,1649.58732,3.7747202249637155,1.1970880406386066,7,6,7,6,4,10,3,10,10,10,30,43,73,2,35
LOUISVILLE SLUGGERS,23,214,10.654928409385354,7613,6837,1789,249,987,925,190,0.2616644727219541,938,60,103,972,400.60485,1162.25914,3.8437565565031986,1.2390822388059701,5,9,7,9,10,3,10,2,8,6,40,29,69,3,35
NATIONAL PASTIME,23,254,10.503054114670686,7751,6967,1771,263,939,944,139,0.2541983637146548,1135,73,84,1131,493.8403366666667,1400.88143,3.9159145638766524,1.2342567665198236,9,7,9,5,6,6,9,6,5,7,36,33,69,3,35
HOOSIERS,23,232,10.192649662124955,7907,6975,1754,258,1012,959,201,0.2514695340501792,1121,71,33,1105,481.5647577777778,1425.3869699999998,3.866264781445139,1.2715316413916145,8,10,10,10,2,5,7,4,6,3,40,25,65,4,35
BLUE SOCKS,21,270,10.053615714914187,7407,6681,1715,224,900,886,178,0.256698099086963,1153,73,29,1124,489.9589766666667,1419.60295,3.824484640069384,1.2312254553339115,1,4,4,7,8,6,6,5,9,8,24,34,58,5,35
BIG RED MACHINE,23,204,9.78343246856159,7615,6737,1699,267,960,936,120,0.25218940181089505,1259,75,27,1189,560.1369000000001,1586.56575,4.0041557585385235,1.2601793089753772,10,8,8,3,3,7,4,7,3,4,32,25,57,6,35
FREE BIRDS,23,255,9.234533283572288,7369,6528,1657,231,894,886,129,0.2538296568627451,1253,78,27,1281,552.0135266666668,1566.9437200000002,3.9649814365522755,1.2505536472466083,2,3,4,4,5,8,4,8,4,5,18,29,47,7,35
ERIE LAKERS,23,194,7.935403323154458,7288,6437,1661,238,918,889,120,0.25803945937548545,1018,58,28,931,456.7068133333333,1299.53753,4.037683025540275,1.276559459724951,4,5,5,3,9,2,5,1,2,2,26,12,38,8,35
FREE AT LAST,22,226,8.109537896010103,7396,6561,1642,234,900,882,129,0.2502667276329828,1150,65,33,1011,532.0852911111111,1510.64718,4.16414575652174,1.3136062434782607,3,4,3,4,1,4,7,3,1,1,15,16,31,9,35
