Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Packy Naughton","STL",3,2,,3.70675,28,11,,,,60.7,259,60,27,25,6,17,1,1,51,7.56178,2.52059,3,0.889621,0.196911,0.0656371,0.13127413392066956,0.248963,1.26853,0.293478,0.728863,,,3.66071,0.886291,0.916926,999,,,,,,,267.38000564575196,4.404942377018907,273.50000381469727,4.505766068815001,,,,,,,,,,,,,,,,,,,"Packy Naughton","23292",676050
"Ian Seymour","TBR",5,5,,4.28179,22,22,,,,109.3,469,102,56,52,14,38,0,10,97,7.98719,3.129,2.55263,1.15279,0.206823,0.0810235,0.12579956650733948,0.24228,1.28088,0.283871,0.697674,,,4.37417,0.88628,0.899178,999,,,,,,,421.4200225830078,3.8556268144242316,414.50001525878906,3.7923147638203374,,,,,,,,,,,,,,,,,,,"Ian Seymour","sa3014512",693855
"Jake Bloss","TOR",5,6,,4.31633,24,24,,,,98,422,94,51,47,14,37,0,2,80,7.34694,3.39796,2.16216,1.28571,0.189573,0.0876777,0.10189574211835861,0.245431,1.33673,0.276817,0.718133,,,4.58485,0.883341,0.865359,999,,,,,,,351.6,3.5877551020408167,351,3.5816326530612246,,,,,,,,,,,,,,,,,,,"Jake Bloss","33168",814005
"Ryan Gusto","HOU",6,5,,4.30435,25,20,,,,115,497,113,59,55,15,41,0,5,92,7.2,3.2087,2.2439,1.17391,0.185111,0.082495,0.10261569172143936,0.250554,1.33913,0.284884,0.714286,,,4.46213,0.882296,1.03656,999,,,,,,,418.7,3.640869565217391,426,3.7043478260869565,,,,,,,,,,,,,,,,,,,"Ryan Gusto","sa3011818",687473
"Jared Shuster","CHW",4,6,,4.63022,32,14,,,,93.3,404,94,52,48,11,36,0,0,71,6.84887,3.47267,1.97222,1.06109,0.175743,0.0891089,0.08663366734981537,0.255435,1.39335,0.29021,0.680628,,,4.33475,0.881716,0.397375,999,,,,,,,344.7200225830078,3.6947482455255196,357.50001525878906,3.83172565450472,,,,,,,,,,,,,,,,,,,"Jared Shuster","27472",694363
"Griffin Jax","MIN",7,4,,3.34286,58,3,,,,70,284,58,28,26,8,20,1,3,81,10.4143,2.57143,4.05,1.02857,0.285211,0.0704225,0.21478872746229172,0.222222,1.11429,0.290698,0.748503,,,3.32362,0.880807,0.977129,999,,,,,,,361.8,5.168571428571429,339,4.8428571428571425,,,,,,,,,,,,,,,,,,,"Griffin Jax","20253",643377
"Kenny Rosenberg",,6,7,,4.5,22,17,,,,106,460,108,57,53,15,37,1,4,90,7.64151,3.14151,2.43243,1.27358,0.195652,0.0804348,0.11521738767623901,0.257757,1.36792,0.296178,0.709677,,,4.46837,0.877452,0.864545,999,,,,,,,376.1000000000001,3.5481132075471704,392,3.69811320754717,,,,,,,,,,,,,,,,,,,"Kenny Rosenberg","20009",670046
"Domingo Germán",,4,6,,4.58864,19,16,,,,86.3,372,86,48,44,12,31,0,4,73,7.61298,3.23291,2.35484,1.25145,0.196237,0.0833333,0.11290322989225388,0.255193,1.35574,0.293651,0.688623,,,4.49904,0.875455,0.677123,999,,,,,,,308.42002258300784,3.5738124180370554,316.50001525878906,3.6674392128233233,,,,,,,,,,,,,,,,,,,"Domingo German","17149",593334
"Josh Hader","HOU",8,4,,3.13433,62,0,,,,60.3,242,42,23,21,7,23,0,2,84,12.5373,3.43284,3.65217,1.04478,0.347107,0.0950413,0.25206612050533295,0.193548,1.07794,0.277778,0.76087,,,3.13331,0.873237,0.809462,999,,,,,,,343.919994354248,5.703482565599666,303.49999618530273,5.033167496273712,,,,,,,,,,,,,,,,,,,"Josh Hader","14212",623352
"Andry Lara","WSN",8,12,,4.57895,24,24,,,,114,494,116,63,58,15,39,0,4,83,6.55263,3.07895,2.12821,1.18421,0.168016,0.0789474,0.08906883001327515,0.257206,1.35965,0.286119,0.686567,,,4.55244,0.870121,0.778077,999,,,,,,,394.5,3.460526315789474,412,3.6140350877192984,,,,,,,,,,,,,,,,,,,"Andry Lara","sa3014716",691251
"Huascar Ynoa","MIN",6,6,,4.27046,24,19,,,,84.3,365,80,43,40,11,34,0,3,81,8.64769,3.62989,2.38235,1.17438,0.221918,0.0931507,0.12876712530851364,0.243902,1.35231,0.292373,0.720081,,,4.25782,0.869756,0.821248,999,,,,,,,331.52002258300786,3.932621715084209,329.50001525878906,3.9086595887367332,,,,,,,,,,,,,,,,,,,"Huascar Ynoa","20468",660623
"Joey Wentz","PIT",4,4,,4.29621,33,10,,,,81.7,359,79,42,39,10,35,0,2,82,9.03305,3.85557,2.34286,1.10159,0.228412,0.097493,0.1309192180633545,0.245342,1.39535,0.3,0.72,,,4.10895,0.868711,0.753035,999,,,,,,,329.1799774169922,4.029130841039458,331.49998474121094,4.057527504575303,,,,,,,,,,,,,,,,,,,"Joey Wentz","19962",666214
"James Hicks","HOU",5,4,,4.06989,23,12,,,,97.3,418,95,48,44,12,29,0,5,76,7.0298,2.68243,2.62069,1.10997,0.181818,0.069378,0.11244019865989685,0.247396,1.27441,0.280405,0.708955,,,4.25589,0.867987,0.972054,999,,,,,,,375.42002258300784,3.858376267298848,380.50001525878906,3.9105858512294773,,,,,,,,,,,,,,,,,,,"James Hicks","sa3023161",801802
"Garrett Burhenn","DET",4,6,,4.41176,24,22,,,,102,443,104,54,50,13,33,0,4,77,6.79412,2.91176,2.33333,1.14706,0.173815,0.0744921,0.09932279586791992,0.256158,1.34314,0.287975,0.698653,,,4.40177,0.866338,0.797141,999,,,,,,,367.5000000000001,3.602941176470589,384,3.764705882352941,,,,,,,,,,,,,,,,,,,"Garrett Burhenn","sa3018173",696148
"Matt Strahm","PHI",5,4,,3.45,53,4,,,,60,239,49,25,23,8,15,1,4,68,10.2,2.25,4.53333,1.2,0.284519,0.0627615,0.22175733000040054,0.222727,1.06667,0.284722,0.738636,,,3.58315,0.859634,0.85523,999,,,,,,,297.20000000000005,4.953333333333334,275,4.583333333333333,,,,,,,,,,,,,,,,,,,"Matt Strahm","13799",621381
"Trenton Denholm","CLE",6,7,,4.28571,22,20,,,,111.3,483,117,57,53,14,34,0,3,74,5.98383,2.74933,2.17647,1.13208,0.153209,0.0703934,0.0828157290816307,0.262332,1.35669,0.28771,0.715373,,,4.46926,0.856215,1.06277,999,,,,,,,384.22002258300796,3.4521115188499523,411.50001525878906,3.697214770671923,,,,,,,,,,,,,,,,,,,"Trenton Denholm","sa3018139",671143
"Félix Bautista","BAL",6,2,,2.71758,54,0,,,,56.3,220,39,18,17,6,20,1,1,76,12.1492,3.19716,3.8,0.959147,0.345455,0.0909091,0.2545454502105713,0.19598,1.04796,0.282051,0.810277,,,2.9711,0.853972,1.10969,999,,,,,,,330.41999435424805,5.868916497901883,292.49999618530273,5.195381885418553,,,,,,,,,,,,,,,,,,,"Felix Bautista","20666",642585
"Lael Lockhart","DET",5,7,,4.30315,24,18,,,,98.3,430,94,51,47,12,41,0,5,89,8.14852,3.75381,2.17073,1.09868,0.206977,0.0953488,0.11162790656089783,0.244792,1.37335,0.289753,0.71066,,,4.34654,0.852195,0.830798,999,,,,,,,375.42002258300784,3.819125238331257,375.50001525878906,3.8199389989955277,,,,,,,,,,,,,,,,,,,"Lael Lockhart","sa3017502",679712
"Drue Hackenberg","ATL",5,6,,4.37838,23,23,,,,111,493,106,58,54,12,48,0,12,97,7.86486,3.89189,2.02083,0.972973,0.196755,0.0973631,0.09939147531986237,0.244804,1.38739,0.290123,0.699708,,,4.44576,0.84879,1.19763,999,,,,,,,412.20000000000005,3.7135135135135138,413,3.720720720720721,,,,,,,,,,,,,,,,,,,"Drue Hackenberg","sa3023304",802357
"Billy Corcoran","ARI",7,7,,4.17857,22,22,,,,112,488,118,56,52,13,34,1,5,74,5.94643,2.73214,2.17647,1.04464,0.151639,0.0696721,0.08196721225976944,0.262806,1.35714,0.290055,0.717489,,,4.39862,0.847362,1.48946,999,,,,,,,393.1000000000001,3.509821428571429,422,3.767857142857143,,,,,,,,,,,,,,,,,,,"Billy Corcoran","sa3020172",682225
"Dane Dunning","TEX",5,7,,4.67967,25,18,,,,107.7,468,106,61,56,15,39,0,7,94,7.85515,3.25905,2.41026,1.25348,0.200855,0.0833333,0.11752136796712875,0.251185,1.34633,0.290735,0.677419,,,4.51281,0.846639,0.45177,999,,,,,,,386.87997741699223,3.5922004492062953,393.49998474121094,3.6536675570224646,,,,,,,,,,,,,,,,,,,"Dane Dunning","19409",641540
"Tanner Gordon","COL",6,8,,4.90909,21,21,,,,99,430,112,58,54,15,25,0,2,67,6.09091,2.27273,2.68,1.36364,0.155814,0.0581395,0.097674410790205,0.277916,1.38384,0.302181,0.681035,,,4.60082,0.846271,1.0674,999,,,,,,,309.90000000000003,3.130303030303031,353,3.5656565656565657,,,,,,,,,,,,,,,,,,,"Tanner Gordon","27669",685299
"Chris Flexen","CHC",5,9,,4.9305,26,22,,,,122.3,544,135,72,67,18,47,1,2,93,6.84383,3.45871,1.97872,1.32461,0.170956,0.0863971,0.08455882221460342,0.272727,1.48814,0.304688,0.701531,,,4.76092,0.845345,0.359998,999,,,,,,,371.6200225830079,3.0385937310707747,416.50001525878906,3.4055601379055136,,,,,,,,,,,,,,,,,,,"Chris Flexen","13896",623167
"Aaron Bummer","ATL",4,3,,3.13346,54,0,,,,51.7,227,45,19,18,2,22,2,3,61,10.619,3.82979,2.77273,0.348162,0.268722,0.0969163,0.17180617153644562,0.222772,1.29594,0.309353,0.747664,,,2.76029,0.845068,0.863297,999,,,,,,,287.98000564575193,5.5702127929597065,279.50000381469727,5.406189549131566,,,,,,,,,,,,,,,,,,,"Aaron Bummer","16258",607481
"Dom Hamel","NYM",5,7,,4.66667,23,22,,,,108,475,103,61,56,13,49,0,5,92,7.66667,4.08333,1.87755,1.08333,0.193684,0.103158,0.09052631258964539,0.244656,1.40741,0.28481,0.68012,,,4.52759,0.844085,0.597439,999,,,,,,,393.50000000000006,3.643518518518519,393,3.638888888888889,,,,,,,,,,,,,,,,,,,"Dom Hamel","sa3017949",687589
"Hyun-il Choi","WSN",6,8,,4.62236,21,17,,,,99.3,430,102,55,51,13,26,0,9,74,6.70695,2.3565,2.84615,1.17825,0.172093,0.0604651,0.11162790283560753,0.258228,1.28902,0.288961,0.664845,,,4.43536,0.842011,0.620817,999,,,,,,,352.72002258300785,3.5520645694155797,370.50001525878906,3.731117863769597,,,,,,,,,,,,,,,,,,,"Hyun-il Choi","sa3009992",683425
"Keaton Winn","SFG",6,6,,4.3299,21,17,,,,87.3,373,84,45,42,10,27,0,6,76,7.83505,2.7835,2.81481,1.03093,0.203753,0.0723861,0.1313672959804535,0.247059,1.27148,0.291339,0.680412,,,4.0485,0.841508,0.814583,999,,,,,,,357.6200225830079,4.096449141828605,359.50001525878906,4.11798399417754,,,,,,,,,,,,,,,,,,,"Keaton Winn","23499",676775
"Victor Santos","STL",6,7,,4.27184,27,14,,,,92.7,392,91,48,44,10,26,0,4,62,6.01942,2.52427,2.38462,0.970874,0.158163,0.0663265,0.09183673560619354,0.251381,1.26214,0.27931,0.669903,,,4.20208,0.840927,0.764524,999,,,,,,,360.37997741699223,3.887594274875819,367.49998474121094,3.964401260405647,,,,,,,,,,,,,,,,,,,"Victor Santos","sa3003083",673257
"José Alvarado","PHI",4,2,,3.31579,60,0,,,,57,239,46,23,21,4,25,2,1,64,10.1053,3.94737,2.56,0.631579,0.267782,0.104603,0.163179911673069,0.215962,1.24561,0.289655,0.733945,,,3.20157,0.838561,0.724515,999,,,,,,,303,5.315789473684211,283,4.964912280701754,,,,,,,,,,,,,,,,,,,"Jose Alvarado","17780",621237
"Darren McCaughan","MIN",4,5,,4.63415,23,19,,,,110.7,481,118,62,57,16,31,0,7,84,6.82927,2.52033,2.70968,1.30081,0.174636,0.0644491,0.1101871058344841,0.266366,1.34598,0.297376,0.687204,,,4.55763,0.829535,0.531329,999,,,,,,,369.5799774169922,3.33857260709582,399.49998474121094,3.608852716843319,,,,,,,,,,,,,,,,,,,"Darren McCaughan","20038",670766
"Blade Tidwell","NYM",7,8,,4.44548,24,20,,,,107.3,470,100,57,53,13,49,0,6,95,7.96831,4.10997,1.93878,1.0904,0.202128,0.104255,0.09787234663963318,0.240964,1.38863,0.283388,0.703364,,,4.50851,0.829174,0.920059,999,,,,,,,399.1200225830079,3.719664596752026,392.50001525878906,3.657968351309931,,,,,,,,,,,,,,,,,,,"Blade Tidwell","sa3020177",694918
"Sean Boyle","NYY",5,6,,4.33333,21,14,,,,81,344,78,42,39,10,21,0,8,65,7.22222,2.33333,3.09524,1.11111,0.188953,0.0610465,0.12790697813034058,0.247619,1.22222,0.283333,0.670588,,,4.24055,0.826336,0.755945,999,,,,,,,316.59999999999997,3.9086419753086417,318,3.925925925925926,,,,,,,,,,,,,,,,,,,"Sean Boyle","sa3007618",682044
"JP Sears","ATH",8,10,,4.47793,26,25,,,,142.7,604,141,77,71,23,41,1,10,116,7.31605,2.58584,2.82927,1.4506,0.192053,0.0678808,0.12417218089103699,0.254973,1.2754,0.285024,0.700935,,,4.70818,0.825423,0.76946,999,,,,,,,485.47997741699214,3.4021022270454395,493.49998474121094,3.458304101577558,,,,,,,,,,,,,,,,,,,"JP Sears","23429",676664
"Carson Ragsdale","SFG",5,6,,4.30315,23,23,,,,98.3,432,96,51,47,13,38,0,6,95,8.69786,3.47915,2.5,1.19023,0.219907,0.087963,0.131944440305233,0.247423,1.36317,0.296429,0.716753,,,4.29568,0.823539,0.927448,999,,,,,,,375.92002258300784,3.8242117081631726,380.50001525878906,3.870803697314686,,,,,,,,,,,,,,,,,,,"Carson Ragsdale","sa3014922",685068
"Brock Selvidge","NYY",7,7,,4.57478,20,20,,,,102.3,443,100,56,52,13,37,0,4,77,6.77419,3.25513,2.08108,1.14369,0.173815,0.0835214,0.09029344469308853,0.248756,1.3392,0.278846,0.681818,,,4.51545,0.823344,0.752015,999,,,,,,,368.1200225830079,3.5984360860357034,373.50001525878906,3.6510264332037208,,,,,,,,,,,,,,,,,,,"Brock Selvidge","sa3017950",691795
"Marco Raya","MIN",4,4,,4.46933,29,29,,,,102.7,447,99,55,51,13,41,0,6,86,7.53651,3.59299,2.09756,1.13924,0.192394,0.0917226,0.10067114233970642,0.2475,1.36319,0.285714,0.697865,,,4.5102,0.818991,0.783776,999,,,,,,,373.6799774169923,3.638558797672761,375.49998474121094,3.6562803885033417,,,,,,,,,,,,,,,,,,,"Marco Raya","sa3014550",694397
"Angel Bastardo","TOR",5,4,,4.19453,20,20,,,,98.7,421,92,50,46,13,39,0,3,82,7.4772,3.55623,2.10256,1.18541,0.194774,0.0926366,0.10213776677846909,0.242744,1.32725,0.278169,0.718085,,,4.49373,0.818496,1.01282,999,,,,,,,369.27997741699227,3.741438590019825,362.49998474121094,3.6727456529842066,,,,,,,,,,,,,,,,,,,"Angel Bastardo","sa3009716",682785
"Sean Sullivan","PIT",5,6,,4.39681,22,19,,,,100.3,437,104,53,49,12,33,0,5,69,6.19143,2.96112,2.09091,1.07677,0.157895,0.0755149,0.08237985521554947,0.260652,1.3659,0.289308,0.698835,,,4.48253,0.817462,1.06642,999,,,,,,,348.2200225830079,3.4717847655828677,369.50001525878906,3.6839481955759856,,,,,,,,,,,,,,,,,,,"Sean Sullivan","sa3018185",696155
"Robinson Pina","MIA",7,9,,4.5311,23,19,,,,101.3,450,106,55,51,12,38,0,7,79,7.01876,3.37611,2.07895,1.06614,0.175556,0.0844444,0.09111111611127853,0.261728,1.42152,0.299363,0.699686,,,4.47941,0.812724,0.92365,999,,,,,,,349.42002258300784,3.4493584605765175,373.50001525878906,3.6870681540646597,,,,,,,,,,,,,,,,,,,"Robinson Pina","sa3003123",673820
"Kohl Drake","TEX",6,8,,4.63022,23,18,,,,93.3,404,89,52,48,14,32,0,5,85,8.19936,3.08682,2.65625,1.35048,0.210396,0.0792079,0.13118811696767807,0.242507,1.29689,0.279851,0.680473,,,4.48481,0.81243,0.492397,999,,,,,,,345.8200225830079,3.706538170113088,343.50001525878906,3.6816720688447755,,,,,,,,,,,,,,,,,,,"Kohl Drake","sa3021723",684442
"Bruce Zimmermann","MIL",4,5,,4.31015,22,17,,,,87.7,382,94,45,42,12,25,0,3,71,7.2862,2.56556,2.84,1.23147,0.185864,0.065445,0.12041883915662766,0.265537,1.3569,0.302583,0.72407,,,4.28393,0.809802,0.732254,999,,,,,,,314.97997741699226,3.591562011146747,340.49998474121094,3.882554123031081,,,,,,,,,,,,,,,,,,,"Bruce Zimmermann","20370",669145
"Jaime Barria",,5,6,,4.08247,28,14,,,,97,411,98,48,44,13,27,1,2,74,6.86598,2.50515,2.74074,1.20619,0.180049,0.0656934,0.11435522884130478,0.256545,1.28866,0.288136,0.720974,,,4.27988,0.80893,0.957089,999,,,,,,,364.1000000000001,3.7536082474226813,377,3.88659793814433,,,,,,,,,,,,,,,,,,,"Jaime Barria","18356",642545
"Caleb Ferguson","PIT",3,3,,3.41772,61,2,,,,55.3,242,49,23,21,3,21,0,5,59,9.60217,3.41772,2.80952,0.488246,0.243802,0.0867769,0.1570247933268547,0.226852,1.26582,0.298701,0.714286,,,3.1484,0.806675,0.759445,999,,,,,,,284.91999435424805,5.1522603668193625,277.49999618530273,5.018083182889627,,,,,,,,,,,,,,,,,,,"Caleb Ferguson","19349",657571
"Max Castillo",,5,5,,4.63308,22,18,,,,91.3,396,94,51,47,12,29,0,4,66,6.50602,2.85871,2.27586,1.18291,0.166667,0.0732323,0.09343434870243073,0.258953,1.34721,0.287719,0.677966,,,4.51369,0.806197,0.587442,999,,,,,,,316.6200225830079,3.467908127051393,333.50001525878906,3.652793035173597,,,,,,,,,,,,,,,,,,,"Max Castillo","21956",666721
"Robbie Ray","SFG",6,6,,4.14534,20,19,,,,97.7,413,92,49,45,16,33,0,4,101,9.30399,3.03992,3.06061,1.4739,0.244552,0.0799031,0.16464891284704208,0.244681,1.27943,0.293436,0.740741,,,4.36402,0.805512,1.08668,999,,,,,,,377.9799774169922,3.8687818753692684,371.49998474121094,3.802456462081752,,,,,,,,,,,,,,,,,,,"Robbie Ray","11486",592662
"Mick Abel","PHI",6,7,,4.78632,23,23,,,,105.3,467,101,61,56,13,51,0,6,91,7.77778,4.35897,1.78431,1.11111,0.194861,0.109208,0.08565310388803482,0.246341,1.44349,0.287582,0.68012,,,4.66695,0.799993,0.5105,999,,,,,,,367.7200225830079,3.4921178720409296,368.50001525878906,3.4995252096779264,,,,,,,,,,,,,,,,,,,"Mick Abel","sa3014534",690953
"Matt Osterberg","PHI",5,5,,4.78125,21,20,,,,96,418,106,55,51,13,25,0,3,58,5.4375,2.34375,2.32,1.21875,0.138756,0.0598086,0.07894736528396606,0.271795,1.36458,0.291536,0.673759,,,4.59356,0.796061,0.515437,999,,,,,,,306.9000000000001,3.196875000000001,343,3.5729166666666665,,,,,,,,,,,,,,,,,,,"Matt Osterberg","sa3017462",684296
"Glenn Otto","HOU",6,5,,4.36302,22,18,,,,88.7,384,81,46,43,11,38,0,6,85,8.62458,3.85569,2.23684,1.11612,0.221354,0.0989583,0.1223958358168602,0.238235,1.3416,0.286885,0.704633,,,4.35025,0.795865,0.752683,999,,,,,,,348.47997741699226,3.9287484713256045,338.49998474121094,3.816234457580995,,,,,,,,,,,,,,,,,,,"Glenn Otto","21366",657248
"Jordan Balazovic","DET",6,6,,4.05694,31,11,,,,84.3,365,78,41,38,9,35,0,3,76,8.11388,3.73665,2.17143,0.960854,0.208219,0.0958904,0.11232877522706985,0.238532,1.34045,0.285124,0.717131,,,4.10361,0.792655,0.824702,999,,,,,,,348.32002258300776,4.1319099640975,342.50001525878906,4.062870733806543,,,,,,,,,,,,,,,,,,,"Jordan Balazovic","21866",666364
"River Ryan","LAD",3,3,,4.23877,26,25,,,,91.3,393,84,46,43,11,37,0,6,82,8.08324,3.64732,2.21622,1.08434,0.208651,0.0941476,0.11450380831956863,0.24,1.3253,0.284047,0.710227,,,4.34939,0.792051,1.06495,999,,,,,,,356.92002258300784,3.909310083819718,348.50001525878906,3.8170865674694996,,,,,,,,,,,,,,,,,,,"River Ryan","29514",689981
"José Urquidy",,5,6,,4.27666,19,17,,,,94.7,394,93,49,45,14,24,0,3,72,6.84266,2.28089,3,1.33052,0.182741,0.0609137,0.12182741612195969,0.253406,1.23548,0.281139,0.698152,,,4.42308,0.791862,0.834524,999,,,,,,,349.77997741699227,3.6935584866825577,354.49998474121094,3.743400170698645,,,,,,,,,,,,,,,,,,,"Jose Urquidy","18413",664353
"Beau Brieske","DET",4,5,,4.01487,45,12,,,,80.7,340,72,39,36,9,29,1,3,74,8.25279,3.2342,2.55172,1.00372,0.217647,0.0852941,0.13235294073820114,0.233766,1.25155,0.28,0.701357,,,3.97193,0.790729,0.744512,999,,,,,,,351.27997741699215,4.352911904597584,338.49998474121094,4.194547677099809,,,,,,,,,,,,,,,,,,,"Beau Brieske","26079",689225
"Max Rajcic","STL",8,10,,4.39589,23,22,,,,116.7,501,117,62,57,15,35,0,8,82,6.32391,2.69923,2.34286,1.15681,0.163673,0.0698603,0.09381237626075745,0.255459,1.30248,0.282548,0.687023,,,4.53752,0.790385,0.975692,999,,,,,,,409.8799774169923,3.5122535401502954,423.49998474121094,3.6289631175315122,,,,,,,,,,,,,,,,,,,"Max Rajcic","sa3020746",691008
"Austin Krob","SDP",6,6,,4.44444,22,21,,,,105.3,464,105,56,52,13,39,0,7,82,7.00855,3.33333,2.10256,1.11111,0.176724,0.0840517,0.09267241507768631,0.251196,1.36752,0.28483,0.699523,,,4.5245,0.787651,0.740229,999,,,,,,,372.3200225830079,3.5358025811262563,383.50001525878906,3.6419753479996424,,,,,,,,,,,,,,,,,,,"Austin Krob","sa3020594",689474
"Dylan Dodd","ATL",5,5,,4.36634,22,18,,,,101,435,107,53,49,14,28,0,2,79,7.0396,2.49505,2.82143,1.24752,0.181609,0.0643678,0.11724138259887695,0.264198,1.33663,0.298077,0.710572,,,4.29519,0.786495,1.02407,999,,,,,,,365.00000000000006,3.6138613861386144,391,3.871287128712871,,,,,,,,,,,,,,,,,,,"Dylan Dodd","29928",689266
"Marcus Stroman","NYY",7,8,,4.5,23,22,,,,118,513,121,64,59,15,43,0,4,84,6.40678,3.27966,1.95349,1.14407,0.163743,0.0838207,0.07992202788591385,0.259657,1.38983,0.288828,0.699301,,,4.59021,0.784985,0.915853,999,,,,,,,401.1,3.3991525423728817,422,3.5762711864406778,,,,,,,,,,,,,,,,,,,"Marcus Stroman","13431",573186
"Ken Waldichuk","ATH",4,5,,4.40426,22,17,,,,94,410,87,50,46,11,40,0,7,90,8.61702,3.82979,2.25,1.05319,0.219512,0.097561,0.12195122241973877,0.239669,1.35106,0.290076,0.689964,,,4.27286,0.783577,0.532292,999,,,,,,,373.09999999999997,3.9691489361702126,366,3.893617021276596,,,,,,,,,,,,,,,,,,,"Ken Waldichuk","27681",686610
"Riley Gowens","CHW",4,8,,4.71845,22,22,,,,103,445,101,58,54,15,38,0,4,89,7.7767,3.32039,2.34211,1.31068,0.2,0.0853933,0.11460674554109573,0.25062,1.34951,0.287625,0.686441,,,4.55483,0.783288,0.5963,999,,,,,,,367.1,3.564077669902913,372,3.6116504854368934,,,,,,,,,,,,,,,,,,,"Riley Gowens","sa3022948",803035
"Aaron Brown","HOU",5,5,,4.23198,22,14,,,,95.7,411,98,49,45,13,28,0,2,72,6.77116,2.63323,2.57143,1.22257,0.175182,0.0681265,0.10705595463514328,0.257218,1.31661,0.287162,0.714286,,,4.36815,0.782241,0.819991,999,,,,,,,347.4799774169922,3.6309298693595693,363.49998474121094,3.798328070353065,,,,,,,,,,,,,,,,,,,"Aaron Brown","sa3017500",676345
"Jordan Hicks","SFG",5,5,,4.01087,32,15,,,,92,404,84,44,41,8,43,0,7,87,8.51087,4.20652,2.02326,0.782609,0.215347,0.106436,0.10891088843345642,0.237288,1.38043,0.293436,0.716753,,,4.03605,0.781494,1.0876,999,,,,,,,388.0000000000001,4.217391304347827,380,4.130434782608695,,,,,,,,,,,,,,,,,,,"Jordan Hicks","19618",663855
"Sam Bachman","LAA",5,6,,4.51575,26,23,,,,85.7,382,84,46,43,9,37,0,8,68,7.14119,3.88565,1.83784,0.945158,0.17801,0.0968586,0.08115184307098389,0.249258,1.4119,0.288462,0.691882,,,4.52004,0.778728,0.731683,999,,,,,,,306.07997741699216,3.5715284517670014,312.49998474121094,3.64644102531232,,,,,,,,,,,,,,,,,,,"Sam Bachman","29754",696147
"Michael Plassmeyer","TEX",6,6,,4.68402,24,15,,,,80.7,345,78,45,42,11,23,0,8,70,7.80669,2.56506,3.04348,1.22677,0.202899,0.0666667,0.13623187690973282,0.248408,1.25155,0.287554,0.654206,,,4.35607,0.773448,0.377672,999,,,,,,,306.07997741699216,3.79281275082699,307.49998474121094,3.81040887694741,,,,,,,,,,,,,,,,,,,"Michael Plassmeyer","23191",674681
"Richard Gallardo","TOR",5,5,,4.39773,19,18,,,,88,377,89,46,43,11,23,0,6,59,6.03409,2.35227,2.56522,1.125,0.156499,0.061008,0.095490712672472,0.255747,1.27273,0.280576,0.68323,,,4.43921,0.772904,0.74701,999,,,,,,,315.5000000000001,3.585227272727274,328,3.727272727272727,,,,,,,,,,,,,,,,,,,"Richard Gallardo","sa3009990",682620
"Zak Kent","CLE",3,4,,4.02299,24,17,,,,78.3,341,76,38,35,9,31,1,3,68,7.81609,3.56322,2.19355,1.03448,0.199413,0.0909091,0.10850439965724945,0.247557,1.36654,0.291304,0.730932,,,4.22651,0.771652,0.921756,999,,,,,,,305.1200225830079,3.896807288517188,308.50001525878906,3.9399744985305376,,,,,,,,,,,,,,,,,,,"Zak Kent","sa3010315",687849
"Tyler Wells","BAL",5,4,,4.28571,23,15,,,,84,344,78,43,40,13,25,0,2,71,7.60714,2.67857,2.84,1.39286,0.206395,0.0726744,0.13372092694044113,0.246057,1.22619,0.27897,0.707547,,,4.45219,0.771609,0.677371,999,,,,,,,319.90000000000003,3.8083333333333336,312,3.7142857142857144,,,,,,,,,,,,,,,,,,,"Tyler Wells","20000",669330
"A.J. Puk","ARI",7,4,,3.27014,56,3,,,,63.3,265,52,25,23,7,22,2,4,78,11.09,3.12796,3.54545,0.995261,0.29434,0.0830189,0.21132075786590576,0.217573,1.16904,0.292208,0.76324,,,3.37185,0.769503,1.02921,999,,,,,,,325.11999435424804,5.13617690794376,303.49999618530273,4.794628749499434,,,,,,,,,,,,,,,,,,,"A.J. Puk","19343",640462
"Alan Rangel","PHI",5,6,,4.82315,23,20,,,,93.3,405,94,54,50,13,33,0,4,74,7.13826,3.18328,2.24242,1.25402,0.182716,0.0814815,0.10123457759618759,0.255435,1.3612,0.288256,0.670956,,,4.58127,0.767386,0.427646,999,,,,,,,323.1200225830079,3.4632369990787493,334.50001525878906,3.5852090494919544,,,,,,,,,,,,,,,,,,,"Alan Rangel","sa877578",660604
"Robert Garcia","TEX",5,3,,3.6,59,0,,,,55,231,45,24,22,5,20,1,2,64,10.4727,3.27273,3.2,0.818182,0.277056,0.0865801,0.1904761865735054,0.215311,1.18182,0.285714,0.706897,,,3.22103,0.76728,0.453883,999,,,,,,,290.5,5.281818181818182,272,4.945454545454545,,,,,,,,,,,,,,,,,,,"Robert Garcia","23363",676395
