Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Mauricio Dubón","HOU",73,315,292,77,55,14,1,7,39,34,16,0,47,2,3,2,,4,2,0.263031,0.0517291,0.150571,0.343554,0.305021,0.389598,0.301556,0.694619,0.126567,4.50786,0.291231,0.0528015,-0.541577,33.9809,-4.40002,90.915,-0.488775,-1.24227,-3.917760908603668,-0.8172744512557983,0.594693,481.9599914550781,,,,"16530"
"Colton Cowser","BAL",57,245,209,49,33,10,0,6,32,29,29,1,71,4,2,1,,3,1,0.236019,0.11856,0.288145,0.411459,0.338302,0.378104,0.317384,0.716405,0.142085,3.9688,0.320998,0.051636,-0.435071,29.6502,-0.201581,103.332,-0.383435,-0.430822,0.5948315858840942,-2.9558218717575073,0.594347,452.05999755859375,,,,"29591"
"Miguel Andujar","OAK",78,336,310,82,56,16,1,9,36,38,22,2,51,1,2,1,,3,1,0.264217,0.0659484,0.150919,0.436979,0.31401,0.410353,0.311871,0.724364,0.146137,3.46845,0.288397,0.108788,-0.505459,39.1247,-1.81492,101.85,-0.39667,-0.0570741,0.34823963046073914,-5.807074058800936,0.593642,574.47998046875,,,,"15878"
"Colson Montgomery","CHW",53,231,199,45,30,8,1,5,26,25,25,1,55,5,2,1,,1,1,0.227036,0.106156,0.239779,0.442727,0.325482,0.358797,0.303525,0.684279,0.131761,3.42067,0.285552,-0.0119425,-0.648692,25.2972,-2.84885,90.4261,-0.660635,-1.11657,-3.3105700612068176,1.35843026638031,0.587701,999,,,,"sa3017170"
"Ernie Clement","TOR",49,210,193,51,37,10,1,4,23,23,12,0,22,1,2,2,,3,1,0.266441,0.0579659,0.103158,0.561913,0.312198,0.385365,0.303834,0.697564,0.118925,4.4325,0.282345,-0.009268,-0.314059,23.0513,-2.53597,93.037,-0.323327,-0.154584,-2.075388342142105,0.7954158633947372,0.583604,722.1199951171875,,,,"20352"
"Will Brennan","CLE",55,238,219,60,43,13,1,4,25,25,14,1,33,3,2,1,,6,2,0.27201,0.057319,0.140691,0.407411,0.319826,0.38739,0.307799,0.707216,0.11538,4.60411,0.3043,-0.00260527,-0.191843,26.9086,-2.09034,96.497,-0.194449,0.718082,-1.19342502951622,-1.1319175958633423,0.574194,602.1400146484375,,,,"25660"
"Santiago Espinal","CIN",55,238,216,58,42,13,0,3,26,24,18,1,35,2,1,1,,3,2,0.270931,0.0755652,0.147517,0.512246,0.329933,0.375472,0.309904,0.705405,0.104541,3.17448,0.309254,0.149829,-0.593992,27.3246,-1.6743,87.7782,-0.444163,-0.168447,-4.047701686620712,1.5815526694059372,0.562665,729.4400024414062,,,,"19997"
"Rowdy Tellez","PIT",92,399,354,87,53,16,1,17,43,52,39,4,83,3,3,1,,1,0,0.245153,0.098233,0.207063,0.47441,0.32313,0.438376,0.325157,0.761506,0.193223,2.0527,0.271188,-0.720238,-0.611612,50.8634,2.24762,101.719,-1.33185,-0.182372,-0.48203039169311523,-7.507372215390205,0.558882,454.6000061035156,,,,"15679"
"Ildemaro Vargas","WSN",60,259,239,61,43,13,1,4,27,26,16,0,29,1,2,1,,2,1,0.256006,0.0599885,0.112095,0.535159,0.302862,0.373888,0.294429,0.67675,0.117882,3.899,0.275026,-0.065651,-0.431917,26.4068,-5.15081,82.1277,-0.497568,1.94627,-6.232110768556595,2.971266984939575,0.554765,749.2999877929688,,,,"13324"
"Brandon Crawford","STL",44,189,168,40,27,8,1,5,21,22,16,1,44,2,2,1,,2,1,0.238369,0.0843071,0.231629,0.363975,0.310195,0.383759,0.302048,0.693953,0.145389,3.92746,0.288474,-0.0974692,-0.221669,20.4658,-2.56279,89.958,-0.319138,-0.0717941,-2.6704019606113434,1.753205955028534,0.55065,733.8099975585938,,,,"5343"
"Myles Straw","CLE",50,217,194,48,37,9,1,1,24,16,19,0,38,1,2,1,,9,2,0.248399,0.088452,0.176432,0.501338,0.316762,0.319322,0.285294,0.636084,0.0709232,5.7604,0.30192,0.318832,0.385581,20.4783,-5.96186,80.8978,0.704413,1.60708,-4.262381553649902,2.382076859474182,0.547448,625.8800048828125,,,,"17620"
"Jesse Winker","WSN",76,329,278,68,45,14,0,9,37,36,44,1,63,4,2,0,,1,1,0.244251,0.13406,0.190585,0.703415,0.354486,0.392123,0.331373,0.746609,0.147872,1.92933,0.283395,-0.963508,-0.880224,43.6382,3.55149,106.894,-1.84373,-1.47176,0.9662661552429199,-6.696755290031433,0.546317,713.2999877929688,,,,"13590"
"Edward Olivares","PIT",63,273,249,66,43,13,2,8,34,32,17,1,50,5,2,1,,7,3,0.265712,0.0634761,0.182001,0.348769,0.323372,0.429938,0.325078,0.753311,0.164226,5.32132,0.301177,0.0681552,-0.484705,34.7834,1.51991,101.666,-0.41655,-0.994035,0.14696481823921204,-4.019034504890442,0.541379,456.42999267578125,,,,"19698"
"Nick Castellanos","PHI",147,637,588,152,93,34,1,24,76,88,38,1,160,5,5,1,,7,2,0.259253,0.0603521,0.251395,0.240068,0.307474,0.444515,0.321623,0.751988,0.185262,3.9033,0.314212,-0.876888,-0.420999,79.3332,1.71843,100.217,-1.29789,-7.37886,-1.1269115954637527,-15.303864002227783,0.525713,111.4000015258789,,,,"11737"
"Donovan Solano",,70,301,269,73,53,15,0,4,30,28,22,1,65,7,2,1,,0,1,0.270146,0.0724224,0.21658,0.334391,0.337703,0.377715,0.315357,0.715418,0.107568,1.91169,0.338753,-0.522027,-0.785714,35.9208,-0.754331,98.1208,-1.30774,0.501176,-1.9970022439956665,-2.973824143409729,0.525353,735.4299926757812,,,,"8623"
"Richie Palacios","TBR",45,196,170,42,28,10,1,3,23,22,21,0,33,3,1,1,,3,1,0.248972,0.105851,0.170915,0.619317,0.336833,0.381516,0.317449,0.718349,0.132544,4.70266,0.289074,-0.0553153,-0.221497,23.7308,-0.150672,105.655,-0.276813,0.00148713,1.0511442720890045,-2.498512872727588,0.519496,600.6400146484375,,,,"24589"
"Brenton Doyle","COL",125,539,500,116,76,20,4,16,63,64,28,0,178,5,3,3,,20,5,0.232557,0.0522765,0.330413,0.158215,0.278195,0.383938,0.286179,0.662133,0.151381,6.75242,0.324958,0.174112,0.907036,51.2618,-14.4122,62.0334,1.08115,9.16293,-24.270689249038696,11.08792757987976,0.516651,377.010009765625,,,,"25479"
"Nick Ahmed","SFG",86,371,342,77,51,18,2,6,37,35,24,1,86,2,2,1,,7,2,0.226628,0.0651825,0.232196,0.280722,0.2799,0.346981,0.273776,0.626881,0.120353,5.15925,0.283538,-0.0699085,-0.0111488,31.4626,-13.7416,72.4193,-0.0810573,1.26337,-12.757524259388447,5.238374829292297,0.510648,684.219970703125,,,,"12147"
"Jorge Mateo","BAL",40,175,161,38,24,8,2,4,22,19,9,0,44,2,1,2,,12,3,0.234658,0.0541307,0.253701,0.213364,0.281738,0.378956,0.28611,0.660694,0.144298,7.89072,0.296529,0.120044,0.85707,16.6334,-4.6893,81.6557,0.977113,0.731,-2.869442045688629,2.0059999227523804,0.506599,498.2699890136719,,,,"17273"
"Aaron Hicks","LAA",110,476,407,94,66,15,2,12,56,46,63,2,115,3,2,1,,7,2,0.232192,0.132228,0.240716,0.549312,0.337051,0.363571,0.311943,0.700622,0.131379,4.50347,0.292171,0.376953,-0.412716,55.4551,-2.5427,95.3419,-0.0357635,-2.05976,-2.6924850903451443,-8.459758520126343,0.500069,626.9099731445312,,,,"5297"
"Enrique Hernández","LAD",81,350,315,74,47,17,1,9,41,41,27,1,70,4,3,1,,2,1,0.235069,0.0768295,0.198635,0.386787,0.299787,0.38398,0.297521,0.683767,0.148912,3.38733,0.270067,0.132207,-0.569293,36.5838,-6.06169,86.9653,-0.437086,-1.3357,-6.088906407356262,-0.8357049822807312,0.498588,522.3599853515625,,,,"10472"
"Ezequiel Duran","TEX",55,238,219,55,35,12,1,7,29,29,13,0,62,3,2,1,,5,2,0.252921,0.0552766,0.259115,0.213328,0.301376,0.422081,0.310587,0.723457,0.16916,5.19865,0.316157,-0.302884,-0.365907,27.4595,-1.53938,93.9044,-0.668791,-0.167471,-2.407093644142151,-0.7174705266952515,0.494498,336.5799865722656,,,,"23733"
"Harold Ramírez","TBR",58,252,234,66,46,13,1,6,28,32,12,0,45,4,2,0,,2,2,0.281115,0.0479446,0.179694,0.266813,0.324218,0.417861,0.320813,0.742079,0.136746,3.67929,0.324254,0.138462,-0.624444,31.2151,0.510356,107.986,-0.485983,-0.315002,1.9254677593708038,-5.565001875162125,0.490562,608.260009765625,,,,"14387"
"Adalberto Mondesi",,44,189,176,41,26,8,2,5,22,22,10,0,58,1,1,1,,12,3,0.234771,0.0509375,0.307512,0.165644,0.278327,0.385587,0.286413,0.663914,0.150816,7.80491,0.319575,0.0580777,0.927609,18.0116,-5.01694,78.3932,0.985686,1.17358,-3.99039226770401,2.448581576347351,0.487367,700.3499755859375,,,,"13769"
"Andruw Monasterio","MIL",42,182,160,39,28,8,1,3,21,18,18,0,42,2,1,1,,4,1,0.247112,0.100719,0.230564,0.436838,0.329009,0.356457,0.304908,0.685467,0.109345,4.5462,0.315203,-0.130874,-0.266752,20.1402,-2.03547,89.3117,-0.397626,0.697128,-2.8075165450572968,1.3971281051635742,0.477688,640.2999877929688,,,,"19455"
"Akil Baddoo","DET",41,175,154,37,24,7,2,5,21,18,19,0,43,0,1,1,,7,2,0.241984,0.109391,0.243856,0.448588,0.325736,0.398437,0.316036,0.724173,0.156452,6.16654,0.303536,0.218482,0.0569652,20.9829,-0.339864,99.8079,0.275447,0.42606,0.23516235873103142,-1.448940485715866,0.471665,712.5700073242188,,,,"22168"
"Austin Barnes","LAD",37,147,130,28,20,5,0,3,16,14,14,0,32,2,1,1,,2,1,0.217959,0.0948455,0.219848,0.431413,0.301148,0.335422,0.284372,0.63657,0.117463,3.63859,0.263732,-0.163041,-0.225836,13.7787,-4.1568,78.1506,-0.388876,0.11963,-4.373301059007645,2.994629926979542,0.471293,740.2899780273438,,,,"12158"
"Abraham Toro","OAK",37,161,144,35,22,8,1,4,18,16,14,0,30,2,1,0,,2,1,0.243123,0.0850799,0.18746,0.453856,0.315263,0.387938,0.307788,0.703201,0.144814,3.95436,0.280814,-0.111296,-0.239326,18.2013,-1.41557,99.0204,-0.350622,-0.376799,-0.5396059304475784,-0.3517990857362747,0.456395,675.030029296875,,,,"19844"
"Edmundo Sosa","PHI",39,168,154,38,26,7,1,4,19,19,6,0,39,5,1,1,,3,1,0.246973,0.0372915,0.231915,0.160798,0.29762,0.391227,0.299417,0.688847,0.144254,5.59696,0.302025,0.128164,-0.20653,17.8248,-2.64502,85.3304,-0.0783654,1.27544,-3.131505087018013,1.9754356741905212,0.455484,748.510009765625,,,,"17022"
"Enmanuel Valdez","BOS",37,161,143,36,22,8,1,5,20,20,15,0,38,1,1,1,,2,1,0.249478,0.0905138,0.233445,0.387731,0.321335,0.429585,0.323844,0.75092,0.180107,4.33303,0.29853,-0.00374027,-0.280201,20.3482,0.731313,99.326,-0.283941,-0.274783,-0.41396619379520416,-0.49978259205818176,0.454167,648.2999877929688,,,,"21716"
"Jakob Marsee","SDP",45,196,168,38,27,6,1,4,25,20,23,0,44,3,1,1,,7,2,0.226008,0.118309,0.225618,0.524379,0.328123,0.348089,0.303244,0.676213,0.122081,5.72214,0.280423,0,0.119263,21.4184,-2.46301,93.6411,0.119263,-0.350341,-1.4247688353061676,-0.7503414154052734,0.448995,999,,,,"sa3019868"
"Drew Waters","KCR",41,175,157,38,24,8,2,5,22,19,15,0,52,2,1,1,,6,2,0.242922,0.0846594,0.297409,0.284656,0.312892,0.405946,0.312399,0.718838,0.163024,6.67058,0.330652,0.00379412,0.118339,20.4542,-0.868495,93.3947,0.122133,-0.407465,-1.2629134133458138,-0.2824645936489105,0.438598,542.3200073242188,,,,"20505"
"James McCann","BAL",42,168,154,36,25,7,0,4,17,18,10,0,44,2,1,1,,2,1,0.236982,0.0572219,0.262328,0.218131,0.289479,0.365982,0.28649,0.655462,0.129,3.61501,0.301622,-0.116447,-0.191241,15.983,-4.43811,81.9191,-0.307688,0.0606041,-3.9386873841285706,2.8106041252613068,0.437088,675.0900268554688,,,,"12859"
"Marco Luciano","SFG",53,231,206,44,28,10,0,6,24,24,21,0,73,2,2,1,,2,1,0.215982,0.0924037,0.315746,0.292652,0.29256,0.360396,0.287482,0.652955,0.144413,3.35075,0.297005,-0.0206872,-0.24381,22.2194,-5.92665,81.6075,-0.264497,-0.541875,-5.527959555387497,1.9331248998641968,0.426333,512.510009765625,,,,"25616"
"Jonny DeLuca","TBR",41,175,158,37,21,8,1,6,21,22,13,0,38,3,1,1,,3,1,0.232421,0.0743352,0.215061,0.345647,0.299629,0.413777,0.307865,0.713406,0.181356,5.31098,0.265716,-0.0103143,0.0159421,19.7953,-1.52742,99.0118,0.00562786,-0.93475,-0.2015925613231957,-1.609749972820282,0.412077,651.4199829101562,,,,"26365"
"Connor Wong","BOS",81,320,294,71,43,17,1,9,38,37,19,0,96,3,2,2,,5,2,0.242292,0.0580096,0.299699,0.193559,0.293553,0.405803,0.302068,0.699355,0.16351,5.00924,0.324961,-0.0259723,-0.190419,34.6565,-4.33363,84.2327,-0.216391,-2.53825,-6.2619940638542175,3.7117502689361572,0.410026,338.8399963378906,,,,"19896"
"Jacob Stallings","COL",55,218,192,47,32,10,0,4,21,22,20,0,48,2,2,2,,0,1,0.2442,0.0910243,0.219834,0.414059,0.319573,0.36188,0.301823,0.681453,0.117681,1.97936,0.302741,-0.546971,-0.556265,23.522,-2.99126,72.5207,-1.10324,1.18167,-8.510939955711365,5.431670069694519,0.408093,716.530029296875,,,,"13723"
"Rob Refsnyder","BOS",32,140,120,31,21,7,0,3,18,15,16,0,33,2,1,1,,2,1,0.261545,0.111973,0.232274,0.482072,0.354577,0.398716,0.332711,0.753294,0.137171,4.34868,0.33222,-0.0245952,-0.177047,18.725,1.66685,105.472,-0.201642,-0.020413,0.7162179946899414,-1.420413013547659,0.403939,750.3599853515625,,,,"13770"
"Coby Mayo","BAL",26,112,98,23,14,5,0,4,13,14,11,0,31,2,1,0,,1,0,0.23433,0.0979511,0.272334,0.359672,0.319517,0.407257,0.316929,0.726774,0.172927,3.4723,0.298972,-0.0046322,-0.174751,13.5121,-0.134463,103.017,-0.179383,0.159652,0.22551321983337402,-0.04034781455993652,0.397792,999,,,,"sa3014479"
"Stuart Fairchild","CIN",53,231,203,46,28,10,2,7,28,28,20,0,65,6,2,2,,6,2,0.229276,0.0846451,0.280709,0.301541,0.312917,0.396646,0.310419,0.709563,0.16737,5.73897,0.297731,0.0260564,-0.177319,26.6198,-1.52625,88.1235,-0.151263,0.527877,-3.550010859966278,-0.44712263345718384,0.386217,736.2999877929688,,,,"20321"
"Dominic Fletcher","CHW",100,434,392,94,65,18,3,9,48,46,31,1,105,6,3,2,,4,3,0.240485,0.0719412,0.242031,0.29724,0.30329,0.367635,0.293744,0.670925,0.127151,4.19601,0.303218,-0.121788,-1.27741,44.0027,-8.87769,83.6469,-1.39919,3.08123,-9.90315842628479,-0.9687707424163818,0.385773,614.969970703125,,,,"26149"
"Adam Duvall","ATL",65,280,255,58,30,13,1,14,34,41,19,1,88,3,2,1,,2,1,0.227443,0.0663691,0.315011,0.210688,0.286684,0.452215,0.313692,0.738899,0.224773,4.05829,0.283243,-0.191921,-0.310338,33.0275,-1.08884,94.0158,-0.502259,-0.784257,-2.5780481696128845,-3.134257435798645,0.381657,457.2300109863281,,,,"10950"
"Brooks Lee","MIN",36,154,140,34,22,9,1,3,17,16,11,0,29,1,1,0,,1,1,0.244926,0.0742489,0.18814,0.394647,0.303984,0.378802,0.297645,0.682787,0.133876,3.74642,0.287327,0,-0.312675,16.1127,-2.65131,88.644,-0.312675,0.0441818,-2.408134162425995,0.9441817961633205,0.375594,999,,,,"sa3019973"
"Jurickson Profar","SDP",99,427,373,88,59,20,1,9,48,41,45,0,75,5,3,2,,3,1,0.236785,0.105556,0.176811,0.597003,0.324222,0.366077,0.30627,0.690299,0.129292,3.47137,0.27254,-0.189651,-0.598336,47.7349,-4.29258,95.67,-0.787987,-2.51902,-3.078498899936676,-7.794017791748047,0.366513,640.5999755859375,,,,"10815"
"Graham Pauley","SDP",66,287,260,64,41,13,1,8,35,35,22,0,63,3,1,1,,5,2,0.246848,0.0750939,0.218114,0.344288,0.310484,0.403239,0.310075,0.713724,0.156391,4.81315,0.293189,0,-0.368961,32.9911,-1.97819,98.221,-0.368961,-0.326592,-1.001497745513916,-5.251591682434082,0.351514,999,,,,"31363"
"Luis Guillorme","ATL",41,175,153,39,30,7,1,2,18,16,19,1,31,1,1,1,,1,1,0.256492,0.108303,0.176031,0.615252,0.340507,0.342189,0.304,0.682696,0.0856976,2.98734,0.309725,-0.13065,-0.439709,19.2335,-2.08921,87.5181,-0.570359,-0.69,-3.276416063308716,0.7850000262260437,0.346109,748.4299926757812,,,,"16451"
"Seby Zavala","SEA",37,147,132,25,15,6,0,4,14,15,11,0,55,2,1,1,,1,0,0.189311,0.0769609,0.376287,0.204527,0.259161,0.324428,0.257585,0.583589,0.135117,2.79934,0.283997,-0.150362,-0.260475,10.5039,-7.43154,63.8665,-0.410837,-0.133593,-6.783933728933334,2.741406738758087,0.344904,748.7000122070312,,,,"18887"
"Lawrence Butler","OAK",86,371,340,80,52,16,2,10,41,40,26,1,97,2,3,1,,8,2,0.235681,0.0689337,0.262725,0.26238,0.290907,0.381472,0.291166,0.672379,0.145791,5.06854,0.298096,-0.0415613,0.000537165,36.8207,-8.38348,87.4993,-0.0410241,-0.429542,-5.598021417856216,-3.5545423328876495,0.343852,562.4500122070312,,,,"22542"
"Alec Burleson","STL",28,119,109,30,20,6,0,4,13,15,8,0,18,1,1,0,,1,0,0.272101,0.065092,0.154359,0.421693,0.322008,0.434484,0.326081,0.756493,0.162383,3.52598,0.295017,-0.102706,-0.182555,15.2611,0.761651,106.07,-0.285261,0.0537857,0.6095713376998901,-1.2212142534554005,0.3433,591.47998046875,,,,"27615"
"Victor Scott II","STL",32,140,127,32,24,5,1,2,16,14,8,0,26,2,1,1,,10,3,0.250104,0.0591611,0.186796,0.316715,0.304805,0.351022,0.288868,0.655828,0.100918,7.47581,0.299403,0,0.619905,13.6275,-3.43073,81.1228,0.619905,0.822857,-2.6541353464126587,1.322857141494751,0.342885,999,,,,"sa3019838"
"Tyler Black","MIL",26,112,96,23,15,5,1,2,15,12,13,0,25,2,1,0,,5,2,0.2391,0.117502,0.222154,0.528924,0.341299,0.389378,0.322528,0.730678,0.150278,7.10847,0.297432,0,0.0338534,14.0329,0.386302,101.123,0.0338534,-0.128191,0.18974006175994873,-0.5781912803649902,0.341774,999,,,,"sa3017623"
"Andrew McCutchen","PIT",110,476,407,98,64,20,0,13,56,50,61,1,104,4,4,1,,8,3,0.240376,0.127488,0.217949,0.584943,0.341335,0.389385,0.322499,0.73072,0.149009,3.66801,0.287796,-0.950573,-0.575219,59.6283,1.63042,99.937,-1.52579,-0.187808,-1.5629210956394672,-11.287808522582054,0.335724,580.8200073242188,,,,"9847"
"Josh Smith","TEX",21,91,78,19,12,4,0,2,11,9,9,0,20,2,1,1,,1,1,0.237925,0.102538,0.220048,0.465981,0.335785,0.378212,0.317266,0.713997,0.140288,4.7153,0.291246,-0.0350143,-0.172931,11.004,-0.0838114,98.5338,-0.207945,0.160143,-0.3678170442581177,0.6351428180932999,0.334861,731.5700073242188,,,,"26396"
"Evan Longoria",,42,182,162,38,23,8,0,7,20,22,16,1,53,1,2,0,,0,0,0.231977,0.0891129,0.293542,0.303578,0.303953,0.403112,0.305944,0.707064,0.171135,1.9802,0.298389,-0.298529,-0.4517,20.2968,-1.87886,91.7054,-0.750229,0.211943,-2.589748501777649,-0.33805662393569946,0.325415,999,,,,"9368"
"Ji Hwan Bae","PIT",52,224,200,50,36,10,2,3,29,21,19,0,49,2,1,1,,11,4,0.248395,0.0863166,0.218319,0.395369,0.318134,0.352787,0.297184,0.670921,0.104392,6.71152,0.314576,0.141275,0.0621531,23.351,-3.94211,82.9665,0.203428,-0.996571,-4.523410454392433,0.15342915058135986,0.325256,544.3599853515625,,,,"23818"
"Vidal Bruján","MIA",50,217,195,48,33,9,2,4,27,21,17,0,42,2,1,1,,11,5,0.244396,0.0797917,0.193215,0.412968,0.311203,0.367969,0.298842,0.679172,0.123573,6.24053,0.290857,0.0948851,-0.375138,22.92,-3.52018,85.0222,-0.280253,-0.60275,-4.3067313730716705,0.17225009202957153,0.324957,679.8699951171875,,,,"20536"
"Oswaldo Cabrera","NYY",28,119,108,25,16,5,0,4,14,14,9,0,28,1,1,1,,3,1,0.234418,0.0754796,0.237335,0.31803,0.295991,0.389048,0.297367,0.685039,0.15463,4.7826,0.283036,0.00653747,-0.0462951,12.4233,-2.07617,89.2206,-0.0397576,0.629517,-1.5767593309283257,0.7545169368386269,0.321044,728.1799926757812,,,,"21707"
"Travis Jankowski","TEX",39,168,144,36,27,6,1,1,21,13,21,0,30,1,1,1,,7,2,0.246046,0.12227,0.181351,0.674217,0.343383,0.321153,0.301512,0.664536,0.0751066,5.62294,0.30261,-0.255697,0.390238,18.117,-2.35278,87.6145,0.13454,1.05156,-2.3586549162864685,-0.14844024181365967,0.31899,732.1400146484375,,,,"13768"
"Dairon Blanco","KCR",23,98,88,23,16,4,1,2,13,11,7,0,23,2,1,1,,9,2,0.25915,0.0696916,0.235599,0.295806,0.323533,0.388745,0.312165,0.712279,0.129596,7.87202,0.329123,-0.0474586,0.619184,11.4353,-0.505434,93.2322,0.571725,0.23367,-0.2229771614074707,-0.016330286860466003,0.308049,685.4500122070312,,,,"19779"
"Matt Thaiss","LAA",44,174,150,33,22,6,0,5,19,19,20,1,44,2,1,1,,1,0,0.221532,0.114854,0.254515,0.451266,0.318343,0.364372,0.301981,0.682715,0.14284,3.42587,0.276883,-0.126162,-0.320364,18.8318,-2.36906,88.437,-0.446526,-1.76932,-2.8572678565979004,1.1056760549545288,0.305177,683.6599731445312,,,,"19318"
"Jasson Domínguez","NYY",36,154,136,32,21,6,1,4,19,17,16,1,43,1,1,0,,5,2,0.231695,0.100969,0.278789,0.362172,0.311954,0.379725,0.302269,0.691679,0.14803,5.85566,0.303032,-0.020628,0.0730203,16.7041,-2.05987,92.6182,0.0523923,-0.279028,-1.3097336739301682,-0.9290284216403961,0.298332,421.30999755859375,,,,"28080"
"Manny Piña",,16,64,57,13,8,2,0,2,7,7,5,0,13,1,0,0,,0,0,0.220231,0.0751679,0.205607,0.365589,0.294778,0.390111,0.298819,0.684889,0.16988,2.80826,0.242928,-0.0898173,-0.202208,6.75862,-1.03941,86.8492,-0.292026,0.597212,-1.3175990581512451,1.8472117185592651,0.29651,999,,,,"2829"
"Nick Loftin","KCR",32,140,126,33,23,6,1,3,17,15,10,0,23,2,1,1,,2,1,0.257799,0.0715796,0.162401,0.440759,0.318634,0.388308,0.30924,0.706941,0.130509,4.5011,0.290691,-0.0171944,-0.179705,15.9961,-1.06213,91.2049,-0.1969,0.0346091,-1.672266572713852,-0.16539089381694794,0.290913,662.9099731445312,,,,"27630"
"Eguy Rosario","SDP",24,105,95,22,14,5,1,3,12,12,8,0,25,1,1,0,,2,1,0.237137,0.0775962,0.242031,0.320605,0.302098,0.384266,0.298637,0.686363,0.147128,4.8345,0.293799,-0.00475349,-0.239359,11.0724,-1.72122,90.5526,-0.244112,0.415143,-1.4730179458856583,0.7901428937911987,0.288633,738.1699829101562,,,,"19964"
"Jo Adell","LAA",66,287,261,59,32,12,1,13,35,40,20,1,94,4,2,1,,4,2,0.225409,0.0703642,0.328999,0.213874,0.288545,0.434169,0.308973,0.722715,0.20876,4.73742,0.293659,0.00758749,-0.250679,32.7284,-2.24088,93.2837,-0.243091,-0.540221,-2.5527190417051315,-4.315221190452576,0.287174,556.8099975585938,,,,"20220"
"Dominic Smith","CHC",40,175,157,41,28,8,0,4,19,20,14,0,32,3,1,0,,1,0,0.260835,0.0774015,0.185708,0.416791,0.328657,0.404994,0.319634,0.733652,0.144159,2.62239,0.300765,-0.183137,-0.371354,21.5057,0.182976,101.035,-0.554491,0.376821,-0.3336840569972992,-2.7481785714626312,0.286307,730.2999877929688,,,,"15653"
"Nelson Velázquez","KCR",86,371,335,80,46,16,1,16,46,49,28,1,110,4,2,1,,6,2,0.237654,0.0766742,0.297623,0.257622,0.302555,0.434952,0.315872,0.737507,0.197298,4.63517,0.302408,0.0943313,-0.402653,44.4331,-0.771062,95.802,-0.308322,-1.51593,-2.1744711995124817,-7.590931177139282,0.282742,293.44000244140625,,,,"23359"
"Luis Matos","SFG",32,140,127,34,23,7,1,3,16,15,10,0,18,1,1,1,,3,1,0.265385,0.0706943,0.131262,0.538575,0.324161,0.401337,0.316725,0.725499,0.135953,4.76359,0.287716,-0.059878,-0.125292,16.8664,-0.191793,101.212,-0.18517,-0.968045,0.024968385696411133,-1.9680454730987549,0.281878,515.22998046875,,,,"26467"
"Michael Stefanic","LAA",18,77,67,18,14,3,0,1,8,8,8,0,9,1,0,0,,1,1,0.271655,0.0977984,0.121492,0.804975,0.354671,0.360758,0.31993,0.71543,0.0891032,3.59144,0.302116,-0.0107267,-0.23893,9.48145,0.0994478,100.878,-0.249657,0.0332,-0.1686541810631752,0.30820001661777496,0.274703,999,,,,"25353"
"Heston Kjerstad","BAL",37,161,146,38,25,7,1,5,20,21,10,0,36,3,1,0,,1,1,0.25786,0.0617763,0.223158,0.276827,0.317158,0.417015,0.317495,0.734173,0.159155,4.23443,0.309628,-0.015375,-0.314019,19.4993,-0.117658,103.409,-0.329394,0.222568,0.3282763957977295,-3.102431684732437,0.268652,523.8099975585938,,,,"31166"
"Curtis Mead","TBR",26,112,100,25,16,7,0,3,13,13,9,0,23,2,1,0,,1,0,0.250527,0.0832156,0.202089,0.411776,0.321292,0.399933,0.313947,0.721224,0.149406,3.6337,0.297123,-0.0236772,-0.226982,13.2347,-0.41187,103.227,-0.250659,0.0670526,0.18240225315093994,-1.3329473435878754,0.264598,512.3499755859375,,,,"23986"
"Pablo Reyes","BOS",28,119,107,28,19,6,0,2,15,13,10,0,21,1,1,1,,3,1,0.259865,0.0815226,0.177932,0.458166,0.323849,0.394578,0.313387,0.718427,0.134713,4.81153,0.301221,0.0435109,-0.194398,14.0065,-0.492913,92.0781,-0.150887,-0.644615,-1.2804415971040726,-0.11961543560028076,0.263426,746.260009765625,,,,"16357"
"Braden Shewmake","CHW",52,224,207,46,31,9,1,6,25,22,12,0,50,2,2,1,,5,1,0.223389,0.055724,0.224042,0.248721,0.272503,0.359214,0.274954,0.631717,0.135825,5.3984,0.265142,-0.034269,0.310786,19.2155,-8.07763,70.623,0.276517,1.2368,-7.608225703239441,2.536797285079956,0.252945,746.6500244140625,,,,"25817"
"Mike Ford","CIN",42,182,159,37,22,7,0,8,21,24,19,0,46,3,1,1,,1,0,0.230716,0.106718,0.253858,0.420384,0.322625,0.427364,0.325569,0.749989,0.196648,2.7457,0.272057,-0.176136,-0.378716,23.2631,1.08745,105.081,-0.554853,0.00553846,0.5719414353370667,-4.244461538270116,0.251153,750.780029296875,,,,"15585"
"Danny Mendick","CHW",26,112,101,25,18,4,0,2,12,11,9,0,22,1,1,0,,2,1,0.245472,0.0768546,0.192967,0.398279,0.310208,0.358831,0.295604,0.669039,0.113359,4.11582,0.290122,-0.0260158,-0.108948,11.5285,-2.11805,84.9358,-0.134964,0.653845,-2.156571239233017,0.8538448214530945,0.249423,999,,,,"18889"
