Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Ronald Acuña Jr.","ATL",157,679,579,180,105,34,2,40,135,106,82,4,109,11,4,3,,53,12,0.311286,0.120854,0.16052,0.752887,0.403757,0.583844,0.416191,0.987602,0.272558,6.75836,0.323242,1.62908,3.92088,137.892,55.16,162.729,5.54996,0.710667,58.316566944122314,-6.764332950115204,7.4475,1.0299999713897705,,,,"18401"
"Aaron Judge","NYY",152,658,547,148,78,23,0,46,107,116,101,11,177,4,5,1,,7,2,0.270587,0.152987,0.268542,0.569694,0.384941,0.568837,0.39744,0.953777,0.298249,3.13086,0.308973,0.0523595,-0.800311,123.38,43.2068,158.583,-0.747952,2.64826,45.440078377723694,-0.8017370700836182,6.67977,12.520000457763672,,,,"15640"
"Juan Soto","NYY",157,679,537,150,86,26,1,36,111,105,133,11,110,4,4,2,,11,4,0.279642,0.196092,0.162551,1.20634,0.423404,0.53628,0.406675,0.959684,0.256638,3.83951,0.28871,-0.855306,-1.18365,132.526,49.7938,164.984,-2.03896,-1.36748,50.831215143203735,-10.642479181289673,6.30719,10.180000305175781,,,,"20123"
"Mookie Betts","LAD",157,679,578,162,92,35,2,33,116,97,85,3,106,9,5,3,,13,3,0.280097,0.124656,0.156374,0.797162,0.377466,0.517953,0.381768,0.895418,0.237856,5.02066,0.290705,0.940845,-0.220035,118.48,35.7483,143.443,0.72081,-2.78386,37.26425528526306,0.19113492965698242,6.0418,5.010000228881836,,,,"13611"
"Fernando Tatis Jr.","SDP",156,672,596,163,89,34,2,37,107,103,64,1,148,5,5,3,,27,6,0.272816,0.095027,0.220038,0.431865,0.345623,0.524338,0.368326,0.869961,0.251522,5.80854,0.301564,1.13625,1.63451,109.757,27.8776,137.271,2.77076,7.72299,33.79910492897034,0.5229945182800293,5.70557,8.380000114440918,,,,"19709"
"Yordan Alvarez","HOU",141,609,516,154,82,32,2,38,101,111,77,7,120,10,5,1,,1,1,0.298655,0.126178,0.197752,0.638065,0.396131,0.591783,0.412543,0.987915,0.293128,3.15007,0.319619,-0.28057,-1.35462,121.831,47.6281,167.843,-1.63519,-0.00822414,47.87025058269501,-12.533223756588995,5.58631,15.899999618530273,,,,"19556"
"Julio Rodríguez","SEA",156,672,607,169,102,33,2,33,101,99,50,5,155,10,3,2,,33,10,0.278449,0.0737612,0.230105,0.320554,0.340894,0.500651,0.356627,0.841545,0.222202,5.89341,0.322442,1.1871,1.14388,103.228,21.3486,132.515,2.33099,1.70459,28.511574745178223,3.9045910835266113,5.50843,3.0999999046325684,,,,"23697"
"Adley Rutschman","BAL",146,586,500,134,83,32,1,18,80,68,75,3,90,5,4,2,,3,1,0.268882,0.128234,0.154423,0.830405,0.367163,0.447491,0.353139,0.814654,0.178609,3.04304,0.293679,0.622864,-1.21619,88.2594,16.9075,128.115,-0.593326,2.31553,19.134234309196472,8.765530347824097,5.30178,54.560001373291016,,,,"26288"
"Gunnar Henderson","BAL",154,665,584,152,89,29,7,28,98,95,69,1,161,6,5,1,,12,4,0.260865,0.104175,0.242375,0.429809,0.342413,0.47602,0.350479,0.818434,0.215156,5.95594,0.311351,0.982018,-0.714377,98.757,17.7306,126.271,0.267641,3.5981,21.200685441493988,9.373101234436035,5.301,33.060001373291016,,,,"26289"
"José Ramírez","CLE",152,658,577,161,93,37,4,27,92,96,70,17,79,5,6,1,,23,6,0.279576,0.107138,0.120502,0.889098,0.359575,0.49811,0.358061,0.857685,0.218534,5.68408,0.282198,1.05225,0.879573,101.861,21.6872,131.334,1.93183,2.20825,26.636364340782166,2.758248805999756,5.15971,15.770000457763672,,,,"13510"
"Kyle Tucker","HOU",157,679,596,167,94,37,4,32,99,112,74,7,102,3,6,1,,26,6,0.280128,0.109263,0.150954,0.723817,0.359455,0.517732,0.369949,0.877187,0.237604,5.84745,0.288349,0.797293,1.44182,111.816,29.0835,138.32,2.23911,0.50645,33.41576147079468,-6.868550479412079,4.9469,6.53000020980835,,,,"18345"
"Corbin Carroll","ARI",157,679,594,162,99,30,9,24,104,88,64,2,142,13,4,5,,42,8,0.272247,0.0945198,0.20968,0.45078,0.35367,0.472806,0.355146,0.826476,0.200559,7.98499,0.319862,1.53475,3.43924,103.468,20.7357,122.991,4.97399,7.95641,24.313520908355713,1.5814085006713867,4.88902,6.090000152587891,,,,"25878"
"Francisco Lindor","NYM",156,672,591,150,92,28,3,26,94,89,64,2,129,9,6,2,,21,5,0.253307,0.0946636,0.191407,0.494567,0.332571,0.444334,0.334927,0.776906,0.191028,5.64471,0.279144,0.245722,0.624069,91.1169,9.23762,114.22,0.86979,4.4712,12.708446621894836,11.671199798583984,4.71414,23.25,,,,"12916"
"Alex Bregman","HOU",157,679,577,154,95,33,2,24,94,92,87,2,85,9,5,1,,3,1,0.266692,0.128335,0.125733,1.02069,0.368189,0.454616,0.357112,0.822805,0.187924,3.21986,0.275097,-0.871716,-1.44101,104.577,21.8444,129.422,-2.31272,-0.145376,21.624831676483154,2.0796239227056503,4.66342,96.12999725341797,,,,"17678"
"Corey Seager","TEX",130,560,494,145,86,31,1,27,84,84,54,7,90,5,5,2,,2,1,0.294164,0.0970112,0.160145,0.60577,0.367171,0.525402,0.376152,0.892573,0.231238,3.10538,0.309785,-0.316312,-1.04275,95.104,26.8713,139.349,-1.35907,-1.83921,25.044127106666565,2.1607857942581177,4.60944,31.450000762939453,,,,"13624"
"Bobby Witt Jr.","KCR",156,672,616,170,101,34,7,28,99,95,42,1,122,6,6,3,,39,12,0.27665,0.062247,0.181091,0.343733,0.325937,0.492403,0.346845,0.81834,0.215752,7.24216,0.301322,1.33374,1.4214,97.7684,15.8891,117.27,2.75514,-0.8636,16.660656929016113,6.336400032043457,4.56918,2.5199999809265137,,,,"25764"
"Trea Turner","PHI",157,679,621,176,114,35,4,24,98,86,46,1,134,5,4,2,,27,4,0.28412,0.0684512,0.196776,0.347864,0.337002,0.467319,0.344531,0.804321,0.183199,6.42771,0.326532,1.20796,2.43432,97.4818,14.7496,115.574,3.64228,-1.53459,16.74240732192993,5.740407705307007,4.54877,12.079999923706055,,,,"16252"
"Freddie Freeman","LAD",157,679,589,176,110,39,2,26,107,97,75,11,112,9,5,1,,14,3,0.29985,0.11102,0.165585,0.670469,0.385351,0.504964,0.37783,0.890315,0.205114,4.94791,0.330934,0.316204,0.192163,116.26,33.5274,140.803,0.508367,-0.824468,34.83093398809433,-12.949468195438385,4.4888,8.9399995803833,,,,"5361"
"Austin Riley","ATL",157,679,604,168,98,32,2,36,99,109,58,3,163,11,6,0,,2,1,0.278475,0.0849347,0.240192,0.353612,0.34909,0.517543,0.366941,0.866633,0.239069,3.25047,0.321862,-0.108971,-1.2649,110.119,27.3869,129.713,-1.37387,-4.5662,23.61966609954834,-2.341203451156616,4.42868,18.8799991607666,,,,"18360"
"Marcus Semien","TEX",157,679,606,161,98,34,3,26,102,84,62,1,109,4,4,3,,13,3,0.265179,0.0917779,0.160566,0.571591,0.3357,0.460368,0.342272,0.796068,0.195189,5.31054,0.283568,0.947814,-0.0147437,96.208,13.4758,115.866,0.933071,4.93191,13.841308116912842,7.356907606124878,4.41351,31.15999984741211,,,,"12533"
"Mike Trout","LAA",146,630,537,138,74,27,2,35,93,98,79,7,177,9,4,1,,3,1,0.257811,0.124954,0.280325,0.445747,0.360077,0.510761,0.368638,0.870839,0.25295,3.3854,0.314156,0.320034,-1.16669,103.061,26.2987,134.639,-0.84666,-2.4108,25.30113685131073,-3.1608004570007324,4.3415,68.94999694824219,,,,"10155"
"Andrés Giménez","CLE",151,651,584,157,104,30,4,18,81,78,38,3,121,21,4,4,,27,7,0.268493,0.0583551,0.186572,0.312775,0.333911,0.426756,0.329083,0.760667,0.158263,6.25709,0.30955,0.205949,1.34772,85.1101,5.78954,111.249,1.55367,8.63004,10.328401565551758,11.05504322052002,4.33715,101.75,,,,"19950"
"Rafael Devers","BOS",154,665,590,167,93,38,1,34,100,105,61,9,127,8,4,2,,4,2,0.282755,0.0915248,0.191599,0.47769,0.355629,0.525448,0.37025,0.881076,0.242692,3.42499,0.306519,0.252607,-1.19448,109.676,28.6498,131.491,-0.941873,-4.30631,24.15025007724762,-3.3313125371932983,4.32827,23.600000381469727,,,,"17350"
"Michael Harris II","ATL",146,630,583,166,103,36,3,23,88,88,35,1,126,7,4,2,,23,6,0.284595,0.0549015,0.199439,0.27528,0.329919,0.477814,0.34454,0.807733,0.19322,5.9131,0.32564,0.728,1.11127,90.452,13.6901,114.696,1.83927,5.71897,13.308762073516846,7.968965530395508,4.26213,28.610000610351562,,,,"25931"
"Matt Olson","ATL",157,679,578,153,81,30,1,40,102,118,90,7,152,6,5,1,,1,1,0.264416,0.131953,0.223754,0.589724,0.365775,0.52948,0.377351,0.895254,0.265064,2.48444,0.2883,0.133274,-1.41236,115.99,33.2575,136.692,-1.27908,2.00913,29.58507776260376,-10.11586856842041,4.24826,16.8799991607666,,,,"14344"
"Manny Machado","SDP",156,672,602,162,99,30,1,31,89,103,61,5,126,3,6,1,,6,2,0.269501,0.0910053,0.187285,0.48592,0.336793,0.479169,0.34667,0.815962,0.209667,3.53473,0.290744,-0.307962,-0.933256,97.6711,15.7918,122.754,-1.24122,1.98495,17.7013521194458,0.7849541902542114,4.12647,62.939998626708984,,,,"11493"
"Bryce Harper","PHI",146,630,529,149,83,35,1,30,95,94,90,11,136,5,5,0,,13,4,0.282332,0.143056,0.215381,0.664202,0.388586,0.522297,0.384247,0.910883,0.239965,4.21019,0.324419,-1.24342,-0.419961,111.227,34.4654,142.199,-1.66338,0.0111333,31.271609663963318,-11.538866855204105,4.10807,17.350000381469727,,,,"11579"
"Will Smith","LAD",130,514,440,114,69,22,2,21,69,74,56,2,89,12,6,0,,2,1,0.258434,0.108455,0.172366,0.629215,0.353065,0.457567,0.349092,0.810632,0.199133,3.2232,0.276611,-0.797641,-1.02322,75.7995,13.1228,121.538,-1.82086,1.93908,11.904356718063354,10.739084839820862,4.09458,85.44999694824219,,,,"19197"
"Bo Bichette","TOR",149,644,598,174,115,34,2,24,89,88,37,0,125,3,4,2,,11,4,0.291482,0.0568083,0.193569,0.293478,0.333895,0.474304,0.346031,0.808199,0.182822,4.58874,0.332114,0.30194,-0.647614,93.2593,14.7916,122.284,-0.345674,-4.75786,16.849955022335052,2.1421399116516113,4.07498,36.86000061035156,,,,"19612"
"Luis Robert Jr.","CHW",151,651,600,160,92,34,1,33,88,102,37,4,164,10,4,1,,20,6,0.266782,0.0563743,0.252327,0.223417,0.318237,0.492086,0.34272,0.810323,0.225304,5.04014,0.312677,0.449072,0.475351,92.4832,13.1626,117.593,0.924424,1.53721,14.647626340389252,3.6622053384780884,4.03065,32.959999084472656,,,,"20043"
"Royce Lewis","MIN",138,595,537,144,86,30,2,26,83,92,48,0,138,6,3,1,,13,5,0.267874,0.0814244,0.231991,0.350981,0.333371,0.47782,0.347421,0.811191,0.209947,5.08943,0.312802,0.0463554,-0.334301,86.8503,14.353,123.145,-0.287945,1.87206,16.212682396173477,3.5970553159713745,3.99056,53.75,,,,"20437"
"Shohei Ohtani","LAD",151,651,554,148,75,28,5,39,103,116,87,18,159,5,4,2,,18,7,0.266458,0.132991,0.244691,0.543504,0.368003,0.547832,0.378784,0.915835,0.281374,5.85951,0.301656,0.19447,-0.476306,111.981,32.6607,141.443,-0.281836,0,33.141183882951744,-16.274999618530273,3.89357,11.390000343322754,,,,"19755"
"William Contreras","MIL",149,603,532,144,91,29,1,22,80,76,60,2,135,5,3,2,,4,1,0.270004,0.0997824,0.223502,0.446449,0.347638,0.453683,0.345767,0.801321,0.183679,3.30824,0.321171,-0.691595,-1.03585,87.1322,13.7089,116.703,-1.72745,-2.00159,10.741775631904602,2.598414659500122,3.87797,78.98999786376953,,,,"20503"
"Jose Altuve","HOU",147,637,562,155,98,32,1,24,101,77,62,1,101,7,3,3,,14,4,0.275458,0.0975285,0.159027,0.613281,0.352529,0.465863,0.353066,0.818392,0.190405,4.92702,0.297028,-0.377135,-0.127835,95.9677,18.353,126.618,-0.50497,-4.0609,19.811651647090912,-2.7859010696411133,3.85519,42.09000015258789,,,,"5417"
"Gleyber Torres","NYY",149,644,573,155,100,29,1,25,83,84,61,1,111,3,5,2,,13,5,0.270674,0.0950947,0.172783,0.55037,0.342012,0.455137,0.343522,0.79715,0.184463,4.07198,0.294861,-0.210069,-0.992935,91.9178,13.4501,121.212,-1.203,-1.36297,15.164945125579834,0.9370262622833252,3.78678,81.56999969482422,,,,"16997"
"Nico Hoerner","CHC",152,658,594,165,122,28,4,12,80,70,45,2,80,11,5,3,,31,7,0.278256,0.068699,0.121273,0.566483,0.33847,0.397754,0.321791,0.736224,0.119498,5.96155,0.302828,0.838651,1.68494,82.0404,1.86696,101.821,2.52359,8.56644,4.0081459283828735,11.016435861587524,3.73371,62.959999084472656,,,,"21479"
"Dansby Swanson","CHC",154,665,594,150,96,29,2,23,84,80,59,1,162,5,5,1,,10,4,0.252244,0.0889636,0.243231,0.365758,0.323079,0.423629,0.323582,0.746708,0.171385,4.40127,0.30679,1.24028,-0.686489,83.9021,2.87569,103.021,0.553787,4.52388,3.043004035949707,11.64887523651123,3.72431,118.66000366210938,,,,"18314"
"Nolan Arenado","STL",156,672,610,162,99,35,2,27,79,101,51,5,101,6,5,0,,4,2,0.265749,0.0757858,0.150725,0.50281,0.325468,0.460095,0.334464,0.785564,0.194346,2.94961,0.277717,0.035436,-1.30426,90.8586,8.97931,111.689,-1.26883,3.93593,8.46257209777832,5.935926795005798,3.71884,103.70999908447266,,,,"9777"
"Ketel Marte","ARI",151,651,575,159,96,37,5,21,89,80,64,2,111,6,5,2,,7,2,0.277192,0.0980427,0.170555,0.574847,0.352715,0.468418,0.35238,0.821133,0.191226,4.91199,0.309378,-0.191168,-0.66312,97.7058,18.3853,121.137,-0.854289,-3.04096,16.19243174791336,-1.3159586191177368,3.69516,114.94999694824219,,,,"13613"
"Xander Bogaerts","SDP",147,637,566,156,106,31,1,18,82,71,58,1,116,7,5,2,,12,2,0.275701,0.0905,0.181895,0.49754,0.346677,0.429732,0.337488,0.776409,0.154031,4.46328,0.315652,0.496973,0.0981718,87.7262,10.1115,116.598,0.595145,1.15523,13.693302512168884,1.6302275657653809,3.69217,103.83000183105469,,,,"12161"
"Yandy Díaz","TBR",146,630,542,158,107,32,0,19,88,71,76,1,92,6,3,3,,2,1,0.290915,0.120341,0.146639,0.820659,0.382338,0.453616,0.364702,0.835955,0.162702,2.38152,0.320301,-1.23177,-1.52062,101.001,24.2393,138.407,-2.75239,0.997947,26.239694356918335,-10.75205260515213,3.67811,136.89999389648438,,,,"16578"
"Willy Adames","MIL",149,644,569,139,78,32,1,28,82,88,66,2,166,3,4,1,,6,3,0.243908,0.102293,0.258347,0.395952,0.32394,0.450723,0.332515,0.774662,0.206815,3.49575,0.293123,0.746317,-1.23479,86.0303,7.56268,107.819,-0.488474,2.22318,5.749320536851883,9.12318468093872,3.67098,180.94000244140625,,,,"15986"
"Cal Raleigh","SEA",138,555,497,115,59,27,1,28,68,81,48,1,147,4,4,1,,1,1,0.231551,0.0872728,0.265614,0.32857,0.301875,0.459366,0.324299,0.761241,0.227815,2.55207,0.266964,-0.54816,-0.962085,70.3287,2.72959,110.107,-1.51025,2.84968,5.208643555641174,8.074676036834717,3.65572,140.2100067138672,,,,"21534"
"Ozzie Albies","ATL",151,651,592,163,98,33,4,27,96,95,46,2,109,5,6,2,,12,4,0.27484,0.0708274,0.16755,0.422723,0.329983,0.483583,0.345829,0.813566,0.208742,5.44875,0.293375,1.2636,-0.403596,94.1638,14.8433,115.56,0.860007,-1.11616,13.40861964225769,1.0088444948196411,3.64939,23.43000030517578,,,,"16556"
"Vladimir Guerrero Jr.","TOR",154,665,585,165,100,31,1,33,93,103,68,5,99,7,4,1,,6,2,0.281516,0.102826,0.148206,0.693801,0.361531,0.506975,0.369141,0.868506,0.225459,3.14214,0.287748,-1.2876,-1.17179,109.064,28.0374,138.302,-2.4594,-1.50294,28.060368061065674,-14.277941584587097,3.62661,29.399999618530273,,,,"19611"
"Jonah Heim","TEX",131,523,475,117,72,25,2,19,59,68,42,1,99,2,3,1,,2,1,0.247313,0.0794255,0.189868,0.41832,0.308782,0.424203,0.315609,0.732986,0.17689,3.1842,0.274507,-0.237377,-0.869904,62.4756,-1.20021,97.3857,-1.10728,6.20963,-2.744298577308655,14.234632015228271,3.57753,175.47999572753906,,,,"16930"
"Carlos Correa","MIN",138,595,525,138,86,29,1,21,74,74,61,2,125,4,4,1,,0,1,0.262111,0.10212,0.209748,0.486868,0.341179,0.44271,0.33839,0.78389,0.1806,2.18628,0.30442,-0.577831,-1.35362,82.3876,9.89035,116.885,-1.93145,0.738227,10.106502652168274,5.363227128982544,3.55778,242.83999633789062,,,,"14162"
"Brandon Nimmo","NYM",146,630,541,144,94,27,5,18,87,65,71,0,126,11,3,4,,4,3,0.267227,0.113298,0.200671,0.564594,0.362371,0.435652,0.349135,0.798023,0.168425,4.38278,0.316642,-0.21439,-1.60025,92.856,16.0942,123.745,-1.81464,1.27729,16.717986464500427,-2.7727084159851074,3.53096,199.38999938964844,,,,"12927"
"Sean Murphy","ATL",105,420,362,91,51,21,1,18,55,60,43,1,95,11,3,1,,0,1,0.251086,0.10152,0.227271,0.44669,0.345429,0.463901,0.349241,0.80933,0.212815,2.36705,0.289492,-0.226537,-0.978357,61.8821,10.7563,117.847,-1.20489,2.37437,8.072354674339294,8.699372291564941,3.51032,143.91000366210938,,,,"19352"
"Isaac Paredes","TBR",133,574,495,121,68,25,1,27,72,85,63,0,100,11,4,1,,1,1,0.244214,0.109531,0.174149,0.628947,0.340187,0.462405,0.346402,0.802592,0.218192,2.45202,0.252476,-0.381309,-1.20166,83.2995,13.361,125.723,-1.58297,-0.243553,16.108279705047607,-0.9435532242059708,3.45624,189.08999633789062,,,,"20036"
"Francisco Alvarez","NYM",125,498,435,99,57,18,0,24,62,72,51,1,129,7,3,1,,2,1,0.227313,0.101795,0.2596,0.392122,0.315297,0.436285,0.324338,0.751582,0.208972,2.77708,0.261923,-0.271865,-0.849054,63.0942,2.46459,107.122,-1.12092,-3.20431,3.269673705101013,4.020688056945801,3.38257,147.80999755859375,,,,"26121"
"J.P. Crawford","SEA",149,644,553,142,97,31,1,13,82,60,77,1,111,7,4,4,,4,2,0.25668,0.118794,0.172683,0.687933,0.351506,0.385087,0.326583,0.736593,0.128407,2.97831,0.298288,0.323255,-1.44459,82.8578,4.39017,111.69,-1.12134,-3.19405,7.8995281457901,3.705948829650879,3.3384,274.9700012207031,,,,"15491"
"Matt Chapman","SFG",144,623,541,127,72,29,3,23,75,74,69,1,176,8,5,1,,4,2,0.234905,0.111181,0.283232,0.392545,0.327447,0.426352,0.327142,0.753799,0.191447,3.82371,0.300331,0.395297,-1.27704,80.445,4.53612,108.195,-0.881745,4.51507,5.442966520786285,6.740074157714844,3.33145,263.1000061035156,,,,"16505"
"Gabriel Moreno","ARI",130,515,464,130,92,25,1,11,56,60,39,0,94,6,5,1,,6,2,0.28084,0.0762382,0.182024,0.418835,0.341131,0.41458,0.329478,0.755711,0.133741,3.86233,0.327263,-0.822676,-0.711101,67.4988,4.74901,105.784,-1.53378,7.98486,2.156311273574829,16.484859466552734,3.33042,156.08999633789062,,,,"22664"
"Ha-Seong Kim","SDP",141,609,534,132,89,26,2,15,70,64,62,1,117,6,5,4,,25,6,0.246439,0.101133,0.192558,0.525206,0.328134,0.386114,0.313949,0.714249,0.139675,5.32854,0.2869,0.254736,1.06653,71.9646,-2.23855,100.818,1.32127,4.12875,1.938123345375061,10.553750038146973,3.31468,90.2300033569336,,,,"27506"
"Randy Arozarena","TBR",151,651,566,148,91,31,3,23,88,86,66,2,160,14,5,1,,23,10,0.261744,0.100759,0.246115,0.4094,0.350819,0.448986,0.346417,0.799805,0.187242,5.34813,0.322958,-0.144041,-0.97122,94.482,15.1615,125.733,-1.11526,-1.68016,18.95736587047577,-9.155163645744324,3.18229,43.58000183105469,,,,"19290"
"Pete Alonso","NYM",156,672,583,144,77,25,1,41,92,114,68,8,145,15,5,0,,4,1,0.247586,0.10126,0.215373,0.470159,0.33882,0.50514,0.355504,0.84396,0.257555,3.26574,0.257308,-1.3384,-0.91761,102.601,20.7217,128.015,-2.25601,-0.155192,21.06670641899109,-12.255192399024963,3.16172,27.489999771118164,,,,"19251"
"Patrick Bailey","SFG",104,410,369,84,55,18,1,10,42,44,32,0,108,3,3,2,,2,1,0.228045,0.0790262,0.264851,0.29838,0.294145,0.36288,0.288449,0.657025,0.134835,3.29242,0.293523,-0.13604,-0.691742,39.7274,-10.18,82.2556,-0.827782,5.64595,-9.831855177879333,13.645946979522705,3.10969,362.42999267578125,,,,"27478"
"Paul Goldschmidt","STL",156,672,582,156,97,32,0,26,93,90,79,4,154,4,5,2,,8,2,0.268076,0.118162,0.229271,0.51538,0.35768,0.459796,0.35226,0.817476,0.19172,3.49437,0.319213,0.138107,-0.475482,100.79,18.9112,123.619,-0.337374,0.974059,19.325875490903854,-11.27594131231308,3.08578,84.69000244140625,,,,"9218"
"Alejandro Kirk","TOR",96,381,333,90,62,17,0,11,41,44,40,1,42,4,3,1,,0,1,0.269378,0.104475,0.110599,0.944632,0.352108,0.417483,0.336692,0.769592,0.148105,1.41949,0.279424,-1.29839,-0.981663,52.1638,5.78993,115.812,-2.28006,1.72485,4.930614948272705,7.599852204322815,3.06248,258.55999755859375,,,,"22581"
"Zach Neto","LAA",141,609,535,133,83,29,1,21,80,75,44,1,140,22,5,3,,10,3,0.248829,0.0720062,0.229484,0.313774,0.328255,0.421762,0.326325,0.750018,0.172933,4.47254,0.296071,-0.0919286,-0.17293,78.224,4.02091,105.31,-0.264858,-1.08658,3.610168069601059,5.438421368598938,2.9649,275.489990234375,,,,"31347"
"Ian Happ","CHC",152,658,567,142,85,32,3,22,84,79,79,3,155,6,4,2,,11,4,0.249923,0.119421,0.23631,0.505358,0.344881,0.433169,0.337524,0.77805,0.183247,4.59834,0.304034,0.251467,-0.615709,90.6379,10.4644,112.368,-0.364242,4.07079,9.717788487672806,-2.8792080879211426,2.91742,169.66000366210938,,,,"17919"
"Byron Buxton","MIN",125,539,481,114,54,28,3,29,79,76,45,2,160,7,4,2,,11,2,0.23654,0.0829851,0.297006,0.279405,0.308884,0.487964,0.337047,0.796848,0.251424,5.79314,0.285541,0.746946,0.368461,74.0325,8.35853,115.955,1.11541,2.95624,11.41941773891449,-0.5187561511993408,2.9125,234.4499969482422,,,,"14161"
"Jung Hoo Lee","SFG",134,581,523,151,105,32,4,10,70,61,45,5,48,5,2,5,,5,5,0.289284,0.0782638,0.0819392,0.955144,0.350171,0.423065,0.334076,0.773236,0.133781,3.9352,0.302147,-0.0812793,-2.39502,78.3678,7.57631,112.843,-2.4763,0.512771,6.768030643463135,2.587771236896515,2.90683,240.83999633789062,,,,"sa3012640"
"George Springer","TOR",144,623,554,142,91,25,2,24,86,75,56,1,118,7,4,3,,14,4,0.256241,0.0901735,0.190177,0.474157,0.330185,0.439531,0.332753,0.769715,0.18329,5.00042,0.284031,0.0305626,-0.0537917,83.3482,7.43929,113.081,-0.023229,5.32539,9.741658760234714,-2.249606132507324,2.8571,121.77999877929688,,,,"12856"
"Cedric Mullins","BAL",139,602,540,137,88,28,4,18,78,67,49,2,121,6,4,4,,26,7,0.254337,0.0810546,0.200274,0.404718,0.320463,0.420389,0.320143,0.740852,0.166052,6.22692,0.29394,0.237182,1.19414,74.2342,0.883996,105.245,1.43132,0.755025,5.2143754959106445,2.9050254225730896,2.84853,151.30999755859375,,,,"17929"
"Steven Kwan","CLE",151,651,575,159,117,29,6,7,85,56,63,2,67,5,4,4,,18,5,0.277317,0.0970674,0.10327,0.93994,0.351529,0.384876,0.324261,0.736405,0.107559,5.90309,0.301994,0.379577,0.183712,82.5029,3.18235,107.907,0.563289,6.47116,6.730840802192688,-0.4038357734680176,2.83576,210.10000610351562,,,,"24610"
"Daulton Varsho","TOR",138,595,536,128,73,26,3,26,77,82,48,1,137,5,4,2,,15,6,0.239543,0.081017,0.230961,0.350782,0.306055,0.447088,0.322558,0.753143,0.207545,5.22244,0.271031,0.879779,-0.35338,74.5646,2.06736,106.015,0.526399,7.10671,4.814828038215637,3.2317123413085938,2.81756,212.7899932861328,,,,"19918"
"Anthony Volpe","NYY",143,616,546,123,70,29,4,21,74,75,55,0,153,8,4,3,,23,7,0.226048,0.0888782,0.248737,0.357318,0.304021,0.406315,0.308506,0.710336,0.180267,6.07798,0.273209,0.362538,0.873875,70.0071,-5.04895,96.9408,1.23641,1.67017,-1.0215632915496826,8.270172357559204,2.80912,125.37999725341797,,,,"27647"
"J.T. Realmuto","PHI",130,513,462,117,72,24,3,18,64,68,38,2,124,9,4,1,,13,4,0.252844,0.0732904,0.241249,0.303796,0.319286,0.437601,0.3251,0.756887,0.184758,5.57184,0.304042,0.485005,0.191778,65.3969,2.86652,102.548,0.676783,2.91379,2.2965896129608154,12.313794612884521,2.79239,74.38999938964844,,,,"11739"
"Brandon Lowe","TBR",115,497,434,104,58,22,1,23,68,69,52,1,130,7,3,1,,6,1,0.239535,0.104485,0.262515,0.398015,0.328066,0.455866,0.33732,0.783932,0.216331,4.30355,0.284752,0.671741,-0.360573,68.3765,7.81998,119.428,0.311168,-1.97483,11.880528748035431,-0.7998253107070923,2.78821,265.2900085449219,,,,"18882"
"Riley Greene","DET",143,616,551,149,98,27,6,18,80,69,55,0,158,4,3,2,,8,2,0.270424,0.0893656,0.256869,0.347904,0.339467,0.438138,0.336904,0.777604,0.167714,5.36742,0.346519,0.481182,-0.491972,84.5356,9.47958,114.272,-0.01079,2.07684,10.523312391713262,-3.723158121109009,2.7644,164.36000061035156,,,,"25976"
"Oneil Cruz","PIT",136,588,524,130,77,23,5,24,85,76,55,1,159,4,3,3,,20,7,0.248323,0.0934632,0.269651,0.346608,0.322189,0.45102,0.332051,0.773209,0.202697,6.49567,0.307675,0.145012,0.0777942,78.3231,6.67874,106.341,0.222806,-3.08596,4.8416264951229095,2.7140378952026367,2.75111,71.04000091552734,,,,"21711"
"Triston Casas","BOS",143,616,521,137,79,27,3,28,84,89,87,3,143,3,4,1,,1,1,0.262228,0.141125,0.231611,0.609319,0.368832,0.484075,0.366054,0.852907,0.221847,2.944,0.306793,-0.589819,-1.41316,99.4485,24.3925,128.583,-2.00298,-1.33582,19.093970775604248,-12.635819792747498,2.73029,108.12000274658203,,,,"22514"
"Nolan Jones","COL",139,602,522,142,85,30,4,24,81,86,70,2,170,5,3,1,,15,4,0.271088,0.116677,0.2832,0.411994,0.361293,0.476915,0.360206,0.838208,0.205827,5.53244,0.35598,-0.270266,0.158926,94.2642,20.914,111.66,-0.11134,4.26545,8.58437930047512,-1.7845458984375,2.7233,55.61000061035156,,,,"20529"
"Jeff McNeil","NYM",143,616,557,158,114,32,2,11,70,65,40,1,68,14,4,2,,6,2,0.284394,0.065374,0.110679,0.59066,0.345332,0.406744,0.329275,0.752076,0.12235,3.94506,0.306536,-0.60697,-0.797435,80.6325,5.5765,110.432,-1.4044,-1.07748,6.55638062953949,-0.327475905418396,2.71393,316.6499938964844,,,,"15362"
