Name,Team,W,L,QS,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Jacob Lopez","TBR",1,1,,4.03313,13,0,0,1,13,56,12,6,6,2,5,,1,13,9.17608,3.6482,2.51524,1.102,0.236188,0.0939028,0.14228495955467224,0.236035,1.31272,0.290477,0.724167,,,4.22539,0.00311282,0.0162761,749.2999877929688,,,,"25098"
"Dylan Coleman",,2,2,,4.32923,38,0,0,1,38,168,31,20,18,5,23,,3,45,10.655,5.39166,1.9762,1.12687,0.268316,0.135774,0.13254223763942719,0.218923,1.41474,0.285699,0.724219,,,4.57426,0.00296557,-0.00514281,999,,,,"22276"
"Reid VanScoter","SEA",1,0,,3.84139,10,0,0,1,10,43,10,5,4,1,4,,0,8,7.41168,3.36672,2.20145,0.959,0.19089,0.086711,0.10417932271957397,0.253194,1.36034,0.296677,0.736276,,,4.24971,0.00293602,-0.00110433,999,,,,"sa3020839"
"Hogan Harris",,2,2,,4.41483,35,0,0,1,35,153,33,18,17,4,16,,2,33,8.39611,4.18667,2.00544,1.11661,0.213284,0.106353,0.10693149268627167,0.243345,1.40173,0.291037,0.711522,,,4.5782,0.00292284,-0.0100818,999,,,,"21520"
"Zak Kent",,0,0,,4.4007,6,0,0,1,6,26,6,3,3,1,2,,0,5,8.09023,3.10277,2.60742,1.30788,0.207351,0.0795234,0.1278272122144699,0.254822,1.35104,0.2964,0.717118,,,4.50511,0.00273139,0.00637658,999,,,,"sa3010315"
"Joe La Sorsa","WSN",0,1,,4.62196,13,0,0,1,13,56,14,7,7,2,4,,1,10,6.62681,2.70495,2.44988,1.28136,0.169455,0.069169,0.10028649866580963,0.264472,1.35274,0.293512,0.690903,,,4.7334,0.00241709,0.00207967,999,,,,"25481"
"Ryan Loutos","STL",1,1,,4.41351,25,0,0,1,25,110,25,13,12,3,10,,1,21,7.40257,3.74323,1.97759,1.08224,0.187126,0.0946236,0.09250292181968689,0.254567,1.41787,0.294574,0.708805,,,4.55192,0.00232394,0.00514226,999,,,,"sa3016850"
"Bryan Hoeing","MIA",2,2,,4.50144,38,0,0,1,38,165,41,21,19,5,11,,2,28,6.68373,2.54943,2.62166,1.15227,0.171079,0.0652558,0.10582292079925537,0.271038,1.37017,0.305424,0.696282,,,4.42645,0.00218914,-0.0165614,999,,,,"26304"
"Lucas Gilbreath","COL",2,3,,5.03761,48,0,0,4,48,218,48,29,27,7,27,,3,47,8.82391,4.99725,1.76575,1.28692,0.21627,0.12248,0.09378956258296967,0.25655,1.56239,0.308374,0.701686,,,4.97607,0.00209128,0.065039,999,,,,"21290"
"Jacob Barnes","WSN",0,1,,4.9453,10,0,0,1,10,45,11,6,5,1,4,,0,8,7.20551,3.7222,1.93582,1.2339,0.179637,0.0927965,0.08684048801660538,0.263425,1.46948,0.299221,0.684786,,,4.78154,0.00207648,-0.0165303,999,,,,"12323"
"Jackson Stephens","ATL",2,1,,4.37754,35,0,0,1,35,152,35,18,17,5,12,,2,31,8.06949,3.20465,2.51806,1.2058,0.206156,0.0818711,0.12428507208824158,0.257869,1.36914,0.303341,0.714617,,,4.46523,0.00199433,0.0255512,999,,,,"14420"
"Matt Foster","CHW",0,0,,4.5623,10,0,0,1,10,43,10,5,5,2,4,,0,9,8.48904,3.2219,2.63479,1.49667,0.21841,0.0828946,0.1355154737830162,0.249661,1.33869,0.288939,0.714355,,,4.70189,0.00164518,0.00976571,999,,,,"19647"
"Shawn Dubin","HOU",1,1,,4.30659,24,0,0,1,24,106,22,13,11,3,11,,1,25,9.48699,4.19711,2.26037,1.13016,0.239771,0.106076,0.13369490951299667,0.236058,1.38084,0.292808,0.713648,,,4.34623,0.00151667,-0.0144893,999,,,,"24977"
"Brad Wieck","CHC",0,0,,4.3368,8,0,0,1,8,35,7,4,4,1,4,,0,9,9.74632,4.28085,2.27673,1.306,0.248534,0.109163,0.13937114924192429,0.235053,1.3769,0.290131,0.735477,,,4.54467,0.00147173,0.00794345,999,,,,"16390"
"Michael Rucker","PHI",1,1,,4.84671,23,0,0,1,23,101,23,13,12,3,9,,1,21,8.04622,3.63571,2.21311,1.34671,0.203625,0.0920087,0.11161637306213379,0.25871,1.42303,0.300284,0.69129,,,4.76688,0.00125871,-0.0152558,999,,,,"19454"
"Danny Duffy","TEX",2,3,,4.94443,40,2,0,1,47,209,45,28,26,8,25,,1,46,8.84108,4.79191,1.845,1.44186,0.220543,0.119535,0.10100743174552917,0.246498,1.49151,0.290682,0.712337,,,5.06322,0.0012079,0.037359,750.4500122070312,,,,"3542"
"Michael Mercado",,1,1,,4.7692,14,0,0,1,14,61,13,8,7,2,6,,1,14,8.95201,3.90761,2.29092,1.44164,0.227076,0.0991203,0.12795619666576385,0.246949,1.39793,0.292442,0.707822,,,4.78111,-0.0000140431,-0.0120083,999,,,,"sa3005024"
"Luis Cessa","KCR",1,1,,4.65445,14,0,0,1,14,61,15,8,7,2,5,,0,10,6.5515,3.17248,2.0651,1.18272,0.168024,0.0813633,0.08666025847196579,0.268361,1.41298,0.300442,0.697272,,,4.64963,-0.0002079,-0.00806625,999,,,,"13345"
"DJ Herz",,1,1,,4.57592,21,0,0,1,21,94,18,11,11,3,13,,2,23,9.71702,5.44006,1.7862,1.1111,0.241767,0.135353,0.10641413927078247,0.229282,1.47198,0.288339,0.712471,,,4.74678,-0.00027676,0.0125145,750.1699829101562,,,,"sa3011680"
"Austin Pope","ARI",1,1,,4.42271,17,0,0,1,17,75,17,9,8,2,7,,1,15,7.96292,3.5806,2.2239,1.136,0.200942,0.0903556,0.11058661341667175,0.25601,1.40914,0.301124,0.71032,,,4.48501,-0.000299415,0.00477583,999,,,,"sa3010816"
"Zack Weiss","MIN",1,1,,4.52588,21,0,0,1,21,93,20,11,11,3,10,,1,22,9.63506,4.44406,2.16808,1.24691,0.242273,0.111746,0.1305275857448578,0.241187,1.42959,0.2985,0.717367,,,4.53143,-0.000301211,-0.00453363,999,,,,"15444"
"Justin Martinez",,1,1,,4.30617,35,0,0,1,35,158,29,18,17,4,23,,3,42,10.8855,5.99315,1.81632,0.992092,0.268678,0.147924,0.12075349688529968,0.223043,1.50521,0.298402,0.732387,,,4.48506,-0.000350295,0.0258334,999,,,,"24453"
"Jackson Wolf",,1,1,,4.50364,13,0,0,1,13,56,13,7,7,2,4,,1,11,7.49555,2.99878,2.49954,1.26316,0.19338,0.0773662,0.11601345241069794,0.2545,1.33447,0.290746,0.701959,,,4.53142,-0.000486275,0.00171743,999,,,,"29832"
"Victor Vodnik","COL",2,2,,4.98889,35,0,0,1,35,157,35,21,19,5,18,,2,34,8.68889,4.75676,1.82664,1.26435,0.214923,0.11766,0.09726269543170929,0.258047,1.54007,0.309537,0.703138,,,4.86648,-0.000579268,0.0222558,749.8300170898438,,,,"24614"
"Jack Leftwich","CLE",0,0,,4.37469,6,0,0,1,6,26,6,3,3,1,2,,0,5,7.08319,2.78674,2.54175,1.22042,0.183226,0.0720868,0.11113960295915604,0.258298,1.33221,0.292126,0.706241,,,4.45327,-0.000583882,0.00213089,999,,,,"sa3018169"
"Colton Gordon","HOU",1,0,,4.27759,10,0,0,1,10,43,9,5,5,1,4,,0,9,8.35754,3.45387,2.41976,1.24095,0.215378,0.089008,0.12636986374855042,0.243327,1.32803,0.286546,0.718032,,,4.48299,-0.000632428,0.00659402,999,,,,"sa3019426"
"Adam Kloffenstein",,0,1,,4.37698,10,0,0,1,10,44,10,5,5,1,4,,1,8,7.5501,3.6298,2.08003,1.09313,0.191062,0.0918554,0.0992065966129303,0.25182,1.38775,0.292642,0.70628,,,4.60055,-0.000844512,0.0080066,999,,,,"sa3008578"
"Calvin Faucher","MIA",1,1,,4.55395,24,0,0,1,24,107,24,13,12,3,11,,1,23,8.73402,4.25353,2.05336,1.16956,0.216737,0.105553,0.11118455231189728,0.255253,1.48705,0.307772,0.719442,,,4.51344,-0.00092411,-0.00273238,999,,,,"20116"
"Clayton Andrews","NYY",1,1,,4.29391,16,0,0,1,16,70,14,8,8,2,8,,1,18,9.90613,4.38463,2.25928,1.25332,0.251953,0.111519,0.14043421298265457,0.232395,1.37981,0.28964,0.730155,,,4.44684,-0.000963241,0.00481186,999,,,,"23631"
"Jesus Tinoco","TEX",1,1,,4.50756,17,0,0,1,17,75,17,9,9,2,8,,1,16,8.49907,3.98954,2.13034,1.264,0.215121,0.10098,0.11414100229740143,0.250882,1.42288,0.297591,0.721307,,,4.64782,-0.0011695,0.00228373,999,,,,"16300"
"McKinley Moore","NYY",1,1,,4.5074,15,0,0,1,15,67,13,8,8,2,9,,1,17,10.0966,5.52868,1.82622,1.19826,0.24989,0.136834,0.11305586993694305,0.228389,1.4869,0.288211,0.72141,,,4.74823,-0.00117625,-0.0110421,999,,,,"25663"
"Riley O'Brien","STL",3,3,,4.27204,54,0,0,7,54,239,50,28,26,7,27,,4,55,9.10038,4.55953,1.9959,1.11681,0.228872,0.114671,0.11420093476772308,0.239768,1.42627,0.294615,0.725136,,,4.59308,-0.00164474,0.0143062,747.3400268554688,,,,"20348"
"Lou Trivino","NYY",1,1,,4.42936,20,0,0,1,20,88,19,11,10,3,9,,1,20,9.11322,3.92366,2.32263,1.2972,0.231427,0.0996399,0.13178712129592896,0.241967,1.37769,0.291599,0.717563,,,4.55391,-0.00175293,-0.0247263,999,,,,"15043"
"Dominic Leone",,1,2,,4.54641,30,0,0,1,30,130,28,16,15,5,13,,1,30,9.08704,3.92091,2.31758,1.41625,0.233038,0.100552,0.13248584419488907,0.243633,1.37827,0.290623,0.722377,,,4.67233,-0.00182241,-0.000584897,750.530029296875,,,,"13763"
"Nabil Crismatt","LAD",0,0,,4.52358,8,0,0,1,8,35,8,4,4,1,3,,0,7,7.65251,2.84261,2.69207,1.39713,0.194805,0.0723625,0.12244245409965515,0.263132,1.36905,0.299616,0.716205,,,4.65919,-0.0019247,0.00544938,999,,,,"17732"
"Brandon Hughes","ARI",1,1,,4.19748,21,0,0,1,21,91,19,11,10,3,9,,2,22,9.36107,4.02536,2.32553,1.15571,0.239575,0.10302,0.13655506819486618,0.235898,1.34839,0.29143,0.720449,,,4.40877,-0.0020036,0.00945251,999,,,,"23460"
"Chad Dallas","TOR",0,0,,4.49348,6,0,0,1,6,26,6,3,3,1,3,,0,5,7.8343,3.8254,2.04797,1.21077,0.198394,0.0968733,0.10152044892311096,0.250462,1.40452,0.290793,0.713402,,,4.69384,-0.00205995,0.00284764,999,,,,"sa3018180"
"José Castillo","ARI",1,1,,4.3046,8,0,0,1,8,36,8,4,4,1,4,,1,8,9.31959,4.51081,2.06605,1.09411,0.232978,0.112765,0.12021352350711823,0.242128,1.44062,0.300376,0.722206,,,4.45889,-0.00215292,0.00923883,999,,,,"17169"
"Cody Laweryson","MIN",0,0,,4.50133,8,0,0,1,8,35,8,4,4,1,3,,0,7,8.14392,3.34416,2.43526,1.26102,0.207156,0.0850649,0.12209068983793259,0.252231,1.36741,0.294759,0.711752,,,4.52673,-0.00221373,0.00417648,999,,,,"sa3010633"
"Prelander Berroa","CHW",1,1,,4.459,24,0,0,1,24,107,21,13,12,3,14,,1,28,10.492,5.40309,1.94185,1.27015,0.262256,0.135055,0.12720108032226562,0.226684,1.46245,0.28883,0.734724,,,4.68439,-0.00231217,-0.00635522,555.8599853515625,,,,"22932"
"Jonathan Cannon","CHW",1,1,,4.65331,21,0,0,1,21,91,22,12,11,3,7,,0,15,6.26254,3.13136,1.99995,1.25536,0.160521,0.0802628,0.08025836944580078,0.2664,1.40391,0.292945,0.698681,,,4.78961,-0.0024818,-0.0242365,999,,,,"sa3020591"
"Tanner Tully","NYY",0,0,,4.45219,8,0,0,1,8,34,9,4,4,1,2,,0,6,6.19215,2.25336,2.74796,1.3099,0.160243,0.0583133,0.10192950442433357,0.265863,1.31454,0.289866,0.702973,,,4.6438,-0.00285446,0.00259225,999,,,,"19518"
"Jacob Waguespack","TBR",1,1,,4.28676,14,0,0,1,14,61,14,7,7,2,5,,1,12,7.87848,3.29712,2.3895,1.14267,0.202281,0.0846542,0.11762722581624985,0.251809,1.35179,0.294898,0.714452,,,4.39711,-0.00334066,0.000460675,999,,,,"18318"
"Trey Wingenter","DET",1,1,,4.66474,34,0,0,1,34,148,31,19,18,4,15,,3,36,9.48943,4.02947,2.35501,1.16883,0.242288,0.102882,0.13940568268299103,0.238141,1.35848,0.295769,0.676168,,,4.41652,-0.00347028,-0.0341828,999,,,,"17793"
"Tucker Davidson","BAL",1,2,,4.45084,28,0,0,1,28,121,27,15,14,4,11,,1,25,8.14131,3.49451,2.32974,1.19294,0.208707,0.089584,0.11912333220243454,0.250535,1.36701,0.294895,0.706913,,,4.452,-0.00369574,-0.0216591,999,,,,"19871"
"Jake Woodford","CHW",0,0,,4.71077,6,0,0,1,6,26,6,3,3,1,2,,0,5,6.82477,3.40702,2.00315,1.27725,0.172349,0.0860392,0.08631009608507156,0.26326,1.42226,0.294288,0.698159,,,4.88929,-0.0040126,0.00584845,999,,,,"18674"
"Gavin Hollowell",,1,2,,5.1767,40,0,0,1,40,177,41,24,23,7,17,,3,38,8.63448,3.79275,2.27657,1.48581,0.21643,0.0950684,0.12136183679103851,0.258235,1.43738,0.302825,0.684541,,,4.97793,-0.00403087,0.0258956,999,,,,"25427"
"Levi Stoudt",,1,2,,4.87321,19,2,0,1,25,111,26,15,14,4,10,,1,19,6.65686,3.63735,1.83014,1.38546,0.166222,0.0908244,0.07539715617895126,0.262608,1.45248,0.288662,0.703365,,,5.15033,-0.00417824,-0.0562809,999,,,,"25650"
"Ben Heller","PIT",0,1,,4.74254,8,0,0,1,8,36,8,5,4,1,3,,1,7,8.41702,3.57746,2.35279,1.15211,0.210582,0.0895032,0.12107916921377182,0.251224,1.37426,0.300466,0.670539,,,4.7081,-0.00470032,-0.019124,999,,,,"15100"
"Geoff Hartlieb","COL",1,1,,5.44113,12,0,0,1,12,54,13,8,7,2,6,,1,9,7.11947,4.13462,1.72192,1.41841,0.175455,0.101895,0.0735599547624588,0.275136,1.55686,0.30915,0.680672,,,5.28115,-0.00474481,-0.0132309,999,,,,"19558"
"Patrick Monteverde","MIA",0,1,,4.56894,8,0,0,1,8,35,8,4,4,1,3,,0,6,7.09561,3.28997,2.15674,1.26037,0.180227,0.0835647,0.09666277468204498,0.262692,1.4066,0.296915,0.712053,,,4.73323,-0.00501283,0.00902572,999,,,,"sa3016940"
"Sam Long","KCR",0,0,,4.73699,11,0,0,1,11,48,11,6,6,1,4,,0,9,7.0665,3.64225,1.94015,1.17135,0.179715,0.0926294,0.0870855376124382,0.259536,1.4244,0.295177,0.689859,,,4.69671,-0.00507775,0.00188415,999,,,,"25379"
"Jhonathan Diaz",,0,0,,4.40193,6,0,0,1,6,26,6,3,3,1,2,,1,5,7.22654,3.60954,2.00207,1.07809,0.18283,0.0913205,0.09150934219360352,0.251149,1.37917,0.288822,0.699055,,,4.69809,-0.00508512,-0.0000659844,999,,,,"20298"
"Kyle Backhus","ARI",1,1,,4.42495,13,0,0,1,13,58,13,7,6,2,6,,1,11,7.72083,4.17167,1.85078,1.05231,0.193413,0.104504,0.08890949189662933,0.254926,1.46362,0.299554,0.718993,,,4.59624,-0.00514215,0.000156399,999,,,,"sa3017068"
"Brendon Little","TOR",1,1,,4.26741,28,0,0,1,28,124,28,15,13,3,13,,2,24,7.58949,4.20728,1.80389,1.03302,0.190166,0.10542,0.0847461000084877,0.254793,1.46338,0.298623,0.72339,,,4.63788,-0.00514471,-0.0178852,999,,,,"21574"
"Anthony Molina","COL",2,3,,5.18457,54,0,0,6,54,239,64,33,31,9,16,,1,35,5.77035,2.65377,2.1744,1.41691,0.144874,0.0666271,0.07824692875146866,0.28735,1.47386,0.30915,0.680936,,,4.98707,-0.00520172,0.017984,999,,,,"sa3009727"
"Lucas Luetge","BOS",1,1,,4.73936,17,0,0,1,17,76,19,10,9,2,6,,1,15,7.78417,3.12262,2.49283,1.2613,0.194067,0.0778502,0.11621725559234619,0.270742,1.44372,0.314067,0.701536,,,4.56447,-0.00524282,-0.0140959,999,,,,"8337"
"Colten Brewer","CHC",0,0,,4.66337,10,0,0,1,10,44,10,6,5,1,4,,1,9,7.92162,3.81704,2.07533,1.19056,0.200333,0.0965305,0.10380249470472336,0.254396,1.41932,0.297603,0.700543,,,4.65904,-0.00550856,-0.0202302,999,,,,"12997"
"Alek Jacob",,2,1,,4.22706,38,0,0,1,38,164,36,19,18,5,14,,3,35,8.36696,3.20269,2.61248,1.23256,0.21577,0.0825924,0.13317814469337463,0.243853,1.29958,0.28778,0.711311,,,4.49166,-0.00551603,0.00719801,999,,,,"29628"
"Trevor Brigden","TBR",2,2,,4.21565,35,0,0,1,35,150,32,17,16,5,14,,2,35,9.01871,3.5119,2.56804,1.25891,0.2331,0.0907697,0.14233052730560303,0.238948,1.31358,0.287799,0.72828,,,4.37311,-0.00562653,0.0167471,999,,,,"sa3011481"
"Joel Kuhnel","HOU",1,1,,4.52774,12,0,0,1,12,52,13,7,6,2,4,,1,9,6.55268,2.82794,2.31712,1.16401,0.167202,0.0721594,0.0950428918004036,0.264918,1.37248,0.296094,0.694908,,,4.55949,-0.00571826,-0.0223468,999,,,,"19995"
"Keegan Thompson","CHC",2,2,,4.45309,32,0,0,1,32,139,30,17,16,4,15,,2,31,8.6703,4.13878,2.09489,1.24561,0.22179,0.105872,0.11591821163892746,0.244089,1.39524,0.291895,0.717874,,,4.66193,-0.00588802,0.00101861,999,,,,"19795"
"Walter Pennington","KCR",1,1,,4.64743,19,0,0,1,19,85,20,11,10,2,9,,1,15,6.99362,4.14519,1.68716,0.976197,0.174393,0.103365,0.07102847844362259,0.262386,1.49645,0.30284,0.693944,,,4.6348,-0.00601854,-0.01489,999,,,,"sa3014971"
"Griff McGarry","PHI",0,0,,4.91806,8,0,0,1,8,36,7,5,4,1,5,,0,9,9.94099,5.98588,1.66074,1.2632,0.24338,0.146549,0.0968310534954071,0.233819,1.55806,0.292375,0.713585,,,5.02864,-0.00637216,-0.0194426,999,,,,"sa3017130"
"Kolton Ingram",,1,1,,4.38845,16,0,0,1,16,71,15,8,8,2,8,,1,16,9.08381,4.53622,2.0025,1.12553,0.22874,0.114227,0.11451283097267151,0.238762,1.42484,0.292315,0.720474,,,4.52974,-0.00648385,0.00268523,999,,,,"26068"
"Matt Gage",,1,1,,4.39615,19,0,0,1,19,83,18,10,9,3,8,,1,18,8.54701,3.70508,2.30683,1.36198,0.218468,0.0947046,0.12376303970813751,0.247627,1.37533,0.291098,0.72679,,,4.68924,-0.00653184,-0.00240907,999,,,,"17381"
"Adam Kolarek","LAA",1,1,,4.57934,10,0,0,1,10,44,11,6,5,1,4,,1,8,7.01543,3.55337,1.9743,1.20582,0.176188,0.0892404,0.08694717288017273,0.269889,1.46575,0.306736,0.715752,,,4.80626,-0.00665136,-0.0172478,999,,,,"10843"
"Phil Maton","TBR",3,3,,4.0584,65,0,2,12,65,279,58,32,29,9,25,,6,71,9.7647,3.43923,2.83921,1.226,0.252372,0.0888882,0.16348391771316528,0.234999,1.28054,0.292941,0.729656,,,4.28418,-0.00684574,0.159363,729.1099853515625,,,,"18064"
"T.J. McFarland","LAD",1,1,,4.60281,10,0,0,1,10,44,11,6,5,1,4,,1,8,6.89555,3.27821,2.10345,1.25822,0.173253,0.0823659,0.09088662266731262,0.27103,1.44903,0.30518,0.714525,,,4.79962,-0.00696159,-0.0235089,999,,,,"3237"
"Justin Bruihl",,1,1,,4.93656,10,0,0,1,10,44,10,6,5,2,4,,1,8,7.25269,3.67982,1.97093,1.38625,0.183275,0.0929891,0.09028622508049011,0.26296,1.44043,0.296164,0.696777,,,5.06794,-0.00710304,-0.00894717,999,,,,"23779"
"Tim Cate","WSN",1,1,,4.77701,15,0,0,1,15,67,16,9,8,2,7,,1,11,6.66848,3.93026,1.6967,1.17884,0.166626,0.0982057,0.06842029839754105,0.265659,1.49279,0.298091,0.703433,,,4.88996,-0.00716577,-0.0247884,999,,,,"sa3007926"
"Jaime Barria","CLE",1,1,,4.39511,28,0,0,1,28,120,29,15,14,4,8,,1,22,7.06327,2.69649,2.61943,1.34069,0.183083,0.0698941,0.11318855732679367,0.258698,1.32294,0.289341,0.716974,,,4.61477,-0.00728507,-0.0210858,999,,,,"18356"
"Naoyuki Uwasawa","TBR",1,1,,4.38199,19,0,0,1,19,81,19,10,9,3,6,,1,17,8.03207,2.83685,2.83134,1.316,0.208292,0.0735666,0.1347254142165184,0.254295,1.31446,0.295082,0.714003,,,4.4363,-0.00754165,-0.0155361,999,,,,"sa3023347"
"Logan Gillaspie",,1,1,,4.45999,14,0,0,1,14,61,14,7,7,2,5,,1,12,7.54709,3.19616,2.3613,1.25934,0.191802,0.0812273,0.11057455092668533,0.25495,1.36637,0.29161,0.712247,,,4.61377,-0.00757342,0.00279498,999,,,,"22461"
"John Curtiss",,1,1,,5.35161,24,0,0,1,24,106,26,15,14,4,9,,1,21,7.7012,3.47169,2.21829,1.64504,0.193022,0.0870138,0.10600777715444565,0.272575,1.47984,0.306277,0.686703,,,5.17739,-0.00789988,-0.00038214,999,,,,"16128"
"Braydon Fisher","LAD",0,0,,4.87308,6,0,0,1,6,27,6,4,3,1,4,,0,6,9.0412,5.26256,1.71802,1.34677,0.223962,0.13036,0.09360189735889435,0.241821,1.5162,0.289815,0.712054,,,5.09189,-0.0079016,-0.0260777,999,,,,"sa3007929"
"Mason Englert",,1,1,,4.62929,21,0,0,1,21,91,21,12,11,3,7,,1,17,7.40548,2.88769,2.5645,1.22629,0.189669,0.0739597,0.11570975929498672,0.258435,1.34311,0.295682,0.687326,,,4.52877,-0.00801462,-0.0287434,999,,,,"22288"
"Casey Legumina",,1,2,,5.02478,30,0,0,1,30,133,31,18,17,5,12,,1,27,8.14602,3.72813,2.18501,1.47487,0.204115,0.0934158,0.11069903522729874,0.259965,1.4489,0.299135,0.693046,,,4.9382,-0.00838214,-0.0260126,999,,,,"25921"
"Ricky Vanasco",,1,1,,4.56585,15,0,0,1,15,67,14,8,8,2,7,,1,15,9.02862,4.49018,2.01075,1.38021,0.225678,0.112236,0.11344192177057266,0.246181,1.46058,0.293952,0.736232,,,4.85889,-0.00850359,-0.00506677,999,,,,"sa3004863"
"Jeurys Familia",,1,1,,4.65439,18,0,0,0,18,82,18,10,9,2,9,,1,16,8.24846,4.69174,1.75808,1.12578,0.201651,0.114699,0.08695149421691895,0.254143,1.53012,0.301831,0.721425,,,4.77462,-0.00866979,-0.0157258,999,,,,"5114"
"Josh James","STL",0,0,,4.69366,8,0,0,1,8,35,8,4,4,1,4,,0,7,8.11755,4.24013,1.91446,1.325,0.204832,0.106992,0.09783971309661865,0.250177,1.4427,0.290841,0.716083,,,4.9245,-0.00868159,0.00703527,999,,,,"16794"
"Garrett Hill","DET",0,0,,4.75266,8,0,0,1,8,35,8,5,4,1,4,,1,7,8.36412,4.15269,2.01415,1.21644,0.209659,0.104093,0.10556590557098389,0.248335,1.43133,0.293807,0.692875,,,4.73428,-0.00885709,-0.0236691,999,,,,"25097"
"Max Kranick","NYM",1,1,,4.56425,14,0,0,1,14,61,14,8,7,2,5,,1,11,7.17781,3.11792,2.30212,1.28192,0.182232,0.0791585,0.10307376086711884,0.257931,1.3727,0.290842,0.705025,,,4.70453,-0.00894704,-0.0284479,748.27001953125,,,,"22175"
"Stevie Emanuels","OAK",0,0,,4.47724,8,0,0,1,8,35,8,4,4,1,4,,1,8,8.6249,4.47079,1.92917,1.19997,0.218428,0.113224,0.10520408302545547,0.245171,1.43497,0.294277,0.72525,,,4.75333,-0.00914864,0.00123212,999,,,,"sa3014698"
"Jeremiah Estrada","SDP",2,3,,4.32379,61,0,1,11,61,268,52,32,29,9,34,,3,71,10.4203,4.95168,2.1044,1.28686,0.26382,0.125366,0.1384541243314743,0.224861,1.40305,0.284857,0.733685,,,4.58558,-0.00915104,-0.0273171,748.3599853515625,,,,"22210"
"Kyle Nicolas","PIT",2,2,,4.52625,33,0,0,1,33,146,31,18,17,4,16,,2,33,9.04588,4.32619,2.09096,1.19105,0.22744,0.108773,0.11866678297519684,0.241682,1.41671,0.293797,0.711096,,,4.60397,-0.00924967,-0.00255052,999,,,,"27775"
"Devin Smeltzer","MIA",0,0,,4.83206,6,0,0,1,6,26,7,3,3,1,2,,0,4,6.2733,2.95717,2.12138,1.38772,0.158751,0.0748339,0.08391756564378738,0.272244,1.42156,0.296759,0.702923,,,4.99342,-0.00932009,0.00677169,999,,,,"19487"
"Erik Sabrowski","CLE",1,1,,4.61917,10,0,0,1,10,45,9,6,5,1,6,,0,10,9.29882,5.29815,1.75511,1.1201,0.230246,0.131186,0.09905947744846344,0.237338,1.50428,0.293003,0.716257,,,4.69542,-0.00937009,-0.0272297,999,,,,"sa3015121"
"Juan Mejia",,0,0,,5.594,6,0,0,1,6,28,6,4,4,1,3,,1,5,8.03592,4.85274,1.65596,1.37398,0.193568,0.116892,0.07667618244886398,0.263208,1.57746,0.305474,0.666219,,,5.4582,-0.00946179,-0.00669472,999,,,,"sa3003159"
"Matt Krook","BAL",1,1,,4.35695,14,0,0,1,14,62,13,7,7,2,8,,1,14,9.17015,5.12111,1.79066,1.0078,0.229446,0.128135,0.10131072998046875,0.237357,1.47668,0.295446,0.717844,,,4.52287,-0.00966577,0.00462936,999,,,,"19315"
"Roddery Muñoz",,1,1,,4.63559,19,0,0,1,19,84,19,11,10,2,9,,1,17,7.82093,4.22514,1.85104,1.15761,0.195509,0.105621,0.08988814800977707,0.256741,1.4815,0.300047,0.712748,,,4.6978,-0.00971786,-0.0229571,999,,,,"sa3008104"
"Kevin Kopps","SDP",0,0,,4.59298,10,0,0,1,10,45,10,6,5,1,5,,1,9,7.77528,4.45333,1.74595,1.11147,0.193379,0.110759,0.08262037485837936,0.249701,1.46781,0.292002,0.704488,,,4.84516,-0.00975125,-0.029142,999,,,,"sa3017005"
"Erasmo Ramírez","TBR",1,1,,4.3738,15,0,0,1,15,64,16,8,7,2,4,,1,12,7.00482,2.31008,3.03229,1.24142,0.181094,0.0597219,0.1213722974061966,0.264522,1.31189,0.298507,0.702288,,,4.41765,-0.00980397,-0.0151952,999,,,,"10314"
"Logan Allen","ARI",0,0,,4.58034,10,0,0,1,10,44,10,6,5,1,4,,1,8,7.00706,3.82741,1.83076,1.1095,0.175054,0.0956183,0.07943576574325562,0.262387,1.46367,0.299482,0.70713,,,4.77061,-0.0098863,-0.0180622,740.5900268554688,,,,"18555"
"Josh Winder","MIN",2,2,,4.52545,33,0,0,1,33,143,34,18,17,5,12,,1,29,7.78369,3.1482,2.47243,1.26812,0.198936,0.0804616,0.11847399920225143,0.256394,1.36592,0.295946,0.705494,,,4.50998,-0.0102377,-0.0287111,999,,,,"24606"
"Dylan Covey","PHI",2,2,,4.8777,48,0,0,1,48,213,52,28,26,6,19,,2,35,6.56948,3.49709,1.87856,1.20875,0.164826,0.0877406,0.07708518207073212,0.270049,1.4673,0.301702,0.688423,,,4.84314,-0.0103552,-0.0565831,999,,,,"14825"
"Alan Busenitz","CIN",0,1,,5.28993,8,0,0,1,8,36,9,5,5,1,3,,0,7,7.39976,3.77269,1.9614,1.5815,0.185093,0.0943678,0.09072522819042206,0.269851,1.49348,0.301217,0.687003,,,5.27811,-0.0108794,-0.012754,999,,,,"15239"
"Kaleb Ort","BAL",1,1,,4.80689,17,0,0,1,17,75,16,10,9,3,8,,1,17,8.95347,4.07685,2.19618,1.3488,0.225496,0.102676,0.12281923741102219,0.242105,1.39682,0.288322,0.693236,,,4.75352,-0.0108809,-0.0404787,999,,,,"20061"
