Name,Team,W,L,QS,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Peter Lambert","COL",5,8,,5.50219,35,18,0,1,111,498,124,73,68,19,43,,6,89,7.23592,3.52021,2.05554,1.54862,0.179391,0.0872719,0.09211871773004532,0.276371,1.50581,0.308323,0.671617,,,5.22955,0.693116,0.806258,750.3900146484375,,,,"17969"
"Mason Black","SFG",5,5,,4.24475,43,13,0,1,93,403,89,47,44,12,35,,6,89,8.58841,3.37051,2.54811,1.14158,0.220782,0.0866455,0.13413655757904053,0.246155,1.33104,0.295812,0.713219,,,4.30437,0.688889,0.741645,999,,,,"sa3018146"
"Carlos Estévez","LAA",4,4,,4.28319,66,0,25,5,66,279,58,34,31,10,28,,2,73,9.96976,3.78112,2.63672,1.31755,0.261905,0.0993299,0.16257546842098236,0.233405,1.30177,0.2914,0.72209,,,4.29948,0.685867,0.447076,228.3800048828125,,,,"14542"
"Brusdar Graterol","LAD",4,2,,3.67273,64,0,8,11,64,267,61,28,26,7,17,,4,55,7.6869,2.42179,3.17406,0.973393,0.204431,0.0644066,0.14002390950918198,0.248911,1.22533,0.294532,0.72704,,,3.96165,0.685723,0.931277,414.3599853515625,,,,"20367"
"Luis Medina","OAK",5,7,,4.50793,31,18,0,1,107,477,101,58,54,13,57,,6,102,8.52757,4.80555,1.77452,1.04905,0.212932,0.119994,0.09293827414512634,0.243618,1.47341,0.294712,0.712888,,,4.65592,0.685433,0.71792,650.1099853515625,,,,"21649"
"Paul Sewald","ARI",4,3,,3.77918,66,0,28,4,66,274,56,30,28,9,24,,3,77,10.5379,3.28088,3.21191,1.25655,0.28186,0.0877546,0.19410496205091476,0.226908,1.21534,0.291582,0.747809,,,3.94205,0.683062,1.01066,83.30000305175781,,,,"13892"
"Zack Greinke",,4,5,,4.74058,15,15,0,0,78,337,88,44,41,12,18,,2,51,5.90679,2.06288,2.86337,1.3851,0.152069,0.0531085,0.09896095842123032,0.278049,1.3578,0.300019,0.690308,,,4.71378,0.677878,0.651996,749.280029296875,,,,"1943"
"Randy Vásquez","SDP",4,5,,4.32051,32,11,0,1,81,351,77,42,39,11,32,,5,71,7.94439,3.56997,2.22534,1.18717,0.203224,0.0913227,0.11190135031938553,0.246859,1.35452,0.288233,0.714913,,,4.59452,0.675835,0.616113,554.1900024414062,,,,"24719"
"Cooper Criswell","BOS",4,6,,4.91719,32,13,0,1,94,416,107,55,52,13,25,,8,69,6.55747,2.34729,2.79363,1.27164,0.16534,0.0591846,0.10615523532032967,0.279823,1.3965,0.31185,0.67547,,,4.67901,0.66919,0.665716,750.4199829101562,,,,"24975"
"Erik Swanson","TOR",4,3,,3.71681,64,0,2,13,64,267,56,28,26,9,21,,2,71,9.97487,2.88841,3.45342,1.232,0.26583,0.076976,0.18885409086942673,0.228871,1.19562,0.286353,0.747674,,,3.86059,0.661503,0.863078,510.4800109863281,,,,"16587"
"Scott Barlow","CLE",4,3,,3.69341,64,0,2,13,64,271,54,28,26,8,25,,3,76,10.6537,3.45118,3.08697,1.08545,0.279939,0.0906841,0.1892545372247696,0.223799,1.23374,0.29246,0.742192,,,3.74324,0.658265,0.827616,477.4100036621094,,,,"14993"
"Héctor Neris","CHC",4,4,,4.00762,70,0,6,12,70,295,60,34,31,10,28,,4,78,9.97189,3.53626,2.8199,1.23542,0.263031,0.0932768,0.1697542518377304,0.229737,1.25689,0.288896,0.731001,,,4.17862,0.65507,0.631341,411.1099853515625,,,,"11804"
"Luis L. Ortiz","PIT",5,7,,4.7089,37,16,0,1,107,473,111,60,56,14,45,,5,85,7.18773,3.7788,1.90212,1.19429,0.180516,0.0949024,0.08561346679925919,0.262041,1.45756,0.298805,0.703094,,,4.77527,0.635887,0.848535,658.52001953125,,,,"27646"
"Justin Lawrence","COL",4,4,,4.5418,66,0,17,7,66,290,63,36,33,8,31,,5,69,9.40929,4.20363,2.23837,1.06498,0.237826,0.10625,0.1315762624144554,0.246005,1.41474,0.308485,0.695903,,,4.33363,0.622016,0.860062,374.8900146484375,,,,"17639"
"Hayden Wesneski","CHC",4,5,,4.45135,35,10,0,1,77,329,74,41,38,11,27,,3,70,8.24833,3.19778,2.5794,1.28465,0.214107,0.0830068,0.13110049813985825,0.249381,1.32367,0.292376,0.704335,,,4.46995,0.620723,0.579815,594.3900146484375,,,,"27581"
"Roansy Contreras","PIT",4,5,,4.41155,52,8,0,1,86,368,82,45,42,11,31,,3,81,8.48735,3.25792,2.60514,1.19441,0.219942,0.0844262,0.13551590591669083,0.245838,1.31878,0.29262,0.698345,,,4.28141,0.620537,0.588772,611.8599853515625,,,,"22810"
"Sam Hentges","CLE",3,3,,3.4895,63,0,1,16,63,268,57,27,24,6,24,,2,68,9.67296,3.44822,2.80521,0.894704,0.252629,0.0900573,0.1625719666481018,0.234325,1.28409,0.300124,0.751128,,,3.62627,0.616552,0.764365,750.469970703125,,,,"18548"
"Jonathan Loáisiga","NYY",5,4,,3.72947,64,0,3,13,64,268,60,29,27,7,18,,3,57,7.99172,2.58106,3.09629,1.02182,0.212358,0.0685845,0.14377324283123016,0.242641,1.21914,0.288213,0.721816,,,3.97185,0.608386,0.671167,648.0900268554688,,,,"19753"
"Taylor Rogers","SFG",5,4,,3.7475,63,0,2,14,63,270,56,29,26,8,23,,5,77,10.9325,3.35536,3.25822,1.07653,0.283483,0.0870055,0.1964774876832962,0.230083,1.25648,0.304852,0.735553,,,3.71363,0.604694,0.50106,667.2000122070312,,,,"13449"
"Griffin Jax","MIN",5,4,,4.01886,64,0,2,12,64,269,58,31,29,8,20,,3,66,9.3169,2.87627,3.23923,1.11492,0.246166,0.0759953,0.17017101496458054,0.238017,1.23297,0.294768,0.707899,,,3.89857,0.59769,0.451545,530.2999877929688,,,,"20253"
"Tommy Henry","ARI",4,4,,4.57501,30,11,0,1,81,352,82,44,41,10,32,,3,63,7.04353,3.59714,1.95809,1.16902,0.179441,0.0916409,0.0878005102276802,0.258599,1.41418,0.293836,0.705458,,,4.69335,0.585215,0.667885,713.4099731445312,,,,"26285"
"Pierce Johnson","ATL",4,3,,3.7885,63,0,1,13,63,271,55,29,27,9,26,,1,83,11.9002,3.67754,3.23591,1.23425,0.307749,0.0951042,0.21264461427927017,0.225289,1.2807,0.304758,0.757426,,,3.67006,0.585019,0.582193,651.3099975585938,,,,"13435"
"Matt Strahm","PHI",5,4,,3.73841,68,0,2,11,68,278,58,31,28,10,20,,3,77,10.247,2.63367,3.89075,1.2599,0.278286,0.071525,0.2067612037062645,0.226465,1.1429,0.286868,0.732459,,,3.80812,0.579852,0.545494,503.80999755859375,,,,"13799"
"Brandon Williamson","CIN",4,6,,5.08882,30,13,0,1,83,369,86,50,47,14,36,,4,73,7.92771,3.8559,2.056,1.55932,0.198667,0.096628,0.10203876346349716,0.259771,1.45598,0.294433,0.700431,,,5.18039,0.570233,0.53284,632.0599975585938,,,,"25463"
"Joel Payamps","MIL",4,4,,3.96347,67,0,4,11,67,284,62,32,30,9,23,,3,66,8.79876,3.08479,2.8523,1.21408,0.230307,0.0807445,0.14956296980381012,0.240989,1.2722,0.289531,0.737395,,,4.21786,0.567625,0.683652,524.6400146484375,,,,"14332"
"J.P. France","HOU",7,6,,4.34911,57,11,0,1,111,482,109,58,54,16,45,,3,103,8.31327,3.63573,2.28655,1.29854,0.212875,0.093099,0.11977614462375641,0.250396,1.38337,0.293702,0.730027,,,4.56657,0.564924,0.743934,503.2699890136719,,,,"21212"
"Tyler Mahle","TEX",3,3,,4.20096,21,6,0,1,50,213,47,25,23,8,17,,2,52,9.20831,3.04096,3.0281,1.34334,0.241857,0.079871,0.16198615729808807,0.240285,1.26313,0.28974,0.72404,,,4.28839,0.562322,0.507242,664.9099731445312,,,,"16358"
"Gregory Soto","PHI",4,4,,4.07442,70,0,3,13,70,300,60,34,32,9,33,,3,84,10.8178,4.17936,2.58838,1.18741,0.280448,0.108349,0.17209887504577637,0.22624,1.31775,0.295905,0.732837,,,4.10797,0.555449,0.620198,610.1300048828125,,,,"19677"
"Carlos Carrasco","CLE",5,8,,4.75399,48,15,0,1,105,464,113,60,55,16,36,,5,90,7.76045,3.10882,2.49627,1.36176,0.194928,0.0780878,0.11684015393257141,0.267545,1.42411,0.307261,0.703099,,,4.67271,0.551658,0.341874,731.4400024414062,,,,"6632"
"Joe Kelly","LAD",4,3,,3.79028,61,0,3,12,61,259,50,28,26,7,28,,4,78,11.5137,4.1528,2.77251,1.04998,0.301295,0.108672,0.19262253493070602,0.220557,1.2812,0.30295,0.740352,,,3.80054,0.537063,0.485482,737.3800048828125,,,,"9761"
"Joe Boyle","OAK",6,8,,4.51822,31,19,0,1,109,494,94,59,55,13,75,,6,122,10.0611,6.17154,1.63024,1.05876,0.247465,0.151797,0.09566852450370789,0.227023,1.54232,0.2912,0.726922,,,4.78132,0.532417,0.691285,402.4200134277344,,,,"29608"
"Tyler Wells","BAL",5,5,,4.35129,45,10,0,1,86,358,79,44,42,14,26,,3,80,8.3218,2.72561,3.05319,1.48246,0.22273,0.0729499,0.14977983385324478,0.240594,1.22115,0.276295,0.711554,,,4.55084,0.527512,0.586706,319.05999755859375,,,,"20000"
"Seranthony Domínguez","PHI",6,5,,4.05804,70,0,2,11,70,298,61,34,32,9,32,,2,77,9.87979,4.07001,2.42746,1.16177,0.25822,0.106375,0.15184560418128967,0.233031,1.3293,0.294842,0.732874,,,4.20008,0.525653,0.506966,641.3300170898438,,,,"19249"
"Joe Ross","MIL",5,6,,4.57378,43,11,0,1,92,400,93,51,47,14,32,,6,81,7.89623,3.10454,2.54345,1.41003,0.202648,0.0796745,0.12297352403402328,0.255811,1.34849,0.293142,0.708838,,,4.75652,0.522951,0.566647,668.5,,,,"12972"
"Emilio Pagán","CIN",3,4,,4.57831,66,0,2,12,66,278,61,36,34,12,24,,2,69,9.4493,3.22846,2.92688,1.61529,0.249313,0.0851806,0.1641324684023857,0.241232,1.28165,0.286329,0.719003,,,4.6444,0.520064,0.369747,694.75,,,,"14771"
"Tylor Megill","NYM",5,6,,4.61017,41,13,0,1,96,420,99,53,49,14,36,,4,85,7.932,3.34527,2.37111,1.32731,0.201478,0.0849723,0.11650595813989639,0.259781,1.40097,0.300618,0.709208,,,4.64638,0.519688,0.353174,452.1400146484375,,,,"21318"
"Jordan Lyles","KCR",5,10,,5.48468,27,19,0,1,117,517,132,76,71,21,37,,4,83,6.39346,2.8534,2.24065,1.63142,0.161136,0.0719152,0.0892212763428688,0.278325,1.44517,0.299485,0.666289,,,5.25673,0.519463,0.253156,740.0900268554688,,,,"7593"
"Joe Jiménez","ATL",4,2,,3.79556,67,0,2,16,67,281,57,30,28,10,22,,4,84,11.2459,3.00586,3.74134,1.33484,0.298328,0.0797382,0.2185894474387169,0.225262,1.18806,0.294853,0.747882,,,3.87521,0.517349,0.854671,672.969970703125,,,,"15761"
"Cade Cavalli","WSN",3,3,,4.38752,23,6,0,1,51,223,47,27,25,6,23,,3,50,8.781,4.06019,2.16271,1.04952,0.223024,0.103122,0.1199011504650116,0.241296,1.38234,0.294405,0.703946,,,4.36621,0.514307,0.453609,652.75,,,,"27473"
"Robert Stephenson","LAA",3,3,,3.61086,56,0,7,8,56,229,45,24,22,8,18,,2,75,12.0294,2.95803,4.06668,1.35234,0.326776,0.0803546,0.2464216873049736,0.215092,1.13178,0.29055,0.756536,,,3.60457,0.513199,0.491628,233.1699981689453,,,,"13594"
"Colin Holderman","PIT",2,3,,4.15266,64,0,1,12,64,275,60,32,30,7,26,,3,61,8.59793,3.62349,2.37283,1.001,0.222289,0.0936812,0.12860819697380066,0.243985,1.33994,0.297674,0.709252,,,4.15798,0.498791,0.530745,735.530029296875,,,,"22361"
"Sawyer Gipson-Long","DET",4,5,,4.17331,38,6,0,1,67,284,65,33,31,9,20,,3,62,8.34393,2.63605,3.16532,1.17976,0.217597,0.068744,0.14885251969099045,0.250023,1.27452,0.296567,0.709414,,,4.1085,0.49276,0.569421,461.0899963378906,,,,"26048"
"Yimi García","TOR",4,3,,3.88865,63,0,1,15,63,265,57,29,27,8,20,,4,66,9.42348,2.84885,3.30782,1.20527,0.248973,0.0752679,0.17370495945215225,0.236506,1.22224,0.291399,0.731172,,,4.02976,0.49034,0.543276,722.9500122070312,,,,"12095"
"Alex Vesia","LAD",4,3,,3.81737,60,0,1,12,60,252,48,27,25,9,25,,3,76,11.4423,3.69021,3.10071,1.31622,0.302501,0.0975585,0.20494207739830017,0.215282,1.21678,0.283501,0.753203,,,3.97976,0.485743,0.419579,744.9400024414062,,,,"25007"
"Cole Irvin","BAL",5,6,,4.46749,44,11,0,1,97,414,103,52,48,15,22,,5,73,6.77909,2.01471,3.3648,1.41516,0.176904,0.0525749,0.12432919070124626,0.265408,1.28079,0.292886,0.704975,,,4.61935,0.482468,0.570225,481.2300109863281,,,,"19244"
"Jackson Rutledge","WSN",4,6,,5.31252,21,15,0,1,81,364,87,51,48,13,34,,6,58,6.4176,3.71263,1.72858,1.40343,0.159268,0.092138,0.06713027507066727,0.268244,1.48246,0.29298,0.672592,,,5.32146,0.481624,0.174779,999,,,,"26215"
"Javier Assad","CHC",4,5,,4.3929,56,8,0,4,94,412,95,50,46,13,36,,5,77,7.38717,3.44195,2.14622,1.21159,0.188284,0.0877284,0.10055594891309738,0.256043,1.38693,0.293111,0.719389,,,4.6722,0.478894,0.630643,519.9400024414062,,,,"21741"
"Robbie Ray","SFG",3,3,,4.06533,14,8,0,1,53,225,49,26,24,8,19,,2,58,9.87109,3.17769,3.10637,1.42482,0.257925,0.0830309,0.1748937889933586,0.240077,1.28107,0.294863,0.749223,,,4.28039,0.476785,0.6476,541.72998046875,,,,"11486"
"Ricky Tiedemann","TOR",2,2,,3.95652,14,6,0,1,39,170,34,19,17,5,17,,3,44,9.94021,3.96908,2.50441,1.11446,0.256612,0.102464,0.15414825081825256,0.229037,1.31057,0.290361,0.733221,,,4.17818,0.467061,0.458735,999,,,,"sa3018096"
"Cody Bradford","TEX",5,5,,4.49438,43,8,0,1,77,331,79,41,39,13,20,,3,65,7.56888,2.34255,3.23104,1.49774,0.19671,0.0608812,0.13582852482795715,0.258232,1.28737,0.289791,0.715182,,,4.63014,0.465569,0.42721,622.27001953125,,,,"27597"
"Tim Mayza","TOR",3,3,,3.51208,62,0,0,13,62,260,58,27,24,6,20,,2,57,8.27558,2.96552,2.7906,0.925101,0.21944,0.0786355,0.14080466330051422,0.242558,1.25917,0.294214,0.7449,,,3.82478,0.464176,0.596886,747.5,,,,"15042"
"Gabe Speier","SEA",3,3,,3.56738,63,0,0,15,63,262,57,27,25,8,17,,4,65,9.2349,2.38252,3.87611,1.08722,0.246437,0.0635784,0.18285845965147018,0.234973,1.16641,0.290237,0.735344,,,3.75232,0.462916,0.685479,745.3300170898438,,,,"17170"
"Will Warren","NYY",3,3,,4.38752,20,8,0,1,56,241,55,29,27,7,21,,3,48,7.72542,3.37249,2.29072,1.18118,0.197848,0.0863695,0.11147869378328323,0.250679,1.35621,0.290614,0.705481,,,4.51425,0.460842,0.45258,999,,,,"sa3018149"
"Jason Foley","DET",3,2,,4.00186,63,0,9,9,63,270,65,30,28,6,18,,2,50,7.1155,2.53781,2.8038,0.911188,0.184334,0.0657445,0.11858976632356644,0.261298,1.31916,0.304125,0.71247,,,3.94902,0.448451,0.589264,485.9800109863281,,,,"19531"
"Yennier Cano","BAL",3,2,,3.66419,64,0,4,12,64,270,60,28,26,7,22,,3,60,8.44342,3.03664,2.78051,0.960018,0.222207,0.0799161,0.1422913894057274,0.244417,1.27641,0.297583,0.740521,,,3.90595,0.448047,0.830266,333.3800048828125,,,,"25911"
"Ken Waldichuk","OAK",3,3,,4.29359,23,8,0,1,59,256,55,30,28,7,26,,4,57,8.79715,3.96282,2.21992,1.12348,0.224314,0.101046,0.12326821684837341,0.241201,1.36947,0.292492,0.715108,,,4.43901,0.445387,0.519304,750.719970703125,,,,"27681"
"Alex Lange","DET",4,5,,4.04403,65,0,20,6,65,284,54,31,29,7,35,,4,80,11.0319,4.87199,2.26435,0.946392,0.28068,0.123956,0.15672412514686584,0.220364,1.36965,0.297851,0.724148,,,3.99538,0.445286,0.647232,177.77000427246094,,,,"19883"
"Trevor Williams","WSN",5,7,,5.11679,46,13,0,1,99,439,110,60,56,18,33,,4,78,7.06036,3.00571,2.34898,1.60198,0.176976,0.0753415,0.10163414478302002,0.273831,1.44434,0.301498,0.69903,,,5.1334,0.444244,0.321867,748.9500122070312,,,,"16977"
"José Soriano","LAA",4,3,,4.07679,64,2,0,13,71,312,60,35,32,8,37,,8,85,10.7306,4.64025,2.3125,1.04655,0.272751,0.117947,0.15480486303567886,0.22447,1.35731,0.297159,0.722279,,,4.24662,0.430887,0.452402,704.1099853515625,,,,"22100"
"Brooks Raley","NYM",2,3,,4.14874,64,0,1,15,64,278,58,32,30,8,27,,5,69,9.70489,3.76176,2.57988,1.0645,0.247859,0.0960738,0.15178536623716354,0.235399,1.3259,0.29682,0.711385,,,4.11675,0.425647,0.154148,743.9099731445312,,,,"10061"
"Spencer Turnbull","PHI",4,4,,4.92619,41,8,0,1,72,319,74,43,40,11,28,,5,64,8.01762,3.47466,2.30746,1.32046,0.201822,0.0874652,0.11435684561729431,0.258615,1.40838,0.300328,0.678829,,,4.76375,0.422552,0.217289,690.5,,,,"16207"
"Orion Kerkering","PHI",4,3,,3.82053,64,0,4,8,64,268,57,29,27,8,21,,2,70,9.89408,2.9406,3.36465,1.16892,0.262409,0.07799,0.1844189167022705,0.233344,1.2192,0.293816,0.733036,,,3.83907,0.422258,0.457679,379.3299865722656,,,,"31776"
"Ryan Brasier","LAD",3,2,,4.11581,62,0,1,15,62,257,57,31,28,9,20,,2,59,8.49909,2.91671,2.91393,1.25227,0.227838,0.0781894,0.1496487632393837,0.243628,1.24553,0.289882,0.716277,,,4.26294,0.421709,0.291517,740.2000122070312,,,,"5615"
"Chad Green","TOR",5,3,,3.6903,60,0,0,12,60,247,53,26,25,9,17,,1,67,10.0776,2.55139,3.94985,1.28606,0.27237,0.068957,0.20341279357671738,0.230261,1.16106,0.28827,0.754484,,,3.77283,0.420853,0.464964,703.5599975585938,,,,"15552"
"Drew Rasmussen","TBR",3,2,,3.39977,36,3,0,1,50,206,44,21,19,5,14,,1,50,8.96204,2.42744,3.69197,0.897499,0.24266,0.0657266,0.1769338622689247,0.233256,1.15742,0.290746,0.732393,,,3.45354,0.419939,0.441593,678.4099731445312,,,,"25385"
"Tyler Kinley","COL",3,3,,4.9904,64,0,8,9,64,277,64,38,35,10,25,,2,62,8.75671,3.55581,2.46265,1.46886,0.2246,0.0912028,0.13339735567569733,0.25785,1.40093,0.304783,0.685105,,,4.72415,0.417763,0.398168,490.2200012207031,,,,"18297"
"Aaron Bummer","ATL",5,3,,3.66547,62,0,0,12,62,266,53,28,25,6,28,,4,75,10.9124,4.09631,2.66396,0.900868,0.282595,0.106081,0.17651457339525223,0.226141,1.30861,0.306066,0.738692,,,3.68082,0.416994,0.490783,744.47998046875,,,,"16258"
"Zach Plesac",,4,5,,5.1372,26,11,0,1,76,330,83,46,43,13,24,,3,53,6.34448,2.845,2.23004,1.58744,0.161551,0.0724428,0.0891077071428299,0.274376,1.41644,0.295288,0.687368,,,5.19811,0.415784,0.303987,742.8400268554688,,,,"19979"
"Craig Kimbrel","BAL",5,5,,4.08058,66,0,26,3,66,278,53,32,30,9,29,,4,81,11.0103,3.98489,2.76301,1.23355,0.290545,0.105155,0.1853896528482437,0.218104,1.25115,0.286158,0.721862,,,4.10262,0.415688,0.428484,107.69999694824219,,,,"6655"
"Noah Syndergaard",,3,4,,5.0947,11,11,0,0,60,259,66,36,34,10,15,,4,41,6.21284,2.20036,2.82356,1.47448,0.15888,0.0562696,0.1026107706129551,0.275221,1.35546,0.297608,0.664804,,,4.92884,0.412804,0.297409,737.780029296875,,,,"11762"
"José Leclerc","TEX",2,3,,4.2965,66,0,19,6,66,284,56,34,32,10,32,,4,76,10.3891,4.41793,2.35158,1.31258,0.267917,0.11393,0.15398627519607544,0.224454,1.33482,0.283806,0.729289,,,4.48831,0.411301,0.371119,188.86000061035156,,,,"14524"
"John Schreiber","KCR",3,3,,4.1037,63,0,1,15,63,271,59,31,29,7,25,,3,62,8.91846,3.57288,2.49616,1.04443,0.230473,0.0923312,0.13814222067594528,0.242787,1.33238,0.298405,0.718391,,,4.12227,0.403837,0.572892,681.1099853515625,,,,"20020"
"Lucas Erceg","OAK",4,4,,3.88181,66,0,6,12,66,290,55,31,28,6,36,,6,75,10.2407,4.91632,2.083,0.795162,0.258969,0.124325,0.13464407622814178,0.222042,1.38202,0.294514,0.726337,,,4.0173,0.403469,0.557805,569.5800170898438,,,,"19360"
"Germán Márquez","COL",1,2,,4.83045,5,5,0,0,28,119,29,16,15,4,9,,1,24,7.74248,3.05071,2.53793,1.28234,0.199901,0.0787655,0.12113569676876068,0.265183,1.38305,0.307245,0.679879,,,4.48554,0.394204,0.44878,749.1699829101562,,,,"15038"
"Caleb Thielbar","MIN",4,3,,3.76837,58,0,0,10,58,244,52,26,24,8,19,,2,67,10.325,2.95675,3.49201,1.22904,0.272749,0.0781066,0.19464220851659775,0.23304,1.22524,0.296458,0.754394,,,3.81066,0.391288,0.33474,750.8300170898438,,,,"10078"
"Tristan Beck","SFG",3,3,,4.46293,21,6,0,1,55,238,56,29,27,7,19,,2,47,7.68698,3.06819,2.50538,1.20755,0.196271,0.0783397,0.11793104559183121,0.2592,1.36924,0.30015,0.705169,,,4.44418,0.391087,0.391813,728.8300170898438,,,,"21584"
"Fernando Cruz","CIN",3,3,,4.05522,62,0,1,11,62,272,55,30,28,10,27,,4,79,11.5103,3.9682,2.90064,1.39436,0.291006,0.100325,0.19068112969398499,0.22883,1.33012,0.299457,0.760145,,,4.23812,0.390278,0.471571,729.6599731445312,,,,"7048"
"Anthony Bender","MIA",3,4,,4.03332,60,0,3,11,60,256,54,29,27,7,23,,4,63,9.45564,3.43785,2.75045,1.02443,0.246012,0.0894441,0.1565675362944603,0.237101,1.28698,0.298277,0.707011,,,3.9947,0.38645,0.416212,708.3400268554688,,,,"19742"
"Ian Hamilton","NYY",4,4,,3.81805,62,0,1,13,62,266,52,29,26,7,29,,2,72,10.4909,4.22737,2.48165,1.04411,0.271443,0.10938,0.16206278651952744,0.221539,1.30817,0.288628,0.73906,,,3.96063,0.383353,0.35756,694.72998046875,,,,"19261"
"Shawn Armstrong","TBR",3,2,,3.72526,62,0,1,12,62,261,57,28,26,7,19,,3,65,9.39186,2.6991,3.47963,1.067,0.247986,0.071268,0.17671822011470795,0.237132,1.21449,0.295399,0.730471,,,3.76273,0.379174,0.326419,747.3099975585938,,,,"12857"
"Colin Poche","TBR",6,4,,3.86882,63,0,1,15,63,264,54,29,27,8,25,,2,67,9.51356,3.53968,2.68769,1.18087,0.252364,0.0938965,0.15846794843673706,0.227476,1.24868,0.281555,0.739152,,,4.13152,0.373042,0.44971,637.8300170898438,,,,"19403"
"Zack Thompson","STL",4,5,,4.28215,43,6,0,1,71,310,66,36,34,8,34,,3,66,8.44031,4.31252,1.95716,1.08184,0.213503,0.109088,0.10441531240940094,0.242787,1.41726,0.291496,0.721341,,,4.52802,0.372925,0.504672,631.8599853515625,,,,"25918"
"Hoby Milner","MIL",3,2,,3.91447,63,0,1,13,63,268,61,30,27,9,18,,4,60,8.51991,2.55665,3.33245,1.23832,0.222795,0.0668561,0.15593860298395157,0.247722,1.25104,0.29419,0.736529,,,4.18715,0.371766,0.550367,745.2000122070312,,,,"13346"
"Clayton Beeter","NYY",5,5,,4.65295,35,11,0,1,81,357,75,45,42,13,39,,5,82,9.05556,4.2721,2.1197,1.38458,0.229265,0.108159,0.12110599130392075,0.237636,1.39132,0.282799,0.709308,,,4.83666,0.370613,0.334462,999,,,,"sa3014536"
"Jared Shuster","CHW",3,5,,5.10723,11,11,0,0,60,263,63,36,34,10,25,,1,44,6.58099,3.73774,1.76068,1.45679,0.165997,0.0942797,0.07171712815761566,0.264966,1.46713,0.28927,0.692512,,,5.20299,0.363854,0.307577,739.9400024414062,,,,"27472"
"Abner Uribe","MIL",2,2,,3.59161,61,0,4,9,61,261,45,27,24,6,36,,3,80,11.7682,5.27438,2.2312,0.920246,0.305856,0.137081,0.16877511143684387,0.203551,1.3269,0.286394,0.753495,,,3.87561,0.359322,0.507206,500.7699890136719,,,,"25327"
"John Brebbia","CHW",4,5,,4.35598,66,0,4,11,66,282,62,34,32,11,23,,2,68,9.32397,3.09626,3.01136,1.44406,0.242192,0.0804262,0.16176626831293106,0.242279,1.28965,0.290097,0.721374,,,4.39256,0.353036,0.328242,427.1400146484375,,,,"12777"
"Ryan Borucki","PIT",3,3,,3.96481,60,0,0,11,60,253,55,28,26,7,22,,3,57,8.52481,3.32763,2.56183,1.00212,0.22506,0.0878513,0.1372087001800537,0.241163,1.28274,0.293938,0.719157,,,4.07654,0.351874,0.424565,999,,,,"16350"
"Brandon Walter",,1,1,,4.68286,5,5,0,0,28,122,30,16,14,4,9,,2,21,6.884,2.8586,2.40817,1.16533,0.175076,0.0727007,0.10237490385770798,0.27169,1.40226,0.308331,0.689435,,,4.53861,0.344781,0.290962,999,,,,"26056"
"Matthew Liberatore","STL",4,3,,4.17347,39,5,0,1,59,255,57,30,27,7,23,,3,53,8.09976,3.5051,2.31085,1.11067,0.208089,0.0900489,0.11804042756557465,0.247129,1.34778,0.292497,0.719289,,,4.40069,0.340942,0.334685,665.0900268554688,,,,"22294"
"Mitch Spence","OAK",3,4,,4.14018,45,5,0,1,67,288,68,33,31,8,21,,3,52,6.98535,2.81973,2.47731,1.03841,0.180292,0.0727774,0.1075148954987526,0.258918,1.33428,0.296751,0.712818,,,4.28784,0.338808,0.386388,748.7000122070312,,,,"sa1169885"
"Jake Bird","COL",3,3,,4.68683,63,0,1,13,63,277,66,35,33,8,24,,5,54,7.78171,3.41564,2.27826,1.11815,0.196615,0.0863004,0.11031436920166016,0.265301,1.42583,0.312039,0.691001,,,4.50207,0.336913,0.577864,749.4400024414062,,,,"21267"
"Scott McGough","ARI",4,3,,3.98494,60,0,2,11,60,256,56,29,27,7,24,,2,64,9.60286,3.5846,2.67892,1.0925,0.24959,0.0931681,0.1564216986298561,0.240559,1.32395,0.302406,0.733642,,,3.98016,0.334823,0.332846,750.4500122070312,,,,"12056"
"Ryan Walker","SFG",3,3,,3.8117,60,0,0,11,60,258,54,27,25,7,23,,3,68,10.1618,3.45091,2.94469,1.01231,0.262699,0.0892111,0.17348795384168625,0.233516,1.28527,0.301235,0.73517,,,3.76733,0.332839,0.358796,747.9500122070312,,,,"20423"
"Enyel De Los Santos","SDP",4,3,,3.92275,66,0,1,15,66,277,57,31,29,8,25,,3,68,9.21128,3.34212,2.75612,1.142,0.24375,0.0884395,0.15531006455421448,0.228939,1.23673,0.280839,0.725817,,,4.11445,0.321838,0.434551,740.75,,,,"18403"
"Drew Smyly","CHC",4,5,,4.30286,62,2,1,11,69,293,67,35,33,11,22,,3,68,8.8879,2.85959,3.1081,1.43075,0.231301,0.0744189,0.15688247233629227,0.248913,1.29133,0.294634,0.726991,,,4.421,0.320509,0.326746,646.8599853515625,,,,"11760"
"David Robertson","TEX",4,5,,4.31346,63,0,11,8,63,272,57,32,30,10,28,,3,72,10.2332,4.04715,2.52849,1.37785,0.263128,0.104065,0.1590626984834671,0.235865,1.3508,0.295618,0.734738,,,4.47324,0.318765,0.388391,324.54998779296875,,,,"8241"
