Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Marco Raya","MIN",4,4,,4.27773,29,29,,,,107.3,462,101,55,51,12,40,0,6,89,7.46505,3.35508,2.225,1.00652,0.192641,0.0865801,0.10606060177087784,0.242788,1.31407,0.28254,0.692432,,,4.24756,1.17329,1.0714,999,,,,,,,423.8200225830078,3.9498603031592805,420.50001525878906,3.9189189496663333,,,,,,,,,,,,,,,,,,,"Marco Raya","sa3014550",694397
"Caleb Kilian","CHC",3,4,,4.33371,21,17,,,,89.3,389,89,46,43,9,32,1,5,67,6.75252,3.22508,2.09375,0.907055,0.172237,0.0822622,0.0899742916226387,0.252841,1.35498,0.289855,0.691882,,,4.21911,1.1698,0.905528,999,,,,,,,341.7200225830078,3.8266518578386686,352.50001525878906,3.947368457025493,,,,,,,,,,,,,,,,,,,"Caleb Kilian","26213",668873
"Justin Martinez","ARI",7,2,,2.72383,68,0,,,,79.3,335,58,26,24,4,37,4,4,100,11.3493,4.19924,2.7027,0.453972,0.298507,0.110448,0.18805968761444092,0.197279,1.19798,0.284211,0.771812,,,2.85122,1.16711,1.66792,999,,,,,,,463.82002258300776,5.848928180750258,421.50001525878906,5.315258499847508,,,,,,,,,,,,,,,,,,,"Justin Martinez","24453",679885
"Mason Black","SFG",7,7,,4.16667,24,24,,,,108,465,104,53,50,12,36,0,8,93,7.75,3,2.58333,1,0.2,0.0774194,0.1225806474685669,0.247031,1.2963,0.291139,0.706169,,,4.11092,1.1647,1.33434,999,,,,,,,435.20000000000005,4.02962962962963,438,4.055555555555555,,,,,,,,,,,,,,,,,,,"Mason Black","30171",696131
"Orion Kerkering","PHI",5,3,,3.1441,67,2,,,,68.7,282,54,26,24,5,19,0,6,77,10.0873,2.48908,4.05263,0.655022,0.27305,0.0673759,0.20567376911640167,0.210117,1.06259,0.28,0.712121,,,2.9627,1.16359,1.14461,999,,,,,,,385.47997741699226,5.611062511507949,357.49998474121094,5.203784579649216,,,,,,,,,,,,,,,,,,,"Orion Kerkering","31776",689147
"Drue Hackenberg","ATL",6,5,,4.16741,22,22,,,,112.3,491,104,56,52,11,44,0,12,97,7.77382,3.52627,2.20455,0.881567,0.197556,0.089613,0.10794296860694885,0.23908,1.3179,0.284404,0.693816,,,4.20833,1.16199,1.48312,999,,,,,,,451.3200225830079,4.01887809722498,444.50001525878906,3.9581478466561038,,,,,,,,,,,,,,,,,,,"Drue Hackenberg","sa3023304",802357
"Cody Poteet","CHC",4,4,,3.99155,23,22,,,,94.7,397,88,45,42,11,33,0,2,83,7.88807,3.13622,2.51515,1.04541,0.209068,0.0831234,0.1259445920586586,0.243094,1.27772,0.287313,0.719697,,,4.03237,1.16021,1.38482,999,,,,,,,397.67997741699213,4.19936631713243,391.49998474121094,4.134107680649486,,,,,,,,,,,,,,,,,,,"Cody Poteet","18769",547001
"Tyler Mahle","TEX",5,5,,4.33628,20,20,,,,101.7,426,92,52,49,13,35,0,4,91,8.0531,3.09735,2.6,1.15044,0.213615,0.0821596,0.1314554065465927,0.237726,1.24877,0.279152,0.689338,,,4.1891,1.1602,1.06385,999,,,,,,,418.4799774169923,4.114847492374732,404.49998474121094,3.977384433424041,,,,,,,,,,,,,,,,,,,"Tyler Mahle","16358",641816
"Max Rajcic","STL",9,8,,4.18966,22,21,,,,116,492,112,58,54,13,33,0,8,83,6.43966,2.56034,2.51515,1.00862,0.168699,0.0670732,0.10162601619958878,0.248337,1.25,0.278873,0.68612,,,4.25269,1.15713,1.34149,999,,,,,,,450.3000000000001,3.881896551724139,454,3.913793103448276,,,,,,,,,,,,,,,,,,,"Max Rajcic","sa3020746",691008
"Kohl Drake","TEX",7,7,,4.40816,23,18,,,,98,419,90,51,48,13,32,0,5,89,8.17347,2.93878,2.78125,1.19388,0.21241,0.0763723,0.136038176715374,0.235602,1.2449,0.275,0.684008,,,4.2073,1.15596,0.882157,999,,,,,,,398.30000000000007,4.064285714285715,388,3.9591836734693877,,,,,,,,,,,,,,,,,,,"Kohl Drake","sa3021723",684442
"Brock Selvidge","NYY",7,7,,4.28972,20,20,,,,107,459,101,55,51,12,38,0,4,82,6.8972,3.19626,2.15789,1.00935,0.178649,0.0827887,0.0958605632185936,0.242206,1.29907,0.275542,0.687398,,,4.26928,1.15476,1.14542,999,,,,,,,419.6,3.921495327102804,417,3.897196261682243,,,,,,,,,,,,,,,,,,,"Brock Selvidge","sa3017950",691795
"John Michael Bertrand","SFG",7,7,,4.24165,23,21,,,,116.7,507,128,59,55,13,32,0,2,78,6.01542,2.46787,2.4375,1.00257,0.153846,0.0631164,0.09072978794574738,0.270613,1.37104,0.301047,0.712271,,,4.15191,1.15169,1.23948,999,,,,,,,424.8799774169923,3.640788247881716,468.49998474121094,4.014567240725775,,,,,,,,,,,,,,,,,,,"John Michael Bertrand","sa3020082",802609
"Bailey Falter","PIT",6,7,,4.32769,23,21,,,,112.3,476,116,58,54,15,33,0,2,79,6.33126,2.6447,2.39394,1.20214,0.165966,0.0693277,0.09663865715265274,0.263039,1.3268,0.291066,0.710938,,,4.43095,1.14869,1.34098,999,,,,,,,397.92002258300784,3.543366088775714,419.50001525878906,3.7355298651723654,,,,,,,,,,,,,,,,,,,"Bailey Falter","20070",663559
"Aaron Ashby","MIL",6,5,,4.00207,31,15,,,,96.7,429,87,46,43,8,49,0,5,95,8.84178,4.5605,1.93878,0.744571,0.221445,0.114219,0.10722610354423523,0.232,1.40641,0.290441,0.721154,,,3.95242,1.14822,1.29506,999,,,,,,,418.9799774169923,4.332781702581103,407.49998474121094,4.214064091018758,,,,,,,,,,,,,,,,,,,"Aaron Ashby","23550",676879
"Carson Palmquist","COL",6,8,,4.45714,24,24,,,,105,460,100,56,52,14,43,0,9,100,8.57143,3.68571,2.32558,1.2,0.217391,0.0934783,0.12391303479671478,0.245098,1.3619,0.292517,0.705024,,,4.48077,1.14426,1.63451,999,,,,,,,388.79999999999995,3.7028571428571424,387,3.6857142857142855,,,,,,,,,,,,,,,,,,,"Carson Palmquist","sa3020473",687223
"Chayce McDermott","BAL",5,5,,4.11122,22,19,,,,100.7,436,88,49,46,11,47,0,4,105,9.38431,4.2006,2.23404,0.983118,0.240826,0.107798,0.13302751630544662,0.228571,1.34062,0.286245,0.719064,,,4.0205,1.14405,1.14673,999,,,,,,,438.0799774169922,4.350347474609723,417.49998474121094,4.145978127047985,,,,,,,,,,,,,,,,,,,"Chayce McDermott","29866",694646
"Mason Barnett","ATH",7,7,,4.14783,22,21,,,,115,490,106,57,53,14,39,0,7,102,7.98261,3.05217,2.61538,1.09565,0.208163,0.0795918,0.12857142835855484,0.238739,1.26087,0.280488,0.701754,,,4.17518,1.1428,1.14257,999,,,,,,,469.19999999999993,4.079999999999999,459,3.991304347826087,,,,,,,,,,,,,,,,,,,"Mason Barnett","sa3020622",686930
"Davis Martin","CHW",4,6,,4.40625,23,21,,,,96,421,95,50,47,11,36,0,6,85,7.96875,3.375,2.36111,1.03125,0.2019,0.0855107,0.11638955771923065,0.25066,1.36458,0.29682,0.700692,,,4.19773,1.13909,0.942808,999,,,,,,,372.10000000000014,3.876041666666668,381,3.96875,,,,,,,,,,,,,,,,,,,"Davis Martin","21448",663436
"Zach Messinger","NYY",6,6,,4.38462,23,20,,,,117,504,110,61,57,14,42,0,7,96,7.38462,3.23077,2.28571,1.07692,0.190476,0.0833333,0.1071428582072258,0.241758,1.29915,0.278261,0.687311,,,4.33742,1.13894,1.13107,999,,,,,,,452.60000000000014,3.8683760683760697,448,3.8290598290598292,,,,,,,,,,,,,,,,,,,"Zach Messinger","sa3018093",684725
"Cameron Weston","BAL",8,7,,3.9381,24,15,,,,93.7,396,87,44,41,10,28,0,7,79,7.58805,2.68943,2.82143,0.960512,0.199495,0.0707071,0.12878787517547607,0.240997,1.22732,0.283088,0.70297,,,3.98825,1.13648,1.16517,999,,,,,,,397.17997741699224,4.238847282315128,391.49998474121094,4.178228361709199,,,,,,,,,,,,,,,,,,,"Cameron Weston","sa3020528",687721
"Matthew Boyd","CHC",5,4,,4.31015,20,20,,,,87.7,376,85,45,42,12,31,1,5,85,8.72292,3.1813,2.74194,1.23147,0.226064,0.0824468,0.14361702650785446,0.25,1.32269,0.300412,0.715726,,,4.23832,1.13369,0.94668,999,,,,,,,342.37997741699223,3.903990756340097,344.49998474121094,3.928164158825731,,,,,,,,,,,,,,,,,,,"Matthew Boyd","15440",571510
"Matthew Liberatore","STL",6,4,,3.84537,40,14,,,,98.3,416,88,45,42,10,34,1,6,90,8.24008,3.11292,2.64706,0.915565,0.216346,0.0817308,0.13461539149284363,0.234043,1.2411,0.282609,0.712963,,,3.87859,1.13312,1.31581,999,,,,,,,435.6200225830078,4.431536206093923,421.50001525878906,4.287894223531784,,,,,,,,,,,,,,,,,,,"Matthew Liberatore","22294",669461
"Pierson Ohl","MIN",6,6,,4.24779,21,16,,,,101.7,430,109,51,48,13,19,0,3,66,5.84071,1.68142,3.47368,1.15044,0.153488,0.044186,0.10930231958627701,0.267157,1.2586,0.291793,0.701275,,,4.17926,1.13145,1.07264,999,,,,,,,375.2799774169923,3.6900687185662573,405.49998474121094,3.987217275410348,,,,,,,,,,,,,,,,,,,"Pierson Ohl","sa3017977",701487
"Jackson Ferris","LAD",6,5,,4.34211,26,26,,,,114,492,103,59,55,13,45,0,9,98,7.73684,3.55263,2.17778,1.02632,0.199187,0.0914634,0.10772357881069183,0.23516,1.29825,0.275229,0.68567,,,4.35069,1.12534,1.17912,999,,,,,,,449.8999999999999,3.9464912280701747,435,3.8157894736842106,,,,,,,,,,,,,,,,,,,"Jackson Ferris","sa3020891",701328
"Hunter Dobbins","BOS",6,6,,4.41509,22,22,,,,106,458,107,56,52,12,34,0,6,77,6.53774,2.88679,2.26471,1.01887,0.168122,0.0742358,0.09388647228479385,0.255981,1.33019,0.288754,0.68438,,,4.31742,1.12351,1.23247,999,,,,,,,392.6000000000001,3.703773584905661,408,3.849056603773585,,,,,,,,,,,,,,,,,,,"Hunter Dobbins","sa3018275",690928
"Zack Thompson","STL",5,6,,4.1402,25,17,,,,91.3,400,83,45,42,10,42,0,5,89,8.77327,4.1402,2.11905,0.985761,0.2225,0.105,0.11749999970197678,0.235127,1.36911,0.287402,0.720721,,,4.1851,1.12235,1.05359,999,,,,,,,373.82002258300787,4.094414130206435,363.50001525878906,3.9813800997654023,,,,,,,,,,,,,,,,,,,"Zack Thompson","25918",668868
"Blade Tidwell","NYM",7,7,,4.23823,24,20,,,,108.3,469,99,55,51,12,46,0,6,96,7.97784,3.82271,2.08696,0.99723,0.204691,0.098081,0.10660980641841888,0.23741,1.33887,0.281553,0.702028,,,4.27451,1.12034,1.18568,999,,,,,,,432.42002258300784,3.9927978799441894,421.50001525878906,3.8919667902257524,,,,,,,,,,,,,,,,,,,"Blade Tidwell","sa3020177",694918
"Jack Perkins","ATH",4,4,,4.02185,25,20,,,,100.7,429,91,48,45,11,36,0,7,92,8.22244,3.21748,2.55556,0.983118,0.214452,0.0839161,0.13053612411022186,0.235751,1.26117,0.282686,0.707885,,,4.04036,1.12027,1.1661,999,,,,,,,428.2799774169922,4.253028703040773,415.49998474121094,4.126117153258403,,,,,,,,,,,,,,,,,,,"Jack Perkins","sa3020076",678022
"James Hicks","HOU",5,4,,3.93693,23,12,,,,98.3,419,94,46,43,11,28,0,5,78,7.1414,2.56358,2.78571,1.00712,0.186158,0.0668258,0.11933174729347229,0.243523,1.2411,0.279461,0.712946,,,4.04135,1.11873,1.24546,999,,,,,,,404.7200225830078,4.117192370481524,405.50001525878906,4.1251271889104775,,,,,,,,,,,,,,,,,,,"James Hicks","sa3023161",801802
"Johan Oviedo","PIT",6,7,,4.25733,21,17,,,,105.7,455,99,53,50,12,41,0,8,94,8.00378,3.49101,2.29268,1.02176,0.206593,0.0901099,0.11648351699113846,0.243842,1.3245,0.29,0.706169,,,4.25446,1.11625,1.39443,999,,,,,,,418.1799774169922,3.956291291302129,413.49998474121094,3.9120151057685297,,,,,,,,,,,,,,,,,,,"Johan Oviedo","22487",670912
"Kyle Hurt","LAD",5,3,,4.06524,28,15,,,,79.7,343,67,39,36,9,37,0,5,89,10.0502,4.17817,2.40541,1.01631,0.259475,0.107872,0.15160351246595383,0.222591,1.30489,0.285714,0.71116,,,3.98204,1.11614,0.937455,999,,,,,,,356.8799774169922,4.477791607053045,333.49998474121094,4.184441624982601,,,,,,,,,,,,,,,,,,,"Kyle Hurt","27514",669165
"Luis Medina","ATH",5,6,,4.37435,23,20,,,,96.7,427,89,50,47,9,46,1,7,87,8.09721,4.28128,1.8913,0.837642,0.203747,0.107728,0.09601873904466629,0.237968,1.39607,0.28777,0.694444,,,4.22129,1.1154,0.722677,999,,,,,,,388.47997741699226,4.017373212792578,381.49998474121094,3.9451912800514917,,,,,,,,,,,,,,,,,,,"Luis Medina","21649",665622
"Javier Assad","CHC",5,5,,4,24,20,,,,117,503,112,56,52,14,45,0,5,95,7.30769,3.46154,2.11111,1.07692,0.188867,0.0894632,0.09940357506275177,0.247241,1.34188,0.284884,0.73508,,,4.38016,1.11283,1.6345,999,,,,,,,442.40000000000015,3.7811965811965824,443,3.786324786324786,,,,,,,,,,,,,,,,,,,"Javier Assad","21741",665871
"Chandler Champlain","KCR",6,8,,4.34211,23,22,,,,114,494,116,59,55,13,36,0,5,78,6.15789,2.84211,2.16667,1.02632,0.157895,0.0728745,0.08502023667097092,0.256071,1.33333,0.28453,0.695067,,,4.35946,1.11167,1.36357,999,,,,,,,415.1,3.6412280701754387,434,3.807017543859649,,,,,,,,,,,,,,,,,,,"Chandler Champlain","sa3018138",669441
"Adam Macko","TOR",5,6,,4.24779,23,23,,,,101.7,442,92,51,48,11,41,0,9,91,8.0531,3.62832,2.21951,0.973451,0.205882,0.0927602,0.11312217265367508,0.234694,1.30777,0.27931,0.697279,,,4.25793,1.11102,1.09734,999,,,,,,,410.07997741699234,4.0322516196897515,397.49998474121094,3.9085545395198897,,,,,,,,,,,,,,,,,,,"Adam Macko","sa3011555",671936
"Bradley Blalock","COL",5,5,,4.57335,24,22,,,,104.3,454,106,57,53,13,38,0,3,77,6.6443,3.279,2.02632,1.12176,0.169604,0.0837004,0.08590308576822281,0.256659,1.38063,0.287926,0.691574,,,4.48959,1.10659,1.47837,999,,,,,,,367.3200225830078,3.52176425537331,383.50001525878906,3.6768936149357647,,,,,,,,,,,,,,,,,,,"Bradley Blalock","26419",687134
"Jeffrey Springs","ATH",5,5,,3.87097,27,22,,,,93,394,91,43,40,13,28,0,1,91,8.80645,2.70968,3.25,1.25806,0.230964,0.071066,0.15989847481250763,0.249315,1.27957,0.298851,0.753968,,,3.96218,1.10422,1.22463,999,,,,,,,386.70000000000005,4.158064516129032,391,4.204301075268817,,,,,,,,,,,,,,,,,,,"Jeffrey Springs","17677",605488
"Carson Spiers","CIN",5,6,,4.90099,23,14,,,,101,442,104,59,55,15,35,0,7,86,7.66337,3.11881,2.45714,1.33663,0.19457,0.0791855,0.11538461595773697,0.26,1.37624,0.297659,0.677966,,,4.64173,1.10374,0.65419,999,,,,,,,338.5000000000001,3.3514851485148527,356,3.5247524752475248,,,,,,,,,,,,,,,,,,,"Carson Spiers","27685",686730
"Gordon Graceffo","STL",7,7,,4.11864,23,22,,,,118,498,114,58,54,13,36,0,4,83,6.33051,2.74576,2.30556,0.991525,0.166667,0.0722892,0.09437751770019531,0.248908,1.27119,0.279006,0.698027,,,4.20885,1.10215,1.4693,999,,,,,,,462.9000000000001,3.922881355932204,467,3.957627118644068,,,,,,,,,,,,,,,,,,,"Gordon Graceffo","29519",700669
"Richard Gallardo","TOR",6,5,,4.11879,22,21,,,,102.7,435,100,50,47,12,26,0,7,71,6.22201,2.27848,2.73077,1.05161,0.163218,0.0597701,0.1034482792019844,0.248756,1.22687,0.275862,0.695971,,,4.26677,1.1021,1.25538,999,,,,,,,395.37997741699223,3.8498538380312928,400.49998474121094,3.8997078543541854,,,,,,,,,,,,,,,,,,,"Richard Gallardo","sa3009990",682620
"Garrett Burhenn","DET",4,5,,4.26912,24,22,,,,103.3,445,103,52,49,12,32,0,4,78,6.79574,2.788,2.4375,1.0455,0.175281,0.0719101,0.1033707857131958,0.251834,1.30687,0.285266,0.7022,,,4.21198,1.10001,1.08397,999,,,,,,,397.0200225830078,3.8433689337267825,408.50001525878906,3.9545014829681344,,,,,,,,,,,,,,,,,,,"Garrett Burhenn","sa3018173",696148
"Joe Boyle","TBR",6,7,,4.19453,26,23,,,,98.7,433,79,49,46,10,58,0,7,108,9.84802,5.28875,1.86207,0.911854,0.249423,0.133949,0.11547344923019409,0.214674,1.38804,0.276,0.715447,,,4.27084,1.09799,0.951454,999,,,,,,,422.97997741699226,4.285511555170574,384.49998474121094,3.8956433295822785,,,,,,,,,,,,,,,,,,,"Joe Boyle","29608",671212
"Parker Messick","CLE",6,6,,4.06195,24,23,,,,113,484,104,55,51,14,38,0,10,99,7.88496,3.02655,2.60526,1.11504,0.204545,0.0785124,0.12603305280208588,0.238532,1.25664,0.278638,0.710784,,,4.29922,1.09725,1.38972,999,,,,,,,447.6,3.961061946902655,437,3.8672566371681416,,,,,,,,,,,,,,,,,,,"Parker Messick","sa3020748",800048
"Easton McGee","MIL",5,5,,4.04494,24,16,,,,89,374,88,43,40,10,18,0,6,60,6.06742,1.82022,3.33333,1.01124,0.160428,0.0481283,0.11229946836829185,0.251429,1.19101,0.278571,0.684783,,,4.08783,1.09644,1.1989,999,,,,,,,354.8,3.9865168539325846,363,4.078651685393258,,,,,,,,,,,,,,,,,,,"Easton McGee","22176",668834
"Cam Schlittler","NYY",7,7,,4.2333,23,21,,,,106.3,460,97,53,50,13,39,0,8,95,8.04327,3.30198,2.4359,1.10066,0.206522,0.0847826,0.12173912674188614,0.234867,1.2794,0.27541,0.704584,,,4.29536,1.09575,1.28588,999,,,,,,,423.5200225830079,3.9841957706886864,411.50001525878906,3.871119505598023,,,,,,,,,,,,,,,,,,,"Cam Schlittler","sa3021981",693645
"Anthony Molina","COL",3,2,,4.32173,30,10,,,,83.3,359,85,43,40,8,24,0,2,57,6.15846,2.59304,2.375,0.864346,0.158774,0.0668524,0.09192200750112534,0.255255,1.30852,0.287313,0.674847,,,3.98281,1.09561,1.18942,999,,,,,,,333.02002258300786,3.997839260294966,348.50001525878906,4.183673499294487,,,,,,,,,,,,,,,,,,,"Anthony Molina","26952",683627
"Edward Cabrera","MIA",6,6,,4.16667,23,22,,,,108,461,95,53,50,14,47,0,6,109,9.08333,3.91667,2.31915,1.16667,0.236443,0.101952,0.1344902440905571,0.232843,1.31481,0.284211,0.727124,,,4.30537,1.09543,1.58248,999,,,,,,,439,4.064814814814815,417,3.861111111111111,,,,,,,,,,,,,,,,,,,"Edward Cabrera","21690",665795
"Colton Gordon","HOU",5,5,,4.04587,22,20,,,,109,468,104,52,49,14,37,0,6,95,7.84404,3.05505,2.56757,1.15596,0.202991,0.0790598,0.12393162399530411,0.244706,1.29358,0.28481,0.733114,,,4.27657,1.09477,1.42308,999,,,,,,,425.0000000000001,3.8990825688073403,424,3.889908256880734,,,,,,,,,,,,,,,,,,,"Colton Gordon","sa3019426",676467
"Jack Kochanowicz","LAA",7,8,,4.56057,23,22,,,,126.3,543,132,68,64,15,32,0,11,70,4.98812,2.28028,2.1875,1.06888,0.128913,0.0589319,0.06998158618807793,0.264,1.2985,0.281928,0.671329,,,4.62333,1.093,1.08159,999,,,,,,,417.920022583008,3.308947050553468,447.50001525878906,3.5431512624382386,,,,,,,,,,,,,,,,,,,"Jack Kochanowicz","27688",686799
"Rafael Sanchez","TOR",5,5,,4.15929,20,19,,,,101.7,437,105,50,47,13,28,0,1,72,6.37168,2.47788,2.57143,1.15044,0.16476,0.0640732,0.10068649798631668,0.257353,1.30777,0.28483,0.722997,,,4.26776,1.08943,1.19113,999,,,,,,,376.6799774169923,3.7038346973470873,396.49998474121094,3.8987216975335826,,,,,,,,,,,,,,,,,,,"Rafael Sanchez","sa3018362",803596
"Sam Bachman","LAA",5,6,,4.43861,28,25,,,,95.3,422,92,50,47,9,40,0,8,76,7.17733,3.77754,1.9,0.849948,0.180095,0.0947867,0.08530806005001068,0.245989,1.3851,0.287197,0.686767,,,4.31024,1.08859,0.931458,999,,,,,,,363.32002258300776,3.81238206661638,367.50001525878906,3.85624347838896,,,,,,,,,,,,,,,,,,,"Sam Bachman","29754",696147
"Valente Bellozo","MIA",5,7,,4.33636,22,19,,,,110,472,114,57,53,15,35,0,3,80,6.54545,2.86364,2.28571,1.22727,0.169492,0.0741525,0.09533898532390594,0.262673,1.35455,0.292035,0.71875,,,4.52103,1.08853,1.28364,999,,,,,,,379.1,3.4463636363636367,401,3.6454545454545455,,,,,,,,,,,,,,,,,,,"Valente Bellozo","23899",678368
"Dylan Ray","ARI",7,5,,4.09487,23,23,,,,103.3,443,99,50,47,11,35,0,5,81,7.05712,3.04937,2.31429,0.958374,0.182844,0.0790068,0.10383746773004532,0.245658,1.29719,0.282958,0.708263,,,4.14421,1.08288,1.54261,999,,,,,,,413.7200225830078,4.005033982193747,415.50001525878906,4.022265275738718,,,,,,,,,,,,,,,,,,,"Dylan Ray","sa3020392",691009
"Victor Santos","STL",6,7,,4.08659,27,14,,,,94.7,398,91,46,43,9,26,0,4,64,6.08237,2.47096,2.46154,0.855333,0.160804,0.0653266,0.0954773873090744,0.247283,1.23548,0.277966,0.680077,,,4.00069,1.08006,1.09672,999,,,,,,,391.47997741699214,4.133896410059586,394.49998474121094,4.165786667942798,,,,,,,,,,,,,,,,,,,"Victor Santos","sa3003083",673257
"Royber Salinas","ATL",6,4,,4.08687,25,24,,,,101.3,441,88,49,46,11,50,0,7,106,9.41757,4.44225,2.12,0.977295,0.240363,0.113379,0.1269841268658638,0.229167,1.36229,0.28839,0.725938,,,4.17339,1.07996,1.48489,999,,,,,,,426.5200225830078,4.210464064498432,404.50001525878906,3.993089862515754,,,,,,,,,,,,,,,,,,,"Royber Salinas","sa3009243",683690
"Huascar Ynoa","MIN",6,7,,4.29036,26,21,,,,92.3,400,87,47,44,11,37,0,4,88,8.58072,3.6078,2.37838,1.07259,0.22,0.0925,0.1274999976158142,0.24234,1.34345,0.292308,0.709024,,,4.14156,1.07874,0.911725,999,,,,,,,374.5200225830079,4.057638247021438,371.50001525878906,4.024918775468167,,,,,,,,,,,,,,,,,,,"Huascar Ynoa","20468",660623
"Eduardo Rodriguez","ARI",7,6,,4.00207,18,17,,,,96.7,418,99,46,43,12,34,0,2,86,8.00414,3.16443,2.52941,1.11686,0.205742,0.0813397,0.12440191954374313,0.259162,1.37539,0.306338,0.748709,,,4.11788,1.07756,1.51656,999,,,,,,,374.5799774169923,3.873629671544694,391.49998474121094,4.048603899654287,,,,,,,,,,,,,,,,,,,"Eduardo Rodriguez","13164",593958
"Tylor Megill","NYM",5,6,,4.44337,22,21,,,,103.3,452,100,55,51,14,42,0,4,100,8.71249,3.65924,2.38095,1.21975,0.221239,0.0929204,0.12831858545541763,0.246305,1.37464,0.294521,0.710784,,,4.32815,1.07209,0.903425,999,,,,,,,394.2200225830079,3.81626341661855,396.50001525878906,3.838334981075705,,,,,,,,,,,,,,,,,,,"Tylor Megill","21318",656731
"Aaron Civale","MIL",6,6,,4.37121,22,22,,,,115.3,491,113,60,56,18,37,0,5,101,7.88378,2.88812,2.72973,1.40503,0.205703,0.0753564,0.13034623116254807,0.25167,1.30095,0.287879,0.721154,,,4.53682,1.07166,1.2183,999,,,,,,,414.0200225830079,3.5908066923220776,418.50001525878906,3.629661788221512,,,,,,,,,,,,,,,,,,,"Aaron Civale","19479",650644
"Tommy Henry","ARI",6,6,,4.12273,22,20,,,,115.7,500,113,57,53,13,44,1,4,94,7.31201,3.42264,2.13636,1.01124,0.188,0.088,0.09999999403953552,0.25,1.35696,0.289855,0.720461,,,4.24686,1.06681,1.60282,999,,,,,,,446.4799774169922,3.8589454554326634,453.49998474121094,3.919619677639939,,,,,,,,,,,,,,,,,,,"Tommy Henry","26285",674072
"Tyler Holton","DET",4,3,,3.35907,53,7,,,,77.7,308,65,31,29,7,19,1,3,66,7.64479,2.20077,3.47368,0.810811,0.214286,0.0616883,0.15259740501642227,0.227273,1.08108,0.2723,0.714286,,,3.48823,1.06603,1.24685,999,,,,,,,385.87997741699223,4.966280470693404,363.49998474121094,4.67824966561256,,,,,,,,,,,,,,,,,,,"Tyler Holton","26231",663947
"Jack Leiter","TEX",5,6,,4.57627,22,19,,,,100.3,431,87,55,51,13,42,0,7,101,9.06281,3.76869,2.40476,1.1665,0.234339,0.0974478,0.1368909478187561,0.227749,1.28614,0.276119,0.66787,,,4.30307,1.06479,0.642824,999,,,,,,,411.12002258300794,4.098903390569766,387.50001525878906,3.8634098052701695,,,,,,,,,,,,,,,,,,,"Jack Leiter","30146",683004
"Carson Seymour","SFG",6,7,,4.13983,24,22,,,,108.7,473,110,53,50,11,36,0,7,82,6.78933,2.98068,2.27778,0.910764,0.173362,0.0761099,0.09725158661603928,0.255814,1.34315,0.293769,0.712098,,,4.16004,1.06288,1.35968,999,,,,,,,418.0799774169923,3.84618205294028,435.49998474121094,4.00643971451605,,,,,,,,,,,,,,,,,,,"Carson Seymour","sa3017868",693313
"Wilmer Flores","DET",5,6,,4.07767,29,18,,,,92.7,400,86,45,42,9,32,0,8,77,7.47573,3.1068,2.40625,0.873786,0.1925,0.08,0.11249999701976776,0.238889,1.27292,0.281022,0.6926,,,4.06184,1.06268,1.06209,999,,,,,,,385.6799774169922,4.160517692706414,380.49998474121094,4.104638589725716,,,,,,,,,,,,,,,,,,,"Wilmer Flores","sa3015223",695865
"Brandon Williamson","CIN",4,6,,4.78435,21,21,,,,99.7,436,98,57,53,14,41,0,6,87,7.85356,3.7011,2.12195,1.26379,0.199541,0.0940367,0.1055045872926712,0.251928,1.39418,0.291667,0.686767,,,4.66096,1.06015,0.876122,999,,,,,,,343.77997741699227,3.448144312335944,349.49998474121094,3.5055165039036944,,,,,,,,,,,,,,,,,,,"Brandon Williamson","25463",682227
"Brett Kerry","LAA",4,5,,4.51167,22,17,,,,115.7,491,118,62,58,17,33,0,3,88,6.84529,2.56698,2.66667,1.32239,0.179226,0.0672098,0.11201629787683487,0.259341,1.3051,0.288571,0.699686,,,4.48887,1.05822,0.965654,999,,,,,,,408.27997741699215,3.5287812289194282,425.49998474121094,3.677614485431285,,,,,,,,,,,,,,,,,,,"Brett Kerry","sa3017390",695049
"Tyler Schweitzer","CHW",5,8,,4.54054,22,21,,,,111,478,110,60,56,14,39,0,3,87,7.05405,3.16216,2.23077,1.13514,0.182008,0.08159,0.10041841119527817,0.252294,1.34234,0.286567,0.68779,,,4.37369,1.05735,0.881151,999,,,,,,,411.20000000000005,3.704504504504505,421,3.7927927927927927,,,,,,,,,,,,,,,,,,,"Tyler Schweitzer","sa3020712",805326
"Jacob Lopez","ATH",5,5,,4.18821,25,20,,,,96.7,420,88,48,45,11,41,0,8,92,8.56256,3.81593,2.2439,1.02378,0.219048,0.097619,0.12142857164144516,0.237197,1.33402,0.287313,0.713028,,,4.26265,1.05039,0.915653,999,,,,,,,388.4799774169923,4.017373212792579,377.49998474121094,3.9038262322103736,,,,,,,,,,,,,,,,,,,"Jacob Lopez","25098",682052
