Name,Team,player_type,fg_auction_dollars,PA,AB,H,HR,R,RBI,SB,AVG,IP,W,SV,SO,ERA,WHIP,sgp_R,sgp_HR,sgp_RBI,sgp_SB,sgp_AVG,sgp_hitting,sgp_W,sgp_SV,sgp_SO,sgp_ERA,sgp_WHIP,sgp_pitching,sgp_total,p_c,p_1b,p_2b,p_3b,p_ss,p_of,p_ci,p_mi,p_dh,p_sp,p_rp,replacement_position,replacement_level_sgp,repl_sgp_total,repl_sgp_R,repl_sgp_HR,repl_sgp_RBI,repl_sgp_SB,repl_sgp_AVG,repl_sgp_W,repl_sgp_SV,repl_sgp_SO,repl_sgp_ERA,repl_sgp_WHIP,sgpar_R,sgpar_HR,sgpar_RBI,sgpar_SB,sgpar_AVG,sgpar_W,sgpar_SV,sgpar_SO,sgpar_ERA,sgpar_WHIP,sgpar_hitting,sgpar_pitching,sgpar_total,sgpar,$_R,$_RBI,$_HR,$_SB,$_AVG,$_W,$_SV,$_SO,$_ERA,$_WHIP,$_cat,standings_value
Tanner Scott,LAD,pitcher,3.2018891953614883,NA,NA,NA,NA,NA,NA,NA,NA,63,4,4,72,3.47161,1.21465,0,0,0,0,0,0,0.09811964586393904,0.05581148548477852,0.19869030112644503,0.04217261705803544,0.03055996724273592,0.42535401677593393,0.42535401677593393,0,0,0,0,0,0,0,0,0,0,1,P,0.4486529493960002,0.4486529493960002,0,0,0,0,0,0.1422734865027116,0.03627746556510604,0.24091199011581463,0.01911506633562095,0.01007494087674703,0,0,0,0,0,-0.04415384063877256,0.019534019919672477,-0.042221688989369593,0.02305755072241449,0.02048502636598889,0,-0.023298932620066305,-0.023298932620066305,-0.023298932620066305,0,0,0,0,0,-2.544502617801048,2.1976744186046537,-1.2029702970297032,1.6488980269543072,1.5159659519506243,1.615065482678834,1.615065482678834
Carson Benge,NYM,hitter,1.400892407186335,364,322,78,9,46,41,8,0.240572,NA,NA,NA,NA,NA,NA,0.15814763834382228,0.10821285403657308,0.23083972703691277,0.06600430868810488,-0.00354643587425676,0.5596580922311563,0,0,0,0,0,0,0.5596580922311563,0,0,0,0,0,1,0,0,1,0,0,OF,0.5234999294017727,0.5234999294017727,0.1388948823715309,0.14668853547179908,0.2319657744858733,0.03960258521286292,-0.03365184814029351,0,0,0,0,0,0.019252755972291397,-0.038475681435226006,-0.0011260474489605266,0.02640172347524196,0.03010541226603675,0,0,0,0,0,0.03615816282938357,0,0.03615816282938357,0.03615816282938357,0.2969713634756647,-0.011138613861385902,-0.6517803258901635,0.8994378513429113,0.9857110193868951,0,0,0,0,0,1.5192012944539215,1.5192012944539215
Nick Castellanos,SDP,hitter,1.7800811662743996,371,344,86,12,41,46,3,0.249446,NA,NA,NA,NA,NA,NA,0.1409576776542764,0.14428380538209745,0.2589909132609265,0.02475161575803933,0.01880156283306912,0.5877855748884088,0,0,0,0,0,0,0.5877855748884088,0,0,0,0,0,1,0,0,1,0,0,OF,0.5234999294017727,0.5234999294017727,0.1388948823715309,0.14668853547179908,0.2319657744858733,0.03960258521286292,-0.03365184814029351,0,0,0,0,0,0.0020627952827455,-0.002404730089701629,0.027025138775053192,-0.014850969454823587,0.05245341097336263,0,0,0,0,0,0.06428564548663611,0,0.06428564548663611,0.06428564548663611,0.031818360372392544,0.2673267326732672,-0.040736270368135284,-0.5059337913803871,1.7174289042772053,0,0,0,0,0,1.4699039355743426,1.4699039355743426
Alek Thomas,ARI,hitter,0.8661041163912313,399,368,89,9,45,42,7,0.24314,NA,NA,NA,NA,NA,NA,0.1547096462059131,0.10821285403657308,0.2364699642817155,0.05775377010209177,0.00294030844150319,0.5600865430677967,0,0,0,0,0,0,0.5600865430677967,0,0,0,0,0,1,0,0,1,0,0,OF,0.5234999294017727,0.5234999294017727,0.1388948823715309,0.14668853547179908,0.2319657744858733,0.03960258521286292,-0.03365184814029351,0,0,0,0,0,0.01581476383438221,-0.038475681435226006,0.0045041897958421895,0.01815118488922885,0.0365921565817967,0,0,0,0,0,0.03658661366602395,0,0.03658661366602395,0.03658661366602395,0.2439407628550102,0.044554455445544434,-0.6517803258901635,0.6183635227982517,1.198099917950603,0,0,0,0,0,1.4531783331592458,1.4531783331592458
Moises Ballesteros,CHC,hitter,8.350874725293334,361,325,86,9,39,43,2,0.264128,NA,NA,NA,NA,NA,NA,0.13408169337845802,0.10821285403657308,0.24210020152651823,0.01650107717202622,0.05307432634884802,0.5539701524624235,0,0,0,0,0,0,0.5539701524624235,0,0,0,0,0,0,0,0,1,0,0,Util,0.5234999294017727,0.5234999294017727,0.1388948823715309,0.14668853547179908,0.2319657744858733,0.03960258521286292,-0.03365184814029351,0,0,0,0,0,-0.00481318899307287,-0.038475681435226006,0.010134427040644933,-0.0231015080408367,0.08672617448914152,0,0,0,0,0,0.030470223060650878,0,0.030470223060650878,0.030470223060650878,-0.0742428408689165,0.10024752475247505,-0.6517803258901635,-0.7870081199250468,2.8395872844318775,0,0,0,0,0,1.4268035225002258,1.4268035225002258
Hunter Greene,CIN,pitcher,6.808161168220213,NA,NA,NA,NA,NA,NA,NA,NA,83,5,0,98,3.72851,1.1122,0,0,0,0,0,0,0.1226495573299238,0,0.2704395765332169,0.04604330535722956,0.06202662036709159,0.5011590595874619,0.5011590595874619,0,0,0,0,0,0,0,0,0,1,0,P,0.4486529493960002,0.4486529493960002,0,0,0,0,0,0.1422734865027116,0.03627746556510604,0.24091199011581463,0.01911506633562095,0.01007494087674703,0,0,0,0,0,-0.019623929172787796,-0.03627746556510604,0.029527586417402246,0.026928239021608607,0.05195167949034456,0,0.05250611019146158,0.05250611019146158,0.05250611019146158,0,0,0,0,0,-1.1308900523560208,-4.081395348837215,0.8412929528246939,1.9256997729997765,3.84461195445535,1.3993192790865847,1.3993192790865847
David Hamilton,MIL,hitter,-5.078394122438337,189,170,38,5,24,19,16,0.222977,NA,NA,NA,NA,NA,NA,0.08251181130982033,0.06011825224254059,0.10697450765125224,0.13200861737620975,-0.02400748625703929,0.3576057023227836,0,0,0,0,0,0,0.3576057023227836,0,0,1,0,0,0,0,1,1,0,0,2B,0.3590039845822357,0.3590039845822357,0.09007539401322052,0.07695136287045197,0.14526012091591095,0.04125269293006554,0.00546441385258677,0,0,0,0,0,-0.0075635827034001984,-0.01683311062791138,-0.03828561326465871,0.09075592444614422,-0.02947190010962606,0,0,0,0,0,-0.001398282259452134,0,-0.001398282259452134,-0.001398282259452134,-0.11666732136543982,-0.37871287128712866,-0.2851538925769466,3.091817613991257,-0.964968572548057,0,0,0,0,0,1.3463149562136854,1.3463149562136854
Matt Shaw,CHC,hitter,-2.618939008614473,252,223,54,8,32,30,9,0.244242,NA,NA,NA,NA,NA,NA,0.11001574841309376,0.09618920358806496,0.1689071173440825,0.07425484727411799,0.00360033551137555,0.4529672521307348,0,0,0,0,0,0,0.4529672521307348,0,0,0,1,0,0,1,0,1,0,0,3B,0.4172493965587398,0.4172493965587398,0.10864055155793008,0.09137974340866171,0.1756634020378458,0.03960258521286293,0.0019631143414393,0,0,0,0,0,0.001375196855163685,0.004809460179403244,-0.006756284693763298,0.03465226206125506,0.0016372211699362499,0,0,0,0,0,0.03571785557199494,0,0.03571785557199494,0.03571785557199494,0.02121224024826198,-0.0668316831683168,0.08147254073627033,1.1805121798875706,0.0536058743895793,0,0,0,0,0,1.2699711520933654,1.2699711520933654
Miguel Amaya,CHC,hitter,3.23510620033091,298,267,64,8,32,36,1,0.239963,NA,NA,NA,NA,NA,NA,0.11001574841309376,0.09618920358806496,0.202688540812899,0.00825053858601311,-0.0041439748772345,0.41300005652283633,0,0,0,0,0,0,0.41300005652283633,1,0,0,0,0,0,0,0,1,0,0,C,0.3011983569402915,0.3011983569402915,0.08182421288223848,0.06011825224254059,0.13850383622214765,0.01650107717202622,0.00425097842133855,0,0,0,0,0,0.02819153553085528,0.03607095134552437,0.06418470459075135,-0.00825053858601311,-0.00839495329857305,0,0,0,0,0,0.11180169958254482,0,0.11180169958254482,0.11180169958254482,0.4348509250893665,0.6349009900990097,0.6110440555220281,-0.2810743285446597,-0.27486745242074667,0,0,0,0,0,1.124854189744998,1.124854189744998
Christopher Morel,MIA,hitter,1,371,329,73,15,43,45,7,0.222895,NA,NA,NA,NA,NA,NA,0.14783366193009476,0.1803547567276218,0.2533606760161237,0.05775377010209177,-0.04666118985398925,0.5926416749219428,0,0,0,0,0,0,0.5926416749219428,0,0,0,0,0,1,0,0,1,0,0,OF,0.5234999294017727,0.5234999294017727,0.1388948823715309,0.14668853547179908,0.2319657744858733,0.03960258521286292,-0.03365184814029351,0,0,0,0,0,0.00893877955856387,0.03366622125582272,0.02139490153025042,0.01815118488922885,-0.013009341713695742,0,0,0,0,0,0.0691417455201701,0,0.0691417455201701,0.0691417455201701,0.13787956161370157,0.21163366336633627,0.5703077851538926,0.6183635227982517,-0.42595169828071716,0,0,0,0,0,1.112232834651465,1.112232834651465
Jared Jones,PIT,pitcher,1.788032432151661,NA,NA,NA,NA,NA,NA,NA,NA,102,6,0,100,3.9348,1.2733,0,0,0,0,0,0,0.14717946879590854,0,0.275958751564507,0.04719137367642277,0.03416581637596568,0.504495410412804,0.504495410412804,0,0,0,0,0,0,0,0,0,1,0,P,0.4486529493960002,0.4486529493960002,0,0,0,0,0,0.1422734865027116,0.03627746556510604,0.24091199011581463,0.01911506633562095,0.01007494087674703,0,0,0,0,0,0.004905982293196942,-0.03627746556510604,0.03504676144869237,0.028076307340801816,0.024090875499218647,0,0.055842461016803735,0.055842461016803735,0.055842461016803735,0,0,0,0,0,0.2827225130890048,-4.081395348837215,0.9985439720442623,2.007800756279244,1.7828118137124969,0.9904837062877931,0.9904837062877931
Bryce Eldridge,SFG,hitter,1,420,377,88,16,42,55,1,0.234364,NA,NA,NA,NA,NA,NA,0.14439566979218557,0.19237840717612992,0.30966304846415127,0.00825053858601311,-0.02147176828875045,0.6332158957297295,0,0,0,0,0,0,0.6332158957297295,0,0,0,0,0,0,0,0,1,0,0,Util,0.5234999294017727,0.5234999294017727,0.1388948823715309,0.14668853547179908,0.2319657744858733,0.03960258521286292,-0.03365184814029351,0,0,0,0,0,0.005500787420654685,0.04568987170433084,0.07769727397827797,-0.03135204662684981,0.012180079851543062,0,0,0,0,0,0.10971596632795674,0,0.10971596632795674,0.10971596632795674,0.08484896099304706,0.7685643564356435,0.7739891369945685,-1.0680824484697067,0.39880001710598856,0,0,0,0,0,0.9581200230595409,0.9581200230595409
Ramon Urias,STL,hitter,-3.02984832850325,322,292,72,9,34,35,2,0.247739,NA,NA,NA,NA,NA,NA,0.11689173268891212,0.10821285403657308,0.19705830356809623,0.01650107717202622,0.01227087482028112,0.4509348422858888,0,0,0,0,0,0,0.4509348422858888,0,0,1,1,0,0,1,1,1,0,0,2B,0.3590039845822357,0.3590039845822357,0.09007539401322052,0.07695136287045197,0.14526012091591095,0.04125269293006554,0.00546441385258677,0,0,0,0,0,0.026816338675691595,0.031261491166121105,0.051798182652185276,-0.02475161575803932,0.00680646096769435,0,0,0,0,0,0.09193085770365302,0,0.09193085770365302,0.09193085770365302,0.41363868484110455,0.5123762376237619,0.5295715147857575,-0.8432229856339788,0.22285705704990663,0,0,0,0,0,0.8352205086665518,0.8352205086665518
Pedro Pages,STL,hitter,2.852396584331311,358,327,74,10,34,39,1,0.227861,NA,NA,NA,NA,NA,NA,0.11689173268891212,0.1202365044850812,0.21957925254730729,0.00825053858601311,-0.03436046402631711,0.4305975642809966,0,0,0,0,0,0,0.4305975642809966,1,0,0,0,0,0,0,0,1,0,0,C,0.3011983569402915,0.3011983569402915,0.08182421288223848,0.06011825224254059,0.13850383622214765,0.01650107717202622,0.00425097842133855,0,0,0,0,0,0.035067519806673636,0.06011825224254062,0.08107541632515963,-0.00825053858601311,-0.03861144244765566,0,0,0,0,0,0.12939920734070512,0,0.12939920734070512,0.12939920734070512,0.5409121263306753,0.801980198019802,1.0184067592033803,-0.2810743285446597,-1.2642153496769732,0,0,0,0,0,0.8160094053322249,0.8160094053322249
Jorge Mateo,ATL,hitter,-10.644175920163722,147,136,31,3,17,14,11,0.22419,NA,NA,NA,NA,NA,NA,0.05844586634445606,0.03607095134552436,0.0788233214272385,0.0907559244461442,-0.01798519082072057,0.24611087274264257,0,0,0,0,0,0,0.24611087274264257,0,0,0,0,1,1,0,1,1,0,0,SS,0.24912776719314625,0.24912776719314625,0.06738464590301993,0.04328514161462923,0.10021822295748894,0.0379524774956603,2.872792223478263e-4,0,0,0,0,0,-0.00893877955856387,-0.007214190269104866,-0.02139490153025045,0.052803446950483904,-0.018272470043068395,0,0,0,0,0,-0.003016894450503675,0,-0.003016894450503675,-0.003016894450503675,-0.13787956161370157,-0.21163366336633654,-0.12220881110440548,1.7988757026858222,-0.5982769780299233,0,0,0,0,0,0.7288766885714553,0.7288766885714553
Phil Maton,CHC,pitcher,1.9000036706422496,NA,NA,NA,NA,NA,NA,NA,NA,65,4,4,67,3.75628,1.22847,0,0,0,0,0,0,0.09811964586393904,0.05581148548477852,0.1848923635482197,0.03525232133053806,0.0292308466520531,0.4033066628795284,0.4033066628795284,0,0,0,0,0,0,0,0,0,0,1,P,0.4486529493960002,0.4486529493960002,0,0,0,0,0,0.1422734865027116,0.03627746556510604,0.24091199011581463,0.01911506633562095,0.01007494087674703,0,0,0,0,0,-0.04415384063877256,0.019534019919672477,-0.05601962656759493,0.016137254994917107,0.01915590577530607,0,-0.04534628651647184,-0.04534628651647184,-0.04534628651647184,0,0,0,0,0,-2.544502617801048,2.1976744186046537,-1.5960978450786252,1.1540119001326004,1.41760622687568,0.6286920827332607,0.6286920827332607
Jake Bauers,MIL,hitter,-2.009391044704119,301,260,56,12,35,36,8,0.215697,NA,NA,NA,NA,NA,NA,0.1203297248268213,0.14428380538209745,0.202688540812899,0.06600430868810488,-0.05072445333031458,0.48258192637960806,0,0,0,0,0,0,0.48258192637960806,0,1,0,0,0,1,1,0,1,0,0,1B,0.44297870877619505,0.44297870877619505,0.11345374055100294,0.11783177439537958,0.19480620867017517,0.03465226206125506,-0.01776527690161768,0,0,0,0,0,0.00687598427581837,0.026452030986717875,0.007882332142723825,0.03135204662684982,-0.0329591764286969,0,0,0,0,0,0.03960321760341299,0,0.03960321760341299,0.03960321760341299,0.10606120124130905,0.07797029702970269,0.4480989740494874,1.068082448469707,-1.0791489287238478,0,0,0,0,0,0.6210639920663581,0.6210639920663581
Luke Weaver,NYM,pitcher,0.6787792037041682,NA,NA,NA,NA,NA,NA,NA,NA,67,4,4,73,3.99686,1.23884,0,0,0,0,0,0,0.09811964586393904,0.05581148548477852,0.20144988864209012,0.02914231192453213,0.02835188087743047,0.4128752127927703,0.4128752127927703,0,0,0,0,0,0,0,0,0,0,1,P,0.4486529493960002,0.4486529493960002,0,0,0,0,0,0.1422734865027116,0.03627746556510604,0.24091199011581463,0.01911506633562095,0.01007494087674703,0,0,0,0,0,-0.04415384063877256,0.019534019919672477,-0.039462101473724503,0.010027245588911177,0.01827694000068344,0,-0.03577773660322997,-0.03577773660322997,-0.03577773660322997,0,0,0,0,0,-2.544502617801048,2.1976744186046537,-1.1243447874199182,0.7170711957393261,1.3525595843451086,0.5984577934681221,0.5984577934681221
Jose Trevino,CIN,hitter,1.5996690218000356,282,261,63,7,29,29,1,0.240332,NA,NA,NA,NA,NA,NA,0.09970177199936622,0.08416555313955684,0.16327688009927974,0.00825053858601311,-0.00333814482194993,0.35205659900226594,0,0,0,0,0,0,0.35205659900226594,1,0,0,0,0,0,0,0,1,0,0,C,0.3011983569402915,0.3011983569402915,0.08182421288223848,0.06011825224254059,0.13850383622214765,0.01650107717202622,0.00425097842133855,0,0,0,0,0,0.01787755911712774,0.024047300897016254,0.024773043877132084,-0.00825053858601311,-0.007589123243288479,0,0,0,0,0,0.05085824206197449,0,0.05085824206197449,0.05085824206197449,0.27575912322740315,0.2450495049504948,0.40736270368135225,-0.2810743285446597,-0.24848297516370357,0,0,0,0,0,0.39861402815088687,0.39861402815088687
Jeremiah Estrada,SDP,pitcher,6.705265782315982,NA,NA,NA,NA,NA,NA,NA,NA,70,5,0,95,3.28659,1.15443,0,0,0,0,0,0,0.1226495573299238,0,0.26216081398628166,0.05263935538237353,0.04474520819947893,0.4821949348980578,0.4821949348980578,0,0,0,0,0,0,0,0,0,0,1,P,0.4486529493960002,0.4486529493960002,0,0,0,0,0,0.1422734865027116,0.03627746556510604,0.24091199011581463,0.01911506633562095,0.01007494087674703,0,0,0,0,0,-0.019623929172787796,-0.03627746556510604,0.021248823870467032,0.03352428904675257,0.0346702673227319,0,0.03354198550205767,0.03354198550205767,0.03354198550205767,0,0,0,0,0,-1.1308900523560208,-4.081395348837215,0.6054164239953402,2.3973983503156626,2.565725026039071,0.3562543991568381,0.3562543991568381
Joey Bart,PIT,hitter,1.6847904190787113,282,246,59,7,30,29,1,0.238351,NA,NA,NA,NA,NA,NA,0.1031397641372754,0.08416555313955684,0.16327688009927974,0.00825053858601311,-0.00675261316604895,0.3520801227960761,0,0,0,0,0,0,0.3520801227960761,1,0,0,0,0,0,0,0,1,0,0,C,0.3011983569402915,0.3011983569402915,0.08182421288223848,0.06011825224254059,0.13850383622214765,0.01650107717202622,0.00425097842133855,0,0,0,0,0,0.02131555125503691,0.024047300897016254,0.024773043877132084,-0.00825053858601311,-0.0110035915873875,0,0,0,0,0,0.05088176585578463,0,0.05088176585578463,0.05088176585578463,0.3287897238480575,0.2450495049504948,0.40736270368135225,-0.2810743285446597,-0.3602794535638051,0,0,0,0,0,0.3398481503714398,0.3398481503714398
Liam Hicks,MIA,hitter,1,297,254,62,4,29,28,2,0.244313,NA,NA,NA,NA,NA,NA,0.09970177199936622,0.04809460179403248,0.157646642854477,0.01650107717202622,0.00423428600695013,0.32617837982685205,0,0,0,0,0,0,0.32617837982685205,1,1,0,0,0,0,1,0,1,0,0,C,0.3011983569402915,0.3011983569402915,0.08182421288223848,0.06011825224254059,0.13850383622214765,0.01650107717202622,0.00425097842133855,0,0,0,0,0,0.01787755911712774,-0.01202365044850811,0.01914280663232934,0,-1.6692414388419854e-5,0,0,0,0,0,0.02498002288656055,0,0.02498002288656055,0.02498002288656055,0.27575912322740315,0.1893564356435642,-0.20368135184067582,0,-5.465428162031909e-4,0,0,0,0,0,0.2608876642140883,0.2608876642140883
Richard Fitts,STL,pitcher,-3.990732805466746,NA,NA,NA,NA,NA,NA,NA,NA,128,7,0,96,4.4222,1.33227,0,0,0,0,0,0,0.1717093802618933,0,0.26492040150192675,0.03137385399585229,0.02355456700644388,0.4915582027661162,0.4915582027661162,0,0,0,0,0,0,0,0,0,1,0,P,0.4486529493960002,0.4486529493960002,0,0,0,0,0,0.1422734865027116,0.03627746556510604,0.24091199011581463,0.01911506633562095,0.01007494087674703,0,0,0,0,0,0.029435893759181708,-0.03627746556510604,0.024008411386112122,0.012258787660231339,0.013479626129696849,0,0.04290525337011598,0.04290525337011598,0.04290525337011598,0,0,0,0,0,1.696335078534032,-4.081395348837215,0.6840419336051253,0.8766538575217148,0.9975410278979124,0.17317654872156985,0.17317654872156985
Edmundo Sosa,PHI,hitter,-4.600696121750716,238,221,56,7,27,29,3,0.252701,NA,NA,NA,NA,NA,NA,0.09282578772354788,0.08416555313955684,0.16327688009927974,0.02475161575803933,0.01740229056038504,0.3824221272808088,0,0,0,0,0,0,0.3824221272808088,0,0,1,1,0,0,1,1,1,0,0,2B,0.3590039845822357,0.3590039845822357,0.09007539401322052,0.07695136287045197,0.14526012091591095,0.04125269293006554,0.00546441385258677,0,0,0,0,0,0.0027503937103273562,0.007214190269104873,0.018016759183368786,-0.01650107717202621,0.011937876707798271,0,0,0,0,0,0.023418142698573077,0,0.023418142698573077,0.023418142698573077,0.042424480496523746,0.17821782178217802,0.12220881110440561,-0.562148657089319,0.39086980490329026,0,0,0,0,0,0.17157226119707858,0.17157226119707858
Harry Ford,WSN,hitter,0.6431689288586087,245,211,49,5,28,25,4,0.231634,NA,NA,NA,NA,NA,NA,0.09626377986145704,0.06011825224254059,0.14075593112006873,0.03300215434405244,-0.01628009988579082,0.313860017682328,0,0,0,0,0,0,0.313860017682328,1,0,0,0,0,0,0,0,1,0,0,C,0.3011983569402915,0.3011983569402915,0.08182421288223848,0.06011825224254059,0.13850383622214765,0.01650107717202622,0.00425097842133855,0,0,0,0,0,0.014439566979218554,0,0.002252094897921081,0.01650107717202622,-0.02053107830712937,0,0,0,0,0,0.012661660742036483,0,0.012661660742036483,0.012661660742036483,0.22272852260674866,0.02227722772277208,0,0.5621486570893194,-0.6722283006256559,0,0,0,0,0,0.13492610679318429,0.13492610679318429
Yohel Pozo,STL,hitter,0.1160968886310454,179,171,45,5,19,22,1,0.264445,NA,NA,NA,NA,NA,NA,0.06532185062027442,0.06011825224254059,0.1238652193856605,0.00825053858601311,0.02832640423619764,0.28588226507068626,0,0,0,0,0,0,0.28588226507068626,1,0,0,0,0,0,0,0,1,0,0,C,0.3011983569402915,0.3011983569402915,0.08182421288223848,0.06011825224254059,0.13850383622214765,0.01650107717202622,0.00425097842133855,0,0,0,0,0,-0.016502362261964068,0,-0.01463861683648715,-0.00825053858601311,0.02407542581485909,0,0,0,0,0,-0.015316091869605235,0,-0.015316091869605235,-0.015316091869605235,-0.2545468829791414,-0.14480198019801976,0,-0.2810743285446597,0.7882772809230313,0,0,0,0,0,0.10785408920121042,0.10785408920121042
JJ Bleday,CIN,hitter,0.11114959406772208,343,301,69,14,43,44,2,0.229643,NA,NA,NA,NA,NA,NA,0.14783366193009476,0.16833110627911368,0.247730438771321,0.01650107717202622,-0.0276590988126651,0.5527371853398905,0,0,0,0,0,0,0.5527371853398905,0,0,0,0,0,1,0,0,1,0,0,OF,0.5234999294017727,0.5234999294017727,0.1388948823715309,0.14668853547179908,0.2319657744858733,0.03960258521286292,-0.03365184814029351,0,0,0,0,0,0.00893877955856387,0.021642570807314604,0.015764664285447705,-0.0231015080408367,0.005992749327628413,0,0,0,0,0,0.029237255938117893,0,0.029237255938117893,0.029237255938117893,0.13787956161370157,0.15594059405940594,0.3666264333132166,-0.7870081199250468,0.1962145210457993,0,0,0,0,0,0.06965299010707651,0.06965299010707651
Andre Pallante,STL,pitcher,-5.795975785830972,NA,NA,NA,NA,NA,NA,NA,NA,133,8,0,93,4.25218,1.42147,0,0,0,0,0,0,0.19623929172787807,0,0.25664163895499154,0.04269261635936679,-0.00589126594220055,0.4896822811000358,0.4896822811000358,0,0,0,0,0,0,0,0,0,1,0,P,0.4486529493960002,0.4486529493960002,0,0,0,0,0,0.1422734865027116,0.03627746556510604,0.24091199011581463,0.01911506633562095,0.01007494087674703,0,0,0,0,0,0.053965805225166474,-0.03627746556510604,0.015729648839176907,0.023577550023745838,-0.01596620681894758,0,0.0410293317040356,0.0410293317040356,0.0410293317040356,0,0,0,0,0,3.1099476439790594,-4.081395348837215,0.44816540477577177,1.6860843626716289,-1.1815569815185831,-0.018754918929337894,-0.018754918929337894
Logan Henderson,MIL,pitcher,2.0703480124807028,NA,NA,NA,NA,NA,NA,NA,NA,91,6,0,91,4.14814,1.2205,0,0,0,0,0,0,0.14717946879590854,0,0.25112246392370136,0.03343664391210616,0.04277957800886561,0.47451815464058167,0.47451815464058167,0,0,0,0,0,0,0,0,0,1,0,P,0.4486529493960002,0.4486529493960002,0,0,0,0,0,0.1422734865027116,0.03627746556510604,0.24091199011581463,0.01911506633562095,0.01007494087674703,0,0,0,0,0,0.004905982293196942,-0.03627746556510604,0.010210473807886727,0.014321577576485212,0.032704637132118575,0,0.025865205244581416,0.025865205244581416,0.025865205244581416,0,0,0,0,0,0.2827225130890048,-4.081395348837215,0.29091438555620164,1.0241686679142072,2.420261291218431,-0.06332849105936988,-0.06332849105936988
Thomas Saggese,STL,hitter,-10.383821692485917,196,180,45,4,21,21,2,0.249271,NA,NA,NA,NA,NA,NA,0.07219783489609279,0.04809460179403248,0.11823498214085774,0.01650107717202622,0.00960492038358213,0.2646334163865913,0,0,0,0,0,0,0.2646334163865913,0,0,1,0,1,0,0,1,1,0,0,SS,0.24912776719314625,0.24912776719314625,0.06738464590301993,0.04328514161462923,0.10021822295748894,0.0379524774956603,2.872792223478263e-4,0,0,0,0,0,0.004813188993072856,0.004809460179403251,0.0180167591833688,-0.021451400323634084,0.009317641161234305,0,0,0,0,0,0.015505649193445128,0,0.015505649193445128,0.015505649193445128,0.07424284086891629,0.17821782178217815,0.08147254073627044,-0.7307932542161152,0.305078086496859,0,0,0,0,0,-0.09178196433189129,-0.09178196433189129
Henry Davis,PIT,hitter,0.6188347259240742,256,227,51,7,28,27,3,0.223446,NA,NA,NA,NA,NA,NA,0.09626377986145704,0.08416555313955684,0.15201640560967425,0.02475161575803933,-0.03126920640081383,0.32592814796791364,0,0,0,0,0,0,0.32592814796791364,1,0,0,0,0,0,0,0,1,0,0,C,0.3011983569402915,0.3011983569402915,0.08182421288223848,0.06011825224254059,0.13850383622214765,0.01650107717202622,0.00425097842133855,0,0,0,0,0,0.014439566979218554,0.024047300897016254,0.013512569387526596,0.008250538586013111,-0.03552018482215238,0,0,0,0,0,0.024729791027622135,0,0.024729791027622135,0.024729791027622135,0.22272852260674866,0.1336633663366336,0.40736270368135225,0.28107432854465975,-1.1630014324485451,0,0,0,0,0,-0.11817251127915096,-0.11817251127915096
Sung-Mun Song,SDP,hitter,-4.478388217237693,287,260,63,6,31,29,6,0.242918,NA,NA,NA,NA,NA,NA,0.10657775627518458,0.07214190269104873,0.16327688009927974,0.04950323151607866,0.00165025159293886,0.3931500221745306,0,0,0,0,0,0,0.3931500221745306,0,0,0,1,0,0,1,0,1,0,0,3B,0.4172493965587398,0.4172493965587398,0.10864055155793008,0.09137974340866171,0.1756634020378458,0.03960258521286293,0.0019631143414393,0,0,0,0,0,-0.0020627952827455,-0.01923784071761299,-0.01238652193856607,0.00990064630321573,-3.1286274850044014e-4,0,0,0,0,0,-0.02409937438420927,0,-0.02409937438420927,-0.02409937438420927,-0.031818360372392544,-0.12252475247524768,-0.32589016294508155,0.33728919425359155,-0.010243748068531372,0,0,0,0,0,-0.1531878296076616,-0.1531878296076616
Kyle Leahy,STL,pitcher,-2.5920114000437784,NA,NA,NA,NA,NA,NA,NA,NA,123,6,0,102,4.16083,1.34882,0,0,0,0,0,0,0.14717946879590854,0,0.2814779265957971,0.04449788613470266,0.01742404055823403,0.4905793220846424,0.4905793220846424,0,0,0,0,0,0,0,0,0,0,1,P,0.4486529493960002,0.4486529493960002,0,0,0,0,0,0.1422734865027116,0.03627746556510604,0.24091199011581463,0.01911506633562095,0.01007494087674703,0,0,0,0,0,0.004905982293196942,-0.03627746556510604,0.040565936479982495,0.025382819799081708,0.007349099681487,0,0.041926372688642105,0.041926372688642105,0.041926372688642105,0,0,0,0,0,0.2827225130890048,-4.081395348837215,1.1557949912638308,1.8151833206011836,0.543859924589736,-0.28383459929345967,-0.28383459929345967
Dane Myers,CIN,hitter,-3.447148936111425,238,216,53,6,26,28,9,0.244879,NA,NA,NA,NA,NA,NA,0.08938779558563868,0.07214190269104873,0.157646642854477,0.07425484727411799,0.00450553047458158,0.3979367188798639,0,0,0,0,0,0,0.3979367188798639,0,0,0,0,0,1,0,0,1,0,0,OF,0.5234999294017727,0.5234999294017727,0.1388948823715309,0.14668853547179908,0.2319657744858733,0.03960258521286292,-0.03365184814029351,0,0,0,0,0,-0.049507086785892204,-0.07454663278075035,-0.0743191316313963,0.034652262061255074,0.038157378614875094,0,0,0,0,0,-0.12556321052190872,0,-0.12556321052190872,-0.12556321052190872,-0.7636406489374242,-0.7351485148514849,-1.2628243814121913,1.180512179887571,1.2493483975315685,0,0,0,0,0,-0.33175296778196084,-0.33175296778196084
