team,n,total_salary,sgpar,PA,AB,H,HR,R,RBI,SB,AVG,IP,W,SV,SO,ER,WH,ERA,WHIP,hr_pts,r_pts,rbi_pts,sb_pts,avg_pts,w_pts,sv_pts,so_pts,era_pts,whip_pts,hit_pts,pit_pts,total_pts,rank,sim_num
HOOSIERS,23,228,10.448718697606745,7998,7103,1778,271,1009,995,209,0.25031676756300153,1172,71,38,1087,516.4493233333333,1514.0942,3.965907773037542,1.2918892491467577,9,10,10,10,3,6,6,4,4,3,42,23,65,5,18
BIG RED MACHINE,23,214,9.953336736605973,7825,6956,1733,272,973,961,135,0.24913743530764806,1256,75,27,1158,549.0919933333333,1582.169,3.9345763853503186,1.259688694267516,10,9,9,4,2,8,4,5,5,4,34,26,60,6,18
FREE BIRDS,23,250,9.314997260222396,7344,6511,1632,240,874,884,118,0.2506527415143603,1189,76,62,1221,523.9804633333334,1488.5102000000002,3.966210403700589,1.2519009251471827,5,2,4,1,4,9,9,9,3,5,16,35,51,7,18
BLUE SOCKS,17,270,8.906950858406475,6961,6277,1608,219,864,846,159,0.25617333120917635,696,47,29,711,299.33422777777776,826.90661,3.8707012212643677,1.188084209770115,2,1,2,7,6,3,5,1,6,10,18,25,43,8,18
ERIE LAKERS,23,190,8.51466660361188,7382,6560,1700,255,931,924,121,0.25914634146341464,1210,68,16,1033,563.9847866666667,1627.7795099999998,4.194928165289256,1.3452723223140495,8,6,8,2,8,4,2,2,1,1,32,10,42,9,18
FREE AT LAST,22,225,8.277694182137177,7529,6601,1644,233,934,869,148,0.24905317376155128,1171,69,17,1056,541.4743100000001,1537.383,4.161630051238258,1.3128804440649018,3,7,3,5,1,5,3,3,2,2,19,15,34,10,18
WESTSIDE MARAUDERS,23,265,11.246537345864583,7764,6930,1787,261,986,951,156,0.25786435786435785,1279,81,54,1283,546.0653699999999,1593.3042460000004,3.8425241047693506,1.2457421782642693,8,8,8,8,8,10,8,9,7,6,40,40,80,1,19
LOUISVILLE SLUGGERS,23,219,10.97384268368177,7919,7126,1867,258,1005,962,176,0.2619983160258209,1074,69,61,1064,463.3951522222223,1326.13625,3.883199599627561,1.2347637337057729,7,9,9,9,10,5,9,4,6,7,44,31,75,2,19
HOOSIERS,23,248,10.713680050284994,7987,7117,1793,272,1006,1000,211,0.25193199381761977,1240,75,2,1185,537.5630744444445,1555.0557799999997,3.901667475806452,1.2540772419354835,10,10,10,10,4,6,1,5,5,4,44,21,65,3,19
NATIONAL PASTIME,23,263,10.33247318882769,7534,6759,1727,248,917,903,135,0.25551117029146325,1280,80,52,1254,542.9394633333334,1559.4278100000001,3.8175431015625003,1.2183029765625002,5,4,4,4,6,9,7,7,8,9,23,40,63,4,19
