Name,Team,player_type,fg_auction_dollars,PA,AB,H,HR,R,RBI,SB,AVG,IP,W,SV,SO,ERA,WHIP,sgp_R,sgp_HR,sgp_RBI,sgp_SB,sgp_AVG,sgp_hitting,sgp_W,sgp_SV,sgp_SO,sgp_ERA,sgp_WHIP,sgp_pitching,sgp_total,p_c,p_1b,p_2b,p_3b,p_ss,p_of,p_ci,p_mi,p_dh,p_sp,p_rp,replacement_position,replacement_level_sgp,repl_sgp_total,repl_sgp_R,repl_sgp_HR,repl_sgp_RBI,repl_sgp_SB,repl_sgp_AVG,repl_sgp_W,repl_sgp_SV,repl_sgp_SO,repl_sgp_ERA,repl_sgp_WHIP,sgpar_R,sgpar_HR,sgpar_RBI,sgpar_SB,sgpar_AVG,sgpar_W,sgpar_SV,sgpar_SO,sgpar_ERA,sgpar_WHIP,sgpar_hitting,sgpar_pitching,sgpar_total,sgpar,$_R,$_RBI,$_HR,$_SB,$_AVG,$_W,$_SV,$_SO,$_ERA,$_WHIP,$_cat,standings_value,billikenTeam,slot,contract,salary
Emilio Pagan,CIN,pitcher,6.677139941130053,NA,NA,NA,NA,NA,NA,NA,NA,66,3,27,71,4.04451,1.19264,0,0,0,0,0,0,0.07358973439795427,0.376727527022255,0.19593071361079997,0.02730361752970167,0.03573341549754488,0.7092850080582558,0.7092850080582558,0,0,0,0,0,0,0,0,0,0,1,P,0.4439721908381099,0.4439721908381099,0,0,0,0,0,0.13982049535611313,0.03627746556510604,0.2329091863204439,0.02333348430688774,0.0116315592895591,0,0,0,0,0,-0.06623076095815886,0.34045006145714896,-0.03697847270964394,0.00397013322281393,0.02410185620798578,0,0.2653128172201459,0.2653128172201459,0.2653128172201459,0,0,0,0,0,-3.417721518987345,37.34693877551023,-0.9202360362193508,0.3105462414587233,1.7880890562967753,35.10761651805904,35.10761651805904,Louisville Sluggers,P,2,1
Dennis Santana,PIT,pitcher,7.275863305705206,NA,NA,NA,NA,NA,NA,NA,NA,68,4,26,63,3.72238,1.24687,0,0,0,0,0,0,0.09811964586393904,0.3627746556510604,0.17385401348563942,0.03790828372322617,0.02737740561575842,0.7000340043396235,0.7000340043396235,0,0,0,0,0,0,0,0,0,0,1,P,0.4439721908381099,0.4439721908381099,0,0,0,0,0,0.13982049535611313,0.03627746556510604,0.2329091863204439,0.02333348430688774,0.0116315592895591,0,0,0,0,0,-0.04170084949217409,0.32649719008595435,-0.05905517283480449,0.01457479941633842,0.01574584632619932,0,0.25606181350151347,0.25606181350151347,0.25606181350151347,0,0,0,0,0,-2.151898734177217,35.81632653061228,-1.4696306847085152,1.1400496972619651,1.1681662713048244,34.50301308029334,34.50301308029334,National Pastime,P,2,3
Logan Webb,SFG,pitcher,28.253715246952083,NA,NA,NA,NA,NA,NA,NA,NA,202,14,0,191,3.18558,1.16831,0,0,0,0,0,0,0.3434187605237866,0,0.5270812154882084,0.16100952864599744,0.12194541487991706,1.1534549195379096,1.1534549195379096,0,0,0,0,0,0,0,0,0,1,0,P,0.4439721908381099,0.4439721908381099,0,0,0,0,0,0.13982049535611313,0.03627746556510604,0.2329091863204439,0.02333348430688774,0.0116315592895591,0,0,0,0,0,0.2035982651676735,-0.03627746556510604,0.2941720291677645,0.13767604433910968,0.11031385559035796,0,0.7094827286997997,0.7094827286997997,0.7094827286997997,0,0,0,0,0,10.50632911392406,-3.9795918367346976,7.32068369111812,10.769104135531132,8.184058366162928,32.80058347000154,32.80058347000154,Hoosiers,P,2026,16
Elly De La Cruz,CIN,hitter,30.888678623519848,672,598,157,24,96,89,41,0.262187,NA,NA,NA,NA,NA,NA,0.3300472452392813,0.2885676107641949,0.5010911147874447,0.33827208202653747,0.08906720112737918,1.5470452539448376,0,0,0,0,0,0,1.5470452539448376,0,0,0,0,1,0,0,1,1,0,0,SS,0.3492615922902857,0.3492615922902857,0.0955761814338752,0.0504993318837341,0.13625174132422654,0.05775377010209177,0.00918056754635808,0,0,0,0,0,0.2344710638054061,0.2380682788804608,0.36483937346321815,0.2805183119244457,0.07988663358102109,0,0,0,0,0,1.197783661654552,0,1.197783661654552,1.197783661654552,3.776146337462063,3.603707518022656,3.506953555497245,17.936694021102,3.388701952663311,0,0,0,0,0,32.212203384747276,32.212203384747276,Hoosiers,SS,2030,30
Cristopher Sanchez,PHI,pitcher,26.97489309843711,NA,NA,NA,NA,NA,NA,NA,NA,200,12,0,193,3.21334,1.16077,0,0,0,0,0,0,0.2943589375918171,0,0.5326003905194985,0.15693722486704917,0.1245978938773744,1.1084944468557392,1.1084944468557392,0,0,0,0,0,0,0,0,0,1,0,P,0.4439721908381099,0.4439721908381099,0,0,0,0,0,0.13982049535611313,0.03627746556510604,0.2329091863204439,0.02333348430688774,0.0116315592895591,0,0,0,0,0,0.15453844223570395,-0.03627746556510604,0.2996912041990546,0.13360374056016144,0.1129663345878153,0,0.6645222560176294,0.6645222560176294,0.6645222560176294,0,0,0,0,0,7.974683544303803,-3.9795918367346976,7.45803235324041,10.450566050873563,8.38084273938639,30.284532851069464,30.284532851069464,NA,NA,NA,NA
Chris Sale,ATL,pitcher,28.625351945321345,NA,NA,NA,NA,NA,NA,NA,NA,165,12,0,200,3.1503,1.10333,0,0,0,0,0,0,0.2943589375918171,0,0.551917503129014,0.13411599245908698,0.12705201769243535,1.107444450872353,1.107444450872353,0,0,0,0,0,0,0,0,0,1,0,P,0.4439721908381099,0.4439721908381099,0,0,0,0,0,0.13982049535611313,0.03627746556510604,0.2329091863204439,0.02333348430688774,0.0116315592895591,0,0,0,0,0,0.15453844223570395,-0.03627746556510604,0.3190083168085701,0.11078250815219924,0.11542045840287624,0,0.6634722600342435,0.6634722600342435,0.6634722600342435,0,0,0,0,0,7.974683544303803,-3.9795918367346976,7.938752670668429,8.665475336782727,8.562911369231331,29.16223108425159,29.16223108425159,Westside Marauders,P,Opt,13
Abner Uribe,MIL,pitcher,10.1054696281768,NA,NA,NA,NA,NA,NA,NA,NA,72,4,19,87,3.11764,1.20632,0,0,0,0,0,0,0.09811964586393904,0.26510455605269795,0.24008411386112108,0.05957294939712335,0.03646081560178507,0.6993420807766664,0.6993420807766664,0,0,0,0,0,0,0,0,0,0,1,P,0.4439721908381099,0.4439721908381099,0,0,0,0,0,0.13982049535611313,0.03627746556510604,0.2329091863204439,0.02333348430688774,0.0116315592895591,0,0,0,0,0,-0.04170084949217409,0.22882709048759192,0.00717492754067716,0.03623946509023561,0.02482925631222596,0,0.2553698899385566,0.2553698899385566,0.2553698899385566,0,0,0,0,0,-2.151898734177217,25.10204081632655,0.17855326075897812,2.834673056203062,1.842054035372124,27.805422434483496,27.805422434483496,NA,NA,NA,NA
Ronald Acuna Jr.,ATL,hitter,38.46320617646671,651,548,157,31,115,84,26,0.285737,NA,NA,NA,NA,NA,NA,0.3953690958595557,0.3727331639037517,0.472939928563431,0.21451400323634084,0.17712280759179966,1.632678999154879,0,0,0,0,0,0,1.632678999154879,0,0,0,0,0,1,0,0,1,0,0,OF,0.5185403056045699,0.5185403056045699,0.13133129966813067,0.10580812394687146,0.2071927306087412,0.07920517042572585,-0.00499701904489933,0,0,0,0,0,0.26403779619142503,0.2669250399568803,0.2657471979546898,0.135308832810615,0.18211982663669896,0,0,0,0,0,1.114138693550309,0,1.114138693550309,1.114138693550309,4.252317283241736,2.624922760041194,3.932038834951456,8.651817116060966,7.725320050150464,0,0,0,0,0,27.18641604444582,27.18641604444582,Westside Marauders,OF,2026,46
Trea Turner,PHI,hitter,26.353884175321635,644,591,167,19,92,73,28,0.282526,NA,NA,NA,NA,NA,NA,0.31629527668764457,0.22844935852165427,0.4110073188706007,0.23101508040836707,0.1769777402381734,1.36374477472644,0,0,0,0,0,0,1.36374477472644,0,0,0,0,1,0,0,1,1,0,0,SS,0.3492615922902857,0.3492615922902857,0.0955761814338752,0.0504993318837341,0.13625174132422654,0.05775377010209177,0.00918056754635808,0,0,0,0,0,0.22071909525376937,0.17795002663792017,0.27475557754637414,0.1732613103062753,0.16779717269181532,0,0,0,0,0,1.0144831824361544,0,1.0144831824361544,1.0144831824361544,3.554671478959889,2.7139031925849633,2.6213592233009706,11.078546307151235,7.117769034233343,0,0,0,0,0,27.086249236230405,27.086249236230405,Blue Socks,IL,2,30
Hunter Greene,CIN,pitcher,22.942269990548148,NA,NA,NA,NA,NA,NA,NA,NA,180,11,0,212,3.7334,1.11404,0,0,0,0,0,0,0.26982902612583237,0,0.5850325533167549,0.09946007175601725,0.133667826555986,1.0879894777545904,1.0879894777545904,0,0,0,0,0,0,0,0,0,1,0,P,0.4439721908381099,0.4439721908381099,0,0,0,0,0,0.13982049535611313,0.03627746556510604,0.2329091863204439,0.02333348430688774,0.0116315592895591,0,0,0,0,0,0.13000853076971924,-0.03627746556510604,0.35212336699631097,0.076126587449129507,0.1220362672664269,0,0.6440172869164806,0.6440172869164806,0.6440172869164806,0,0,0,0,0,6.708860759493677,-3.9795918367346976,8.762844643402177,5.954668088102585,9.05373063748116,26.5005122917449,26.5005122917449,Westside Marauders,P,Opt,14
Corbin Carroll,ARI,hitter,32.8478962944545,637,554,143,27,101,89,34,0.25848,NA,NA,NA,NA,NA,NA,0.3472372059288272,0.32463856210971925,0.5010911147874447,0.2805183119244457,0.06731610885422037,1.5208013036046573,0,0,0,0,0,0,1.5208013036046573,0,0,0,0,0,1,0,0,1,0,0,OF,0.5185403056045699,0.5185403056045699,0.13133129966813067,0.10580812394687146,0.2071927306087412,0.07920517042572585,-0.00499701904489933,0,0,0,0,0,0.2159059062606965,0.2188304381628478,0.2938983841787035,0.20131314149871987,0.0723131278991197,0,0,0,0,0,1.0022609980000876,0,1.0022609980000876,1.0022609980000876,3.4771552784841275,2.9029866117404732,3.223563369194437,12.872215709261436,3.067442283275226,0,0,0,0,0,25.5433632519557,25.5433632519557,Hoosiers,OF,2029,26
Juan Soto,NYM,hitter,39.77140531993857,686,548,149,38,114,102,23,0.27214699999999997,NA,NA,NA,NA,NA,NA,0.3919311037216465,0.45689871704330853,0.5742841989698805,0.18976238747830151,0.122011060232006,1.7348874674451429,0,0,0,0,0,0,1.7348874674451429,0,0,0,0,0,1,0,0,1,0,0,OF,0.5185403056045699,0.5185403056045699,0.13133129966813067,0.10580812394687146,0.2071927306087412,0.07920517042572585,-0.00499701904489933,0,0,0,0,0,0.26059980405351585,0.3510905930964371,0.36709146836113926,0.11055721705257568,0.12700807927690533,0,0,0,0,0,1.2163471618405732,0,1.2163471618405732,1.2163471618405732,4.196948568616192,3.6259526261585986,5.171870900026239,7.069167643610789,5.3875411562206,0,0,0,0,0,25.451480894632414,25.451480894632414,Erie Lakers,OF,2,37
Pete Crow-Armstrong,CHC,hitter,30.23325147067329,644,591,150,26,88,92,34,0.253513,NA,NA,NA,NA,NA,NA,0.3025433081360078,0.31261491166121114,0.517981826521853,0.2805183119244457,0.05008864972581915,1.4637470079693369,0,0,0,0,0,0,1.4637470079693369,0,0,0,0,0,1,0,0,1,0,0,OF,0.5185403056045699,0.5185403056045699,0.13133129966813067,0.10580812394687146,0.2071927306087412,0.07920517042572585,-0.00499701904489933,0,0,0,0,0,0.17121200846787715,0.2068067877143397,0.31078909591311177,0.20131314149871987,0.05508566877071848,0,0,0,0,0,0.9452067023647672,0,0.9452067023647672,0.9452067023647672,2.757361988352063,3.0698249227600405,3.0464445027551825,12.872215709261436,2.3366726692492095,0,0,0,0,0,24.082519792377933,24.082519792377933,Melonheads,OF,2027,11
Yoshinobu Yamamoto,LAD,pitcher,23.50796432359852,NA,NA,NA,NA,NA,NA,NA,NA,155,12,0,165,3.37687,1.11175,0,0,0,0,0,0,0.2943589375918171,0,0.45533194008143657,0.1103125811645502,0.11601137655639251,0.9760148353941964,0.9760148353941964,0,0,0,0,0,0,0,0,0,1,0,P,0.4439721908381099,0.4439721908381099,0,0,0,0,0,0.13982049535611313,0.03627746556510604,0.2329091863204439,0.02333348430688774,0.0116315592895591,0,0,0,0,0,0.15453844223570395,-0.03627746556510604,0.22242275376099263,0.08697909685766246,0.10437981726683342,0,0.5320426445560864,0.5320426445560864,0.5320426445560864,0,0,0,0,0,7.974683544303803,-3.9795918367346976,5.5351510835283335,6.803557991305032,7.743818871977237,24.077619654379703,24.077619654379703,Blue Socks,P,Opt,26
Jesus Luzardo,PHI,pitcher,18.452620350474422,NA,NA,NA,NA,NA,NA,NA,NA,179,12,0,197,3.77514,1.19247,0,0,0,0,0,0,0.2943589375918171,0,0.5436387405820788,0.09557260967375893,0.0969912424281628,1.0305615302758175,1.0305615302758175,0,0,0,0,0,0,0,0,0,1,0,P,0.4439721908381099,0.4439721908381099,0,0,0,0,0,0.13982049535611313,0.03627746556510604,0.2329091863204439,0.02333348430688774,0.0116315592895591,0,0,0,0,0,0.15453844223570395,-0.03627746556510604,0.31072955426163495,0.07223912536687119,0.0853596831386037,0,0.5865893394377077,0.5865893394377077,0.5865893394377077,0,0,0,0,0,7.974683544303803,-3.9795918367346976,7.732729677484993,5.650588433666464,6.3327369457347356,23.7111467644553,23.7111467644553,Louisville Sluggers,P,2027,19
Fernando Tatis Jr.,SDP,hitter,33.83731096170961,672,586,158,30,102,90,25,0.269872,NA,NA,NA,NA,NA,NA,0.35067519806673636,0.3607095134552436,0.5067213520322474,0.20626346465032777,0.12060608847468993,1.5449756166792452,0,0,0,0,0,0,1.5449756166792452,0,0,0,0,0,1,0,0,1,0,0,OF,0.5185403056045699,0.5185403056045699,0.13133129966813067,0.10580812394687146,0.2071927306087412,0.07920517042572585,-0.00499701904489933,0,0,0,0,0,0.21934389839860569,0.25490138950837216,0.2995286214235062,0.1270582942246019,0.12560310751958925,0,0,0,0,0,1.0264353110746751,0,1.0264353110746751,1.0264353110746751,3.5325239931096712,2.9585993820803287,3.7549199685122017,8.124267291910908,5.327943820295496,0,0,0,0,0,23.698254455908604,23.698254455908604,Big Red Machine,OF,2026,31
Victor Vodnik,COL,pitcher,-0.7496060905192587,NA,NA,NA,NA,NA,NA,NA,NA,64,3,22,62,4.25365,1.45756,0,0,0,0,0,0,0.07358973439795427,0.30696317016628183,0.17109442596999433,0.02050182253167588,-0.00874692984679622,0.56340222321911,0.56340222321911,0,0,0,0,0,0,0,0,0,0,1,P,0.4439721908381099,0.4439721908381099,0,0,0,0,0,0.13982049535611313,0.03627746556510604,0.2329091863204439,0.02333348430688774,0.0116315592895591,0,0,0,0,0,-0.06623076095815886,0.2706857046011758,-0.06181476035044958,-0.00283166177521185,-0.02037848913635533,0,0.11943003238100018,0.11943003238100018,0.11943003238100018,0,0,0,0,0,-3.417721518987345,29.69387755102043,-1.5383050157696614,-0.22149431064963335,-1.511856725645319,23.00449997996847,23.00449997996847,Louisville Sluggers,P,2,1
Kyle Tucker,LAD,hitter,34.8058300064371,651,555,149,33,101,99,22,0.268344,NA,NA,NA,NA,NA,NA,0.3472372059288272,0.3967804648007679,0.5573934872354722,0.1815118488922884,0.10795022706231731,1.5908732339196732,0,0,0,0,0,0,1.5908732339196732,0,0,0,0,0,1,0,0,1,0,0,OF,0.5185403056045699,0.5185403056045699,0.13133129966813067,0.10580812394687146,0.2071927306087412,0.07920517042572585,-0.00499701904489933,0,0,0,0,0,0.2159059062606965,0.29097234085389645,0.350200756626731,0.10230667846656256,0.11294724610721664,0,0,0,0,0,1.0723329283151033,0,1.0723329283151033,1.0723329283151033,3.4771552784841275,3.459114315139031,4.286276567829964,6.541617819460731,4.791096285754597,0,0,0,0,0,22.555260266668455,22.555260266668455,Melonheads,Bench,2,40
CJ Abrams,WSN,hitter,20.285527003585184,630,573,146,20,86,70,30,0.254305,NA,NA,NA,NA,NA,NA,0.2956673238601895,0.2404730089701624,0.3941166071361925,0.24751615758039328,0.05192144173573979,1.2296945392826777,0,0,0,0,0,0,1.2296945392826777,0,0,0,0,1,0,0,1,1,0,0,SS,0.3492615922902857,0.3492615922902857,0.0955761814338752,0.0504993318837341,0.13625174132422654,0.05775377010209177,0.00918056754635808,0,0,0,0,0,0.20009114242631432,0.18997367708642832,0.257864865811966,0.18976238747830151,0.04274087418938171,0,0,0,0,0,0.8804329469923918,0,0.8804329469923918,0.8804329469923918,3.2224591912066285,2.5470648815653965,2.7984780897402257,12.133645955451351,1.813020242957188,0,0,0,0,0,22.51466836092079,22.51466836092079,Melonheads,SS,2027,16
Jackson Chourio,MIL,hitter,30.48361029499641,651,601,163,25,92,88,24,0.2715,NA,NA,NA,NA,NA,NA,0.31629527668764457,0.300591261212703,0.495460877542642,0.19801292606431464,0.13093384973584027,1.4412941912431445,0,0,0,0,0,0,1.4412941912431445,0,0,0,0,0,1,0,0,1,0,0,OF,0.5185403056045699,0.5185403056045699,0.13133129966813067,0.10580812394687146,0.2071927306087412,0.07920517042572585,-0.00499701904489933,0,0,0,0,0,0.1849639770195139,0.19478313726583155,0.2882681469339008,0.1188077556385888,0.1359308687807396,0,0,0,0,0,0.9227538856385746,0,0.9227538856385746,0.9227538856385746,2.978836846854237,2.8473738414006178,2.869325636315928,7.596717467760849,5.76603594138614,0,0,0,0,0,22.05828973371777,22.05828973371777,Louisville Sluggers,OF,Opt,15
Nico Hoerner,CHC,hitter,21.20494365798371,665,607,171,9,79,65,27,0.281115,NA,NA,NA,NA,NA,NA,0.2716013788948252,0.10821285403657308,0.3659654209121787,0.22276454182235397,0.1754309043437752,1.1439751000097065,0,0,0,0,0,0,1.1439751000097065,0,0,1,0,0,0,0,1,1,0,0,2B,0.4277408742732015,0.4277408742732015,0.1107033468406756,0.07214190269104871,0.16327688009927974,0.07920517042572585,0.00241357421647157,0,0,0,0,0,0.1608980320541496,0.03607095134552436,0.20268854081289897,0.1435593713966281,0.17301733012730364,0,0,0,0,0,0.7162342257365046,0,0.7162342257365046,0.7162342257365046,2.591255844475433,2.002059732234809,0.5313565993177644,9.179366940211024,7.339202294115403,0,0,0,0,0,21.643241410354435,21.643241410354435,Free Birds,2B,2026,23
