team,n,total_salary,sgpar,PA,AB,H,HR,R,RBI,SB,AVG,IP,W,SV,SO,ER,WH,ERA,WHIP,hr_pts,r_pts,rbi_pts,sb_pts,avg_pts,w_pts,sv_pts,so_pts,era_pts,whip_pts,hit_pts,pit_pts,total_pts,rank,sim_num
FREE AT LAST,22,151,7.947362990920461,7186,6323,1574,226,886,847,148,0.24893246876482683,1006,61,62,930,451.92424555555556,1287.06368,4.0430598508946325,1.279387355864811,3,2,2,6,1,4,8,2,3,3,14,20,34,8,2
WESTSIDE MARAUDERS,23,213,11.24061705915582,7533,6695,1692,269,952,943,162,0.2527259148618372,1367,86,32,1355,581.5563188888889,1679.8550420000001,3.8288272640819314,1.22886250329188,10,8,8,6,4,10,4,10,9,9,36,42,78,1,3
BLUE SOCKS,23,242,10.558675071837174,7599,6851,1769,230,941,920,163,0.25821048022186543,1240,78,56,1213,526.1773955555556,1512.3417599999998,3.8190294838709677,1.219630451612903,3,7,6,7,8,8,7,6,10,10,31,41,72,2,3
LOUISVILLE SLUGGERS,23,165,10.853806202680977,7909,7076,1843,264,1018,947,181,0.2604578858111928,1114,68,58,1071,499.84814777777774,1408.74741,4.038270493716337,1.264584748653501,7,10,9,9,10,4,8,4,2,3,45,21,66,3,3
NATIONAL PASTIME,23,190,10.396944304312889,7468,6724,1736,245,915,911,154,0.2581796549672814,1214,77,52,1240,517.4913655555556,1505.54713,3.836426927512356,1.2401541433278418,5,5,5,5,7,7,6,8,8,7,27,36,63,4,3
HOOSIERS,23,190,10.33135324215006,7984,7094,1775,268,1007,980,198,0.2502114462926417,1124,70,41,1064,490.73229222222227,1424.2474099999997,3.9293510943060506,1.26712403024911,9,9,10,10,2,5,5,3,4,2,40,19,59,5,3
BIG RED MACHINE,23,151,9.763298530555607,7552,6715,1660,267,927,926,109,0.24720774385703648,1174,72,59,1137,502.0131911111111,1458.5538999999999,3.84848272572402,1.2423798126064736,8,6,7,1,1,6,9,5,7,6,23,33,56,6,3
MELONHEADS,23,202,9.826550564725228,7185,6376,1604,252,906,894,177,0.25156838143036386,1252,77,27,1231,541.8313066666667,1548.12865,3.8949534824281153,1.236524480830671,6,2,3,8,3,7,3,7,6,8,22,31,53,7,3
ERIE LAKERS,23,168,8.23093018022936,7296,6484,1680,241,915,895,126,0.2590993214065392,885,52,69,864,383.8186755555556,1116.4487,3.9032407683615826,1.2615239548022599,4,5,4,3,9,2,10,1,5,4,25,22,47,8,3
FREE BIRDS,23,188,9.302218993244324,7442,6597,1685,230,912,893,122,0.25541912990753374,1362,84,0,1324,610.9359288888888,1716.4467900000002,4.037021556534508,1.2602399339207049,3,4,2,2,6,9,1,9,3,5,17,27,44,9,3
FREE AT LAST,22,151,8.232259537127849,7424,6575,1665,221,911,871,148,0.2532319391634981,1129,65,19,1032,519.6085122222222,1452.4877199999999,4.142140487156776,1.2865258813108944,2,3,1,4,5,3,2,2,1,1,15,9,24,10,3
WESTSIDE MARAUDERS,23,213,11.195904513206818,7764,6937,1761,271,965,969,146,0.2538561337754072,1358,84,32,1313,586.8525422222222,1664.588522,3.8893025625920465,1.2257647437407952,10,8,9,4,5,10,5,10,6,10,36,41,77,1,4
BLUE SOCKS,23,242,10.63179027452674,7871,7086,1815,239,968,937,177,0.2561388653683319,1191,77,56,1161,506.77187111111107,1465.7638200000001,3.8295103610411414,1.2307001007556677,4,9,6,8,7,7,9,6,9,9,34,40,74,2,4
NATIONAL PASTIME,23,190,10.555448578692562,7783,6997,1799,260,954,943,147,0.25711019008146346,1217,75,52,1183,537.5647422222222,1502.0375,3.975417156943303,1.2342132292522596,7,7,8,5,8,6,7,7,5,7,35,32,67,3,4
LOUISVILLE SLUGGERS,23,165,10.747870038194316,7197,6452,1679,235,926,868,193,0.2602293862368258,1097,68,88,1150,461.75327444444446,1354.7172300000002,3.7883130993618965,1.2349291066545125,3,4,2,9,9,4,10,5,10,6,27,35,62,4,4
HOOSIERS,23,190,10.362099717346485,7984,7083,1768,269,1010,981,201,0.24961174643512635,1198,70,28,1130,537.0180877777777,1516.51559,4.034359590984974,1.2658727796327212,9,10,10,10,1,5,4,4,3,3,40,19,59,5,4
MELONHEADS,23,202,9.882383281698829,7268,6446,1629,249,911,895,174,0.252714861929879,1340,81,0,1292,573.2139433333334,1651.8780600000002,3.8499443955223884,1.2327448208955225,6,3,4,7,4,8,2,8,7,8,24,33,57,6,4
BIG RED MACHINE,23,151,9.73898047302843,7489,6648,1666,266,934,938,116,0.2506016847172082,1147,70,54,1127,489.1503255555556,1427.82578,3.838145536181343,1.2448350305143852,8,6,7,2,3,5,8,3,8,5,26,29,55,7,4
FREE BIRDS,23,188,9.122195310359077,7264,6427,1634,228,886,869,101,0.254239925315077,1291,82,32,1297,570.55862,1621.0351,3.9775581564678544,1.2556429899302866,2,1,3,1,6,9,5,9,4,4,13,31,44,8,4
ERIE LAKERS,23,168,8.271046983556975,7415,6615,1738,246,931,922,120,0.2627362055933484,1032,63,22,913,473.6689933333334,1355.66385,4.130834244186047,1.3136277616279068,5,5,5,3,10,3,3,1,1,1,28,9,37,9,4
FREE AT LAST,22,151,8.113801494818341,7200,6331,1584,221,903,846,162,0.25019744116253356,1052,62,37,1004,473.77255,1351.79866,4.053187214828897,1.2849797148288973,1,2,1,6,2,2,6,2,2,2,12,14,26,10,4
WESTSIDE MARAUDERS,23,213,11.02910653320541,7435,6636,1713,256,945,924,145,0.2581374321880651,1331,86,32,1355,563.9151388888889,1635.5425520000001,3.81310011269722,1.2288073268219384,9,6,7,5,8,10,6,10,8,8,35,42,77,1,5
BLUE SOCKS,23,242,10.435815308477297,7859,7139,1862,223,959,925,167,0.26082084325535787,1083,71,78,1108,456.4445122222222,1333.35029,3.793167691597415,1.231163702677747,3,9,8,8,10,5,9,5,10,7,38,36,74,2,5
LOUISVILLE SLUGGERS,23,165,10.667103998338039,7559,6808,1753,262,955,941,158,0.25749118683901295,1067,68,69,1100,453.5536811111111,1329.1708,3.82566366447985,1.2457083411433927,10,8,10,6,7,3,8,4,7,6,41,28,69,3,5
HOOSIERS,23,190,10.298176459585575,7805,6941,1761,246,983,939,237,0.25370984008068004,1171,74,17,1120,503.90000444444445,1464.51294,3.8728437574722463,1.2506515286080273,6,10,9,10,5,6,4,6,4,4,40,24,64,4,5
NATIONAL PASTIME,23,190,10.307006815698362,7373,6598,1672,253,897,911,117,0.25341012428008486,1286,79,52,1261,543.0659211111112,1565.1713300000001,3.8006168662519446,1.2170850155520996,8,1,5,1,4,9,7,9,9,10,19,44,63,5,5
MELONHEADS,23,202,9.967172757183297,7563,6675,1670,251,954,914,178,0.250187265917603,1265,75,16,1224,543.8568911111112,1553.57701,3.869337565217392,1.228124118577075,7,7,6,9,2,7,3,7,5,9,31,31,62,6,5
BIG RED MACHINE,23,151,9.742435039315318,7423,6586,1655,253,926,904,135,0.2512906164591558,1119,68,86,1067,476.7197011111111,1396.40034,3.8342067113494185,1.2479002144772118,8,4,4,4,3,3,10,2,6,5,23,26,49,7,5
FREE BIRDS,23,188,9.311179819600293,7459,6625,1692,231,914,896,131,0.25539622641509435,1287,77,27,1245,575.7883455555555,1637.27061,4.026491926961927,1.2721605361305361,4,3,3,3,6,8,5,8,3,2,19,26,45,8,5
ERIE LAKERS,23,168,8.270607976544698,7370,6555,1697,256,930,925,119,0.2588863463005339,1138,65,10,1003,550.6247000000001,1501.3997399999998,4.354676889279438,1.3193319332161686,9,5,8,2,9,2,1,1,1,1,33,6,39,9,5
FREE AT LAST,22,151,8.312460464953357,7235,6343,1568,233,899,848,160,0.24720163960271166,1176,69,14,1087,542.4560544444444,1495.4285,4.151449396258503,1.2716228741496598,5,2,2,7,1,4,2,3,2,3,17,14,31,10,5
WESTSIDE MARAUDERS,23,213,11.089553031419168,7351,6541,1683,268,946,937,153,0.2573001070172756,1283,81,54,1277,545.4149366666666,1589.6336919999999,3.8259816289945427,1.2389974216679656,10,7,8,5,7,8,7,8,8,7,37,38,75,1,6
BLUE SOCKS,23,242,10.637611153262014,7796,7070,1809,237,944,942,158,0.25586987270155587,1308,83,29,1291,552.7653133333333,1608.8807800000002,3.8034310550458716,1.2300311773700308,4,6,9,6,6,9,4,9,10,9,31,41,72,2,6
NATIONAL PASTIME,23,190,10.468999753967482,7615,6850,1765,251,930,926,145,0.2576642335766423,1135,74,71,1167,479.8546222222222,1400.74806,3.805014625550661,1.234139259911894,7,4,7,4,8,6,10,6,9,8,30,39,69,3,6
LOUISVILLE SLUGGERS,23,165,10.809250221585046,7912,7120,1853,262,1003,960,163,0.260252808988764,1137,68,66,1089,518.14685,1440.4378799999997,4.101426253298153,1.266875883905013,9,10,10,8,9,3,9,4,2,1,46,19,65,4,6
MELONHEADS,23,202,9.81429884744985,7339,6493,1622,253,928,904,159,0.24980748498382874,1257,77,27,1214,539.4270322222222,1541.30553,3.8622460540970565,1.2261778281622913,8,3,5,7,3,7,3,7,7,10,26,34,60,5,6
HOOSIERS,23,190,10.309930224690644,7858,6978,1757,250,984,942,231,0.2517913442247062,1155,70,33,1081,503.6125522222223,1457.39033,3.924253653679654,1.2618098095238095,6,9,9,10,4,4,5,3,5,4,38,21,59,6,6
BIG RED MACHINE,23,151,9.779246268283988,7496,6649,1652,262,933,915,115,0.24845841479921793,1213,73,59,1143,525.8034077777777,1522.34152,3.9012618878812853,1.2550218631492167,9,5,6,1,1,5,8,5,6,6,22,30,52,7,6
FREE BIRDS,23,188,9.128169033495327,7256,6399,1626,226,883,866,127,0.2541022034692921,1394,86,0,1350,624.2697900000001,1760.1550300000001,4.0304362338593975,1.2626650143472025,3,1,3,3,5,10,2,10,3,3,15,28,43,8,6
ERIE LAKERS,23,168,8.242051021663183,7230,6452,1698,242,912,904,118,0.26317420954742715,947,59,35,905,414.71548111111116,1199.09776,3.941329809926083,1.2662067159450898,5,2,5,2,10,2,6,1,4,2,24,15,39,9,6
FREE AT LAST,22,151,8.209505429308932,7585,6656,1654,237,947,893,170,0.24849759615384615,970,54,27,950,445.15458222222225,1223.52089,4.130300247422681,1.2613617422680412,4,8,4,9,2,1,3,2,1,5,27,12,39,9,6
WESTSIDE MARAUDERS,23,213,11.07299836151732,7491,6731,1736,255,934,938,144,0.25791115733174863,1328,85,32,1367,567.5648522222223,1615.563712,3.846448546686747,1.216538939759036,7,6,9,4,8,10,5,10,9,9,34,43,77,1,7
NATIONAL PASTIME,23,190,10.470770881758982,7688,6921,1771,256,938,938,154,0.25588787747435343,1207,75,52,1194,531.1098566666667,1475.7533900000003,3.960222626346314,1.2226622949461476,8,7,9,6,7,7,8,7,4,8,37,34,71,2,7
LOUISVILLE SLUGGERS,23,165,10.76393911812223,7676,6893,1804,249,980,923,189,0.2617147831133034,1154,73,38,1107,494.4027211111111,1452.31943,3.855827114384749,1.2585090381282495,5,9,8,9,10,6,6,5,7,4,41,28,69,3,7
HOOSIERS,23,190,10.349635295413782,8061,7162,1807,264,1016,988,220,0.25230382574699806,1080,64,41,1033,466.92202555555565,1368.29425,3.891016879629631,1.2669391203703704,9,10,10,10,4,3,7,3,6,3,43,22,65,4,7
BLUE SOCKS,23,242,10.475354342105616,7530,6781,1729,236,930,911,164,0.25497714201445215,1001,65,135,1015,407.7213455555555,1209.42913,3.6658262837162834,1.208220909090909,3,5,5,8,5,4,10,1,10,10,26,35,61,5,7
MELONHEADS,23,202,9.832517533640953,7430,6572,1658,247,943,905,155,0.2522824102251978,1326,82,0,1277,568.0120022222222,1645.38316,3.855285082956259,1.2408621116138765,4,8,4,7,3,9,1,8,8,7,26,33,59,6,7
BIG RED MACHINE,23,151,9.755685857770738,7514,6686,1660,265,923,922,110,0.24827998803469936,1186,72,59,1151,517.9128855555556,1478.36458,3.930198962900506,1.2465131365935918,10,4,7,1,1,5,9,6,5,6,23,31,54,7,7
FREE BIRDS,23,188,9.217021910678893,7333,6472,1653,220,888,857,137,0.2554079110012361,1281,80,19,1305,564.1616366666667,1607.9481,3.9636648946135833,1.255228805620609,1,2,3,3,6,8,4,9,3,5,15,29,44,8,7
ERIE LAKERS,23,168,8.305638197860285,7284,6471,1683,251,922,913,121,0.26008344923504867,1130,64,11,1022,539.1543611111111,1467.5782199999999,4.294149778761062,1.2987417876106193,6,3,6,2,9,3,2,2,1,1,26,9,35,9,7
FREE AT LAST,22,151,8.103937310989371,7046,6194,1538,223,883,835,149,0.24830481110752342,1230,72,14,1099,553.3632633333334,1591.1901400000002,4.0489994878048785,1.2936505203252033,2,1,2,5,2,5,3,4,2,2,12,16,28,10,7
WESTSIDE MARAUDERS,23,213,11.09827731099747,7512,6679,1708,264,950,942,140,0.25572690522533315,1382,86,32,1355,593.544721111111,1698.8998219999999,3.8653418885672934,1.2293052257597683,9,8,8,5,6,10,5,10,7,8,36,40,76,1,8
LOUISVILLE SLUGGERS,23,165,10.822713351068428,7861,7067,1846,255,999,946,183,0.2612140936748267,1152,72,38,1136,506.49339222222227,1443.04104,3.956979626736112,1.2526397916666667,7,10,10,9,10,6,6,5,4,4,46,25,71,2,8
BLUE SOCKS,23,242,10.64298569716936,7815,7083,1816,236,945,943,155,0.2563885359311026,1303,84,29,1287,554.4596511111112,1597.73388,3.8297289792785882,1.2261963775901765,3,7,9,6,7,9,4,7,9,9,32,38,70,3,8
NATIONAL PASTIME,23,190,10.4871674214403,7647,6881,1775,254,940,933,155,0.2579566923412295,1208,74,52,1177,525.9736177777778,1476.09557,3.91867761589404,1.2219334188741722,6,6,7,6,8,7,7,6,6,10,33,36,69,4,8
HOOSIERS,23,190,10.206330241261547,7680,6786,1708,248,977,924,206,0.2516946654877689,1094,68,60,1031,460.0959,1350.32637,3.7850668190127967,1.234301983546618,4,9,5,10,3,5,9,3,10,7,31,34,65,5,8
BIG RED MACHINE,23,151,9.785607832300359,7545,6684,1656,268,940,920,105,0.24775583482944344,1098,66,86,1083,469.16602666666665,1367.74786,3.845623169398907,1.2456720036429871,10,6,4,2,1,4,10,4,8,6,23,32,55,6,8
MELONHEADS,23,202,9.79827512133858,7279,6470,1630,251,911,898,178,0.25193199381761977,1347,82,0,1291,589.7099755555555,1687.21178,3.9401557386785444,1.2525699925760951,5,4,3,8,4,8,3,8,5,5,24,29,53,7,8
ERIE LAKERS,23,168,8.329251595860729,7370,6544,1690,257,933,926,122,0.25825183374083127,955,54,56,870,431.87448888888895,1259.77023,4.070021361256545,1.3191311308900524,8,5,6,3,9,2,8,1,2,1,31,14,45,8,8
FREE BIRDS,23,188,9.206799056990313,7424,6574,1681,225,898,886,130,0.2557042896257986,1309,82,0,1332,582.38829,1641.79034,4.00419756302521,1.2542324980901451,2,3,2,4,5,8,3,9,3,3,16,26,42,9,8
FREE AT LAST,22,151,8.194243122964373,7130,6281,1563,224,896,846,158,0.24884572520299317,1013,61,60,969,460.3070711111111,1300.18762,4.089598854886476,1.283502092793682,1,2,1,7,2,3,9,2,1,2,13,17,30,10,8
WESTSIDE MARAUDERS,23,213,11.074204347518895,7428,6669,1716,256,928,929,146,0.2573099415204678,1346,86,32,1376,571.16962,1637.4632020000001,3.8191133580980683,1.2165402689450224,8,6,8,5,8,10,6,10,9,10,35,45,80,1,9
LOUISVILLE SLUGGERS,23,165,10.75618155782519,7830,7050,1836,263,1002,947,177,0.2604255319148936,1106,67,55,1088,490.2937033333333,1382.68849,3.9897317631103073,1.250170424954792,10,10,9,9,10,4,8,4,5,6,48,27,75,2,9
BLUE SOCKS,23,242,10.537437982982086,7624,6875,1755,235,935,915,165,0.25527272727272726,1258,85,40,1233,511.7980044444444,1536.3418600000002,3.6615119554848965,1.2212574403815581,3,8,5,7,5,9,7,7,10,9,28,42,70,3,9
NATIONAL PASTIME,23,190,10.399611699810098,7555,6788,1740,253,926,920,143,0.2563347083087802,1167,73,82,1150,507.8822377777777,1446.3384299999998,3.9168295972579252,1.2393645501285344,6,4,6,4,7,6,9,6,7,7,27,35,62,4,9
HOOSIERS,23,190,10.338690510076791,7905,7008,1767,255,995,957,226,0.2521404109589041,1250,72,17,1143,561.4712,1578.02916,4.04259264,1.2624233280000001,7,9,10,10,3,5,3,5,2,4,39,19,58,5,9
MELONHEADS,23,202,9.785413642627644,7287,6451,1622,241,915,893,167,0.2514338862191908,1353,81,0,1308,591.9580855555557,1673.4309000000003,3.937636932742056,1.2368299334811532,4,3,3,8,2,8,2,9,6,8,20,33,53,6,9
BIG RED MACHINE,23,151,9.764775760242198,7451,6645,1684,248,927,907,133,0.25342362678705793,1093,66,86,1048,470.93843888888887,1380.11422,3.8778096523330277,1.2626845562671545,5,5,4,3,4,3,10,3,8,3,21,27,48,7,9
ERIE LAKERS,23,168,8.343127507049394,7370,6544,1690,257,933,926,122,0.25825183374083127,1030,62,22,927,459.56383111111114,1334.0041299999998,4.015606291262136,1.295149640776699,9,7,7,2,9,2,4,1,4,1,34,12,46,8,9
FREE BIRDS,23,188,9.18812303264518,7326,6469,1654,223,897,873,120,0.25568093986705825,1288,80,27,1271,575.33559,1618.96477,4.020202104037267,1.2569602251552796,1,1,2,1,6,7,5,8,3,5,11,28,39,9,9
FREE AT LAST,22,151,8.153499132124171,7305,6407,1579,233,904,860,148,0.24644919619166536,1032,60,40,1026,469.9142388888889,1324.44895,4.098089292635659,1.283380765503876,2,2,1,6,1,1,7,2,1,2,12,13,25,10,9
WESTSIDE MARAUDERS,23,213,11.1396893490015,7624,6815,1759,253,956,942,147,0.25810711665443875,1208,76,81,1223,515.6372233333333,1470.2454320000002,3.841668054635761,1.2170905894039736,8,7,8,4,8,7,10,7,8,9,35,41,76,1,10
BLUE SOCKS,23,242,10.52031977446242,7857,7080,1819,234,967,933,174,0.25692090395480227,1182,77,48,1177,491.1227533333333,1459.99625,3.739513350253807,1.23519141285956,4,9,6,9,6,8,6,6,10,7,34,37,71,2,10
LOUISVILLE SLUGGERS,23,165,10.84102249331916,7459,6733,1732,261,945,931,160,0.2572404574483885,1192,73,53,1227,505.19085,1463.53676,3.8143604446308728,1.2277992953020134,9,6,5,6,7,5,8,8,9,8,33,38,71,2,10
NATIONAL PASTIME,23,190,10.497361883304745,7755,6993,1810,252,945,941,156,0.25883025883025884,1203,75,52,1157,523.8311511111111,1493.50466,3.918936292601829,1.2414835078969244,7,6,7,5,9,6,7,5,6,6,34,30,64,3,10
BIG RED MACHINE,23,151,9.854546695432365,7664,6774,1696,271,963,947,119,0.2503690581635666,1162,69,54,1118,503.08496,1466.6541,3.8965272289156627,1.262180808950086,10,8,9,3,2,4,9,3,7,4,32,27,59,4,10
HOOSIERS,23,190,10.32526304636611,7921,7012,1777,252,1010,950,230,0.25342270393610955,1257,75,16,1131,558.7166344444445,1641.69528,4.000357764518696,1.3060423866348447,7,10,10,10,5,6,2,4,2,1,42,15,57,5,10
MELONHEADS,23,202,9.855698672194459,7121,6336,1590,246,896,881,165,0.2509469696969697,1384,83,0,1360,609.2585011111112,1683.3736800000001,3.961941119942197,1.2163104624277459,5,3,3,7,3,10,1,10,5,10,21,36,57,5,10
FREE BIRDS,23,188,9.043200736122941,7281,6447,1633,227,876,863,105,0.25329610671630215,1273,81,32,1303,561.4363477777778,1593.75418,3.969306465043205,1.2519671484681854,2,2,1,1,4,9,4,9,4,5,10,31,41,6,10
ERIE LAKERS,23,168,8.217142046976086,7297,6471,1675,249,920,908,118,0.25884716427136456,971,59,31,887,430.64789888888896,1228.38186,3.991587116374872,1.2650688568486097,6,5,4,2,10,2,3,1,3,3,27,12,39,7,10
FREE AT LAST,22,151,8.202839505566562,7326,6444,1593,233,913,865,168,0.24720670391061453,1029,61,46,948,475.0868144444445,1321.66231,4.155278260447036,1.2844142954324587,3,4,2,8,1,3,5,2,1,2,18,13,31,8,10
WESTSIDE MARAUDERS,23,213,11.147935420369777,7428,6613,1706,258,953,927,173,0.2579767125359141,1292,82,54,1266,548.3449577777777,1599.165992,3.819740417956656,1.2377445758513932,8,7,9,8,7,9,8,8,8,8,39,41,80,1,11
BLUE SOCKS,23,242,10.485306552611036,7878,7152,1869,222,960,926,164,0.2613255033557047,1191,77,48,1194,497.6100844444444,1481.06551,3.7602777162048695,1.243547867338371,2,8,8,7,8,7,6,7,9,7,33,36,69,2,11
LOUISVILLE SLUGGERS,23,165,10.793045174539339,7645,6876,1806,242,973,914,178,0.262652705061082,1211,75,36,1189,531.94926,1508.48809,3.9533801321222133,1.2456549050371595,4,9,5,9,9,6,5,6,4,6,36,27,63,3,11
NATIONAL PASTIME,23,190,10.337942162482566,7387,6601,1678,254,903,914,128,0.25420390849871233,1181,74,79,1188,490.42248,1428.04014,3.7373432006773917,1.2091787806943268,7,2,5,3,6,5,10,5,10,10,23,40,63,3,11
HOOSIERS,23,190,10.555912447287705,8050,7148,1798,279,1023,1004,209,0.25153889199776164,1179,69,18,1084,517.565418888889,1506.5102200000003,3.950881060220527,1.2777864461407975,10,10,10,10,5,3,2,3,5,3,45,16,61,4,11
MELONHEADS,23,202,9.79088791965706,7248,6413,1601,249,917,891,161,0.24964915016372993,1360,83,0,1320,592.4804866666667,1665.0017600000003,3.92082675,1.2242660000000003,6,3,3,6,3,10,1,10,6,9,21,36,57,5,11
BIG RED MACHINE,23,151,9.692315582338738,7496,6649,1652,262,933,915,115,0.24845841479921793,1170,72,57,1136,508.2579444444444,1458.1514599999998,3.909676495726495,1.246283299145299,9,5,6,1,2,4,9,4,7,5,23,29,52,6,11
FREE BIRDS,23,188,9.135862507966994,7222,6401,1608,227,866,868,132,0.2512107483205749,1265,80,32,1308,559.58831,1577.23615,3.981260703557312,1.2468269960474307,3,1,2,4,4,8,4,9,3,4,14,28,42,7,11
ERIE LAKERS,23,168,8.301432317419279,7415,6615,1738,246,931,922,120,0.2627362055933484,1040,59,25,954,494.0418577777778,1352.21009,4.275362230769231,1.3002020096153846,5,4,7,2,10,2,3,2,1,1,28,9,37,8,11
FREE AT LAST,22,151,8.247974900453142,7669,6740,1663,249,951,908,159,0.24673590504451037,910,54,52,828,408.9037677777778,1167.6420600000001,4.0441031978021975,1.283123142857143,6,6,4,5,1,1,7,1,2,2,22,13,35,9,11
WESTSIDE MARAUDERS,23,213,11.118366973726237,7407,6584,1685,265,944,932,155,0.25592345078979345,1378,87,32,1362,589.4586233333333,1706.3792819999999,3.849874898403483,1.23830136574746,10,5,9,6,7,10,6,10,7,7,37,40,77,1,12
BLUE SOCKS,23,242,10.51488611354492,8044,7313,1909,226,975,942,166,0.2610419800355531,1221,80,29,1219,528.0699777777778,1524.98191,3.892407698607699,1.2489614332514332,2,9,10,9,10,9,5,8,5,5,40,32,72,2,12
LOUISVILLE SLUGGERS,23,165,10.629439335753572,7382,6658,1727,259,948,926,166,0.2593872033643737,1074,66,79,1093,463.3313588888889,1314.5737799999997,3.8826650186219736,1.2239979329608937,9,6,7,9,9,3,9,3,6,8,40,29,69,3,12
