team,n,total_salary,sgpar,PA,AB,H,HR,R,RBI,SB,AVG,IP,W,SV,SO,ER,WH,ERA,WHIP,hr_pts,r_pts,rbi_pts,sb_pts,avg_pts,w_pts,sv_pts,so_pts,era_pts,whip_pts,hit_pts,pit_pts,total_pts,rank,sim_num
HOOSIERS,23,239,10.177219057160624,7697,6825,1719,246,975,928,232,0.2518681318681319,1217,80,14,1109,507.8306077777778,1535.0460200000002,3.7555262695152014,1.2613360887428104,6,9,7,10,4,8,2,4,10,4,36,28,64,4,30
NATIONAL PASTIME,23,258,10.463941067741866,7762,7005,1796,260,942,950,146,0.2563882940756602,1129,72,63,1134,493.8234166666667,1388.95872,3.936590566873339,1.230255730735164,8,6,9,5,6,5,8,5,4,7,34,29,63,5,30
BLUE SOCKS,23,231,9.949550663640572,7610,6877,1764,226,920,900,171,0.2565071979060637,1253,78,29,1275,537.5142511111112,1525.94845,3.860836600159618,1.2178359537110934,3,4,3,9,7,7,4,7,7,9,26,34,60,6,30
BIG RED MACHINE,23,206,9.714676573314149,7399,6556,1635,262,926,917,126,0.24938987187309336,1217,73,59,1149,530.4194655555555,1523.00772,3.9225761626951514,1.2514443056696796,9,5,5,2,2,6,7,6,5,5,23,29,52,7,30
FREE BIRDS,23,244,9.025287670267206,7256,6399,1627,226,883,866,127,0.2542584778871699,1279,78,27,1281,562.0856044444445,1615.9302500000001,3.955254448788116,1.2634325645035185,3,1,2,3,5,7,3,8,3,3,14,24,38,8,30
ERIE LAKERS,23,198,8.041028952868432,7221,6428,1677,243,909,902,118,0.2608898568761668,1028,57,41,949,485.52802333333335,1347.3928799999999,4.250731721789884,1.3106934630350193,5,2,4,1,10,3,6,2,1,2,22,14,36,9,30
FREE AT LAST,22,224,8.149843585389988,7277,6380,1590,229,916,859,160,0.24921630094043887,1009,55,69,923,471.9163333333333,1334.47481,4.209362735381565,1.3225716650148662,4,3,1,6,1,2,9,1,2,1,15,15,30,10,30
MELONHEADS,23,266,10.866414568178905,7517,6688,1686,253,959,929,187,0.2520933014354067,1399,88,0,1331,594.3702155555555,1705.32305,3.8236825875625446,1.2189585775553966,6,7,6,9,4,10,3,9,9,9,32,40,72,1,31
WESTSIDE MARAUDERS,23,270,11.143726111353915,7547,6701,1701,263,956,935,165,0.25384271004327713,1264,80,54,1294,541.4093966666667,1533.678736,3.854971969936709,1.2133534303797469,8,5,7,7,5,9,6,8,7,10,32,40,72,1,31
LOUISVILLE SLUGGERS,23,222,10.552406131958072,7560,6823,1809,243,968,915,162,0.26513263960134836,966,64,97,1022,408.32127444444444,1209.80947,3.804235476190476,1.2523907556935816,4,9,5,6,10,4,10,3,10,5,34,32,66,2,31
HOOSIERS,23,228,10.226123120298666,7907,7005,1759,261,1008,963,220,0.25110635260528197,1221,73,8,1132,533.1294977777778,1562.5084399999998,3.929701457821458,1.279695692055692,7,10,10,10,3,7,4,6,4,3,40,24,64,3,31
NATIONAL PASTIME,23,253,10.414322014602902,7618,6835,1742,266,935,959,145,0.2548646671543526,1221,75,52,1164,540.0713366666666,1508.98667,3.9808698034398033,1.2358613185913185,9,3,9,5,6,8,5,7,3,8,32,31,63,4,31
BIG RED MACHINE,23,214,9.78352424687515,7705,6808,1684,275,958,940,113,0.24735605170387778,1161,70,59,1124,495.19133,1448.36641,3.838692480620155,1.247516287683032,10,6,8,1,1,6,8,5,8,6,26,33,59,5,31
BLUE SOCKS,23,216,9.931420478718362,7698,6936,1780,231,939,910,186,0.2566320645905421,1078,68,75,1099,465.2488411111111,1341.30084,3.884266762523191,1.2442493877551022,2,4,4,8,8,5,9,4,6,7,26,31,57,6,31
FREE BIRDS,23,254,9.220005665965978,7194,6399,1636,215,862,854,124,0.25566494764807,1443,88,0,1395,625.402988888889,1816.7027600000001,3.9006423423423433,1.2589762716562718,1,1,2,3,7,10,3,10,5,4,14,32,46,7,31
ERIE LAKERS,23,210,8.093520518990374,7240,6463,1688,244,907,906,119,0.26117901903140955,923,54,56,869,415.7830644444444,1187.84772,4.054222730227519,1.2869422751895991,5,2,3,2,9,3,7,1,2,1,21,14,35,8,31
FREE AT LAST,22,226,8.211454143005497,7802,6861,1712,241,963,915,141,0.24952630811835008,1114,64,0,1013,527.1689222222222,1431.6668899999997,4.258994883303411,1.2851587881508078,3,8,5,4,2,4,3,2,1,2,22,12,34,9,31
LOUISVILLE SLUGGERS,23,212,10.768744041185705,7667,6917,1814,255,988,941,184,0.2622524215700448,1049,66,58,1051,441.45002444444447,1299.73445,3.7874644613918016,1.239022354623451,9,9,9,8,10,4,9,3,9,7,45,32,77,1,32
