team,baseline_n_sims,baseline_wins,baseline_top_3,baseline_avg_rank,baseline_avg_pts,baseline_avg_sgpar,baseline_avg_hit_pts,baseline_avg_pit_pts,baseline_min_pts,baseline_max_pts,scenario_n_sims,scenario_wins,scenario_top_3,scenario_avg_rank,scenario_avg_pts,scenario_avg_sgpar,scenario_avg_hit_pts,scenario_avg_pit_pts,scenario_min_pts,scenario_max_pts,delta_avg_pts,delta_avg_rank,delta_wins,delta_top_3,delta_avg_hit_pts,delta_avg_pit_pts
BLUE SOCKS,50,0,3,5.1,59.14,10.05459457133149,28.9,30.24,50,67,50,4,35,3.02,67.54,10.326852388092082,29.28,38.26,53,74,8.400000000000006,-2.0799999999999996,4,32,0.38000000000000256,8.02
WESTSIDE MARAUDERS,50,36,47,1.48,73.54,11.011058352237342,33.62,39.92,62,81,50,39,47,1.42,75.76,11.07517225350205,35.64,40.12,59,85,2.219999999999999,-0.06000000000000005,3,0,2.020000000000003,0.19999999999999574
NATIONAL PASTIME,50,2,29,3.4,65.24,10.394144329901817,27.66,37.58,60,73,50,1,31,3.34,66.46,10.438946119739173,30.06,36.4,57,74,1.2199999999999989,-0.06000000000000005,-1,2,2.3999999999999986,-1.1799999999999997
BIG RED MACHINE,50,0,0,5.96,55.04,9.73511036076573,27.02,28.02,49,62,50,0,0,5.86,55.96,9.757616387506149,28.42,27.54,50,62,0.9200000000000017,-0.09999999999999964,0,0,1.4000000000000021,-0.4800000000000004
FREE BIRDS,50,0,0,7.54,44.46,9.16027383496284,15.48,28.98,39,52,50,0,0,7.56,44.2,9.191582864655954,14.82,29.38,38,51,-0.259999999999998,0.019999999999999574,0,0,-0.6600000000000001,0.3999999999999986
ERIE LAKERS,50,0,0,8.5,38.9,8.056035924360822,25.76,13.14,30,46,50,0,0,8.52,38.42,8.140222371667566,27.26,11.16,29,52,-0.4799999999999969,0.019999999999999574,0,0,1.5,-1.9800000000000004
LOUISVILLE SLUGGERS,50,7,42,2.4,69.28,10.648441450762672,40.48,28.8,63,78,50,7,38,2.66,68.62,10.648829965753139,40.16,28.46,59,78,-0.6599999999999966,0.26000000000000023,0,-4,-0.3200000000000003,-0.33999999999999986
HOOSIERS,50,2,25,3.42,64.64,10.271017326219091,40.16,24.48,55,74,50,0,11,4.28,63.18,10.232004607595456,38.48,24.7,54,71,-1.4600000000000009,0.8600000000000003,-2,-14,-1.6799999999999997,0.21999999999999886
FREE AT LAST,50,0,0,9.12,33.88,8.113002765053743,19.72,14.16,21,43,50,0,0,9.26,31.2,8.246166816691051,15.18,16.02,25,54,-2.6800000000000033,0.14000000000000057,0,0,-4.539999999999999,1.8599999999999994
MELONHEADS,50,4,19,4.2,62.64,10.59009042884226,24.4,38.24,48,78,50,0,1,5.86,55.84,9.78469604474486,24.28,31.56,46,65,-6.799999999999997,1.6600000000000001,-4,-18,-0.11999999999999744,-6.680000000000003
