team,n,total_salary,sgpar,PA,AB,H,HR,R,RBI,SB,AVG,IP,W,SV,SO,ER,WH,ERA,WHIP,hr_pts,r_pts,rbi_pts,sb_pts,avg_pts,w_pts,sv_pts,so_pts,era_pts,whip_pts,hit_pts,pit_pts,total_pts,rank,sim_num
NATIONAL PASTIME,23,259,10.286230391752971,7391,6660,1714,232,890,880,140,0.2573573573573574,1281,81,52,1278,534.5318933333333,1578.5011800000002,3.755493395784543,1.2322413583138174,4,1,4,5,7,9,7,8,10,9,21,43,64,4,47
HOOSIERS,23,238,10.516387348627676,7879,7001,1747,278,999,992,212,0.24953578060277104,1184,75,24,1082,524.1349822222222,1494.46068,3.984134155405405,1.262213412162162,10,9,10,10,2,6,4,4,3,3,41,20,61,5,47
BIG RED MACHINE,23,204,9.606671909686332,7398,6544,1608,273,919,920,109,0.24572127139364303,1169,72,59,1158,499.18380888888885,1460.14351,3.843160205303678,1.2490534730538922,9,6,7,3,1,5,9,6,9,5,26,34,60,6,47
BLUE SOCKS,22,270,10.10883100423253,7396,6663,1725,224,909,895,179,0.25889239081494825,1078,66,75,1109,469.11128111111117,1333.5435700000003,3.9165134786641933,1.2370534044526904,1,4,5,9,8,3,10,5,6,8,27,32,59,7,47
FREE BIRDS,23,247,9.214563488065902,7257,6417,1639,227,894,869,120,0.2554153031011376,1195,76,57,1195,526.8834711111112,1506.97542,3.968160033472804,1.2610672970711296,2,2,1,4,6,7,8,7,4,4,15,30,45,8,47
FREE AT LAST,22,246,8.451637143424474,7445,6599,1661,228,913,878,148,0.2517048037581452,1130,67,33,1021,518.6253833333334,1455.44531,4.130644646017699,1.2880046991150442,3,5,3,6,4,4,6,2,2,2,21,16,37,9,47
ERIE LAKERS,23,201,8.061272460214699,7204,6399,1661,233,900,877,120,0.25957180809501484,1123,62,17,1055,520.28403,1454.0364799999998,4.169685013357079,1.2947786999109525,5,3,2,4,9,1,3,3,1,1,23,9,32,10,47
WESTSIDE MARAUDERS,23,268,10.964028782961305,7575,6752,1715,272,963,949,144,0.2539988151658768,1351,84,32,1327,584.1152255555554,1656.526636,3.8912191191709833,1.2261485092524056,10,8,8,5,5,10,5,10,6,8,36,39,75,1,48
HOOSIERS,23,249,10.48629665814193,7876,6996,1760,264,994,977,209,0.25157232704402516,1133,70,30,1059,478.8842444444444,1394.6896000000002,3.804023124448366,1.2309705207413946,9,10,10,10,4,5,4,4,9,7,43,29,72,2,48
LOUISVILLE SLUGGERS,23,205,10.635272250439158,7585,6829,1802,247,988,928,187,0.26387465221848,1025,63,82,1016,441.90554777777777,1294.90569,3.8801462731707317,1.263322624390244,5,9,6,9,10,3,10,2,7,4,39,26,65,3,48
NATIONAL PASTIME,23,270,10.460640212056314,7486,6696,1717,243,922,887,126,0.2564217443249701,1276,81,52,1277,533.0697544444445,1550.2988500000001,3.759896387147336,1.2149677507836991,4,4,3,3,6,9,7,7,10,10,20,43,63,4,48
BIG RED MACHINE,23,214,9.780865665250351,7545,6697,1670,262,935,929,126,0.24936538748693446,1175,73,59,1133,503.2598388888889,1469.06195,3.854756212765958,1.2502654893617022,8,6,7,3,2,6,9,5,8,6,26,34,60,5,48
MELONHEADS,23,238,9.834425255665536,7342,6511,1637,249,925,906,158,0.2514206727077254,1331,81,0,1302,577.6901933333334,1626.08906,3.906244733283246,1.2217047783621338,6,5,4,7,3,9,1,9,5,9,25,33,58,6,48
BLUE SOCKS,23,251,10.099448977730477,7960,7224,1860,234,951,952,173,0.2574750830564784,1238,77,29,1185,552.6138944444444,1574.3415800000002,4.017386954765751,1.2716814054927303,2,7,9,8,8,7,3,6,3,3,34,22,56,7,48
FREE BIRDS,23,242,8.989187138258194,7151,6321,1624,216,870,852,137,0.25692137320044295,1297,79,27,1280,577.0878466666668,1638.16614,4.00446462606014,1.2630425134926755,1,1,1,4,7,8,2,8,4,5,14,27,41,8,48
ERIE LAKERS,23,212,8.22134158320699,7263,6451,1678,250,920,911,121,0.26011471089753524,984,56,54,905,462.9232744444444,1289.83799,4.2340543394308945,1.3108109654471545,7,3,5,2,9,2,8,1,1,1,26,13,39,9,48
FREE AT LAST,22,242,8.406010181714118,7340,6439,1582,242,905,864,153,0.24569032458456283,1084,65,36,1049,489.19523444444445,1397.0071699999999,4.061584049815498,1.2887520018450183,3,2,2,6,1,4,6,3,2,2,14,17,31,10,48
WESTSIDE MARAUDERS,23,266,11.054273447875953,7575,6705,1701,274,970,944,144,0.2536912751677852,1355,84,32,1336,590.0349199999999,1664.6951060000001,3.919051129151291,1.2285572738007382,10,7,9,6,7,10,4,10,5,8,39,37,76,1,49
LOUISVILLE SLUGGERS,23,218,10.859138270806781,7844,7108,1888,248,1008,951,181,0.26561620709060213,1004,62,79,1005,434.45444222222227,1246.02232,3.894511932270917,1.2410580876494024,6,10,10,7,10,3,10,2,8,7,43,30,73,2,49
NATIONAL PASTIME,23,257,10.319523381329347,7443,6644,1677,258,909,923,128,0.25240818783865143,1300,80,52,1254,553.4367144444445,1586.70565,3.8314849461538465,1.2205428076923077,8,4,5,3,5,8,7,7,10,10,25,42,67,3,49
MELONHEADS,23,241,9.86876110121596,7310,6490,1615,256,923,904,182,0.24884437596302003,1290,81,0,1290,551.2494688888889,1576.8671800000002,3.8459265271317835,1.2223776589147288,7,5,4,8,1,9,1,9,9,9,25,37,62,4,49
BLUE SOCKS,23,269,10.267457526592263,8002,7221,1863,232,973,942,192,0.25799750727046117,1129,70,48,1145,497.9902966666667,1412.09454,3.9698075022143495,1.2507480425155004,2,8,8,9,8,5,6,6,3,6,35,26,61,5,49
HOOSIERS,23,231,10.161284556547468,7692,6782,1706,247,980,926,206,0.2515482158655264,1229,76,33,1128,532.3528688888889,1578.6402699999999,3.8984343531326284,1.2844916761594791,5,9,6,10,4,7,5,5,7,1,34,25,59,6,49
BIG RED MACHINE,23,210,9.840617979911736,7612,6785,1700,265,936,935,133,0.2505526897568165,1203,72,59,1108,522.7300633333333,1518.0254200000002,3.910698728179551,1.2618665170407317,9,6,7,4,2,6,8,3,6,5,28,28,56,7,49
FREE BIRDS,23,251,9.257507424697268,7341,6515,1652,240,890,897,113,0.25356868764389867,1287,81,27,1261,569.0507933333334,1626.7032,3.9793761771561784,1.2639496503496503,4,1,3,1,6,9,3,8,2,4,15,26,41,8,49
ERIE LAKERS,23,208,7.974303548700554,7104,6303,1648,238,903,880,120,0.2614627954942091,876,53,66,852,385.26424555555553,1112.66397,3.958194303652968,1.2701643493150685,3,3,2,2,9,2,9,1,4,3,19,19,38,9,49
FREE AT LAST,22,240,8.339903980772691,7291,6449,1618,225,894,866,139,0.2508916111024965,1159,67,17,1115,527.8689433333334,1479.48679,4.099068584987058,1.2765200949094047,1,2,1,5,3,4,2,4,1,2,12,13,25,10,49
WESTSIDE MARAUDERS,23,267,11.06097469901404,7677,6828,1739,260,967,942,134,0.2546865846514353,1298,83,43,1303,548.8225555555555,1575.6241760000003,3.8053952234206467,1.2138861140215718,9,8,9,4,5,10,6,10,9,10,35,45,80,1,50
HOOSIERS,23,247,10.525666582639403,7791,6919,1733,257,987,956,219,0.25046972105795634,1303,80,2,1218,549.11064,1610.1936299999998,3.7927826247122023,1.235758733691481,8,10,10,10,2,8,2,6,10,7,40,33,73,2,50
NATIONAL PASTIME,23,267,10.466677886203858,7570,6791,1743,256,934,924,144,0.2566632307465764,1186,77,52,1228,511.3087377777778,1444.46281,3.8800831703204053,1.2179281703204048,7,6,6,6,7,6,7,7,8,9,32,37,69,3,50
LOUISVILLE SLUGGERS,23,200,10.633601134570178,7487,6726,1754,251,970,918,182,0.2607790663098424,1053,63,88,1075,465.3330311111111,1313.9812,3.9772053941120604,1.2478453941120606,5,9,4,9,10,3,10,3,3,6,37,25,62,4,50
BLUE SOCKS,23,262,10.250846603086025,7852,7073,1808,240,967,936,180,0.255619963240492,1057,67,83,1070,456.78165,1323.79115,3.8893423368022706,1.2524041154210028,4,8,8,8,6,4,9,2,7,5,34,27,61,5,50
BIG RED MACHINE,23,216,9.824243230190207,7663,6791,1705,265,964,932,136,0.25106758945663377,1160,70,59,1087,502.6802988888889,1468.0175000000002,3.9001057672413793,1.265532327586207,10,7,7,5,3,5,8,4,6,4,32,27,59,6,50
MELONHEADS,23,235,9.673414133012216,7167,6405,1628,240,893,885,167,0.25417642466822793,1357,81,0,1294,589.6481344444445,1663.37723,3.9107098084008847,1.22577540899042,4,4,3,7,4,9,1,9,5,8,22,32,54,7,50
FREE BIRDS,23,252,9.090852097470398,7396,6572,1709,213,890,874,122,0.26004260499087034,1280,79,19,1263,565.3101766666667,1622.84013,3.9748371796875004,1.2678438515625001,2,3,2,3,9,7,4,8,4,3,19,26,45,8,50
ERIE LAKERS,23,204,8.14180858296364,7320,6515,1689,253,922,919,121,0.259247889485802,1004,59,38,889,457.45335777777774,1322.9528299999997,4.10067750996016,1.3176821015936253,6,5,5,2,8,2,5,1,2,1,26,11,37,9,50
FREE AT LAST,22,234,8.146604451220547,7298,6418,1568,235,884,865,144,0.244312870052976,1196,70,17,1106,554.2964722222223,1545.68401,4.171127299331104,1.2923779347826085,3,2,1,6,1,5,3,5,1,2,13,16,29,10,50
