team,n,total_salary,sgpar,PA,AB,H,HR,R,RBI,SB,AVG,IP,W,SV,SO,ER,WH,ERA,WHIP,hr_pts,r_pts,rbi_pts,sb_pts,avg_pts,w_pts,sv_pts,so_pts,era_pts,whip_pts,hit_pts,pit_pts,total_pts,rank,sim_num
LOUISVILLE SLUGGERS,23,209,10.749355823701217,7571,6834,1761,274,968,960,166,0.25768217734855137,1055,67,66,1091,443.9913744444445,1325.0675099999999,3.7876041421800952,1.2559881611374406,10,9,10,7,9,6,9,5,8,4,45,32,77,1,1
WESTSIDE MARAUDERS,23,267,10.894610212847173,7470,6655,1703,256,949,928,152,0.2558978211870774,1335,84,32,1359,577.5702766666666,1638.7781660000003,3.8937322022471905,1.2275491880149816,8,7,7,6,5,10,7,10,7,8,33,42,75,2,1
MELONHEADS,23,259,10.482498466396649,7706,6847,1731,252,976,938,195,0.2528114502701913,1273,78,27,1204,553.0077755555556,1574.64508,3.9097171877454833,1.2369560722702277,7,10,9,9,4,9,5,8,4,7,39,33,72,3,1
NATIONAL PASTIME,23,270,10.418629020850554,7444,6692,1717,239,900,891,130,0.2565750149432158,1112,71,111,1118,458.27325,1341.50267,3.7090460881294964,1.2063872931654678,6,3,4,5,7,7,10,6,10,9,25,42,67,4,1
HOOSIERS,23,238,10.2568966297242,7643,6754,1704,238,966,912,228,0.2522949363340243,1171,73,41,1118,507.0769155555556,1454.42976,3.897260666097353,1.2420407856532878,5,8,6,10,3,8,8,6,5,6,32,33,65,5,1
BIG RED MACHINE,23,209,9.746226255359447,7531,6667,1675,264,947,932,128,0.25123743812809357,1264,78,27,1173,547.192988888889,1605.726,3.8961526107594944,1.2703528481012658,9,6,8,4,2,9,5,7,6,3,29,30,59,6,1
BLUE SOCKS,18,270,9.554183491111118,7465,6724,1732,235,919,907,172,0.2575847709696609,707,46,29,721,296.11083444444444,840.5500900000001,3.7694448514851486,1.188896874115983,3,5,5,8,8,3,6,2,9,10,29,30,59,6,1
FREE BIRDS,23,248,9.22829137094069,7365,6529,1674,225,899,877,121,0.25639454740389034,1279,78,19,1301,569.59785,1593.01539,4.008116223612197,1.245516333072713,2,2,2,2,6,9,3,9,3,5,14,29,43,7,1
ERIE LAKERS,23,190,8.055102232676061,7234,6460,1680,238,901,887,125,0.26006191950464397,1118,65,19,1032,520.8639255555555,1481.0461800000003,4.193001189624328,1.32472824686941,5,4,3,3,10,4,3,3,1,1,25,12,37,8,1
FREE AT LAST,22,221,8.147976651654709,7340,6463,1605,236,901,868,125,0.24833668574965187,1183,66,22,1053,540.1374377777777,1513.2420000000002,4.109245088757396,1.2791563820794591,4,4,1,3,1,5,4,4,2,2,13,17,30,9,1
WESTSIDE MARAUDERS,23,269,11.15460424080154,7400,6607,1690,253,940,915,177,0.2557893143635538,1381,86,32,1387,592.9775144444444,1685.3471460000003,3.86444433743664,1.2203817132512673,7,6,6,9,6,10,7,10,6,7,34,40,74,1,2
MELONHEADS,23,264,10.40894329617303,7475,6643,1687,253,952,923,159,0.25395152792413067,1288,81,19,1260,546.9884555555557,1557.56909,3.8221243012422366,1.2092927717391304,7,8,7,6,5,8,4,8,7,8,33,35,68,2,2
HOOSIERS,23,247,10.465372441996335,8073,7158,1805,263,1019,990,220,0.2521654093322157,1146,68,27,1090,496.97495777777783,1430.7302099999997,3.902944694589878,1.248455680628272,9,10,10,10,3,4,5,5,5,6,42,25,67,3,2
LOUISVILLE SLUGGERS,23,206,10.83652203450238,7578,6799,1750,262,972,934,166,0.2573907927636417,975,65,102,1020,410.5549233333333,1229.43207,3.7897377538461536,1.2609559692307692,8,9,8,7,7,3,9,2,8,3,39,25,64,4,2
BIG RED MACHINE,23,210,9.853324824655218,7678,6811,1702,270,951,954,124,0.24988988401115841,1187,70,54,1117,521.7006,1486.7909,3.955606908171862,1.2525618365627633,10,7,9,4,1,6,8,6,4,5,31,29,60,5,2
NATIONAL PASTIME,22,270,10.339834292670027,7031,6302,1627,227,866,837,122,0.2581720088860679,1112,71,111,1118,458.27325,1341.50267,3.7090460881294964,1.2063872931654678,3,2,1,3,9,7,10,7,9,9,18,42,60,5,2
BLUE SOCKS,17,270,9.117804433377271,6940,6257,1612,213,855,839,175,0.25763145277289434,672,47,29,747,272.1833977777778,792.95328,3.6453133630952386,1.1799899999999999,2,1,2,8,8,1,6,1,10,10,21,28,49,6,2
FREE BIRDS,23,244,9.389564772157247,7494,6644,1682,249,899,910,109,0.25316074653823,1368,84,0,1338,612.7488433333334,1724.1343900000002,4.031242390350878,1.2603321564327488,6,3,5,1,4,9,2,9,3,4,19,27,46,7,2
ERIE LAKERS,23,180,8.16060693026034,7375,6535,1688,246,927,905,119,0.25830145371078805,1227,69,8,1037,573.6482355555555,1657.04462,4.207688769356153,1.3504846128769354,5,5,4,2,10,5,3,3,1,1,26,13,39,8,2
FREE AT LAST,22,222,8.199562851571333,7445,6599,1661,228,913,878,148,0.2517048037581452,1119,64,19,1039,519.4508400000001,1441.9889900000003,4.1778887935656845,1.2886407417336911,4,4,3,5,2,2,4,4,2,2,18,14,32,9,2
LOUISVILLE SLUGGERS,23,213,10.819835026421446,7681,6897,1794,260,980,940,161,0.2601130926489778,950,60,104,1006,398.41437333333334,1147.31317,3.7744519578947373,1.2076980736842104,9,9,9,7,9,4,10,3,8,9,43,34,77,1,3
WESTSIDE MARAUDERS,23,268,11.150103603075095,7575,6732,1718,258,969,934,178,0.2551990493166964,1347,85,32,1331,576.8915944444444,1675.8118860000004,3.8545095397178915,1.2441068195991094,8,8,6,9,5,10,6,10,7,5,36,38,74,2,3
MELONHEADS,23,261,10.445493457458877,7580,6783,1725,250,949,935,164,0.254312251216276,1210,76,41,1209,507.0973,1478.59993,3.7717980991735542,1.2219834132231406,6,6,7,8,4,7,7,7,9,8,31,38,69,3,3
HOOSIERS,23,229,10.34561449376515,7879,6989,1758,255,993,957,229,0.2515381313492631,1226,78,16,1102,531.4363733333333,1556.41548,3.901245807504078,1.26950691680261,7,10,10,10,3,9,3,5,5,3,40,25,65,4,3
NATIONAL PASTIME,23,261,10.42512676881743,7521,6756,1739,250,927,919,154,0.257400828892836,1211,78,52,1226,525.4288366666667,1497.9676000000002,3.904921164327003,1.2369674649050373,6,4,5,6,6,9,8,8,4,7,27,36,63,5,3
BIG RED MACHINE,23,212,9.802695627971119,7622,6736,1663,276,951,936,107,0.24688242280285036,1167,71,59,1157,500.09886,1451.7575800000002,3.85680354755784,1.2440082090831193,10,7,8,1,1,6,9,6,6,6,27,33,60,6,3
FREE BIRDS,23,254,9.394160580806725,7459,6606,1708,225,917,896,137,0.25855283075991525,1269,77,27,1228,572.3563233333334,1593.7583300000001,4.059264704491726,1.255916729708432,3,3,3,4,8,8,4,9,3,4,21,28,49,7,3
BLUE SOCKS,17,270,9.026310036006912,6317,5701,1468,199,782,771,150,0.25749868444132606,903,58,29,922,361.34766333333334,1081.04639,3.601471727574751,1.1971720819490588,2,1,1,5,7,3,5,1,10,10,16,29,45,8,3
ERIE LAKERS,23,200,8.109268164301204,7242,6457,1683,233,897,880,120,0.2606473594548552,1011,58,41,969,465.8952066666666,1292.1130799999999,4.147435074183975,1.278054480712166,4,2,2,2,10,3,7,2,2,2,20,16,36,9,3
