team,n,total_salary,sgpar,PA,AB,H,HR,R,RBI,SB,AVG,IP,W,SV,SO,ER,WH,ERA,WHIP,hr_pts,r_pts,rbi_pts,sb_pts,avg_pts,w_pts,sv_pts,so_pts,era_pts,whip_pts,hit_pts,pit_pts,total_pts,rank,sim_num
HOOSIERS,23,239,10.27962903175994,7902,7015,1761,263,1003,973,221,0.2510334996436208,1147,72,12,1085,482.46844555555555,1401.05414,3.785715789014821,1.2214944551002616,9,10,10,10,2,5,3,3,9,8,41,28,69,2,3
LOUISVILLE SLUGGERS,23,213,10.712402806095593,7354,6600,1719,250,960,909,190,0.26045454545454544,1094,69,77,1094,471.73607666666663,1348.8534099999997,3.8808269561243143,1.2329555850091405,7,8,6,8,9,4,9,4,6,7,38,30,68,3,3
BLUE SOCKS,23,259,10.202303162500968,7809,7018,1808,230,954,917,192,0.25762325448845824,1248,77,29,1214,553.9272022222223,1556.30078,3.994667323717949,1.2470358814102565,1,7,8,9,8,8,5,8,3,5,33,29,62,4,3
NATIONAL PASTIME,23,270,10.391533401890838,7300,6547,1685,237,897,873,147,0.25736978768901786,1183,75,84,1208,489.3468866666667,1426.03508,3.7228419103972947,1.2054396280642434,2,2,2,5,7,7,10,7,10,10,18,44,62,4,3
MELONHEADS,23,223,9.807890503100516,7426,6609,1675,245,925,914,159,0.2534422756846724,1161,73,39,1192,492.8693422222223,1441.2270000000003,3.8206925753660648,1.2413669250645998,5,5,7,7,5,6,6,6,7,6,29,31,60,5,3
BIG RED MACHINE,23,208,9.909029942165668,7909,7037,1777,270,977,972,136,0.2525223816967458,1226,72,27,1120,541.7070133333333,1567.6486,3.976642022838499,1.2786693311582382,10,9,9,4,3,5,4,5,5,2,35,21,56,6,3
FREE BIRDS,23,241,9.212944068806658,7355,6538,1651,240,891,892,105,0.2525237075558275,1387,85,0,1346,614.2591244444445,1761.62533,3.9858198413842834,1.270097570295602,3,1,3,1,4,10,2,10,4,4,12,30,42,7,3
FREE AT LAST,23,242,8.399689973079067,7764,6824,1687,246,953,909,122,0.24721570926143024,1098,65,43,1018,492.7893322222223,1399.24911,4.039256821493625,1.2743616666666666,6,6,6,3,1,3,7,2,2,3,22,17,39,8,3
ERIE LAKERS,23,192,8.021153023839744,7254,6458,1684,243,911,906,114,0.260761845772685,1017,60,51,897,484.4791066666667,1353.2911100000001,4.2874257227138655,1.3306697246804327,4,4,5,2,10,2,8,1,1,1,25,13,38,9,3
WESTSIDE MARAUDERS,23,267,11.207214736362728,7687,6840,1747,266,984,949,173,0.2554093567251462,1259,77,54,1284,543.8944833333334,1543.0873860000002,3.888046346306593,1.2256452629070693,10,8,8,7,5,7,8,8,5,9,38,37,75,1,4
HOOSIERS,23,241,10.286220350870224,7979,7092,1786,265,1004,988,200,0.2518330513254371,1111,69,27,1043,463.04551444444445,1370.6775600000003,3.751043771377138,1.233733177317732,9,10,10,10,4,4,5,3,10,6,43,28,71,2,4
NATIONAL PASTIME,23,262,10.551610547316024,7793,6980,1802,262,963,952,138,0.2581661891117478,1201,74,52,1161,526.1841622222222,1472.32696,3.943095303913405,1.2259175353871774,8,7,9,5,8,6,7,6,4,8,37,31,68,3,4
LOUISVILLE SLUGGERS,23,212,10.682302481899393,7627,6870,1800,253,992,939,185,0.26200873362445415,1024,65,74,1033,435.19895222222226,1290.31098,3.824990791015625,1.26006931640625,7,9,7,9,10,2,9,2,8,4,42,25,67,4,4
BLUE SOCKS,23,264,10.100019194197671,7362,6627,1696,225,894,881,160,0.25592274030481366,1311,82,29,1300,554.450238888889,1595.25773,3.806294546147979,1.2168251182303584,2,2,2,6,7,10,6,10,9,10,19,45,64,5,4
MELONHEADS,23,222,9.771119174333394,7206,6382,1595,248,914,893,175,0.24992165465371358,1256,78,27,1247,540.9454333333334,1547.86711,3.8762013535031854,1.2323782722929935,6,4,3,8,3,8,5,7,6,7,24,33,57,6,4
BIG RED MACHINE,23,210,9.784226404363148,7524,6689,1664,262,929,923,131,0.24876663178352518,1112,68,86,1076,477.75308777777786,1385.84064,3.866706645683454,1.2462595683453237,8,5,6,3,2,3,10,4,7,5,24,29,53,7,4
FREE BIRDS,23,248,9.296225011552059,7435,6624,1693,226,887,879,138,0.25558574879227053,1301,80,19,1288,570.9054466666668,1656.55777,3.949384335126826,1.2732957494235202,3,1,1,5,6,9,4,9,3,3,16,28,44,8,4
FREE AT LAST,23,244,8.399904541156097,7774,6813,1687,246,961,905,133,0.24761485395567298,1200,72,16,1101,554.6822411111111,1536.43012,4.160116808333334,1.2803584333333333,5,6,5,4,1,5,3,5,2,2,21,17,38,9,4
ERIE LAKERS,23,188,8.039366327778428,7240,6451,1688,242,907,902,117,0.26166485816152535,1059,62,29,962,495.6619333333333,1402.87759,4.212424362606232,1.3247191595845138,4,3,4,2,9,1,6,1,1,1,22,10,32,10,4
WESTSIDE MARAUDERS,23,268,11.062884979970518,7414,6615,1693,269,942,945,139,0.2559334845049131,1265,78,59,1292,541.9095233333334,1528.501996,3.855482774703558,1.2083019731225295,9,6,9,5,7,8,9,9,8,10,36,44,80,1,5
NATIONAL PASTIME,23,244,10.396816011525061,7527,6760,1716,262,918,946,136,0.25384615384615383,1251,79,52,1178,544.9665088888889,1570.75373,3.9206223661071147,1.2555985051958432,8,3,10,4,5,9,7,6,7,5,30,34,64,2,5
MELONHEADS,23,234,9.781082182403695,7496,6649,1668,251,940,917,158,0.2508647916979997,1153,71,33,1189,483.74325555555566,1397.907,3.7759664353859503,1.2124084995663487,7,5,5,7,2,5,5,7,9,9,26,35,61,3,5
BIG RED MACHINE,23,204,9.75333112953774,7587,6721,1663,275,945,934,106,0.2474334176461836,1186,72,59,1151,517.8753966666667,1478.28558,3.929914477234401,1.24644652613828,10,7,8,1,1,6,9,5,6,7,27,33,60,4,5
HOOSIERS,23,229,10.194034107880144,7832,6958,1753,248,981,933,223,0.2519402127048002,1219,75,8,1133,535.1149188888888,1530.27702,3.9508074405250198,1.255354405250205,6,10,7,10,3,7,2,4,5,6,36,24,60,4,5
BLUE SOCKS,23,264,10.164917181350557,7278,6538,1656,222,894,862,208,0.25328846742122973,1331,83,29,1304,554.9249277777777,1618.88898,3.7523098046581516,1.2162952516904582,1,2,1,9,4,10,4,10,10,8,17,42,59,5,5
LOUISVILLE SLUGGERS,23,217,10.46650341038908,7669,6918,1828,244,975,925,172,0.26423821913847934,1064,67,64,1096,471.74801333333335,1347.5643100000002,3.9903497368421057,1.2665078101503762,4,9,6,8,10,3,10,3,3,3,37,22,59,5,5
FREE BIRDS,23,255,9.25949421909371,7236,6404,1639,225,893,868,135,0.25593379138038724,1187,75,57,1201,525.038248888889,1490.47901,3.9809134288121326,1.2556689216512216,2,1,2,3,8,7,8,8,4,4,16,31,47,6,5
FREE AT LAST,23,250,8.353823214590786,7760,6853,1740,229,955,906,148,0.2539033999708157,1145,68,16,1020,511.3317344444444,1452.30249,4.019201406113537,1.2683864541484717,3,8,3,6,6,4,3,2,2,2,26,13,39,7,5
ERIE LAKERS,23,188,8.131301388138098,7387,6573,1709,246,935,910,124,0.26000304275064656,1033,59,36,931,476.06896555555556,1386.27373,4.147745101645692,1.3419881219748304,5,4,4,2,9,2,6,1,1,1,24,11,35,8,5
WESTSIDE MARAUDERS,23,267,11.015844668449802,7554,6714,1721,262,962,940,151,0.2563300565981531,1337,83,32,1332,576.5275122222222,1641.3373060000001,3.880888264771877,1.2276270052356022,8,8,9,5,7,10,5,10,6,8,37,39,76,1,6
NATIONAL PASTIME,23,264,10.572276609865137,7594,6831,1760,252,935,923,152,0.2576489533011272,1136,73,84,1140,484.08757333333335,1403.2049700000002,3.8352008450704225,1.235215642605634,7,5,8,6,8,6,9,6,9,7,34,37,71,2,6
HOOSIERS,23,230,10.24139791228464,7895,7045,1780,263,985,979,194,0.2526614620298084,1043,65,58,1026,449.4416266666667,1309.0957299999998,3.8782115436241615,1.2551253403643334,9,10,10,9,4,4,8,2,7,6,42,27,69,3,6
LOUISVILLE SLUGGERS,23,223,10.515985831891465,7422,6652,1736,246,948,905,159,0.2609741431148527,1016,65,96,1053,409.34304000000003,1234.2541999999999,3.626070236220473,1.2148171259842517,4,7,5,7,10,4,10,3,10,9,33,36,69,3,6
BLUE SOCKS,23,263,10.140713504773107,7439,6690,1705,230,927,893,207,0.25485799701046336,1152,73,56,1154,492.4202366666667,1392.3339699999997,3.8470330989583337,1.208623237847222,3,4,3,10,6,6,7,7,8,10,26,38,64,4,6
BIG RED MACHINE,23,210,9.822480990968984,7594,6754,1701,265,945,940,118,0.2518507551080841,1151,70,54,1095,499.22719444444454,1449.4886700000002,3.903600999131191,1.2593298609904433,10,6,9,1,3,5,6,4,5,3,29,23,52,5,6
MELONHEADS,23,218,9.907465921522666,7315,6483,1623,249,923,898,178,0.25034706154558073,1339,82,0,1311,582.3037311111112,1681.10137,3.9139160418222563,1.2554901941747574,6,3,4,8,2,9,2,9,4,5,23,29,52,5,6
FREE AT LAST,23,237,8.437898807830562,7823,6875,1705,248,971,916,137,0.248,1291,74,0,1137,610.184571111111,1675.38238,4.253804136328427,1.2977400309837335,5,9,7,4,1,7,2,5,1,1,26,16,42,6,6
FREE BIRDS,23,255,9.287927603755497,7505,6645,1693,229,904,885,129,0.25477802859292703,1296,80,19,1287,569.4431266666667,1628.35702,3.9544661574074076,1.2564483179012345,2,1,2,3,5,8,4,8,3,4,13,27,40,7,6
ERIE LAKERS,23,191,8.053916887979154,7297,6504,1692,246,912,911,120,0.26014760147601473,1073,62,14,960,489.74288111111105,1386.6782300000002,4.107815405405405,1.2923375862068966,4,2,6,2,9,3,3,1,2,2,23,11,34,8,6
WESTSIDE MARAUDERS,23,263,11.183037594048672,7547,6724,1708,270,965,943,161,0.2540154669839381,1382,86,32,1353,600.3599066666667,1694.214126,3.909724428364689,1.2259147076700434,10,8,8,6,6,10,4,10,7,8,38,39,77,1,7
NATIONAL PASTIME,23,267,10.54956563315948,7521,6756,1739,250,929,917,154,0.257400828892836,1128,73,84,1155,479.46820888888897,1381.50963,3.825544219858157,1.224742579787234,7,5,5,5,7,6,10,7,8,9,29,40,69,2,7
LOUISVILLE SLUGGERS,23,208,10.672593321825198,7610,6839,1791,243,970,913,180,0.26188039187015644,1195,75,36,1193,523.2608133333333,1508.65048,3.9408764184100415,1.262469020920502,6,9,4,9,10,8,5,8,5,4,38,30,68,3,7
MELONHEADS,23,227,9.950299888451957,7524,6683,1678,250,943,918,175,0.2510848421367649,1189,74,49,1137,503.2703933333334,1477.0613700000001,3.809447888982339,1.2422719680403702,7,6,6,8,3,7,7,5,9,7,30,35,65,4,7
HOOSIERS,23,223,10.254425204786713,7856,6981,1748,268,987,978,202,0.25039392637158,1227,71,19,1145,551.5116533333334,1546.41582,4.045317750611247,1.2603225916870415,9,10,10,10,2,5,2,6,1,5,41,19,60,5,7
BIG RED MACHINE,23,210,9.82230516926286,7699,6840,1723,266,958,951,132,0.2519005847953216,1197,73,38,1118,520.9516566666667,1517.6973,3.9169297493734345,1.267917543859649,8,7,9,4,4,6,6,4,6,3,32,25,57,6,7
BLUE SOCKS,19,265,9.754863901882214,6842,6145,1590,207,848,818,174,0.25874694873881204,941,60,56,992,381.85534111111116,1102.40015,3.6521764824654626,1.1715198193411265,4,2,1,7,8,3,8,2,10,10,22,33,55,7,7
FREE BIRDS,23,249,9.287189463910192,7403,6577,1666,236,903,896,122,0.25330697886574427,1256,78,27,1266,561.0549077777779,1574.8350400000002,4.020297906050956,1.2538495541401276,5,3,2,2,5,9,3,9,4,6,17,31,48,8,7
ERIE LAKERS,23,194,8.115868877301038,7240,6440,1681,243,910,903,120,0.2610248447204969,910,53,58,891,407.5635266666667,1176.7191699999998,4.030848065934066,1.2930979890109888,6,4,3,1,9,2,9,1,3,1,23,16,39,9,7
FREE AT LAST,23,247,8.417308213954676,7907,6948,1727,250,970,923,126,0.2485607369027058,1173,70,14,1051,525.5088522222222,1501.2942799999996,4.032037229326513,1.2798757715260014,7,9,7,3,1,4,1,3,2,2,27,12,39,9,7
WESTSIDE MARAUDERS,22,270,11.112008439341544,7351,6561,1688,260,938,919,133,0.25727785398567293,1284,81,43,1295,549.5848199999999,1560.932066,3.8522300467289714,1.215679179127726,8,6,7,4,7,10,5,10,8,10,32,43,75,1,8
NATIONAL PASTIME,23,267,10.433846686745422,7538,6778,1753,236,921,892,157,0.25863086456181766,1272,80,52,1248,533.2797955555556,1562.69913,3.7732061006289306,1.2285370518867924,3,3,4,7,8,9,8,8,10,8,25,43,68,2,8
LOUISVILLE SLUGGERS,23,216,10.565951981873258,7604,6833,1804,243,981,913,192,0.2640128786770086,1089,67,58,1124,477.85310000000004,1388.5968799999998,3.9491991735537195,1.2751119191919191,6,9,6,8,10,4,10,4,4,3,39,25,64,3,8
HOOSIERS,23,232,10.2853536247189,7958,7073,1771,270,1002,983,194,0.25038880248833595,1180,75,14,1112,511.2650355555555,1474.2647699999998,3.8994790847457623,1.2493769237288133,9,10,10,9,3,6,1,3,7,5,41,22,63,4,8
BIG RED MACHINE,23,211,9.711185635713672,7496,6623,1647,274,939,936,112,0.24867884644420957,1182,71,46,1139,504.7051533333334,1472.67892,3.842932639593909,1.2459212521150593,10,7,8,1,2,5,6,5,9,6,28,31,59,5,8
BLUE SOCKS,23,256,10.10400167613776,7452,6718,1724,225,923,892,205,0.25662399523667756,1282,79,29,1225,559.7975211111111,1583.25244,3.9299357956318257,1.234986302652106,2,4,4,10,6,8,3,7,5,7,26,30,56,6,8
MELONHEADS,23,220,9.790788487320695,7094,6327,1605,243,882,891,155,0.25367472735893787,1277,75,27,1257,555.9401644444446,1558.83244,3.918137415818325,1.2206988566953798,6,1,3,5,5,6,2,9,6,9,20,32,52,7,8
FREE BIRDS,23,253,9.292453839838764,7299,6492,1642,241,885,902,114,0.2529266789895256,1195,76,57,1195,526.8755477777779,1506.9630499999998,3.9681003598326368,1.2610569456066945,5,2,5,3,4,7,9,6,3,4,19,29,48,8,8
ERIE LAKERS,23,196,8.304904695476482,7599,6716,1747,254,959,939,113,0.26012507444907684,954,57,39,882,438.08876444444445,1259.38731,4.132912872117401,1.3201124842767296,7,8,9,2,9,2,4,1,1,1,35,9,44,9,8
FREE AT LAST,23,236,8.136131165488976,7564,6628,1618,239,931,880,156,0.24411587205793603,1119,66,48,1018,505.33159111111115,1433.62684,4.064329151027704,1.2811678641644324,4,5,2,6,1,3,7,2,2,2,18,16,34,10,8
LOUISVILLE SLUGGERS,23,210,10.750668681083768,7704,6912,1815,252,985,928,180,0.2625868055555556,1123,70,52,1141,484.6005622222222,1420.88547,3.8837088691006234,1.2652586553873553,7,9,8,9,10,5,9,5,6,3,43,28,71,1,9
WESTSIDE MARAUDERS,23,263,11.021668742393594,7379,6577,1681,264,948,925,139,0.25558765394556787,1375,85,32,1355,588.0348777777778,1683.0748460000002,3.848955563636364,1.2240544334545456,9,6,7,4,6,9,5,10,7,8,32,39,71,1,9
HOOSIERS,23,232,10.330284563857376,8076,7158,1781,274,1017,995,209,0.24881251746297847,1233,74,2,1142,546.7376633333333,1540.2406099999998,3.9907858637469587,1.2491813544201134,10,10,10,10,2,7,3,6,4,6,42,26,68,2,9
NATIONAL PASTIME,22,270,10.425002620233348,7202,6473,1662,233,868,861,128,0.2567588444307122,1183,75,84,1208,489.3468866666667,1426.03508,3.7228419103972947,1.2054396280642434,4,2,1,3,7,8,10,8,10,10,17,46,63,3,9
BLUE SOCKS,22,265,10.08338350322087,7507,6763,1756,220,926,891,172,0.25964808516930354,998,65,84,1065,417.78649222222225,1207.75875,3.7676136573146297,1.2101791082164328,3,5,4,8,8,3,10,2,9,9,28,33,61,4,9
BIG RED MACHINE,23,216,9.861426442618628,7685,6829,1727,263,966,948,147,0.25289207790306045,1153,71,41,1092,500.77465000000007,1457.63489,3.9089088031222903,1.2642106591500435,8,8,9,5,4,6,6,4,5,5,34,26,60,5,9
MELONHEADS,23,221,9.693078593887304,7206,6416,1631,233,892,882,153,0.2542082294264339,1228,75,49,1172,524.1368577777778,1519.2486900000001,3.841393908794788,1.237173200325733,4,3,2,6,5,8,8,7,8,7,20,38,58,6,9
FREE BIRDS,23,242,9.157820433933729,7138,6331,1586,244,863,883,126,0.25051334702258726,1362,86,0,1342,605.4538222222224,1723.1897199999999,4.00079618208517,1.265190690161527,5,1,3,2,3,10,2,9,3,4,14,28,42,7,9
ERIE LAKERS,23,193,8.107464624967228,7247,6452,1682,244,910,906,119,0.2606943583384997,981,57,47,887,439.7920144444445,1269.03809,4.034789123343527,1.2936168093781855,5,4,6,1,9,2,7,1,2,2,25,14,39,8,9
FREE AT LAST,23,244,8.47807907408226,7648,6699,1654,247,963,901,163,0.24690252276459174,1198,69,22,1091,566.0576666666667,1554.1277,4.252520033388982,1.297268530884808,6,7,5,7,1,4,4,3,1,1,26,13,39,8,9
LOUISVILLE SLUGGERS,23,222,10.697213315745199,7571,6814,1779,250,982,930,191,0.26108012914587614,1073,69,55,1084,448.23351444444444,1314.9843300000002,3.7596473718546135,1.2255212767940356,7,9,8,9,9,5,8,4,10,9,42,36,78,1,10
NATIONAL PASTIME,23,270,10.573686164849716,7639,6818,1758,250,944,914,129,0.2578468759166911,1280,79,52,1253,544.4679544444444,1553.1891600000001,3.8282903046875,1.21342903125,7,6,5,2,8,9,7,9,9,10,28,44,72,2,10
WESTSIDE MARAUDERS,23,260,10.996255372252495,7274,6478,1661,267,931,926,135,0.2564062982401976,1375,86,32,1365,592.3830377777778,1698.4155260000002,3.877416247272727,1.2352112916363638,9,5,7,4,7,10,5,10,5,6,32,36,68,3,10
HOOSIERS,23,230,10.316031318273073,7916,7031,1759,268,999,982,211,0.25017778409899016,1092,66,49,1046,470.24821333333335,1369.94159,3.8756720879120885,1.2545252655677654,10,10,10,10,2,4,6,3,6,4,42,23,65,4,10
BLUE SOCKS,23,261,10.100070342487337,7740,6959,1779,230,946,907,178,0.25564017818652107,1207,76,29,1210,516.1857333333334,1482.53825,3.8489408450704232,1.2282835542667772,2,7,4,8,6,7,4,7,8,7,27,33,60,5,10
BIG RED MACHINE,23,209,9.77024568514307,7524,6689,1664,262,929,923,131,0.24876663178352518,1199,72,59,1150,515.3973122222224,1500.7397500000002,3.868703761467891,1.2516595079232695,8,4,6,3,1,6,10,5,7,5,22,33,55,6,10
MELONHEADS,23,219,9.740969639963152,7286,6461,1619,249,917,896,159,0.25058040550998295,1256,77,27,1242,546.2843877777779,1539.3149100000003,3.9144581926751596,1.225569195859873,6,3,2,7,3,8,3,8,4,8,21,31,52,7,10
FREE AT LAST,23,251,8.392561350940364,7949,7036,1779,239,974,933,150,0.25284252416145536,1046,63,24,964,467.32590777777784,1339.79911,4.020968613766731,1.2808786902485658,4,8,9,6,5,3,2,1,2,2,32,10,42,8,10
FREE BIRDS,23,253,9.372698288243718,7327,6495,1640,233,882,878,143,0.2525019245573518,1195,76,57,1195,526.8755477777779,1506.9630499999998,3.9681003598326368,1.2610569456066945,3,1,1,5,4,7,9,6,3,3,14,28,42,8,10
ERIE LAKERS,23,183,8.03640552274529,7240,6451,1688,242,907,902,117,0.26166485816152535,1111,63,29,986,535.3198844444445,1495.34817,4.336524716471647,1.3459479477947796,5,2,3,1,10,3,4,2,1,1,21,11,32,9,10
WESTSIDE MARAUDERS,22,270,11.186819771640742,7351,6546,1677,267,940,930,138,0.25618698441796517,1249,78,54,1299,532.4390877777778,1529.819496,3.8366307365892713,1.2248354651721378,10,6,9,5,7,9,7,9,9,9,37,43,80,1,11
NATIONAL PASTIME,23,257,10.373379428131319,7573,6802,1739,259,926,927,134,0.2556600999705969,1139,74,79,1145,486.1989977777778,1403.3176899999999,3.841783125548727,1.2320611852502195,8,5,8,3,6,7,10,5,7,8,30,37,67,2,11
LOUISVILLE SLUGGERS,23,217,10.712627622422339,7743,6950,1824,248,987,927,189,0.2624460431654676,1177,72,36,1114,519.9720844444445,1465.0222299999998,3.975997247238743,1.244708776550552,5,9,8,9,10,5,5,3,4,6,41,23,64,3,11
BLUE SOCKS,22,265,10.100716326449321,7288,6599,1699,215,886,862,158,0.25746325200788,1221,75,56,1217,516.8260855555557,1479.68235,3.809528886158887,1.2118610565110566,1,2,2,6,8,8,8,8,10,10,19,44,63,4,11
HOOSIERS,23,234,10.332068574490805,7937,7063,1765,260,995,968,222,0.24989381282741044,1200,73,25,1117,530.0299877777777,1518.85691,3.975224908333333,1.2657140916666667,9,10,10,10,2,6,3,4,5,3,41,21,62,5,11
MELONHEADS,23,219,9.76056663424215,7254,6450,1626,245,906,897,159,0.25209302325581395,1208,75,49,1182,515.0318244444445,1503.16373,3.8371576324503316,1.2443408360927153,4,3,4,7,4,8,6,7,8,7,22,36,58,6,11
BIG RED MACHINE,23,203,9.699090616241659,7329,6510,1630,254,918,900,125,0.25038402457757297,1217,73,59,1149,530.3994066666667,1522.97431,3.9224278225143796,1.251416852917009,7,4,5,2,3,6,9,6,6,5,21,32,53,7,11
FREE BIRDS,23,245,9.145169405705543,7312,6484,1647,226,878,881,135,0.2540098704503393,1354,83,0,1362,598.4893000000002,1712.4196900000002,3.978141580502217,1.2647117355982276,2,1,3,4,5,10,1,10,3,4,15,28,43,8,11
ERIE LAKERS,23,194,8.186791939164046,7548,6695,1737,250,953,921,121,0.2594473487677371,981,58,31,904,449.0359711111111,1281.98604,4.119596065239551,1.3068155351681958,6,7,7,1,9,3,4,1,1,1,30,10,40,9,11
FREE AT LAST,23,247,8.4360746228158,7676,6748,1683,242,962,909,164,0.249407231772377,1088,66,24,1006,484.29874777777786,1383.9913999999999,4.006147729779412,1.272050919117647,3,8,6,8,1,4,2,2,2,2,26,12,38,10,11
WESTSIDE MARAUDERS,23,268,11.067193307577835,7358,6572,1694,262,940,932,149,0.2577601947656725,1278,80,59,1290,552.2863933333333,1557.0064160000002,3.889340798122066,1.2183148794992176,9,5,7,6,8,9,9,10,7,9,35,44,79,1,12
LOUISVILLE SLUGGERS,23,214,10.531915121900136,7422,6675,1731,268,956,934,157,0.2593258426966292,973,62,95,1024,408.7256066666667,1209.9655799999998,3.7806068448098666,1.2435411921891057,10,9,8,7,10,5,10,2,9,6,44,32,76,2,12
NATIONAL PASTIME,23,266,10.372229161849948,7517,6731,1720,244,917,896,136,0.25553409597385235,1276,81,52,1277,533.0645277777778,1550.2810800000002,3.7598595219435738,1.2149538244514109,4,2,3,4,6,10,8,8,10,10,19,46,65,3,12
BLUE SOCKS,23,256,10.13107125733183,7732,6944,1781,230,943,905,195,0.25648041474654376,1183,75,37,1182,500.27978,1460.3030999999999,3.8060169230769234,1.234406677937447,3,6,5,9,7,8,4,6,8,7,30,33,63,4,12
HOOSIERS,23,232,10.224525271428783,7776,6910,1726,258,993,958,222,0.24978292329956583,1167,73,25,1093,513.60721,1477.49387,3.960981053984576,1.266061585261354,7,10,10,10,1,7,3,3,4,4,38,21,59,5,12
MELONHEADS,23,221,9.703466805315681,7339,6493,1622,253,929,904,159,0.24980748498382874,1331,80,0,1279,580.4719277777779,1629.92546,3.9250543576258456,1.2245871224643126,6,4,4,8,2,9,2,9,6,8,24,34,58,6,12
BIG RED MACHINE,23,203,9.81776935420821,7713,6866,1736,260,952,946,124,0.25284008156131665,1195,71,49,1098,527.1713188888889,1533.78626,3.9703279246861927,1.2835031464435147,8,8,9,1,4,6,6,4,3,2,30,21,51,7,12
FREE BIRDS,23,250,9.132286662234417,7281,6462,1649,222,876,866,134,0.25518415351284435,1224,75,51,1225,537.7624477777779,1533.24676,3.9541356454248375,1.2526525816993463,2,1,1,3,5,8,7,7,5,5,12,32,44,8,12
ERIE LAKERS,23,200,8.261075904753158,7487,6659,1720,252,947,925,125,0.2582970415978375,953,55,45,888,430.14277666666663,1241.70148,4.062208803777544,1.3029396432318991,5,7,6,2,9,4,5,1,2,1,29,13,42,9,12
FREE AT LAST,23,243,8.322654978279393,7561,6677,1686,222,925,880,148,0.2525086116519395,1254,75,0,1139,579.2095044444445,1607.52384,4.1570060127591715,1.2819169377990431,2,3,2,5,3,8,2,5,1,3,15,19,34,10,12
HOOSIERS,23,234,10.262534515310708,7979,7079,1766,268,1009,980,201,0.24947026416160475,1042,67,49,1008,431.78519888888894,1294.2148,3.729430700575816,1.2420487523992323,10,10,10,10,2,4,7,2,10,7,42,30,72,1,13
WESTSIDE MARAUDERS,23,265,11.09407053052296,7761,6918,1779,257,973,945,137,0.25715524718126626,1337,83,32,1332,579.720781111111,1637.678426,3.9023837172774862,1.2248903709798056,7,8,9,4,7,9,5,9,5,8,35,36,71,2,13
LOUISVILLE SLUGGERS,23,220,10.65954009436092,7546,6821,1800,248,977,931,197,0.2638909250842985,1035,66,66,1026,441.58857888888883,1286.7438800000002,3.839900685990338,1.2432308019323675,5,9,8,9,10,3,9,4,7,6,41,29,70,3,13
NATIONAL PASTIME,23,263,10.523372372739352,7451,6652,1676,262,917,926,137,0.25195429945880937,1274,81,52,1273,537.1369166666666,1558.9495200000001,3.7945308084772362,1.2236652433281006,9,4,7,4,4,8,8,8,8,9,28,41,69,4,13
BLUE SOCKS,23,260,9.816323928846446,7194,6478,1658,217,886,862,181,0.25594319234331586,1071,69,88,1142,448.05108555555563,1273.41968,3.7651351727357616,1.1890006349206348,1,1,1,8,6,5,10,5,9,10,17,39,56,5,13
BIG RED MACHINE,23,210,9.7523997725625,7461,6621,1670,259,937,918,117,0.252227760157076,1207,71,46,1152,518.1233211111112,1514.93495,3.8633884755592383,1.255124233637117,8,5,6,2,5,6,6,6,6,4,26,28,54,6,13
MELONHEADS,23,213,9.700823111717819,7265,6482,1633,254,905,912,161,0.25192841715519904,1275,77,22,1217,557.6129033333334,1596.7593200000001,3.936091082352942,1.2523602509803922,6,3,4,7,3,7,4,7,4,5,23,27,50,7,13
FREE BIRDS,23,246,9.23858186534148,7445,6638,1711,219,894,874,140,0.257758360952094,1365,84,0,1341,609.3679800000001,1736.79505,4.017810857142858,1.272377326007326,2,2,2,5,8,10,2,10,3,2,19,27,46,8,13
ERIE LAKERS,23,195,8.184335436709738,7401,6580,1705,247,939,914,121,0.2591185410334346,1163,67,12,1021,561.3461100000001,1560.27952,4.344036964746347,1.3415988993981083,4,6,5,3,9,4,3,3,1,1,27,12,39,9,13
FREE AT LAST,23,247,8.428777167507636,7809,6842,1693,245,955,902,158,0.2474422683425899,1065,62,46,983,477.98861777777785,1341.4587000000001,4.039340431924883,1.259585633802817,3,7,3,6,1,2,6,1,2,3,20,14,34,10,13
WESTSIDE MARAUDERS,23,269,11.165710829169521,7498,6669,1709,267,963,941,176,0.25626030889188783,1283,80,49,1265,551.0259055555555,1563.606096,3.865341504286827,1.2187109088074823,10,8,9,9,7,9,6,9,8,9,43,41,84,1,14
LOUISVILLE SLUGGERS,23,215,10.748636868555788,7578,6806,1777,257,976,922,173,0.2610931531002057,1040,68,82,1071,447.2603388888889,1298.9432800000002,3.8705221634615383,1.2489839230769233,8,9,6,7,10,4,9,3,7,7,40,30,70,2,14
NATIONAL PASTIME,23,258,10.488631384962607,7608,6860,1768,251,924,924,150,0.2577259475218659,1244,79,52,1218,538.8453166666666,1540.45136,3.8983985932475878,1.2383049517684888,7,4,7,5,8,8,7,7,6,8,31,36,67,3,14
HOOSIERS,23,230,10.293826083779102,7998,7092,1773,267,1010,981,198,0.25,1232,74,11,1147,540.2375622222222,1552.7798,3.946540633116883,1.2603732142857142,10,10,10,10,1,6,3,6,4,5,41,24,65,4,14
BIG RED MACHINE,23,214,9.838943511393746,7517,6664,1669,263,941,929,117,0.2504501800720288,1036,63,103,999,438.5017244444445,1301.33657,3.8093779150579152,1.2561163803088802,9,7,8,1,3,3,10,2,9,6,28,30,58,5,14
